wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.38489372,0.095426925,0.33244482,0.6650976,0.18988904,0.16345175,0.57394344,0.21293108,0.26913935,0.12421335,0.51295745,0.6229378,0.22721943,0.4180365,0.091644116,0.1339009,0.30949843,0.48069817,0.9060346,0.42738512,0.3010251,0.06449799,0.17615826,0.068463944,0.41327998,0.3149333,0.23346978,0.1614652,0.09470237,0.4188721,0.14949171,0.41867182,0.42460775,0.59886414,0.9221582,0.4855299,0.26958767
0.3559365,0.08380302,0.29972976,0.6421924,0.16228423,0.15128809,0.534216,0.18867464,0.26637772,0.1056548,0.47707042,0.5845527,0.19753043,0.38448155,0.07413833,0.105681114,0.2896315,0.43651605,0.88064647,0.38675514,0.25990587,0.04824239,0.16132422,0.051255036,0.40037134,0.3031375,0.21182795,0.14278384,0.07648668,0.393953,0.12614417,0.38653013,0.41188183,0.587628,0.9034734,0.4554628,0.24386883
0.3296033,0.06985438,0.26689187,0.61609554,0.14581804,0.14903717,0.49987036,0.16895798,0.25529212,0.088348545,0.4446115,0.5534911,0.18220825,0.35415882,0.060175512,0.08116948,0.26719144,0.40870437,0.8585008,0.37384903,0.22001004,0.034660213,0.15224022,0.039319746,0.37092927,0.28412792,0.18575099,0.1264134,0.060042515,0.37903467,0.105821386,0.3512921,0.39694473,0.5771076,0.8956391,0.4299952,0.22535418
0.2993892,0.060461577,0.23895894,0.5928474,0.12555347,0.14037062,0.46639547,0.15258949,0.25089657,0.07533978,0.41142634,0.5251667,0.16058247,0.33943442,0.04684949,0.06328938,0.25314218,0.38207543,0.8333479,0.3562299,0.18504256,0.02478492,0.14308523,0.028629966,0.3499009,0.27248693,0.16618507,0.11023772,0.048242334,0.36639705,0.09311702,0.31913665,0.39007136,0.5769084,0.86546373,0.4036365,0.2091742
0.27393708,0.050921045,0.21320264,0.567506,0.10981799,0.1362487,0.43986657,0.13818322,0.24466759,0.06283645,0.38827357,0.49963263,0.14534901,0.30759016,0.035251882,0.046739552,0.237924,0.35394612,0.81466836,0.332416,0.15551072,0.017880967,0.13362435,0.020129414,0.3351501,0.26489618,0.15224198,0.09725258,0.038328722,0.35647434,0.080677435,0.3005089,0.3727458,0.56169355,0.8542865,0.38095456,0.18642068
0.2531408,0.042471133,0.19781956,0.55694705,0.09678602,0.12865204,0.41264197,0.12819184,0.24499775,0.052474674,0.37124768,0.48135146,0.13267885,0.29396802,0.026079511,0.034482785,0.22169651,0.34740296,0.7972567,0.30628604,0.13155574,0.0116197495,0.12377436,0.013902955,0.31888282,0.2538442,0.1317821,0.08421622,0.029630704,0.33448702,0.07027664,0.28188396,0.36220214,0.5548397,0.81609607,0.36800098,0.17857794
0.23180827,0.036618516,0.17554525,0.5341729,0.086121924,0.12578678,0.37936872,0.11755368,0.24321593,0.044799045,0.3406295,0.46339694,0.12531073,0.27002144,0.018275721,0.024464402,0.21526264,0.32710138,0.7808176,0.28675973,0.10978437,0.007488793,0.120491214,0.009266958,0.30258507,0.24505907,0.1161596,0.07337067,0.022739306,0.32412547,0.05950778,0.25562868,0.34955105,0.5470842,0.8087588,0.35215333,0.16641952
0.21511225,0.030496629,0.15589494,0.51982427,0.074252784,0.122493014,0.35657758,0.10970971,0.23924756,0.03731205,0.31854272,0.4498212,0.11384506,0.25313237,0.012621192,0.016426027,0.20625502,0.3115441,0.76351154,0.27943677,0.09089929,0.0045930687,0.11595782,0.0057920683,0.27781218,0.25388426,0.10846777,0.06469093,0.017336767,0.3119145,0.055915087,0.24127059,0.33328956,0.5336426,0.80432624,0.33886716,0.15782051
0.20240493,0.025488961,0.1390861,0.50001854,0.066047564,0.12069065,0.33494303,0.10251372,0.24006884,0.031105977,0.30614316,0.42934746,0.10793219,0.23922117,0.008135465,0.010750788,0.20072342,0.29267696,0.7485677,0.26349792,0.07484946,0.0026476763,0.11183657,0.003395854,0.26335427,0.2463564,0.094264604,0.054515313,0.012664907,0.30238956,0.051235363,0.22390321,0.32252455,0.52532154,0.78716034,0.32192987,0.15312465
0.18843828,0.020262187,0.12421811,0.4881878,0.056888282,0.115522735,0.31894997,0.09561272,0.22361593,0.024699446,0.28582734,0.41283578,0.099914104,0.22199512,0.004946318,0.006693983,0.18800287,0.2815668,0.73075247,0.24649459,0.06125257,0.0014357754,0.10695559,0.0018599844,0.2528388,0.25374442,0.08649623,0.047182232,0.008960017,0.2959336,0.04654494,0.2102997,0.31215537,0.5165553,0.7694809,0.31887636,0.14076471
0.18037067,0.016634306,0.11330368,0.47148386,0.050329596,0.111958586,0.30710503,0.09137614,0.21922643,0.020272844,0.2767359,0.39652905,0.09566877,0.20926712,0.002804969,0.004023097,0.18835817,0.27261394,0.71270245,0.2275985,0.050401352,0.00073071563,0.104673214,0.00093566015,0.2423067,0.24878028,0.073874265,0.038149834,0.0060249036,0.28212243,0.042606484,0.19821765,0.3018114,0.50808156,0.7489563,0.31117675,0.135437
0.16142781,0.012993306,0.09961142,0.45220387,0.04439415,0.110324495,0.2934776,0.08865876,0.21919276,0.01575605,0.2642898,0.3841848,0.093817055,0.19429468,0.0015002192,0.002316951,0.18254925,0.258645,0.69859666,0.2178853,0.040524755,0.00034938988,0.09883293,0.00043952855,0.21951017,0.250529,0.06306707,0.030436588,0.0039289137,0.27301213,0.040219862,0.19267887,0.28825057,0.49784648,0.73925334,0.296117,0.13434412
0.1534301,0.010185254,0.08833276,0.43977195,0.03890897,0.10874206,0.28248414,0.08106701,0.21428096,0.012368444,0.24327935,0.37261817,0.092656314,0.18627325,0.0007504475,0.0012659536,0.18345162,0.25015977,0.68540764,0.20557237,0.03246762,0.00015586607,0.095457315,0.00019152313,0.20808105,0.2555987,0.053931266,0.02374904,0.0024484284,0.26590303,0.038135245,0.18539622,0.27446088,0.48631293,0.72912943,0.29248813,0.13325238
0.14654104,0.007403116,0.07960144,0.42885587,0.03272551,0.10910833,0.26511133,0.0745672,0.20943578,0.008950868,0.23925142,0.36075,0.08790774,0.17499815,0.00034779534,0.00066068274,0.17206728,0.23979875,0.66844004,0.1940835,0.025572482,6.5192886e-05,0.08979703,7.695091e-05,0.19503123,0.24585916,0.043617774,0.01782494,0.0014361265,0.251265,0.037341967,0.1757481,0.2646404,0.4789471,0.71422213,0.28031158,0.1286376
0.14065218,0.0054265354,0.06941739,0.41557446,0.027308373,0.10633842,0.2498818,0.07278386,0.20539272,0.0065728975,0.23342761,0.34907284,0.08517249,0.16617505,0.00015148864,0.00032722895,0.17220208,0.2304389,0.6598152,0.18482879,0.019857265,2.540113e-05,0.085677564,2.8730054e-05,0.17935807,0.24940276,0.035755552,0.013283968,0.000813561,0.24737218,0.036249775,0.16685694,0.25166255,0.46595374,0.70219535,0.25665784,0.12063591
0.13209909,0.0038024562,0.060968406,0.4123793,0.023369176,0.10075836,0.24973996,0.071124606,0.20333394,0.0045887344,0.22360869,0.33738813,0.08718516,0.16004136,6.161939e-05,0.00015318957,0.17001836,0.22581564,0.64254904,0.16988657,0.01537664,9.203234e-06,0.08235602,9.882719e-06,0.17242204,0.25102141,0.028436467,0.009432128,0.00042660066,0.2350807,0.030321443,0.15710945,0.2424087,0.4607028,0.68236876,0.25568795,0.118078195
0.12788504,0.0025781633,0.05105072,0.39849845,0.01869809,0.10363969,0.24352911,0.06774888,0.19684565,0.003113066,0.2187875,0.32853785,0.084958605,0.14850032,2.3252645e-05,6.7465655e-05,0.16261093,0.21503676,0.63027245,0.16399026,0.011481131,3.0732597e-06,0.0805383,3.1251798e-06,0.15854102,0.2510068,0.021678893,0.0064019077,0.00021498224,0.2334678,0.03091954,0.1552176,0.23376808,0.45525557,0.6716488,0.24670126,0.11697162
0.12214961,0.0016961488,0.045364976,0.393814,0.01513489,0.10529398,0.23302707,0.066393994,0.19419248,0.0020500175,0.21150543,0.322581,0.08580063,0.14173433,8.13237e-06,2.7907867e-05,0.15851413,0.20687385,0.6209396,0.15030394,0.008525378,9.42424e-07,0.07811551,9.0267514e-07,0.14683272,0.24867219,0.016014157,0.0041548447,0.00010203187,0.22147048,0.031057904,0.14441763,0.228239,0.45439377,0.6378933,0.26046973,0.118126
0.11367327,0.0010794637,0.03928689,0.3825836,0.011613519,0.10158168,0.22971292,0.06417594,0.19376256,0.0013023955,0.20340593,0.31673548,0.08339894,0.13542722,2.6164073e-06,1.0775444e-05,0.1571168,0.20055766,0.61262774,0.13863254,0.0061751097,2.6374366e-07,0.07823332,2.3677975e-07,0.13951738,0.24552064,0.011553007,0.002531963,4.537913e-05,0.21395136,0.029127741,0.13690506,0.218054,0.4457217,0.63177043,0.24599175,0.11418002
0.11126035,0.0006639555,0.03249159,0.37204495,0.008756478,0.10300585,0.2210919,0.062271155,0.1922161,0.00080145476,0.20323832,0.31740695,0.08404062,0.12768771,7.711e-07,3.865279e-06,0.15985185,0.19325313,0.60390264,0.12935103,0.004303434,6.692685e-08,0.07650466,5.6009025e-08,0.13003673,0.23761703,0.007981528,0.0014908828,1.8977877e-05,0.21034011,0.02787737,0.13242939,0.2111277,0.43917042,0.616113,0.23485756,0.10846415
0.105776794,0.00038998664,0.028725142,0.3653915,0.0064190393,0.1031345,0.2121818,0.057973538,0.18535839,0.00047061712,0.1985066,0.31745148,0.085538775,0.11957213,2.0689323e-07,1.2830403e-06,0.15705173,0.18620385,0.5966155,0.12167783,0.002962612,1.5280719e-08,0.07322234,1.1851423e-08,0.11950973,0.24071786,0.0054163015,0.0008319221,7.4242976e-06,0.210937,0.026041638,0.1280973,0.19489783,0.41920355,0.5841319,0.23719947,0.105179906
0.09840859,0.00021926106,0.0234219,0.36172283,0.004533368,0.10083521,0.20738165,0.057159852,0.18704534,0.0002641169,0.19354986,0.31041935,0.0846373,0.115325555,5.0179512e-08,3.9138186e-07,0.15095955,0.18050322,0.5864349,0.111021034,0.0019676448,3.113776e-09,0.07353084,2.2242834e-09,0.11460263,0.24224238,0.0035785334,0.00044559542,2.6995754e-06,0.19854258,0.026068283,0.12574475,0.18656534,0.41071355,0.58173126,0.23344558,0.10581109
0.09308751,0.00011837765,0.019257452,0.3532999,0.003100638,0.1009062,0.20564188,0.055521265,0.18501772,0.00014250133,0.18629634,0.30147967,0.08583946,0.11134106,1.091475e-08,1.09047456e-07,0.15184511,0.17718767,0.5748956,0.10538978,0.0012703437,5.612484e-10,0.06971428,3.6681644e-10,0.106385015,0.23785266,0.002240807,0.00022526058,9.081768e-07,0.19334148,0.026142998,0.11924267,0.18042701,0.40586218,0.574326,0.2240832,0.09983833
0.08709011,6.083787e-05,0.015474891,0.34393555,0.0020352376,0.09636999,0.20223159,0.05706324,0.18482073,7.3123374e-05,0.17955601,0.29419324,0.08743275,0.10382257,2.1114166e-09,2.7557828e-08,0.15011108,0.17133376,0.56339914,0.10010508,0.00078865356,8.8623595e-11,0.067104526,5.2613545e-11,0.09986994,0.22968113,0.0013374225,0.00010766281,2.81041e-07,0.19068992,0.025845114,0.11657553,0.17368673,0.39954117,0.5706037,0.22249256,0.10077528
0.08464033,2.9713796e-05,0.0122061595,0.33921832,0.0012653484,0.09773567,0.20259157,0.05456537,0.17766401,3.5635858e-05,0.18172953,0.29101667,0.08321628,0.099593185,3.599241e-10,6.268957e-09,0.14446951,0.16702598,0.5550089,0.095752865,0.00047102486,1.2131307e-11,0.06501712,6.490825e-12,0.09180109,0.22631012,0.00077337236,4.842827e-05,7.953992e-08,0.18745643,0.027052969,0.112419315,0.16838855,0.39536226,0.56072295,0.21728092,0.10128937
0.078983076,1.3755739e-05,0.009604287,0.33167621,0.0007649161,0.09644333,0.19659889,0.054852635,0.17513306,1.6464384e-05,0.1772016,0.29158705,0.08383982,0.09437805,5.3528067e-11,1.2733552e-09,0.14482576,0.16203293,0.54567295,0.08983961,0.00027061085,1.4231436e-12,0.06420134,6.8041585e-13,0.085702606,0.21990585,0.00042650642,2.048926e-05,2.0447406e-08,0.18611495,0.02746906,0.10976985,0.16263665,0.3900388,0.55196464,0.21018994,0.10159955
0.076240174,6.008748e-06,0.007310664,0.327242,0.00044345408,0.09734533,0.19055022,0.054055013,0.17225295,7.1756576e-06,0.17637733,0.27112526,0.08583478,0.08847722,6.8698463e-12,2.2888683e-10,0.13930413,0.15718189,0.53613794,0.08699355,0.00014952863,1.4129981e-13,0.06320414,5.980722e-14,0.0781712,0.21465684,0.00022478154,8.122749e-06,4.739111e-09,0.18096067,0.026627323,0.107382745,0.15686451,0.38453978,0.5435138,0.20880036,0.10417451
0.07075137,2.4665544e-06,0.005499884,0.31953925,0.00024472992,0.093915634,0.18514681,0.051471505,0.16975103,2.9386392e-06,0.16925928,0.271261,0.08392903,0.084765166,7.518743e-13,3.6058455e-11,0.13591607,0.15206596,0.5278042,0.08138782,7.877509e-05,1.1712621e-14,0.06161752,4.344403e-15,0.07177231,0.21648824,0.0001126159,3.002019e-06,9.823842e-10,0.17701216,0.026599731,0.10636467,0.15062195,0.3788059,0.5328207,0.19824895,0.09843556
0.066875085,9.4705297e-07,0.00405674,0.31233934,0.00012889344,0.092778474,0.18706118,0.050283454,0.16994292,1.1254401e-06,0.16941094,0.26661623,0.081604615,0.08132943,6.9269284e-14,4.9265045e-12,0.13535084,0.14893119,0.5162546,0.075886495,3.9598133e-05,7.9853745e-16,0.059419762,2.5668e-16,0.06598331,0.20708035,5.351742e-05,1.028039e-06,1.8054391e-10,0.17249304,0.027894083,0.10049035,0.14559813,0.37569687,0.5263812,0.19419159,0.1004966
0.0636726,3.3834223e-07,0.0029451132,0.30709097,6.4738044e-05,0.09054497,0.179874,0.053097088,0.16292645,4.0093266e-07,0.16480269,0.25490704,0.080021955,0.074759476,5.296311e-15,5.770795e-13,0.13175377,0.1450666,0.51078016,0.07117707,1.8872855e-05,4.4050508e-17,0.05778039,1.212143e-17,0.06022021,0.20862529,2.4125167e-05,3.2481017e-07,2.913808e-11,0.16564608,0.028185748,0.09966931,0.13876994,0.3687363,0.5163952,0.19051588,0.09872977
0.060393408,1.1186038e-07,0.0020586431,0.3005637,3.0882988e-05,0.09177623,0.17740482,0.050885215,0.15778403,1.3214837e-07,0.16551818,0.24934249,0.08140749,0.07178887,3.3090107e-16,5.723543e-14,0.13218026,0.14042588,0.50042075,0.06617679,8.506694e-06,1.931108e-18,0.057430904,4.4881636e-19,0.05551708,0.1990308,1.0197649e-05,9.4027705e-08,4.0871143e-12,0.1604895,0.026989833,0.09865539,0.1324305,0.3626313,0.51171696,0.18846443,0.10003295
0.05670776,3.4021134e-08,0.0014253808,0.29600173,1.3899309e-05,0.09182787,0.17765628,0.052183766,0.15370126,4.005874e-08,0.1573608,0.24704804,0.07868039,0.06726893,1.6608e-17,4.7412813e-15,0.12857929,0.13716362,0.49219263,0.060555235,3.613653e-06,6.595658e-20,0.056205463,1.27565355e-20,0.051524024,0.19910626,4.0447835e-06,2.478198e-08,4.9266044e-13,0.16280504,0.027633013,0.09122177,0.12682745,0.3573009,0.5017167,0.18097903,0.094390936
0.053061213,9.4574535e-09,0.0009410389,0.28845555,5.896867e-06,0.09166769,0.17261319,0.04986912,0.15817465,1.1096071e-08,0.15521352,0.24137095,0.07912254,0.06275202,6.5719986e-19,3.231757e-16,0.12678635,0.13343617,0.48591897,0.057136435,1.4381296e-06,1.717151e-21,0.054638922,2.7187115e-22,0.04603506,0.19089977,1.4951562e-06,5.90294e-09,5.040901e-14,0.15229255,0.027439004,0.089953244,0.121670745,0.35323215,0.49591157,0.18075496,0.09904806
0.05108774,2.3862934e-09,0.00060651364,0.2830577,2.3445152e-06,0.09097562,0.16761482,0.048870526,0.15682775,2.788947e-09,0.1581644,0.23454171,0.07924633,0.05844803,2.0085152e-20,1.7831268e-17,0.12225468,0.12808335,0.4778487,0.051128715,5.3407337e-07,3.326146e-23,0.05394885,4.2331254e-24,0.042413834,0.19127992,5.1334484e-07,1.2608072e-09,4.319796e-15,0.15449359,0.027185023,0.089120105,0.11707786,0.3518981,0.48184586,0.178399,0.09786733
0.047200914,5.4239124e-10,0.00037747927,0.27973536,8.698149e-07,0.090472266,0.16854766,0.048125554,0.15425132,6.312772e-10,0.15878256,0.23047829,0.07648451,0.055928305,4.6338765e-22,7.8219755e-19,0.12128063,0.12597698,0.4719242,0.04635742,1.8413806e-07,4.666313e-25,0.05239948,4.677737e-26,0.037417475,0.18610528,1.6255137e-07,2.3941174e-10,3.0551348e-16,0.15107451,0.026119504,0.08683674,0.11069039,0.3444857,0.47615287,0.17313519,0.09498316
0.044041965,1.1014867e-10,0.0002264172,0.27278495,2.9949436e-07,0.089903794,0.16180605,0.048248503,0.1431745,1.2762465e-10,0.15287831,0.2282479,0.07428809,0.052900106,7.86904e-24,2.6745048e-20,0.12126232,0.12303691,0.46624205,0.04250924,5.8593134e-08,4.6012073e-27,0.04945582,3.551379e-28,0.033816084,0.1881138,4.7203997e-08,4.0041498e-11,1.7547709e-17,0.14877038,0.026796246,0.085357666,0.10601845,0.34122458,0.46876395,0.17490211,0.09516108
0.040586565,1.9808846e-11,0.00013050118,0.26995474,9.518178e-08,0.089842744,0.16395657,0.048207246,0.14457825,2.2840561e-11,0.14925511,0.22831303,0.07330206,0.048526276,9.562783e-26,6.973912e-22,0.11685221,0.11922494,0.45872104,0.038964543,1.7102805e-08,3.0833627e-29,0.04870817,1.7860463e-30,0.029921278,0.18272258,1.2484357e-08,5.8391087e-12,8.041872e-19,0.15033397,0.026193788,0.08333899,0.10126668,0.3372325,0.46020496,0.16876414,0.09457829
0.03831804,3.1243137e-12,7.234831e-05,0.26688245,2.7747507e-08,0.086653344,0.15929873,0.048175417,0.14309847,3.5836427e-12,0.15271212,0.21864782,0.07471514,0.045889422,8.0588304e-28,1.3536588e-23,0.115267314,0.11652283,0.44953585,0.034504414,4.5488684e-09,1.3519706e-31,0.049000688,5.70924e-33,0.026529914,0.17754503,2.9857254e-09,7.3428655e-13,2.884028e-20,0.14030755,0.025832355,0.08200251,0.09562813,0.33169743,0.45526204,0.16666445,0.09912755
0.035591133,4.2766027e-13,3.8354006e-05,0.26262122,7.37009e-09,0.08449202,0.15734333,0.04777108,0.14533849,4.8776326e-13,0.15010385,0.21904483,0.0717014,0.042650834,4.5461163e-30,1.9040179e-25,0.1156072,0.11316015,0.44098604,0.031514548,1.0945029e-09,3.7155016e-34,0.04829989,1.10659054e-35,0.022201814,0.17864662,6.405944e-10,7.867734e-14,7.921977e-22,0.14072023,0.02622607,0.079454325,0.08985658,0.32348186,0.44735387,0.16911574,0.09468328
0.032466035,5.0225137e-14,1.9378716e-05,0.2576347,1.7707675e-09,0.08379287,0.1581769,0.04771552,0.1422601,5.69341e-14,0.14721555,0.22352232,0.07172189,0.038427934,1.649486e-32,1.883409e-27,0.11334198,0.1110623,0.43629313,0.027812948,2.3637134e-10,6.0927336e-37,0.04674468,1.2318718e-38,0.019141953,0.17168355,1.2224922e-10,7.089311e-15,1.6276244e-23,0.13963524,0.026160603,0.07562293,0.08447766,0.31912556,0.43666083,0.164974,0.09904856
0.029368337,4.99805e-15,9.303497e-06,0.25616014,3.818385e-10,0.08318989,0.15226692,0.04727585,0.14159378,5.6282544e-15,0.1455091,0.2112815,0.070883885,0.035778776,3.6784605e-35,1.266889e-29,0.11215049,0.108318426,0.42864135,0.024980936,4.5430184e-11,5.6324e-40,0.046336178,7.395e-42,0.016246548,0.17449665,2.0559601e-11,5.295471e-16,2.4362505e-25,0.13542774,0.027957682,0.07495458,0.08040645,0.3161377,0.42882293,0.16975132,0.09429298
0.02672626,4.1573894e-16,4.224396e-06,0.24899977,7.3269904e-11,0.08703284,0.15452278,0.04665218,0.13721485,4.6481145e-16,0.14430195,0.20490125,0.07078234,0.03212948,4.785693e-38,5.5797367e-32,0.108922765,0.10572244,0.4203476,0.022251297,7.699308e-12,2.75e-43,0.046680804,3e-45,0.013833165,0.17580196,3.016498e-12,3.2280426e-17,2.5798119e-27,0.13624722,0.025158204,0.07377225,0.076079994,0.31256706,0.42294672,0.16188082,0.0922165
0.023849586,2.8477936e-17,1.8072882e-06,0.24531493,1.239591e-11,0.08245849,0.15140049,0.04676379,0.13581176,3.1592635e-17,0.14790095,0.20471975,0.07278102,0.028987413,3.4192e-41,1.5414106e-34,0.10791977,0.10246879,0.41604504,0.01929753,1.1390782e-12,0.0,0.04533033,0.0,0.011357676,0.16554771,3.8189184e-13,1.5784585e-18,1.8701475e-29,0.13070689,0.027820868,0.07389252,0.071480416,0.31047645,0.41772515,0.15509886,0.08942553
0.021867748,1.580418e-18,7.2597203e-07,0.24461095,1.8305104e-12,0.08081296,0.14796488,0.045706466,0.13426167,1.7385426e-18,0.15090288,0.19355021,0.069176465,0.026338378,1.3e-44,2.542893e-37,0.108402126,0.100679845,0.40891877,0.016652081,1.4551365e-13,0.0,0.042214952,0.0,0.009686912,0.16688654,4.1221936e-14,6.0753346e-20,8.9437006e-32,0.13043559,0.02643921,0.07080131,0.06605009,0.3038017,0.41742468,0.15071568,0.088570684
0.019358387,6.9794876e-20,2.7225744e-07,0.23717642,2.3337547e-13,0.083032854,0.14711078,0.044644345,0.13557854,7.6078134e-20,0.14456092,0.19946456,0.06885331,0.02342373,0.0,2.36716e-40,0.10578181,0.097878456,0.4013556,0.015123489,1.586101e-14,0.0,0.04312986,0.0,0.007676547,0.16399674,3.7445264e-15,1.8025794e-21,2.70588e-34,0.12748876,0.024911003,0.0702,0.06277562,0.30416304,0.40212986,0.15350313,0.08935824
