rank,index,center,related,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score
1,5,total_gen,gen_fuel_gas_mw,0.35496029057621126,0.9022805309037792,0.920196240983112,0.7380233684574564,0.9006077930007476,0.9705022247241752,1,1,1,1,1,1,6,0.9705022247241752
2,4,total_gen,gen_fuel_coal_mw,0.25941495965426836,0.8156505409160988,0.8385490535088669,0.6412465763238997,0.8422161898954439,0.9454658387437761,1,1,1,1,1,1,6,0.9454658387437761
3,64,total_gen,gross_inadv_interchange_mw,0.05969997495608932,0.4409892163811339,0.4720126032971544,0.2971893244370309,0.44339974147150973,0.8967642627212898,1,1,1,1,1,1,6,0.8967642627212898
4,8,total_gen,gen_fuel_nuclear_mw,0.17423188958457317,0.6118606412158372,0.5722185889210392,0.4186871610670236,0.6152617888275037,0.8553970896858674,1,1,1,1,1,1,6,0.8553970896858674
5,6,total_gen,gen_fuel_hydro_mw,0.0803550889641914,0.3850779858140775,0.4847779321447546,0.2464559715338359,0.40854208010214077,0.7939638812318598,1,1,1,1,1,1,6,0.7939638812318598
6,9,total_gen,gen_fuel_oil_mw,0.28750461796666615,0.5629571804342899,0.6849083715131216,0.3700033533639503,0.6385983422333213,0.4300824002948184,1,1,1,1,1,1,6,0.6849083715131216
7,1,total_gen,total_losses,0.14682736262428817,0.6809308647398136,0.6229598837246567,0.47924762087103456,0.6257201052858437,0.4547534705140394,1,1,1,1,1,1,6,0.6809308647398136
8,55,total_gen,system_energy_price_rt,0.6669666794753291,0.5423368832876803,0.40412459032663334,0.39652398230995034,0.5210925779124698,0.19113184962644253,1,1,1,1,1,1,6,0.6669666794753291
9,52,total_gen,total_lmp_da,0.2955260960673149,0.5998017842668429,0.6192534079548796,0.42120378092855154,0.5729430579514443,0.19117343955416105,1,1,1,1,1,1,6,0.6192534079548796
10,51,total_gen,system_energy_price_da,0.3016979011875311,0.5806271655014485,0.5942575747889614,0.40137957682196734,0.5633850143128588,0.19046948484161155,1,1,1,1,1,1,6,0.5942575747889614
11,26,total_gen,total_pjm_loc_credit,0.11864032564561475,0.2401705793031866,0.20097427975066226,0.1627450136907283,0.2377346293738919,0.5805897776281771,1,1,1,1,1,1,6,0.5805897776281771
12,56,total_gen,total_lmp_rt,0.544818993747121,0.534487075224618,0.4142182803563957,0.3630720044481512,0.4586499874866125,0.18717748162495823,1,1,1,1,1,1,6,0.544818993747121
