方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.8531171046113242,da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_synchronized_reserve|gen_fuel_nuclear_mw|gen_fuel_hydro_pct|gen_fuel_coal_mw|gen_fuel_multiple_fuels_pct|total_pjm_rt_load_mwh|da_as_ss_mw_primary_reserve|gen_fuel_wind_mw|total_pjm_rmpcp_cr|total_pjm_self_sched_reg|gen_fuel_solar_pct|gross_inadv_interchange_mw|da_as_as_req_mw_primary_reserve|total_pjm_assigned_reg|total_pjm_reg_purchases
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.8399607294038569,da_as_as_req_mw_synchronized_reserve|total_pjm_self_sched_reg|gen_fuel_hydro_mw|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|prelim_load_avg_hourly|da_as_as_req_mw_primary_reserve|da_as_mcp_primary_reserve|gen_fuel_hydro_pct|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|wind_generation_mw|da_as_ss_mw_primary_reserve
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8706972723447234,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_self_sched_reg|da_as_as_mw_synchronized_reserve|gen_fuel_hydro_pct|prelim_load_avg_hourly|gen_fuel_hydro_mw|total_pjm_rt_load_mwh|system_energy_price_da|gen_fuel_wind_mw|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_pct
XGBoost,树模型特征重要性（2016）,0.8799639316448893,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_mcp_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_hydro_mw|total_pjm_rt_load_mwh|gen_fuel_multiple_fuels_pct|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_mw|da_as_mcp_synchronized_reserve|system_energy_price_da|da_as_ss_mw_primary_reserve|gen_fuel_oil_pct
Lasso,线性稀疏（1996）,0.8765373716141691,da_as_as_req_mw_primary_reserve|prelim_load_avg_hourly|da_as_mcp_synchronized_reserve|da_as_mcp_primary_reserve|da_as_as_mw_synchronized_reserve|gen_fuel_coal_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_hydro_mw|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_self_sched_reg|gen_fuel_gas_mw|total_pjm_reg_purchases|total_pjm_assigned_reg|gen_fuel_multiple_fuels_pct|solar_generation_mw|gen_fuel_nuclear_pct|gen_fuel_oil_mw
Pearson,相关系数排序（只看两两关系）,0.871266848292499,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_gas_mw|da_as_as_mw_synchronized_reserve|prelim_load_avg_hourly|total_pjm_rt_load_mwh|forecast_load_mw_latest_available|gen_fuel_coal_mw|gen_fuel_gas_pct|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_mw|total_pjm_rmpcp_cr|gen_fuel_other_renewables_pct
