area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_solar_mw,hour_of_day,day_of_week,month_of_year,is_weekend
4.475564e-21,1.1317418e-22,0.122068346,4.9245696e-22,6.591152e-23,2.723239e-24,2.2558494e-16,5.189019e-25,8.142326e-09,0.078819655,0.09389669,0.13925114,3.007941e-20,0.027320115,6.2514253e-27,7.477228e-24,2.3363058e-05,1.0808327e-15,2.5244612e-10,2.651886e-13,1.133567e-21,5.4595228e-05,1.19333474e-23,6.953939e-25,9.658926e-19,3.148082e-12,0.0850293,0.022629859,4.9596406e-17,5.85549e-17,1.8044797e-05,0.043631047,8.267483e-15,5.662344e-25,0.04204076,0.21846044,0.034596507,0.20482256,0.051737983,7.0504164e-20,3.8765903e-24,2.5151524e-22
6.461417e-23,1.1319332e-24,0.11651833,5.826202e-24,6.346462e-25,1.9005553e-26,9.49667e-18,3.1203462e-27,1.5461628e-09,0.08102263,0.09146621,0.13799901,5.0237333e-22,0.028693622,2.4311895e-29,5.9072364e-26,1.05432055e-05,4.9669052e-17,3.8085826e-11,2.0435996e-14,1.3930137e-23,2.6010308e-05,9.914784e-26,4.350986e-27,2.2973376e-20,2.7666067e-13,0.084085345,0.019738743,1.6771893e-18,2.011426e-18,5.7936954e-06,0.044629976,4.670438e-16,3.408222e-27,0.03879527,0.21144672,0.03456112,0.20010549,0.051073592,1.1714678e-21,2.629149e-26,2.7380102e-24
6.552504e-25,7.675646e-27,0.11273855,4.750219e-26,4.1276866e-27,8.6774784e-29,3.0976161e-19,1.2091865e-29,2.5829056e-10,0.08208282,0.091788895,0.13570756,5.975486e-24,0.026612574,5.823884e-32,3.091273e-28,4.481721e-06,1.7822251e-18,4.961467e-12,1.2858294e-15,1.184034e-25,1.1720905e-05,5.4838867e-28,1.7614494e-29,4.0214738e-22,2.0073619e-14,0.08110166,0.017539658,4.309668e-20,5.2575648e-20,1.7026434e-06,0.04333745,2.0975555e-17,1.3221301e-29,0.036878914,0.20709191,0.036612015,0.19593966,0.049942005,1.3855558e-23,1.1631842e-28,2.0375795e-26
4.513889e-27,3.3974476e-29,0.11083429,2.5750444e-28,1.7450091e-29,2.4835701e-31,7.655802e-21,2.8873444e-32,3.757557e-11,0.08405961,0.08944865,0.134873,4.9034478e-26,0.026115578,8.162708e-35,1.0284547e-30,1.7862825e-06,4.8870852e-20,5.51549e-13,6.4942684e-17,6.7190284e-28,4.9749133e-06,1.9393494e-30,4.414325e-32,5.0381943e-24,1.1834767e-15,0.07808586,0.014606785,8.2118694e-22,1.0206513e-21,4.5565517e-07,0.044032954,7.343551e-19,3.160694e-32,0.03528178,0.202674,0.03531361,0.19023111,0.051050793,1.1299614e-25,3.2153445e-31,9.9905425e-29
2.0340978e-29,9.4021816e-32,0.10910993,8.9121195e-31,4.5903504e-32,4.2434194e-34,1.398687e-22,4.035425e-35,4.7080837e-12,0.08466981,0.09111096,0.13522427,2.6784543e-28,0.024934847,6.306726e-38,2.0759026e-33,6.6426423e-07,1.000022e-21,5.1652608e-14,2.5841143e-18,2.4457151e-30,1.9796767e-06,4.1881086e-33,6.5094475e-35,4.3785087e-26,5.57118e-17,0.075664945,0.012243772,1.1292684e-23,1.4324524e-23,1.10263386e-07,0.04365503,1.9611528e-20,4.42315e-35,0.0333185,0.19721292,0.032938104,0.18452644,0.048737645,6.130424e-28,5.2860034e-34,3.0953376e-31
5.7447884e-32,1.5486045e-34,0.106889986,1.8802936e-33,7.147263e-35,4.090909e-37,1.8376789e-24,3.1101875e-38,5.0198496e-13,0.08709269,0.09039846,0.13260272,9.353091e-31,0.024232836,2.5045e-41,2.4088834e-36,2.292551e-07,1.4871552e-23,4.0181227e-15,7.9354234e-20,5.4559744e-33,7.3501116e-07,5.2387275e-36,5.3260804e-38,2.5485537e-28,2.054113e-18,0.073697254,0.010188282,1.0873174e-25,1.4103547e-25,2.3943162e-08,0.042676598,3.900265e-22,3.4138982e-38,0.032643955,0.19319275,0.03471276,0.18045294,0.04833432,2.1247324e-30,4.8819987e-37,5.777558e-34
9.682586e-35,1.4340515e-37,0.10384109,2.2931474e-36,6.216853e-38,2.08345e-40,1.6838074e-26,1.2326e-41,4.4949802e-14,0.09015569,0.09182074,0.128764,1.9938766e-33,0.022929346,4e-45,1.509409e-39,7.3013915e-08,1.5605679e-25,2.556712e-16,1.838252e-21,7.0791134e-36,2.5325807e-07,3.56963e-39,2.2571e-41,9.54888e-31,5.807149e-20,0.0711326,0.00832991,7.085467e-28,9.418325e-28,4.626028e-09,0.0414778,5.624162e-24,1.355e-41,0.030798672,0.18857577,0.03208489,0.17546365,0.04684621,4.492049e-33,2.36972e-40,6.14915e-37
9.203868e-38,6.9856e-41,0.10104606,1.51977e-39,2.8232e-41,5.2e-44,1.0394653e-28,3e-45,3.3320182e-15,0.09173129,0.090896994,0.12763125,2.4609802e-36,0.022444082,0.0,4.75e-43,2.1326382e-08,1.1179944e-27,1.3083598e-17,3.132079e-23,5.027457e-39,8.052305e-08,1.233e-42,4e-45,2.2014006e-33,1.2295644e-21,0.06651936,0.006818578,3.0073958e-30,4.106745e-30,7.879821e-10,0.041771982,5.7077815e-26,3e-45,0.02969315,0.18320829,0.033800673,0.17272824,0.046379134,5.4935664e-36,5.6e-44,3.50015e-40
4.6188e-41,1.7e-44,0.09878571,5.09e-43,6e-45,0.0,4.158266e-31,0.0,2.0127245e-16,0.093024425,0.09026273,0.12963603,1.65372e-39,0.021939125,0.0,0.0,5.6747718e-09,5.2682253e-30,5.285524e-19,3.8161797e-25,1.819e-42,2.3478506e-08,0.0,0.0,2.9650756e-36,1.8995588e-23,0.064919166,0.00530331,7.960234e-33,1.11983065e-32,1.1715308e-10,0.04140779,3.9429797e-28,0.0,0.027767783,0.18002714,0.032806125,0.16978152,0.04463669,3.65378e-39,0.0,9.8e-44
1.1e-44,0.0,0.096076675,0.0,0.0,0.0,1.0312847e-33,0.0,9.737513e-18,0.09420003,0.09191339,0.129558,5.63e-43,0.021968273,0.0,0.0,1.3656859e-09,1.5654452e-32,1.6514629e-20,3.2220296e-27,0.0,6.2360135e-09,0.0,0.0,2.197243e-39,2.0798577e-25,0.06338796,0.004110979,1.2500889e-35,1.8175459e-35,1.5037761e-11,0.04021387,1.7856278e-30,0.0,0.026660094,0.1761813,0.03169,0.16386129,0.044384316,1.229e-42,0.0,0.0
0.0,0.0,0.09559567,0.0,0.0,0.0,1.5072573e-36,0.0,3.7020062e-19,0.09390775,0.09348733,0.12929812,0.0,0.022282127,0.0,0.0,2.949278e-10,2.7953264e-35,3.9016003e-22,1.8196168e-29,0.0,1.4978824e-09,0.0,0.0,8.35e-43,1.562261e-27,0.061512608,0.003031239,1.0995989e-38,1.6585242e-38,1.6468156e-12,0.043679282,5.079698e-33,0.0,0.025920773,0.17105573,0.03073808,0.15995847,0.044615664,0.0,0.0,0.0
0.0,0.0,0.09240612,0.0,0.0,0.0,1.224181e-39,0.0,1.083035e-20,0.09669001,0.09114089,0.12830962,0.0,0.02077647,0.0,0.0,5.6668625e-11,2.837401e-38,6.796959e-24,6.604313e-32,0.0,3.228252e-10,0.0,0.0,0.0,7.760576e-30,0.05945183,0.002160512,5.064e-42,7.96e-42,1.5188228e-13,0.042143412,8.645373e-36,0.0,0.024654811,0.16850883,0.030457854,0.15616462,0.042287633,0.0,0.0,0.0
0.0,0.0,0.08829206,0.0,0.0,0.0,5.16e-43,0.0,2.3822786e-22,0.09740424,0.0922118,0.12754841,0.0,0.020509196,0.0,0.0,9.598787e-12,1.5346e-41,8.491091e-26,1.4720391e-34,0.0,6.1897314e-11,0.0,0.0,0.0,2.4458683e-32,0.05805496,0.0015038791,1e-45,1e-45,1.1630955e-14,0.04336944,8.321255e-39,0.0,0.023062212,0.16522826,0.02925853,0.15282597,0.042076588,0.0,0.0,0.0
