n,test_r2
1,0.30192939126522766
2,0.9473548785872129
3,0.9551872557118264
4,0.9706156943624408
5,0.9749996277879526
6,0.9780518615698978
7,0.9805347900912844
8,0.9844514772688456
9,0.9875724326819091
10,0.9891691052876657
