epoch,feature_index,feature,gate_logit
1,1,da_as_as_mw_thirty_minutes_reserve,1.1943171
1,2,da_as_total_mw_thirty_minutes_reserve,1.1359946
1,3,gross_sched_interchange_mw,1.4611477
1,4,gen_fuel_nuclear_mw,1.3618112
1,5,gen_fuel_gas_mw,0.9221873
1,6,da_as_as_req_mw_thirty_minutes_reserve,0.9529052
1,7,da_as_as_req_mw_primary_reserve,0.9873767
1,8,da_as_as_req_mw_synchronized_reserve,0.90593654
1,9,total_pjm_assigned_reg,0.18626283
1,10,da_as_as_mw_primary_reserve,0.6033075
1,11,da_as_total_mw_primary_reserve,0.5874593
1,12,da_as_as_mw_synchronized_reserve,0.56338066
1,13,total_pjm_reg_purchases,0.23009649
1,14,gen_fuel_other_renewables_mw,0.36465827
1,15,total_lmp_da,0.2588537
1,16,total_pjm_rmpcp_cr,0.47757712
1,17,forecast_load_mw_day_ahead,0.776634
1,18,total_pjm_rmccp_cr,1.5766686
1,19,gen_fuel_wind_mw,0.45418423
1,20,da_as_total_mw_synchronized_reserve,0.5157945
1,21,system_energy_price_da,0.27127296
1,22,gen_fuel_multiple_fuels_pct,-0.059785247
1,23,gen_fuel_multiple_fuels_mw,0.053840727
1,24,marginal_loss_price_rt,0.45903668
1,25,gen_fuel_gas_pct,0.13396779
1,26,marginal_loss_price_da,0.11036709
1,27,total_lmp_rt,0.40172598
1,28,rmccp,0.3496404
1,29,system_energy_price_rt,0.2581647
1,30,rmpcp,0.17288202
1,31,gen_fuel_wind_pct,-0.23146346
1,32,gen_fuel_coal_mw,0.8404597
1,33,wind_generation_mw,0.41008556
1,34,gross_inadv_interchange_mw,0.62099886
1,35,gen_fuel_oil_mw,0.3080343
1,36,da_as_mcp_primary_reserve,-0.028111845
1,37,total_pjm_rt_load_mwh,0.62899363
1,38,metered_load_mw,0.6227605
1,39,forecast_load_mw_latest_available,0.6093602
1,40,prelim_load_avg_hourly,0.5776991
1,41,gross_actual_interchange_mw,0.5558461
1,42,gen_fuel_hydro_mw,0.3595289
1,43,total_pjm_loc_credit,0.19817448
1,44,total_losses,0.22631557
1,45,net_inadv_interchange_mw,0.026400805
1,46,da_as_nsr_mw_primary_reserve,0.13383684
1,47,total_pjm_self_sched_reg,0.06979892
1,48,da_as_ss_mw_synchronized_reserve,0.022931129
1,49,da_as_ss_mw_thirty_minutes_reserve,0.03978744
1,50,da_as_ss_mw_primary_reserve,-0.050573647
1,51,gen_fuel_solar_mw,0.01491189
1,52,gen_fuel_coal_pct,-0.0071460307
1,53,congestion_price_rt,-0.2316247
1,54,da_as_mcp_synchronized_reserve,-0.1328843
1,55,congestion_price_da,0.08589038
2,1,da_as_as_mw_thirty_minutes_reserve,1.0834658
2,2,da_as_total_mw_thirty_minutes_reserve,1.0475665
2,3,gross_sched_interchange_mw,1.2509532
