wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.7706323,0.65647304,0.8036954,0.69641566,0.75810474,0.70992756,0.7618187,0.87353677,0.6917408,0.6643136,0.7010198,0.71504974,0.86544263,0.70752424,0.70298755,0.6611078,0.83375484,1.0341238,0.6401381,0.683375,0.6840187,1.0468411,0.7034038,0.6651092,0.66094583,0.77326006,0.6846784,0.7079538,0.6557341,0.66290915,0.7598093,0.69401747,0.7352137,0.9837879,0.6718361,0.65719455,0.6711522,0.71781373,0.69742954,0.7381492,0.6568708,0.6670436,0.7784336,0.9493498,0.8223688,0.6693652,0.709594,0.7025545
0.63371783,0.4369805,0.6508028,0.5178251,0.53799623,0.5469468,0.64930195,0.81406146,0.48012146,0.45070842,0.49155694,0.51906496,0.75378937,0.5953789,0.4934359,0.4702254,0.7001896,1.001408,0.4334016,0.46129504,0.46237087,0.9840124,0.5104233,0.5394527,0.44104946,0.57517964,0.50575143,0.53274477,0.42173493,0.45543548,0.6210333,0.5114944,0.5971962,0.9637923,0.45312515,0.43520942,0.45367718,0.51985353,0.5093932,0.56958413,0.43117163,0.44824493,0.68923616,0.90632963,0.7558517,0.4680046,0.5782438,0.5107849
0.52201146,0.28711975,0.52542645,0.40796658,0.4030788,0.42409378,0.5816514,0.75826883,0.32649446,0.3008058,0.33532894,0.3828132,0.676365,0.5610944,0.3421931,0.34924433,0.57288325,0.9344924,0.30428883,0.30182534,0.3147234,0.9205174,0.3832823,0.4486756,0.2863109,0.4004688,0.404557,0.41812307,0.27956435,0.3060292,0.4883205,0.3893826,0.48426765,0.9329273,0.29549176,0.27777874,0.32075247,0.37139562,0.3858378,0.44641295,0.28100628,0.28759223,0.59942406,0.84097683,0.6924893,0.32854304,0.48507726,0.3630593
0.44883412,0.18952079,0.4211425,0.35162657,0.30794302,0.328766,0.53393334,0.7176971,0.22449408,0.20470491,0.22678106,0.2842179,0.6078778,0.5310936,0.23658063,0.26333869,0.4706216,0.8890048,0.21637431,0.19816265,0.21756703,0.8716874,0.2858826,0.36317998,0.18506306,0.2856255,0.3460839,0.328635,0.1806643,0.20633735,0.3897495,0.29081082,0.39774856,0.9164809,0.19414392,0.17679437,0.23160341,0.27005625,0.30047768,0.3670605,0.17917044,0.18241252,0.51180047,0.7734645,0.6556231,0.23035,0.41287297,0.26387683
0.38616815,0.12509592,0.33444583,0.30894175,0.22575583,0.26787618,0.51511157,0.6794782,0.14994709,0.1418463,0.15492651,0.2068467,0.56612325,0.49311447,0.15747753,0.21113393,0.39268535,0.84698915,0.15446475,0.12479716,0.14557177,0.84079075,0.21737188,0.29293746,0.11519626,0.19902274,0.2888855,0.26346183,0.11495633,0.13505663,0.30438864,0.21478689,0.36172676,0.88572246,0.12421805,0.10755839,0.16712688,0.1909973,0.23032224,0.294618,0.11417805,0.11318344,0.43830448,0.71214056,0.6183809,0.15609811,0.35254866,0.20012334
0.33447573,0.08340299,0.26777017,0.27465874,0.16986321,0.21542478,0.48677057,0.6334845,0.09663885,0.10206843,0.10183797,0.14644843,0.52538663,0.4515726,0.1061238,0.17283863,0.33020195,0.80190945,0.10940973,0.076244056,0.09499962,0.8119609,0.15736736,0.23206498,0.075532794,0.1363363,0.27139345,0.21128461,0.07252883,0.08483875,0.23144206,0.16101271,0.321759,0.8620194,0.076650046,0.06290958,0.12015713,0.13476308,0.17412844,0.24667129,0.07039315,0.06738367,0.39786422,0.6567928,0.5758449,0.10527628,0.30187404,0.1587989
0.3103352,0.056520425,0.2278268,0.2596771,0.14009917,0.18106948,0.47095987,0.6128519,0.061065085,0.07624542,0.06569321,0.107979685,0.48642853,0.42514876,0.07371102,0.15144387,0.29666197,0.7542548,0.07939363,0.045378238,0.061266758,0.7899262,0.11602829,0.17737292,0.046947867,0.092712,0.23248857,0.16618064,0.043661736,0.051782787,0.15849996,0.120254256,0.3009033,0.83806294,0.04641841,0.03518385,0.089133225,0.09658943,0.13976988,0.2017,0.04135549,0.038643725,0.33066127,0.5791908,0.5640873,0.07291228,0.2726766,0.12550919
0.29425383,0.038234603,0.18441339,0.23998922,0.10521438,0.16165031,0.46399283,0.5725184,0.03642192,0.0596923,0.042387493,0.07652015,0.45009243,0.39713475,0.0461247,0.14337192,0.26386952,0.7243394,0.057564322,0.026065527,0.03769305,0.7625552,0.08049486,0.14309813,0.02888746,0.059808616,0.22412798,0.13990122,0.025378026,0.03083553,0.12336478,0.09055416,0.27001226,0.8121,0.027028112,0.01859745,0.06661869,0.06762971,0.11056979,0.17468159,0.022482026,0.021101786,0.3011453,0.54398906,0.5405978,0.046538435,0.25402218,0.10150499
0.28880167,0.027131828,0.15763882,0.23093979,0.089519024,0.14134397,0.45559078,0.54869866,0.020435138,0.05313547,0.025409324,0.053294998,0.42275783,0.37137428,0.030761775,0.13021171,0.25016993,0.6921557,0.04310875,0.014494822,0.02205665,0.7342017,0.054878514,0.1117231,0.017078156,0.03749547,0.20040815,0.1156822,0.014016483,0.017499225,0.091778435,0.06726909,0.26164684,0.7790447,0.015097396,0.009213406,0.050814483,0.048742224,0.094096944,0.15028058,0.011607452,0.010859541,0.26237652,0.5019263,0.51639885,0.02903933,0.22741596,0.08566205
