字段,中文名,层,快速得分(超阈比),标准_门控值,标准_是否选中,标准_选中数,标准_R2,去掉后_选中数,去掉后_全量R2,增量_门控值,增量_是否选中,增量_选中数,增量_R2,增量_与标准重合度,对照_门控值,对照_是否选中,对照_选中数,对照_R2,对照_与标准重合度,判定一致
prelim_load_avg_hourly,预估小时负荷,强,1.0452618260665012,0.22452738881111145,1,11,0.9605444581825898,9,0.9509426529423447,0.6167750954627991,1,10,0.9601377820264161,0.6153846153846154,0.6227620840072632,1,17,0.9653920659387847,0.6470588235294118,1
gen_fuel_gas_mw,燃气出力,强,2.496909819789094,0.09917277842760086,1,11,0.9605444581825898,9,0.9548724029089845,0.22314411401748657,1,10,0.9616171770242439,0.5,0.4297013580799103,1,17,0.9653920659387847,0.6470588235294118,1
gen_fuel_oil_mw,燃油出力,中,1.9105751556156423,0.01166003942489624,1,11,0.9605444581825898,10,0.954618717684758,0.29261255264282227,1,11,0.9603697796859423,0.6923076923076923,0.03705219924449921,1,17,0.9653920659387847,0.6470588235294118,1
gen_fuel_multiple_fuels_pct,多燃料占比,中,4.458532873511537,0.007108630612492561,0,11,0.9605444581825898,11,0.9573776378219644,0.872997522354126,1,12,0.9645429354022711,0.6428571428571429,0.019783487543463707,1,17,0.9653920659387847,0.6470588235294118,0
da_as_mcp_primary_reserve,日前主用备用出清价,弱,1.0381656648448165,0.0,0,11,0.9605444581825898,10,0.9564328071165115,0.4787267744541168,1,11,0.9592331342431467,0.5714285714285714,1.5473525238896002e-10,0,17,0.9653920659387847,0.6470588235294118,0
da_as_as_mw_primary_reserve,日前主用备用实际量,弱,6.230735779811981,0.0,0,11,0.9605444581825898,10,0.9574209837997261,0.8810700178146362,1,13,0.9644228877809184,0.6,3.802465009528078e-09,0,17,0.9653920659387847,0.6470588235294118,0
