feature,mask_mse,mask_r2,mask_sensitivity
da_as_as_mw_thirty_minutes_reserve,0.7245216369628906,0.28883164386056603,0.010580956935882568
da_as_total_mw_thirty_minutes_reserve,0.7220869064331055,0.29122153677328666,0.008146226406097412
da_as_as_req_mw_thirty_minutes_reserve,0.7165377736091614,0.2966683957556563,0.0025970935821533203
da_as_as_req_mw_primary_reserve,0.7174548506736755,0.2957681985663386,0.0035141706466674805
da_as_as_req_mw_synchronized_reserve,0.7158710956573486,0.29732277800155194,0.0019304156303405762
total_pjm_assigned_reg,0.7194488644599915,0.2938109399540406,0.0055081844329833984
da_as_as_mw_primary_reserve,0.7136595249176025,0.29949360978329753,-0.0002811551094055176
da_as_total_mw_primary_reserve,0.7140915393829346,0.29906955042276173,0.00015085935592651367
da_as_as_mw_synchronized_reserve,0.7161445617675781,0.29705432521682884,0.0022038817405700684
total_pjm_reg_purchases,0.7178879976272583,0.29534305304675046,0.003947317600250244
gen_fuel_other_renewables_mw,0.7484169602394104,0.265376725120698,0.034476280212402344
total_lmp_da,0.7201378345489502,0.2931346630283006,0.006197154521942139
total_pjm_rmpcp_cr,0.7141298055648804,0.29903199218605747,0.00018912553787231445
forecast_load_mw_day_ahead,0.7163494825363159,0.2968532142933501,0.0024088025093078613
total_pjm_rmccp_cr,0.721757173538208,0.2915452121708809,0.007816493511199951
da_as_total_mw_synchronized_reserve,0.7148692607879639,0.29830615210777167,0.0009285807609558105
system_energy_price_da,0.7167363166809082,0.296473515955162,0.0027956366539001465
gen_fuel_multiple_fuels_pct,0.7223551869392395,0.29095817178622974,0.008414506912231445
gen_fuel_multiple_fuels_mw,0.7262232899665833,0.2871613599031466,0.012282609939575195
marginal_loss_price_rt,0.7164998054504395,0.29670566816103094,0.0025591254234313965
gen_fuel_gas_pct,0.7142750024795532,0.29888947668513866,0.000334322452545166
marginal_loss_price_da,0.7222363352775574,0.2910748481349563,0.008295655250549316
total_lmp_rt,0.717049241065979,0.29616636160841636,0.0031085610389709473
rmccp,0.7260072231292725,0.28737344674968046,0.012066543102264404
system_energy_price_rt,0.7161393165588379,0.2970595273470268,0.002198636531829834
rmpcp,0.7148393392562866,0.2983355355684505,0.0008986592292785645
gen_fuel_wind_pct,0.712202787399292,0.3009234524262907,-0.0017378926277160645
wind_generation_mw,0.7121036648750305,0.3010207494108731,-0.001837015151977539
gross_inadv_interchange_mw,0.7170862555503845,0.29613000386329624,0.003145575523376465
da_as_mcp_primary_reserve,0.7117964029312134,0.30132235862982526,-0.0021442770957946777
total_pjm_rt_load_mwh,0.7210943102836609,0.2921958214432264,0.007153630256652832
metered_load_mw,0.7244094014167786,0.2889418604212445,0.010468721389770508
forecast_load_mw_latest_available,0.7209562063217163,0.29233136265970394,0.007015526294708252
gross_actual_interchange_mw,0.7168398499488831,0.2963718743343703,0.002899169921875
total_pjm_loc_credit,0.7173801064491272,0.29584160005176974,0.0034394264221191406
total_losses,0.72879958152771,0.2846325529642595,0.014858901500701904
net_inadv_interchange_mw,0.7131766080856323,0.2999676324602406,-0.0007640719413757324
da_as_nsr_mw_primary_reserve,0.7101816534996033,0.3029073505185037,-0.003759026527404785
total_pjm_self_sched_reg,0.7281060814857483,0.28531328885874063,0.014165401458740234
da_as_ss_mw_synchronized_reserve,0.7131309509277344,0.30001245081271566,-0.0008097290992736816
da_as_ss_mw_thirty_minutes_reserve,0.716230571269989,0.2969699478083425,0.002289891242980957
da_as_ss_mw_primary_reserve,0.7148785591125488,0.29829700550522575,0.0009378790855407715
gen_fuel_coal_pct,0.7107160091400146,0.3023828500287603,-0.003224670886993408
congestion_price_rt,0.7150699496269226,0.2981091571554386,0.0011292695999145508
da_as_mcp_synchronized_reserve,0.7145972847938538,0.29857311856958113,0.0006566047668457031
congestion_price_da,0.7337703704833984,0.2797534121686629,0.01982969045639038
