topk,val_mse,val_r2,mse_ratio_to_full,features
1,1.6262829303741455,-0.5963096660038048,2.2778964357519818,gen_fuel_other_renewables_mw
2,1.5993858575820923,-0.5699083407525618,2.2402223354457798,gen_fuel_other_renewables_mw;congestion_price_da
3,1.591434359550476,-0.5621034304675847,2.229084858265877,gen_fuel_other_renewables_mw;congestion_price_da;rmccp
4,1.459230899810791,-0.432336464177274,2.0439105665663218,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses
5,1.4529575109481812,-0.4261787426782875,2.035123577621577,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr
6,1.3591411113739014,-0.3340914342410155,1.9037171426071169,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da
7,1.2555851936340332,-0.23244409682273326,1.7586687924615478,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw
8,1.2439810037612915,-0.22105383267228174,1.7424150753147865,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_self_sched_reg
9,1.0997016429901123,-0.07943355547763153,1.54032635168929,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_self_sched_reg;total_lmp_da
10,1.0771031379699707,-0.05725155798082793,1.5086731546488088,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_self_sched_reg;total_lmp_da;marginal_loss_price_rt
11,1.074666976928711,-0.05486029307772533,1.5052608808991688,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_self_sched_reg;total_lmp_da;marginal_loss_price_rt;total_pjm_loc_credit
12,1.0205806493759155,-0.001770782252892733,1.4295034278420413,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_self_sched_reg;total_lmp_da;marginal_loss_price_rt;total_pjm_loc_credit;metered_load_mw
13,0.9829505681991577,0.03516571414328862,1.3767958539084737,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_self_sched_reg;total_lmp_da;marginal_loss_price_rt;total_pjm_loc_credit;metered_load_mw;da_as_as_mw_thirty_minutes_reserve
14,0.9511764049530029,0.06635425683454155,1.3322905271565253,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_self_sched_reg;total_lmp_da;marginal_loss_price_rt;total_pjm_loc_credit;metered_load_mw;da_as_as_mw_thirty_minutes_reserve;gen_fuel_multiple_fuels_pct
15,0.9077949523925781,0.10893615065460516,1.2715271419426124,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_self_sched_reg;total_lmp_da;marginal_loss_price_rt;total_pjm_loc_credit;metered_load_mw;da_as_as_mw_thirty_minutes_reserve;gen_fuel_multiple_fuels_pct;system_energy_price_da
16,0.9084993004798889,0.10824483900093029,1.2725137058225178,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_self_sched_reg;total_lmp_da;marginal_loss_price_rt;total_pjm_loc_credit;metered_load_mw;da_as_as_mw_thirty_minutes_reserve;gen_fuel_multiple_fuels_pct;system_energy_price_da;total_lmp_rt
17,0.8925220370292664,0.12392760372618872,1.2501347268714993,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_self_sched_reg;total_lmp_da;marginal_loss_price_rt;total_pjm_loc_credit;metered_load_mw;da_as_as_mw_thirty_minutes_reserve;gen_fuel_multiple_fuels_pct;system_energy_price_da;total_lmp_rt;gross_inadv_interchange_mw
18,0.8863804936408997,0.12995595796541604,1.241532410796548,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_self_sched_reg;total_lmp_da;marginal_loss_price_rt;total_pjm_loc_credit;metered_load_mw;da_as_as_mw_thirty_minutes_reserve;gen_fuel_multiple_fuels_pct;system_energy_price_da;total_lmp_rt;gross_inadv_interchange_mw;congestion_price_rt
19,0.8615944981575012,0.15428512040987752,1.2068152470646452,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_self_sched_reg;total_lmp_da;marginal_loss_price_rt;total_pjm_loc_credit;metered_load_mw;da_as_as_mw_thirty_minutes_reserve;gen_fuel_multiple_fuels_pct;system_energy_price_da;total_lmp_rt;gross_inadv_interchange_mw;congestion_price_rt;total_pjm_rt_load_mwh
20,0.8435985445976257,0.1719494394104466,1.1816087361271124,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_self_sched_reg;total_lmp_da;marginal_loss_price_rt;total_pjm_loc_credit;metered_load_mw;da_as_as_mw_thirty_minutes_reserve;gen_fuel_multiple_fuels_pct;system_energy_price_da;total_lmp_rt;gross_inadv_interchange_mw;congestion_price_rt;total_pjm_rt_load_mwh;total_pjm_assigned_reg
21,0.8452512621879578,0.1703271751163934,1.183923658972337,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_self_sched_reg;total_lmp_da;marginal_loss_price_rt;total_pjm_loc_credit;metered_load_mw;da_as_as_mw_thirty_minutes_reserve;gen_fuel_multiple_fuels_pct;system_energy_price_da;total_lmp_rt;gross_inadv_interchange_mw;congestion_price_rt;total_pjm_rt_load_mwh;total_pjm_assigned_reg;system_energy_price_rt
22,0.8220359086990356,0.1931146205354718,1.1514064567196074,gen_fuel_other_renewables_mw;congestion_price_da;rmccp;total_losses;total_pjm_rmccp_cr;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_self_sched_reg;total_lmp_da;marginal_loss_price_rt;total_pjm_loc_credit;metered_load_mw;da_as_as_mw_thirty_minutes_reserve;gen_fuel_multiple_fuels_pct;system_energy_price_da;total_lmp_rt;gross_inadv_interchange_mw;congestion_price_rt;total_pjm_rt_load_mwh;total_pjm_assigned_reg;system_energy_price_rt;da_as_total_mw_thirty_minutes_reserve
