feature,gate_abs,effective_norm,gate_score,mask_sensitivity,mask_sensitivity_score,combined_score
gen_fuel_other_renewables_mw,1.1261642,1.9206579,0.8560055,0.034476280212402344,0.9999999999709945,0.9280027448985985
congestion_price_da,1.301355,2.2437449,1.0,0.01982969045639038,0.575169082443,0.7875845412215
rmccp,1.209696,1.9904841,0.88712585,0.012066543102264404,0.34999550495513276,0.6185606773394743
total_losses,0.82342875,1.2734756,0.56756705,0.014858901500701904,0.43098911508804943,0.49927808277252506
total_pjm_rmccp_cr,0.9013941,1.4621943,0.6516758,0.007816493511199951,0.22672090674565756,0.4391983635481523
marginal_loss_price_da,0.8882602,1.4145637,0.6304476,0.008295655250549316,0.24061920831367578,0.4355334172137837
gen_fuel_multiple_fuels_mw,0.69213307,1.0683352,0.47613934,0.012282609939575195,0.35626262066405995,0.41620097874423856
total_pjm_self_sched_reg,0.72166795,0.9449273,0.42113847,0.014165401458740234,0.4108738347367754,0.41600615007064295
total_lmp_da,0.9387584,1.3268745,0.59136605,0.006197154521942139,0.17975125168906855,0.38555865215831603
marginal_loss_price_rt,0.99276376,1.5313237,0.68248564,0.0025591254234313965,0.07422858288628713,0.3783571114676339
total_pjm_loc_credit,0.9346019,1.4672472,0.65392786,0.0034394264221191406,0.09976210892908612,0.37684498578664083
metered_load_mw,0.71465427,0.9667047,0.4308443,0.010468721389770508,0.3036499681801776,0.3672471375629892
da_as_as_mw_thirty_minutes_reserve,0.7552525,0.89432496,0.39858586,0.010580956935882568,0.3069054106298079,0.35274563329532693
gen_fuel_multiple_fuels_pct,0.6893786,1.0161788,0.45289412,0.008414506912231445,0.24406655416846224,0.3484803377884624
system_energy_price_da,0.9490544,1.3514686,0.6023272,0.0027956366539001465,0.08108869740574182,0.34170796249910507
total_lmp_rt,0.74967843,1.1926098,0.53152645,0.0031085610389709473,0.09016520981177437,0.3108458280771213
gross_inadv_interchange_mw,0.851693,1.1866796,0.5288835,0.003145575523376465,0.09123883156494507,0.31006117417671386
congestion_price_rt,0.84957397,1.2901407,0.5749944,0.0011292695999145508,0.032754972198989075,0.3038746787207256
total_pjm_rt_load_mwh,0.6584983,0.8923505,0.39770588,0.007153630256652832,0.20749426018042175,0.3026000714840631
total_pjm_assigned_reg,0.7070082,0.9904402,0.44142282,0.0055081844329833984,0.15976736466024374,0.30059509237574566
system_energy_price_rt,0.8202212,1.1905414,0.5306046,0.002198636531829834,0.06377244059453763,0.2971885207504549
da_as_total_mw_thirty_minutes_reserve,0.61107403,0.7869624,0.35073614,0.008146226406097412,0.23628495753235698,0.2935105493685955
forecast_load_mw_latest_available,0.61167496,0.8412966,0.374952,0.007015526294708252,0.20348849270522607,0.28922024058192974
gross_actual_interchange_mw,0.77316743,1.0863583,0.48417196,0.002899169921875,0.08409172636750915,0.2841318415725409
rmpcp,0.71739465,1.038825,0.46298715,0.0008986592292785645,0.026066014770619563,0.24452658474641664
total_pjm_rmpcp_cr,0.7162449,1.0213937,0.4552183,0.00018912553787231445,0.00548567121225548,0.2303519782672224
total_pjm_reg_purchases,0.57870203,0.76457024,0.34075633,0.003947317600250244,0.11449372077895341,0.22762502384639352
da_as_ss_mw_thirty_minutes_reserve,0.5929875,0.853864,0.38055307,0.002289891242980957,0.06641932449808731,0.22348619561429328
da_as_ss_mw_primary_reserve,0.5837051,0.90448505,0.40311405,0.0009378790855407715,0.027203604325508977,0.21515882747613188
da_as_mcp_synchronized_reserve,0.6744002,0.90288424,0.40240058,0.0006566047668457031,0.01904511631711515,0.21072284967295424
forecast_load_mw_day_ahead,0.57437915,0.78257084,0.3487789,0.0024088025093078613,0.06986839921237968,0.2093236513483621
da_as_ss_mw_synchronized_reserve,0.6282016,0.9335062,0.4160483,-0.0008097290992736816,0.0,0.20802414417266846
da_as_as_mw_synchronized_reserve,0.5502922,0.7884684,0.35140735,0.0022038817405700684,0.06392458023105779,0.20766596467035373
da_as_mcp_primary_reserve,0.66758925,0.8935228,0.39822835,-0.0021442770957946777,0.0,0.19911417365074158
da_as_as_req_mw_primary_reserve,0.5086966,0.6427405,0.28645882,0.0035141706466674805,0.10193009874949846,0.19419445942704872
net_inadv_interchange_mw,0.6206516,0.84592503,0.37701482,-0.0007640719413757324,0.0,0.18850740790367126
da_as_as_req_mw_thirty_minutes_reserve,0.47368824,0.65237623,0.2907533,0.0025970935821533203,0.07532986639155241,0.18304158567494797
da_as_as_req_mw_synchronized_reserve,0.53702,0.6733894,0.3001185,0.0019304156303405762,0.055992572817938305,0.17805553938634036
da_as_total_mw_synchronized_reserve,0.55029076,0.72595656,0.32354683,0.0009285807609558105,0.026933902242586866,0.17524036454101694
gen_fuel_gas_pct,0.5518664,0.7146049,0.3184876,0.000334322452545166,0.009697172968654582,0.16409239368094442
gen_fuel_coal_pct,0.51143366,0.7084617,0.31574968,-0.003224670886993408,0.0,0.15787483751773834
da_as_nsr_mw_primary_reserve,0.5072329,0.65851295,0.29348835,-0.003759026527404785,0.0,0.14674417674541473
da_as_as_mw_primary_reserve,0.4629286,0.6192999,0.27601174,-0.0002811551094055176,0.0,0.13800586760044098
da_as_total_mw_primary_reserve,0.44938976,0.5685242,0.25338182,0.00015085935592651367,0.004375743409460643,0.12887878097120217
gen_fuel_wind_pct,0.38513938,0.4790977,0.21352592,-0.0017378926277160645,0.0,0.10676296055316925
wind_generation_mw,0.40744013,0.47225675,0.21047702,-0.001837015151977539,0.0,0.10523851215839386
