index,role,name
0,center,congestion_price_da
1,feature,system_energy_price_rt
2,feature,total_lmp_rt
3,feature,total_lmp_da
4,feature,system_energy_price_da
5,feature,forecast_load_mw_latest_available
6,feature,marginal_loss_price_da
7,feature,metered_load_mw
8,feature,total_gen
9,feature,da_as_mcp_primary_reserve
10,feature,forecast_load_mw_day_ahead
11,feature,gen_fuel_nuclear_pct
12,feature,prelim_load_avg_hourly
13,feature,gen_fuel_hydro_mw
14,feature,gen_fuel_other_renewables_pct
15,feature,gen_fuel_gas_mw
16,feature,da_as_as_req_mw_primary_reserve
17,feature,da_as_as_req_mw_synchronized_reserve
18,feature,marginal_loss_price_rt
19,feature,gen_fuel_oil_mw
20,feature,da_as_mcp_synchronized_reserve
21,feature,total_pjm_rt_load_mwh
22,feature,gross_inadv_interchange_mw
23,feature,gen_fuel_hydro_pct
24,feature,da_as_as_req_mw_thirty_minutes_reserve
25,feature,da_as_total_mw_synchronized_reserve
26,feature,total_pjm_loc_credit
27,feature,gen_fuel_oil_pct
28,feature,total_losses
29,feature,gen_fuel_coal_mw
30,feature,da_as_as_mw_thirty_minutes_reserve
31,feature,gen_fuel_storage_mw
32,feature,gen_fuel_coal_pct
33,feature,da_as_as_mw_synchronized_reserve
34,feature,da_as_total_mw_thirty_minutes_reserve
35,feature,congestion_price_rt
36,feature,total_pjm_rmccp_cr
37,feature,gen_fuel_multiple_fuels_mw
38,feature,rmccp
39,feature,gen_fuel_nuclear_mw
40,feature,da_as_as_mw_primary_reserve
41,feature,gen_fuel_multiple_fuels_pct
42,feature,total_pjm_reg_purchases
43,feature,gross_actual_interchange_mw
44,feature,da_as_total_mw_primary_reserve
45,feature,gross_sched_interchange_mw
46,feature,total_pjm_assigned_reg
47,feature,net_sched_interchange_mw
48,feature,da_as_ss_mw_synchronized_reserve
49,feature,da_as_nsr_mw_primary_reserve
50,feature,da_as_ss_mw_primary_reserve
51,feature,da_as_ss_mw_thirty_minutes_reserve
