rank,index,center,related,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score
1,42,metered_load_mw,gross_inadv_interchange_mw,0.06382935650099103,0.4534824241647138,0.46049611987583317,0.29660550458715595,0.44443296063586674,0.8962863293167977,1,1,1,1,1,1,6,0.8962863293167977
2,1,metered_load_mw,total_losses,0.16119359648234166,0.7114637287921782,0.6507576493159848,0.5053446717194987,0.6535409702445265,0.45862507961813126,1,1,1,1,1,1,6,0.7114637287921782
3,4,metered_load_mw,total_pjm_loc_credit,0.0860218805695766,0.24004621890329514,0.22907663386561866,0.14571699856998646,0.2077792376432478,0.6895543672283039,1,1,1,1,1,1,6,0.6895543672283039
4,28,metered_load_mw,da_as_nsr_mw_primary_reserve,0.08702831002046586,0.20550562928957639,0.16913269182259413,0.1402551893527724,0.20844681343114688,0.39516219920200196,1,1,1,1,1,1,6,0.39516219920200196
5,36,metered_load_mw,marginal_loss_price_rt,1.0,0.6528989253221885,0.4737233990648128,0.4479596213189059,0.5490005311076042,0.03113938245901796,1,1,1,1,1,0,5,1.0
6,8,metered_load_mw,total_pjm_rmccp_cr,0.6413646036159828,0.221294493063359,0.14490659917075052,0.1619373430892856,0.22674163644560386,0.9381864664179348,1,1,0,1,1,1,5,0.9381864664179348
7,40,metered_load_mw,gross_actual_interchange_mw,0.05101117815951872,0.35255371199599184,0.3161015267452364,0.2775817036164909,0.3868677051065435,0.9032595168662189,0,1,1,1,1,1,5,0.9032595168662189
8,41,metered_load_mw,gross_sched_interchange_mw,0.020784978312145954,0.19211017892247653,0.19325435775291885,0.12806783430636642,0.21262764621273672,0.8780403500948841,0,1,1,1,1,1,5,0.8780403500948841
9,34,metered_load_mw,total_lmp_rt,0.6990946598756709,0.5880926275658475,0.4290492909843453,0.4395718654434251,0.5252432934960058,0.18853900176454083,1,1,1,1,1,0,5,0.6990946598756709
10,30,metered_load_mw,total_lmp_da,0.38885978833533263,0.6870089870009985,0.6427542799587387,0.48541006394217406,0.6321873253652813,0.19090736417337786,1,1,1,1,1,0,5,0.6870089870009985
11,29,metered_load_mw,system_energy_price_da,0.3429405217052234,0.6762730124282668,0.6223172557496047,0.47702603700930657,0.6272803832104812,0.18417775760349514,1,1,1,1,1,0,5,0.6762730124282668
12,33,metered_load_mw,system_energy_price_rt,0.23628550209583296,0.6052563176270912,0.5285200378097258,0.4192127066747636,0.5207724834931552,0.18638307429496165,1,1,1,1,1,0,5,0.6052563176270912
13,32,metered_load_mw,marginal_loss_price_da,0.23459136424999355,0.588571457632384,0.5577736293668614,0.38989157631359467,0.5387535071267147,0.041952686019293604,1,1,1,1,1,0,5,0.588571457632384
14,5,metered_load_mw,total_pjm_reg_purchases,0.04035678161183692,0.2748128061208465,0.25192591014395105,0.20298304142340842,0.29834730699080264,0.37843018929906636,0,1,1,1,1,1,5,0.37843018929906636
15,11,metered_load_mw,da_as_mcp_synchronized_reserve,0.3081412396469705,0.2366659764011788,0.3345393198651681,0.1960027975361156,0.32857458270172263,0.06703096801648709,1,1,1,1,1,0,5,0.3345393198651681
16,10,metered_load_mw,da_as_mcp_primary_reserve,0.2318210046410395,0.19144891308742407,0.3161955476708337,0.13204482285689464,0.2712863274454468,0.06147814904510986,1,1,1,1,1,0,5,0.3161955476708337
17,14,metered_load_mw,da_as_as_req_mw_synchronized_reserve,0.11516127716788103,0.2880107002620889,0.2955659660985681,0.22501894863372104,0.2885843281836121,0.06630314035962054,1,1,1,1,1,0,5,0.2955659660985681
18,15,metered_load_mw,da_as_as_req_mw_thirty_minutes_reserve,0.10649790616959207,0.2644284814068566,0.27309209857665306,0.22356833390796546,0.29196075875971805,0.036489646900589465,1,1,1,1,1,0,5,0.29196075875971805
19,19,metered_load_mw,da_as_as_mw_primary_reserve,0.06902987782312288,0.24221946099336317,0.2552456543301656,0.1846651487301232,0.28742047447649505,0.12278518566331552,1,1,1,1,1,0,5,0.28742047447649505
20,13,metered_load_mw,da_as_as_req_mw_primary_reserve,0.11666751615267412,0.2740621439500204,0.2766119365649837,0.19239537737223572,0.25851628296474544,0.06519958833147775,1,1,1,1,1,0,5,0.2766119365649837
21,16,metered_load_mw,da_as_total_mw_primary_reserve,0.07100097255556082,0.26989546322280306,0.2671038792731289,0.156072302822349,0.24545927705347378,0.1239333999058893,1,1,1,1,1,0,5,0.26989546322280306
22,35,metered_load_mw,congestion_price_rt,0.05518575963659005,0.34863531261103003,0.32290601348952697,0.221016389348374,0.2953092594302897,0.03227591020328739,0,1,1,1,1,0,4,0.34863531261103003
23,31,metered_load_mw,congestion_price_da,0.17614641354397756,0.20742304018116256,0.3408902542705892,0.09506678834224448,0.31629583316552057,0.0714478556990709,1,1,1,0,1,0,4,0.3408902542705892
24,2,metered_load_mw,rmccp,0.17249746127753435,0.21347384159661398,0.16832062570318215,0.13702187446649827,0.19470481999072295,0.20690979500641507,1,1,1,1,0,0,4,0.21347384159661398
25,39,metered_load_mw,net_inadv_interchange_mw,0.01437385533876079,0.18578200121074367,0.20190643883864043,0.11370733507601792,0.1660721580878352,0.4035174120731161,0,1,1,0,0,1,3,0.4035174120731161
26,21,metered_load_mw,da_as_as_mw_thirty_minutes_reserve,0.08174292912159253,0.06888278094052062,-0.06793544721116669,-0.00992912829261602,0.18360373087923665,0.9229768576233296,1,0,0,0,0,1,2,0.9229768576233296
27,18,metered_load_mw,da_as_total_mw_thirty_minutes_reserve,0.054261231907130836,0.032253713780852,-0.07897426693995176,0.03566886064070472,0.20121985612505672,0.919158667773985,0,0,0,0,1,1,2,0.919158667773985
28,6,metered_load_mw,total_pjm_self_sched_reg,0.02443433009806919,0.16323531222794319,0.12820245231223518,0.07734645353522407,0.13111742444323093,0.3485224519377839,0,1,0,0,0,1,2,0.3485224519377839
29,38,metered_load_mw,net_sched_interchange_mw,0.017849542529915115,-0.07863853985746425,-0.09907259627924078,-0.07128996385877119,0.15682906716538114,0.9154737362484046,0,0,0,0,0,1,1,0.9154737362484046
30,37,metered_load_mw,net_actual_interchange_mw,0.03427571419585685,-0.09063392207043577,-0.10982553556912587,-0.06375868779538504,0.14709697333701122,0.9114660501491264,0,0,0,0,0,1,1,0.9114660501491264
31,7,metered_load_mw,total_pjm_assigned_reg,0.022052936020417992,0.09911834712369666,0.07374836987955644,0.0864031582114156,0.14959109859037814,0.44229837038453285,0,0,0,0,0,1,1,0.44229837038453285
32,22,metered_load_mw,da_as_ss_mw_primary_reserve,0.05058657960168371,0.03476051219226923,0.005437378847705592,0.005404708185255592,0.11056288244380187,0.3376976574902954,0,0,0,0,0,1,1,0.3376976574902954
33,23,metered_load_mw,da_as_ss_mw_synchronized_reserve,0.04205385482719347,0.009811815137311147,-0.015867721389644904,0.008552784348475794,0.11597384160695234,0.3354112174702432,0,0,0,0,0,1,1,0.3354112174702432
34,24,metered_load_mw,da_as_ss_mw_thirty_minutes_reserve,0.050685071961579425,0.02062492715562897,-0.0028025886865566205,0.02556195955387924,0.11533554112762417,0.3347379178657094,0,0,0,0,0,1,1,0.3347379178657094
35,20,metered_load_mw,da_as_as_mw_synchronized_reserve,0.08206065080941066,0.11278578189012577,0.11008131616600016,0.06920998357010504,0.15273843704037243,0.2201999194638974,1,0,0,0,0,0,1,0.2201999194638974
36,9,metered_load_mw,total_pjm_rmpcp_cr,0.06749982941159466,-0.10208570382574858,-0.02709378206052959,-0.06534250808262858,0.07480149693415754,0.21712520701700197,1,0,0,0,0,0,1,0.21712520701700197
37,3,metered_load_mw,rmpcp,0.06196333812686574,-0.11455826162595144,-0.059624822230054005,-0.06937299473873673,0.09036679664979655,0.053747101348498284,1,0,0,0,0,0,1,0.11455826162595144
38,17,metered_load_mw,da_as_total_mw_synchronized_reserve,0.05863743320191095,0.1000603826786264,0.10305093940992509,0.07435838869209327,0.14842040699298237,0.22155367213293428,0,0,0,0,0,0,0,0.22155367213293428
39,27,metered_load_mw,da_as_ircmwt2_thirty_minutes_reserve,0.0,0.0,0.0,,0.0,-0.00365571597867016,0,0,0,0,0,0,0,0.00365571597867016
40,25,metered_load_mw,da_as_ircmwt2_primary_reserve,0.0,0.0,0.0,,0.0,-0.0032624450233222995,0,0,0,0,0,0,0,0.0032624450233222995
41,12,metered_load_mw,da_as_mcp_thirty_minutes_reserve,0.0,0.0,0.0,,0.0,-0.0031667698214995167,0,0,0,0,0,0,0,0.0031667698214995167
42,26,metered_load_mw,da_as_ircmwt2_synchronized_reserve,0.0,0.0,0.0,,0.0,-0.0029793278200980636,0,0,0,0,0,0,0,0.0029793278200980636
