total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.33455554,0.062957235,0.0984287,0.34848896,0.27376643,0.31074518,0.12910408,0.40174848,0.3169967,0.016843323,0.09017863,0.32970554,0.14391999,0.086625196,0.18770744,0.58057344,0.015811598,0.18519713,0.34763092,0.004293248,0.03218039,0.007841291,0.008970637,0.0193514,0.42115656,0.0033391395,0.05140768,0.13303655,0.113849536,0.006629788,0.040011678,0.053398386,0.12434265,0.013505763,0.45735052,0.045149434,0.15349136,0.36684883,0.024494004,0.21446314,0.072883956,0.007529549,0.022003256,0.06208687,0.030328583,0.09058451
0.28843573,0.051000513,0.07224265,0.32479584,0.24262838,0.2808031,0.120132536,0.3600683,0.29399616,0.009030825,0.081334144,0.28621942,0.14007911,0.08474367,0.14680608,0.5402771,0.008479084,0.15709202,0.27974963,0.0018224962,0.019360863,0.0036535775,0.0042903624,0.010678367,0.34445265,0.0013479416,0.032744713,0.09827925,0.0933049,0.0029497936,0.033915766,0.04337766,0.1036999,0.0067888047,0.42051426,0.033209085,0.122667894,0.30233768,0.014888506,0.16698019,0.05842019,0.003455787,0.012831813,0.045691956,0.025046028,0.062424432
0.24960192,0.040793613,0.05110076,0.3029418,0.22226225,0.253638,0.11120881,0.32962883,0.27116555,0.0044664014,0.074743085,0.2521474,0.14063554,0.08155611,0.11300222,0.4958663,0.004243337,0.1370432,0.24200878,0.0007172951,0.011034864,0.0015889726,0.001894142,0.005621489,0.29867965,0.0004979225,0.020007536,0.07013673,0.07790369,0.0012072886,0.026885502,0.036163636,0.086072505,0.003179851,0.39044908,0.023840595,0.09771398,0.2569598,0.00910666,0.13747102,0.04821299,0.0014592627,0.0071505946,0.03222098,0.021969851,0.04262936
0.21224038,0.032713298,0.034942996,0.29297194,0.2023674,0.2335955,0.10404821,0.29949728,0.24457471,0.0020809323,0.07192869,0.21695931,0.14400119,0.08630536,0.08599046,0.45617515,0.0019518003,0.11887518,0.19762585,0.00026002602,0.006076865,0.00063865253,0.00077393046,0.0027622336,0.26066872,0.0001679285,0.01192214,0.0492741,0.067898184,0.00045343395,0.024238998,0.030783266,0.074072085,0.0013688183,0.35454097,0.018280238,0.07804341,0.2201809,0.0052947165,0.10873471,0.040093314,0.000561787,0.003706629,0.02194708,0.021687869,0.028181259
0.18508439,0.024572115,0.023491755,0.2830485,0.18954243,0.2119026,0.09769928,0.27231845,0.22687924,0.00089090515,0.066781454,0.1919142,0.14991546,0.08809285,0.06383185,0.42558098,0.0008283323,0.10835865,0.16085406,8.6214844e-05,0.0031019365,0.00023644531,0.0002882078,0.0012685064,0.20556483,5.1338397e-05,0.0067523387,0.033192102,0.058394883,0.0001548382,0.019431977,0.02618309,0.060311697,0.0005415535,0.32911468,0.014026413,0.05992863,0.18542786,0.0027823178,0.08482074,0.03442115,0.0001969485,0.0017284531,0.01437956,0.019963875,0.018518299
0.15769835,0.018235598,0.01505263,0.27491298,0.17860426,0.19376892,0.09144216,0.24431613,0.20916328,0.0003536366,0.06512491,0.164928,0.15897894,0.092706576,0.046976566,0.38877296,0.00032404708,0.09661418,0.13227944,2.5981924e-05,0.0015367247,8.00747e-05,9.849064e-05,0.0005439987,0.1805457,1.41419905e-05,0.0036625436,0.021810342,0.05066889,4.802426e-05,0.016391149,0.024067871,0.052517414,0.00019457891,0.3030102,0.010594384,0.04647525,0.15751554,0.0013641006,0.0657568,0.030235892,6.2546154e-05,0.0007549871,0.008820591,0.018369244,0.011882705
0.13365656,0.013021965,0.009264734,0.26960945,0.1726108,0.17592937,0.08359388,0.21932188,0.19095318,0.00012907558,0.06493565,0.14391822,0.16814865,0.098657325,0.033738833,0.35711294,0.000116439434,0.0880689,0.110324174,7.0666165e-06,0.00070975494,2.4721114e-05,3.054578e-05,0.00021605812,0.15906224,3.4856016e-06,0.0018923256,0.013743837,0.042971835,1.3455949e-05,0.0132516865,0.021359425,0.041879233,6.383461e-05,0.2763589,0.0078364,0.035912994,0.13201691,0.00061248534,0.04998673,0.028128112,1.7939834e-05,0.00030127977,0.0050666435,0.01601549,0.0076574525
0.11437667,0.008646715,0.005458507,0.269029,0.16837367,0.15382336,0.07455159,0.19746573,0.17292148,4.3229502e-05,0.06300526,0.12558123,0.17426609,0.101537,0.024821343,0.32417879,3.8249822e-05,0.082756616,0.089527786,1.7217818e-06,0.0003033982,6.913948e-06,8.592992e-06,7.947589e-05,0.13779484,7.626921e-07,0.0009234356,0.00829324,0.037203465,3.3845388e-06,0.012074604,0.019005997,0.034691483,1.8988927e-05,0.25193653,0.005579182,0.02633284,0.108937144,0.0002488268,0.037460253,0.0266525,4.615077e-06,0.00011032337,0.0026858512,0.013866333,0.004660197
0.096416205,0.0054445644,0.0030870205,0.2679714,0.16394198,0.13716505,0.067346096,0.17541061,0.15561925,1.3210629e-05,0.061991815,0.10826004,0.17863494,0.10625305,0.017958412,0.29693383,1.1434083e-05,0.07755659,0.07096357,3.7287117e-07,0.000121540026,1.73854e-06,2.1721046e-06,2.6895346e-05,0.118570365,1.4693566e-07,0.0004238836,0.0048359553,0.031299997,7.5855485e-07,0.0112102665,0.016980896,0.028136738,5.099256e-06,0.23293255,0.0035862909,0.018975412,0.09027324,9.207595e-05,0.027673746,0.026831817,1.058882e-06,3.683421e-05,0.0012837996,0.01201448,0.0028979771
0.081006266,0.003233747,0.0016672071,0.26536375,0.16149005,0.12031182,0.0596166,0.15859932,0.14340512,3.6615802e-06,0.06255042,0.093060486,0.18416212,0.10753201,0.01347512,0.27080816,3.0925785e-06,0.07313089,0.057300616,7.115203e-08,4.4940825e-05,3.9020935e-07,4.903553e-07,8.330131e-06,0.10072847,2.4690516e-08,0.00018244174,0.002674886,0.026342278,1.5024048e-07,0.010371089,0.014940618,0.02452251,1.2286544e-06,0.2153888,0.0022087912,0.013518438,0.073943734,3.0986797e-05,0.019758977,0.027831124,2.1494958e-07,1.1195324e-05,0.00056089944,0.010420008,0.0015818364
0.06800903,0.0017837571,0.0008567929,0.2642505,0.15768635,0.10701718,0.055078022,0.14380206,0.12796064,9.145613e-07,0.060472045,0.081724435,0.18700399,0.10978449,0.009086516,0.24609566,7.519395e-07,0.070695296,0.045586858,1.1851794e-08,1.5307753e-05,7.751684e-08,9.8003845e-08,2.3468415e-06,0.08503811,3.5822214e-09,7.341987e-05,0.0014089434,0.021073159,2.6057686e-08,0.009082861,0.013810515,0.019655868,2.6359587e-07,0.19441433,0.0011978347,0.009280916,0.060391646,9.52157e-06,0.013886117,0.027443226,3.8282387e-08,3.0832396e-06,0.00022606156,0.007892478,0.0008335897
0.05755534,0.00093046215,0.00041841832,0.26292259,0.15414104,0.09263306,0.04962751,0.12901202,0.1159512,2.0423016e-07,0.060685202,0.07088956,0.18977824,0.111201055,0.006126075,0.22535814,1.6308373e-07,0.06849114,0.036027815,1.7056746e-09,4.7837198e-06,1.3506261e-08,1.718734e-08,5.971973e-07,0.07091874,4.4374898e-10,2.75159e-05,0.0007047483,0.016664717,3.9183456e-09,0.00851957,0.012688804,0.01645526,4.9922285e-08,0.18086623,0.00055055885,0.0060562436,0.04937919,2.6529353e-06,0.009440065,0.027234137,5.923843e-09,7.6483144e-07,8.388939e-05,0.0061016404,0.0003896107
0.048216876,0.00045483588,0.00019322411,0.2629549,0.15240641,0.08003552,0.044630636,0.11674271,0.10468298,4.0441783e-08,0.058845162,0.06267377,0.19000664,0.11097249,0.003912464,0.20575175,3.1286394e-08,0.06620398,0.028081292,2.0972821e-10,1.3620871e-06,2.0435476e-09,2.6189575e-09,1.3622902e-07,0.058923095,4.636315e-11,9.5393e-06,0.00033356392,0.013450609,5.052982e-10,0.008490428,0.011008341,0.014442283,8.268538e-09,0.16776109,0.00022003794,0.003762247,0.03933971,6.670193e-07,0.006219827,0.02674595,7.8802315e-10,1.6968978e-07,2.863509e-05,0.004500573,0.00016671642
0.04135797,0.00020934318,8.405555e-05,0.26024413,0.14789502,0.06922923,0.040896703,0.10387697,0.09474531,7.036767e-09,0.05864502,0.05466166,0.19098534,0.11088047,0.0022966375,0.18866518,5.2597455e-09,0.06596522,0.021661999,2.1764038e-11,3.5103037e-07,2.6560434e-10,3.4300887e-10,2.7628644e-08,0.047718998,4.0312467e-12,3.0437839e-06,0.00014873066,0.010215411,5.5218618e-11,0.008853716,0.010770294,0.0122480905,1.1854541e-09,0.15476678,7.661634e-05,0.0022596556,0.031138536,1.502323e-07,0.0039572427,0.028044313,8.906678e-11,3.3391657e-08,8.960749e-06,0.003271246,6.528263e-05
0.035514165,9.035646e-05,3.4285134e-05,0.2572284,0.14440499,0.05978117,0.03709096,0.09464068,0.08654516,1.0651865e-09,0.058712013,0.049911067,0.19132592,0.10985441,0.0012937564,0.1734756,7.670693e-10,0.065217525,0.016376039,1.8806567e-12,8.132079e-08,2.9303976e-11,3.8159864e-11,4.9373408e-09,0.038421493,2.8744086e-13,8.882855e-07,6.235153e-05,0.0073349862,5.0470656e-12,0.008098015,0.009108294,0.0103340475,1.4547587e-10,0.14517769,2.3767143e-05,0.0012614782,0.024532193,3.006996e-08,0.002419849,0.028562605,8.444249e-12,5.7751506e-09,2.556377e-06,0.002295105,2.3397413e-05
0.0303224,3.6471e-05,1.30471835e-05,0.2558084,0.14142267,0.0509032,0.033217687,0.0856127,0.07791962,1.3876442e-10,0.059340645,0.04369039,0.18992503,0.1087635,0.000689976,0.15921865,9.5972764e-11,0.06401089,0.012132448,1.33342e-13,1.679505e-08,2.7090541e-12,3.5597163e-12,7.698971e-10,0.030426627,1.653798e-14,2.3546846e-07,2.4462486e-05,0.0051317094,3.8035186e-13,0.007892945,0.008482142,0.008762412,1.509466e-11,0.13762054,6.6071602e-06,0.0006603038,0.01931348,5.3009717e-09,0.0014329015,0.028810846,6.6216813e-13,8.691861e-10,6.610754e-07,0.001420682,7.69406e-06
0.02635162,1.3712665e-05,4.6094187e-06,0.25351903,0.13892692,0.043963034,0.03083976,0.07784402,0.07008752,1.5374098e-11,0.058907066,0.040021136,0.18949737,0.10731043,0.00033846212,0.14535688,1.0177591e-11,0.06439025,0.0087185735,7.63275e-15,3.064679e-09,2.0688353e-13,2.7452156e-13,1.0364666e-10,0.023798449,7.5424885e-16,5.6287334e-08,8.9238e-06,0.0036721637,2.3264468e-14,0.008552446,0.008501294,0.0076528005,1.3066439e-12,0.12982391,1.6517275e-06,0.00032484354,0.015200153,8.1502055e-10,0.0008146782,0.029521523,4.2289614e-14,1.12607035e-10,1.5380274e-07,0.0008046317,2.3095765e-06
0.023146676,4.7806952e-06,1.5033277e-06,0.250701,0.13523658,0.038550608,0.027787892,0.071268305,0.06595871,1.4300078e-12,0.05896438,0.035614714,0.18970574,0.105794385,0.00015733085,0.1324308,9.0275763e-13,0.064187996,0.006188101,3.465107e-16,4.8941506e-10,1.2848979e-14,1.723215e-14,1.1907475e-11,0.018111784,2.673763e-17,1.2036496e-08,3.0126687e-06,0.0022394485,1.1351373e-15,0.007980113,0.0076065143,0.0068138177,9.298411e-14,0.12199969,3.6981675e-07,0.00014975542,0.012030769,1.0812337e-10,0.0004439857,0.028558185,2.1626579e-15,1.2409837e-11,3.1939084e-08,0.00037246954,6.307683e-07
0.019872976,1.5368785e-06,4.4979717e-07,0.24838117,0.13242796,0.031718682,0.025049657,0.064254515,0.058783732,1.1009542e-13,0.05969293,0.032393135,0.18878348,0.10405868,6.8482426e-05,0.12276359,6.6012015e-14,0.063820384,0.0042998544,1.22332915e-17,6.7686e-11,6.37956e-16,8.655329e-16,1.1527051e-12,0.013640657,7.209215e-19,2.2829636e-09,9.360885e-07,0.0013177625,4.334859e-17,0.008230611,0.0068480144,0.0059368447,5.3526786e-15,0.115419194,7.36469e-08,6.48375e-05,0.009428819,1.2232875e-11,0.00022917952,0.028816417,8.691937e-17,1.1483681e-12,5.86854e-09,0.00015638203,1.5567845e-07
0.017592104,4.5285594e-07,1.2266564e-07,0.24613063,0.12950417,0.026357805,0.022670764,0.058317948,0.055186488,6.907719e-15,0.059884164,0.029474625,0.18721838,0.102418914,2.7900134e-05,0.11090726,3.9164093e-15,0.06435316,0.0028765467,3.2865057e-19,8.0148345e-12,2.4847414e-17,3.413815e-17,9.2730274e-14,0.010035831,1.4433298e-20,3.8047193e-10,2.6592264e-07,0.0006773705,1.2686271e-18,0.007899399,0.0069457376,0.004803044,2.4487254e-16,0.10945759,1.2934011e-08,2.6256477e-05,0.0071800277,1.1653139e-12,0.00011284556,0.029332804,2.6894632e-18,8.7971744e-14,9.450135e-10,5.9220532e-05,3.4471753e-08
0.016141664,1.2150349e-07,3.0274037e-08,0.24318591,0.12647562,0.022097494,0.020214979,0.055069555,0.049676258,3.472359e-16,0.060766716,0.027434645,0.18684229,0.101558425,1.0589537e-05,0.102247305,1.8525483e-16,0.06415502,0.001831102,6.5590745e-21,8.025125e-13,7.434982e-19,1.0356006e-18,6.10558e-15,0.007321938,2.0890006e-22,5.5150755e-11,6.8583e-08,0.00032188604,2.7797398e-20,0.008155986,0.006371866,0.004000705,8.730284e-18,0.10360233,1.9839765e-09,9.895762e-06,0.0053843013,9.217028e-14,5.2552332e-05,0.029531464,6.262163e-20,5.492796e-15,1.3198666e-10,2.053019e-05,6.7928148e-09
0.014605192,2.9471163e-08,6.7098465e-09,0.24060974,0.12417301,0.019321907,0.01869785,0.049945384,0.045998238,1.3724073e-17,0.061414164,0.026279006,0.1854855,0.10003551,3.7272669e-06,0.09459852,6.8532865e-18,0.06430388,0.0011454608,9.467783e-23,6.702653e-14,1.6701605e-20,2.3613724e-20,3.2358583e-16,0.005215586,2.1214613e-24,6.8764738e-12,1.5939614e-08,0.0001404057,4.4436815e-22,0.0076792673,0.0058138072,0.0032887703,2.3738814e-19,0.09838948,2.6298674e-10,3.4598781e-06,0.0040495894,5.9609702e-15,2.3047722e-05,0.028615309,1.0697795e-21,2.747955e-16,1.5808124e-11,6.5380677e-06,1.1804596e-09
0.013386234,6.4119803e-09,1.3243794e-09,0.23840939,0.121672474,0.0154890865,0.017396685,0.046903748,0.043232914,4.1774759e-19,0.061652493,0.02372519,0.18393603,0.09844911,1.211675e-06,0.087493986,1.9410725e-19,0.064937264,0.0006911843,9.593507e-25,4.600498e-15,2.7452453e-22,3.9453052e-22,1.3553036e-17,0.003612755,1.4618648e-26,7.286362e-13,3.3120091e-09,5.6163004e-05,5.035216e-24,0.007629988,0.0058132396,0.0025194844,4.8066746e-21,0.0925759,2.977511e-11,1.1163986e-06,0.0028817882,3.0997075e-16,9.4860825e-06,0.028959649,1.3035296e-23,1.0809932e-17,1.6036691e-12,1.9059004e-06,1.7913881e-10
0.012670494,1.2407679e-09,2.3068589e-10,0.23582281,0.119204916,0.012747649,0.016228791,0.042968564,0.039454706,9.571166e-21,0.06214396,0.022563843,0.18220456,0.09708844,3.6165082e-07,0.080706455,4.1112504e-21,0.06523274,0.0003999703,6.599082e-27,2.5528276e-16,3.2088002e-24,4.694665e-24,4.3962835e-19,0.0024328749,6.581814e-29,6.475098e-14,6.0981875e-10,2.0659942e-05,3.915556e-26,0.007911026,0.0056557814,0.0018988841,7.0573503e-23,0.08921175,2.8428627e-12,3.3040558e-07,0.0019729172,1.2722421e-17,3.643805e-06,0.028823677,1.097733e-25,3.2751113e-19,1.3594415e-13,5.055149e-07,2.348472e-11
0.011551331,2.1158712e-10,3.5111202e-11,0.23364429,0.11694408,0.011507984,0.015262841,0.040652964,0.03727732,1.6091392e-22,0.06319357,0.020800568,0.18058147,0.09564059,9.844833e-08,0.07467432,6.343645e-23,0.06472055,0.00022164905,2.9672992e-29,1.1248342e-17,2.5831879e-26,3.854151e-26,1.0800062e-20,0.001600501,1.8549154e-31,4.756562e-15,9.8551986e-11,7.002687e-06,2.0149841e-28,0.007129631,0.0056255125,0.0013460624,7.2940446e-25,0.084899925,2.2572859e-13,8.9123766e-08,0.0012798163,4.038414e-19,1.3016338e-06,0.028729234,6.166087e-28,7.46886e-21,9.488352e-15,1.2116095e-07,2.6286575e-12
0.011363418,3.148013e-11,4.619699e-12,0.2308891,0.115179606,0.010377691,0.014254698,0.037690416,0.03590762,1.9297567e-24,0.06291309,0.020158682,0.1794586,0.09447074,2.4271767e-08,0.069158554,6.9258975e-25,0.06623062,0.00011810696,8.3558893e-32,3.858406e-19,1.3816655e-28,2.1063496e-28,1.9601775e-22,0.0010168173,3.1155879e-34,2.8429734e-16,1.3835496e-11,2.1833987e-06,6.5850813e-31,0.0077740205,0.005650224,0.00090532744,5.1331923e-27,0.08178106,1.4679604e-14,2.1755575e-08,0.0007834009,9.693029e-21,4.2989e-07,0.029263332,2.2193755e-30,1.2498342e-22,5.364879e-16,2.6036332e-08,2.4800724e-13
0.010434499,4.0420033e-12,5.193162e-13,0.22919159,0.112773,0.00924845,0.01325276,0.03490761,0.03381965,1.5993204e-26,0.0640829,0.01919302,0.17750669,0.093497455,5.3778124e-09,0.06508167,5.178518e-27,0.06622199,6.0047445e-05,1.4030764e-34,1.0080569e-20,4.714181e-31,7.3594495e-31,2.556932e-24,0.00062630227,2.9470455e-37,1.3587201e-17,1.6683132e-12,6.2250945e-07,1.3039213e-33,0.00739087,0.0052002184,0.0005471182,2.3693443e-29,0.07747946,7.6889045e-16,4.7687396e-09,0.00045412278,1.7157983e-22,1.3047482e-07,0.027568907,4.8899834e-33,1.49179e-24,2.4139585e-17,4.9736575e-09,1.9448495e-14
0.009622033,4.4259407e-13,4.9243145e-14,0.22664231,0.11089954,0.008717672,0.012708707,0.033873096,0.03188414,8.839551e-29,0.06486474,0.017829863,0.17661892,0.09167906,1.0618995e-09,0.05973415,2.5560172e-29,0.06736407,2.9013048e-05,1.3275028e-37,1.957963e-22,9.795332e-34,1.5698701e-33,2.3244619e-26,0.00036825074,1.46932e-40,5.093965e-19,1.7067465e-13,1.6126953e-07,1.4820005e-36,0.0076892907,0.0050196783,0.00028519193,6.8744326e-32,0.07293716,3.184505e-17,9.307755e-10,0.00023597346,2.1785043e-24,3.615482e-08,0.027077809,6.257974e-36,1.2304116e-26,8.475836e-19,8.367838e-10,1.2483374e-15
0.009640246,4.0796996e-14,3.884017e-15,0.22461917,0.10897324,0.007876456,0.012074895,0.031121718,0.029922126,3.1296773e-31,0.066071406,0.017704422,0.17519912,0.09085055,1.8518435e-10,0.055609193,7.988535e-32,0.067692734,1.3288556e-05,6.6241e-41,2.7521907e-24,1.1750936e-36,1.939031e-36,1.4226152e-28,0.00020704979,3.5e-44,1.4668471e-20,1.4615989e-14,3.7691205e-08,9.07838e-40,0.0071893437,0.005294074,0.00012963556,1.1943188e-34,0.07091562,1.0219701e-18,1.6029472e-10,0.000113794995,1.9232911e-26,9.086603e-09,0.02777877,4.376589e-39,6.7670714e-29,2.2725466e-20,1.22745e-10,6.448944e-17
0.008892404,3.1210962e-15,2.5095286e-16,0.22197185,0.10627646,0.0068286057,0.011347034,0.030276738,0.028251005,6.779953e-34,0.06614254,0.016771013,0.17382646,0.09031444,2.8240762e-11,0.050563715,1.5075583e-34,0.06834815,5.7476154e-06,1.7e-44,2.7168505e-26,7.64953e-40,1.304041e-39,5.6371725e-31,0.00011113466,0.0,3.1694131e-22,1.0324463e-15,7.885154e-09,2.79e-43,0.0071894256,0.0049490826,5.4103617e-05,1.1747425e-37,0.06814779,2.4849691e-20,2.4116098e-11,5.087316e-05,1.1401874e-28,2.055692e-09,0.026729556,1.557e-42,2.3837067e-31,4.5426503e-22,1.5526419e-11,2.6321896e-18
0.008566812,1.951197e-16,1.3061379e-17,0.2200627,0.10499996,0.0063047986,0.01112777,0.027656632,0.025766687,8.5256945e-37,0.0672196,0.01602543,0.17178814,0.08854036,3.7259523e-12,0.04811731,1.62633e-37,0.068989225,2.3329517e-06,0.0,1.8211423e-28,2.51e-43,4.44e-43,1.3834843e-33,5.6957924e-05,0.0,5.0071013e-24,5.9195526e-17,1.4638084e-09,0.0,0.0068736845,0.0049300008,2.0323358e-05,6.1277e-41,0.06621957,4.465841e-22,3.1354925e-12,2.0967273e-05,4.363561e-31,4.1523643e-10,0.027156603,0.0,5.1365076e-34,6.591876e-24,1.6734439e-12,8.3168804e-20
