epoch,train_loss,train_total_loss,train_r2,test_loss,test_r2
1,0.33921337708592686,0.49753169126842667,0.6607866287231445,0.33847583017256705,0.6622269749641418
2,0.2921270999513124,0.31915984265761427,0.7078728675842285,0.2840324033340907,0.7165573835372925
3,0.2632589298619391,0.28000411246244084,0.7367410659790039,0.2598936119580378,0.7406460046768188
4,0.24303317979003672,0.25494252751713203,0.756966769695282,0.23661716462678561,0.7638741731643677
5,0.23130299208354052,0.23984330537894819,0.7686969637870789,0.22404975415160666,0.7764154672622681
6,0.22060748285796816,0.23139444303796647,0.7793925404548645,0.21902080993572054,0.7814339399337769
7,0.213903533779595,0.22380693340206256,0.786096453666687,0.21120995306941473,0.789228618144989
8,0.20995531498016493,0.21454436704091148,0.7900446653366089,0.20779605770322013,0.7926353812217712
9,0.20844626217255513,0.20910103586353532,0.7915537357330322,0.20715632025985958,0.7932738065719604
10,0.2023101337955729,0.2125373467012015,0.7976898550987244,0.2014535998151591,0.7989647388458252
11,0.22237590237703497,0.2027120708730327,0.7776241302490234,0.21979431876036676,0.7806620597839355
12,0.2040156462829407,0.19988929027410812,0.7959842681884766,0.2074120996698533,0.7930185794830322
13,0.1911513983914161,0.20153028044432877,0.8088485598564148,0.19506821321263978,0.8053368330001831
14,0.1912950671843538,0.19450047703408826,0.8087048530578613,0.19662008023731511,0.8037881851196289
15,0.20478276965170078,0.1929498316324635,0.7952172160148621,0.21149227063949794,0.7889468669891357
16,0.1823456923405057,0.18810377841322048,0.8176543116569519,0.18715234712344597,0.8132362365722656
17,0.18289208431307175,0.1881091367074854,0.8171079158782959,0.18425369632672772,0.8161289095878601
18,0.18062021417679375,0.18462361665825322,0.8193798065185547,0.18728069268745373,0.8131081461906433
19,0.17605161980713066,0.18432482433628683,0.8239483833312988,0.18180566638299864,0.8185718059539795
20,0.18508431822758967,0.18059904698163406,0.814915657043457,0.1895716703543652,0.8108219504356384
21,0.1751794242789144,0.17853102468796175,0.8248205184936523,0.18188631434214714,0.8184913396835327
22,0.17112286105012037,0.17976537168230097,0.8288770914077759,0.17523388132521006,0.8251299858093262
23,0.16901856220484665,0.17469559812739696,0.8309813737869263,0.17890975916902768,0.8214616775512695
24,0.168451870417384,0.17397822393317064,0.8315480947494507,0.1770478780530223,0.8233197331428528
25,0.16958510735578256,0.17309343970495544,0.830414891242981,0.18054758532814782,0.8198273181915283
26,0.16925732166076837,0.16954765705068567,0.8307426571846008,0.18179767009840436,0.8185797929763794
27,0.1644569882638242,0.16921655438653274,0.8355430364608765,0.17945010570562595,0.8209224939346313
28,0.17150449790655886,0.17082825990512832,0.8284955024719238,0.18178152910446468,0.8185958862304688
29,0.16429460195815998,0.1675578836462201,0.8357053995132446,0.17476279194122307,0.8256000876426697
30,0.16306805456074203,0.16566220760456027,0.8369319438934326,0.17525600929442606,0.8251078724861145
31,0.1623350213724082,0.16322762579508296,0.8376649618148804,0.17478193426887467,0.8255809545516968
32,0.15862668333064817,0.16280163711863974,0.8413732647895813,0.17212697898450235,0.8282304406166077
33,0.15689783286703027,0.16139418170808656,0.8431021571159363,0.17387618307347438,0.8264848589897156
34,0.16832149838475877,0.16035875150100348,0.8316785097122192,0.18200711106464743,0.8183708190917969
35,0.15564487927240322,0.1589009225257932,0.8443551063537598,0.17056173386400966,0.8297923803329468
36,0.15544694770004208,0.15715735184972826,0.8445530533790588,0.17105643307475465,0.829298734664917
37,0.1493854394191068,0.15832402981758187,0.8506145477294922,0.16346831793246203,0.8368710875511169
38,0.15497158237065287,0.15723784200711066,0.8450284004211426,0.16976147941972838,0.8305910229682922
39,0.1511032424429134,0.15361095083447932,0.8488967418670654,0.16601423759302592,0.8343304395675659
40,0.14795683173794452,0.15296680436227217,0.8520431518554688,0.16216917942409917,0.8381675481796265
41,0.14920735148262215,0.15291847036853773,0.850792646408081,0.16617757828744578,0.83416748046875
42,0.14889558049165494,0.15242099819160557,0.8511043787002563,0.17088681563190675,0.8294680118560791
43,0.1451170073873172,0.14917585433175848,0.8548829555511475,0.16055329844831875,0.8397800922393799
44,0.1447601788868643,0.1493216627532591,0.8552398085594177,0.1623199984482298,0.8380170464515686
45,0.1437446060569183,0.14956775586839477,0.8562553524971008,0.16306033579964344,0.8372782468795776
46,0.14175960915078106,0.14947958721579413,0.8582403659820557,0.15767131355425265,0.8426560759544373
47,0.14672085651319866,0.1492971034091153,0.8532791137695312,0.1704538315619644,0.8299000859260559
48,0.14001129672875348,0.14712000959956822,0.8599886894226074,0.15923069144458804,0.8410999178886414
49,0.13914888676417542,0.14443842299308066,0.8608511090278625,0.15792436242001515,0.8424035310745239
50,0.13985434980195474,0.14549639280545248,0.860145628452301,0.15969478522669778,0.8406367897987366
