目标,中文名,方法,定数规则,选中数,占候选比,测试R2,全量R2,候选数,选中字段
branch_ab1_loading_pct,线路AB1负载率,Pearson,固定阈值 τ=0.3（12 个目标共用）,31,0.7209302325581395,0.9857020265996304,0.9866955877743271,43,area_1_load_actual_mw|area_2_load_actual_mw|area_3_load_actual_mw|system_load_actual_mw|area_1_load_day_ahead_mw|area_2_load_day_ahead_mw|area_3_load_day_ahead_mw|system_load_day_ahead_mw|system_generation_mw|system_losses_mw|reserve_reg_up_mw|reserve_reg_down_mw|reserve_spin_r1_mw|reserve_spin_r2_mw|reserve_spin_r3_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_hydro_mw|gen_fuel_wind_mw|area_1_fuel_coal_mw|area_1_fuel_natural_gas_mw|area_1_fuel_hydro_mw|area_1_fuel_wind_mw|area_1_generation_mw|area_2_fuel_coal_mw|area_2_fuel_natural_gas_mw|area_2_fuel_hydro_mw|area_2_generation_mw|area_3_fuel_hydro_mw|area_3_generation_mw|hour_of_day
branch_ab2_loading_pct,线路AB2负载率,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,11,0.2558139534883721,0.9777806324746893,0.9840552153065971,43,system_losses_mw|reserve_spin_r1_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|area_1_fuel_coal_mw|area_1_fuel_natural_gas_mw|area_1_fuel_wind_mw|area_1_fuel_solar_mw|area_2_fuel_natural_gas_mw|area_3_fuel_coal_mw|area_3_fuel_wind_mw
branch_ab2_loading_pct,线路AB2负载率,STG,门控值 ≥ 0.0,12,0.27906976744186046,0.977290376895159,0.9840552153065971,43,area_1_load_actual_mw|area_1_load_day_ahead_mw|system_losses_mw|gen_fuel_hydro_mw|area_1_fuel_coal_mw|area_1_fuel_natural_gas_mw|area_1_fuel_wind_mw|area_1_fuel_solar_mw|area_2_fuel_natural_gas_mw|area_3_fuel_coal_mw|area_3_fuel_wind_mw|area_3_fuel_solar_mw
branch_ab2_loading_pct,线路AB2负载率,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,43,1.0,0.9840552153065971,0.9840552153065971,43,area_1_load_actual_mw|area_2_load_actual_mw|area_3_load_actual_mw|system_load_actual_mw|area_1_load_day_ahead_mw|area_2_load_day_ahead_mw|area_3_load_day_ahead_mw|system_load_day_ahead_mw|system_generation_mw|system_losses_mw|reserve_reg_up_mw|reserve_reg_down_mw|reserve_spin_r1_mw|reserve_spin_r2_mw|reserve_spin_r3_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_nuclear_mw|gen_fuel_hydro_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|area_1_fuel_coal_mw|area_1_fuel_natural_gas_mw|area_1_fuel_nuclear_mw|area_1_fuel_hydro_mw|area_1_fuel_wind_mw|area_1_fuel_solar_mw|area_1_generation_mw|area_2_fuel_coal_mw|area_2_fuel_natural_gas_mw|area_2_fuel_hydro_mw|area_2_fuel_solar_mw|area_2_generation_mw|area_3_fuel_coal_mw|area_3_fuel_natural_gas_mw|area_3_fuel_hydro_mw|area_3_fuel_wind_mw|area_3_fuel_solar_mw|area_3_generation_mw|hour_of_day|day_of_week|month_of_year|is_weekend
branch_ab2_loading_pct,线路AB2负载率,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,26,0.6046511627906976,0.9796726270177329,0.9840552153065971,43,area_1_load_actual_mw|area_3_load_actual_mw|area_1_load_day_ahead_mw|area_3_load_day_ahead_mw|reserve_reg_up_mw|reserve_reg_down_mw|reserve_spin_r1_mw|reserve_spin_r3_mw|gen_fuel_nuclear_mw|gen_fuel_wind_mw|area_1_fuel_coal_mw|area_1_fuel_natural_gas_mw|area_1_fuel_nuclear_mw|area_1_fuel_hydro_mw|area_1_fuel_solar_mw|area_1_generation_mw|area_2_fuel_coal_mw|area_2_fuel_natural_gas_mw|area_2_fuel_hydro_mw|area_3_fuel_coal_mw|area_3_fuel_hydro_mw|area_3_fuel_wind_mw|area_3_fuel_solar_mw|hour_of_day|day_of_week|is_weekend
branch_ab2_loading_pct,线路AB2负载率,XGBoost,固定阈值 τ=0.02（12 个目标共用）,23,0.5348837209302325,0.984801875181774,0.9840552153065971,43,area_1_load_actual_mw|area_1_load_day_ahead_mw|system_losses_mw|reserve_reg_up_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_hydro_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|area_1_fuel_coal_mw|area_1_fuel_natural_gas_mw|area_1_fuel_wind_mw|area_1_fuel_solar_mw|area_1_generation_mw|area_2_fuel_coal_mw|area_2_fuel_natural_gas_mw|area_2_fuel_hydro_mw|area_2_generation_mw|area_3_fuel_coal_mw|area_3_fuel_natural_gas_mw|area_3_fuel_solar_mw|hour_of_day|month_of_year
branch_ab2_loading_pct,线路AB2负载率,Pearson,固定阈值 τ=0.3（12 个目标共用）,30,0.6976744186046512,0.9852031530857666,0.9840552153065971,43,area_1_load_actual_mw|area_2_load_actual_mw|system_load_actual_mw|area_1_load_day_ahead_mw|area_2_load_day_ahead_mw|system_load_day_ahead_mw|system_generation_mw|system_losses_mw|reserve_reg_up_mw|reserve_reg_down_mw|reserve_spin_r1_mw|reserve_spin_r2_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|area_1_fuel_coal_mw|area_1_fuel_natural_gas_mw|area_1_fuel_wind_mw|area_1_fuel_solar_mw|area_1_generation_mw|area_2_fuel_coal_mw|area_2_fuel_natural_gas_mw|area_2_fuel_solar_mw|area_2_generation_mw|area_3_fuel_hydro_mw|area_3_fuel_wind_mw|area_3_fuel_solar_mw|area_3_generation_mw|hour_of_day
branch_ab3_loading_pct,线路AB3负载率,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,9,0.20930232558139536,0.9528770530571885,0.9569884294763549,43,system_losses_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|area_1_fuel_coal_mw|area_1_fuel_natural_gas_mw|area_2_fuel_natural_gas_mw|area_2_fuel_hydro_mw|area_3_fuel_solar_mw
branch_ab3_loading_pct,线路AB3负载率,STG,门控值 ≥ 0.0,12,0.27906976744186046,0.9525250000481462,0.9569884294763549,43,system_losses_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|area_1_fuel_coal_mw|area_1_fuel_natural_gas_mw|area_1_fuel_wind_mw|area_2_fuel_natural_gas_mw|area_2_fuel_hydro_mw|area_3_fuel_coal_mw|area_3_fuel_wind_mw|area_3_fuel_solar_mw
branch_ab3_loading_pct,线路AB3负载率,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,43,1.0,0.9569884294763549,0.9569884294763549,43,area_1_load_actual_mw|area_2_load_actual_mw|area_3_load_actual_mw|system_load_actual_mw|area_1_load_day_ahead_mw|area_2_load_day_ahead_mw|area_3_load_day_ahead_mw|system_load_day_ahead_mw|system_generation_mw|system_losses_mw|reserve_reg_up_mw|reserve_reg_down_mw|reserve_spin_r1_mw|reserve_spin_r2_mw|reserve_spin_r3_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_nuclear_mw|gen_fuel_hydro_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|area_1_fuel_coal_mw|area_1_fuel_natural_gas_mw|area_1_fuel_nuclear_mw|area_1_fuel_hydro_mw|area_1_fuel_wind_mw|area_1_fuel_solar_mw|area_1_generation_mw|area_2_fuel_coal_mw|area_2_fuel_natural_gas_mw|area_2_fuel_hydro_mw|area_2_fuel_solar_mw|area_2_generation_mw|area_3_fuel_coal_mw|area_3_fuel_natural_gas_mw|area_3_fuel_hydro_mw|area_3_fuel_wind_mw|area_3_fuel_solar_mw|area_3_generation_mw|hour_of_day|day_of_week|month_of_year|is_weekend
branch_ab3_loading_pct,线路AB3负载率,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,3,0.06976744186046512,0.6607206676125621,0.9569884294763549,43,system_losses_mw|area_1_generation_mw|area_2_fuel_coal_mw
branch_ab3_loading_pct,线路AB3负载率,XGBoost,固定阈值 τ=0.02（12 个目标共用）,31,0.7209302325581395,0.9623924154426486,0.9569884294763549,43,area_1_load_actual_mw|area_2_load_actual_mw|area_2_load_day_ahead_mw|system_load_day_ahead_mw|system_losses_mw|reserve_reg_up_mw|reserve_reg_down_mw|reserve_spin_r1_mw|reserve_spin_r2_mw|reserve_spin_r3_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_nuclear_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|area_1_fuel_coal_mw|area_1_fuel_natural_gas_mw|area_1_fuel_wind_mw|area_1_fuel_solar_mw|area_1_generation_mw|area_2_fuel_coal_mw|area_2_fuel_natural_gas_mw|area_2_fuel_hydro_mw|area_2_fuel_solar_mw|area_2_generation_mw|area_3_fuel_natural_gas_mw|area_3_fuel_wind_mw|area_3_fuel_solar_mw|area_3_generation_mw|hour_of_day|month_of_year
branch_ab3_loading_pct,线路AB3负载率,Pearson,固定阈值 τ=0.3（12 个目标共用）,29,0.6744186046511628,0.9592583335692974,0.9569884294763549,43,area_1_load_actual_mw|area_2_load_actual_mw|area_3_load_actual_mw|system_load_actual_mw|area_1_load_day_ahead_mw|area_2_load_day_ahead_mw|area_3_load_day_ahead_mw|system_load_day_ahead_mw|system_generation_mw|system_losses_mw|reserve_reg_up_mw|reserve_spin_r1_mw|reserve_spin_r2_mw|reserve_spin_r3_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_hydro_mw|area_1_fuel_coal_mw|area_1_fuel_natural_gas_mw|area_1_fuel_hydro_mw|area_1_generation_mw|area_2_fuel_coal_mw|area_2_fuel_natural_gas_mw|area_2_fuel_hydro_mw|area_2_generation_mw|area_3_fuel_hydro_mw|area_3_fuel_solar_mw|area_3_generation_mw|hour_of_day
branch_ca_1_loading_pct,线路CA-1负载率,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,11,0.2558139534883721,0.9720873134215061,0.9775366239953002,43,system_losses_mw|gen_fuel_nuclear_mw|gen_fuel_hydro_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|area_1_fuel_natural_gas_mw|area_1_fuel_hydro_mw|area_1_fuel_wind_mw|area_2_fuel_coal_mw|area_2_fuel_natural_gas_mw|area_3_fuel_natural_gas_mw
branch_ca_1_loading_pct,线路CA-1负载率,STG,门控值 ≥ 0.0,14,0.32558139534883723,0.9714479796880415,0.9775366239953002,43,system_losses_mw|gen_fuel_nuclear_mw|gen_fuel_hydro_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|area_1_fuel_natural_gas_mw|area_1_fuel_nuclear_mw|area_1_fuel_hydro_mw|area_1_fuel_wind_mw|area_2_fuel_coal_mw|area_2_fuel_natural_gas_mw|area_3_fuel_natural_gas_mw|area_3_fuel_wind_mw|area_3_fuel_solar_mw
