方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.853962831737443,da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_synchronized_reserve|prelim_load_avg_hourly|gen_fuel_hydro_pct|gen_fuel_coal_pct|gen_fuel_multiple_fuels_pct|total_pjm_assigned_reg|total_pjm_self_sched_reg
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.8709181354678303,da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|gen_fuel_hydro_pct|total_pjm_rt_load_mwh|da_as_mcp_primary_reserve|gen_fuel_nuclear_mw
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8384725793065521,da_as_as_req_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_self_sched_reg|da_as_as_mw_synchronized_reserve|prelim_load_avg_hourly|gen_fuel_hydro_mw|da_as_as_req_mw_primary_reserve|wind_generation_mw
XGBoost,树模型特征重要性（2016）,0.8710991855449688,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_mcp_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_hydro_mw
Lasso,线性稀疏（1996）,0.8606443350130518,da_as_as_req_mw_primary_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|total_pjm_self_sched_reg|gen_fuel_hydro_pct|prelim_load_avg_hourly|total_pjm_rt_load_mwh
Pearson,相关系数排序（只看两两关系）,0.8662240170728254,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_gas_mw|da_as_as_mw_synchronized_reserve|prelim_load_avg_hourly|total_pjm_rt_load_mwh
