label,feature_count,features,best_test_r2,best_test_mse,best_epoch,last_train_r2,last_train_mse,last_test_r2,last_test_mse,evaluation_mode,candidate_size,compact_tau,meets_tau,step,from_feature_count,dropped_feature,delta_r2_from_previous,delta_r2_from_retained11,chosen_for_next_step,r2_drop_from_retained11,obvious_drop
full_all_features,55,da_as_as_mw_thirty_minutes_reserve;da_as_total_mw_thirty_minutes_reserve;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_gas_mw;da_as_as_req_mw_thirty_minutes_reserve;da_as_as_req_mw_primary_reserve;da_as_as_req_mw_synchronized_reserve;total_pjm_assigned_reg;da_as_as_mw_primary_reserve;da_as_total_mw_primary_reserve;da_as_as_mw_synchronized_reserve;total_pjm_reg_purchases;gen_fuel_other_renewables_mw;total_lmp_da;total_pjm_rmpcp_cr;forecast_load_mw_day_ahead;total_pjm_rmccp_cr;gen_fuel_wind_mw;da_as_total_mw_synchronized_reserve;system_energy_price_da;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;total_lmp_rt;rmccp;system_energy_price_rt;rmpcp;gen_fuel_wind_pct;gen_fuel_coal_mw;wind_generation_mw;gross_inadv_interchange_mw;gen_fuel_oil_mw;da_as_mcp_primary_reserve;total_pjm_rt_load_mwh;metered_load_mw;forecast_load_mw_latest_available;prelim_load_avg_hourly;gross_actual_interchange_mw;gen_fuel_hydro_mw;total_pjm_loc_credit;total_losses;net_inadv_interchange_mw;da_as_nsr_mw_primary_reserve;total_pjm_self_sched_reg;da_as_ss_mw_synchronized_reserve;da_as_ss_mw_thirty_minutes_reserve;da_as_ss_mw_primary_reserve;gen_fuel_solar_mw;gen_fuel_coal_pct;congestion_price_rt;da_as_mcp_synchronized_reserve;congestion_price_da,0.9529446363449097,0.044578421860933304,153,0.9546411037445068,0.045358914881944656,0.9529446363449097,0.044578421860933304,dgating_best_model_masked_inputs,55,0.95,True,,,,,,,,
dgate_retained11,11,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;da_as_nsr_mw_primary_reserve;gen_fuel_oil_mw;gen_fuel_multiple_fuels_mw,0.9529446363449097,0.044578421860933304,153,0.9546411037445068,0.045358914881944656,0.9529446363449097,0.044578421860933304,dgating_best_model_masked_inputs,11,0.95,True,,,,,,,,
greedy_compact10,10,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw;gen_fuel_multiple_fuels_mw,0.9382359981536865,0.058512814342975616,153,0.9413064122200012,0.05869358032941818,0.9382359981536865,0.058512814342975616,dgating_best_model_masked_inputs,10,0.95,False,1.0,11.0,da_as_nsr_mw_primary_reserve,0.014708638191223145,0.014708638191223145,True,0.014708638191223145,True
greedy_compact9,9,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw,0.9186662435531616,0.07705240696668625,153,0.9232965707778931,0.07670343667268753,0.9186662435531616,0.07705240696668625,dgating_best_model_masked_inputs,9,0.95,False,2.0,10.0,gen_fuel_multiple_fuels_mw,0.019569754600524902,0.03427839279174805,True,0.03427839279174805,True
