head_id,anchor,group_size,candidate_group,residual_val_mse,residual_val_r2,reconstructed_y_val_mse,reconstructed_y_val_r2,anchor_sensitivity,anchor_status,threshold_ratio
0,gen_fuel_other_renewables_mw,3,gen_fuel_other_renewables_mw;total_pjm_rt_load_mwh;metered_load_mw,0.4878535866737366,0.5211379528045654,796016.375,0.8815082907676697,0.015819311141967773,active_anchor,0.35
1,congestion_price_da,3,congestion_price_da;total_pjm_rt_load_mwh;metered_load_mw,0.4893140196800232,0.5197045803070068,798399.5625,0.8811536431312561,0.0018035471439361572,active_anchor,0.35
2,total_losses,3,total_losses;total_pjm_rt_load_mwh;metered_load_mw,0.4830699563026428,0.5258331894874573,788211.625,0.8826701045036316,0.11689841747283936,active_anchor,0.35
3,system_energy_price_da,3,system_energy_price_da;total_pjm_rt_load_mwh;metered_load_mw,0.4844067096710205,0.5245212316513062,790392.25,0.8823454976081848,0.018424630165100098,active_anchor,0.35
4,total_pjm_self_sched_reg,3,total_pjm_self_sched_reg;total_pjm_rt_load_mwh;metered_load_mw,0.4863761067390442,0.5225881934165955,793605.0,0.8818671703338623,0.006582885980606079,active_anchor,0.35
5,total_lmp_da,3,total_lmp_da;total_pjm_rt_load_mwh;metered_load_mw,0.4850228726863861,0.5239161252975464,791397.9375,0.882195770740509,0.027176767587661743,active_anchor,0.35
6,total_pjm_loc_credit,3,total_pjm_loc_credit;total_pjm_rt_load_mwh;metered_load_mw,0.4959549605846405,0.5131855607032776,809235.6875,0.8795405626296997,-0.008246809244155884,inactive_or_dummy_anchor,0.35
7,gross_inadv_interchange_mw,3,gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw,0.49276068806648254,0.5163209438323975,804023.1875,0.8803163766860962,0.039257973432540894,active_anchor,0.35
8,gen_fuel_multiple_fuels_mw,3,gen_fuel_multiple_fuels_mw;total_pjm_rt_load_mwh;metered_load_mw,0.4787704646587372,0.5300532579421997,781196.125,0.8837143778800964,0.06047382950782776,active_anchor,0.35
9,gen_fuel_multiple_fuels_pct,3,gen_fuel_multiple_fuels_pct;total_pjm_rt_load_mwh;metered_load_mw,0.48461928963661194,0.5243123173713684,790739.1875,0.8822938203811646,0.0906732976436615,active_anchor,0.35
10,rmccp,3,rmccp;total_pjm_rt_load_mwh;metered_load_mw,0.4894731342792511,0.5195483565330505,798658.5625,0.8811149597167969,-0.0019270777702331543,inactive_or_dummy_anchor,0.35
11,congestion_price_rt,3,congestion_price_rt;total_pjm_rt_load_mwh;metered_load_mw,0.49384716153144836,0.5152546763420105,805796.4375,0.8800525069236755,-0.008265107870101929,inactive_or_dummy_anchor,0.35
