solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_inadv_interchange_mw
0.01638286,0.0678257,0.30364898,0.0077557405,0.010128062,0.01233292,0.2620336,0.0041394546,0.0034947575,0.16688296,0.12641509,0.0037655148,0.005874188,0.012675424,0.62871385,0.00864369,0.0028217256,0.45079067,0.30213347,0.20862867,0.007703782,0.10898189,0.027261894,0.04006586,0.046115056,0.004286827,0.35363993,0.74657756,0.0026444616,0.0013981111,0.0026606764,0.0020820415,0.32327572,0.0030241918,0.35376844,0.3790055,0.6638101,0.31282425
0.010810387,0.045716103,0.3017275,0.0035903512,0.005019508,0.005489252,0.23600851,0.0016662301,0.0014304006,0.14904475,0.115793936,0.0014999624,0.0025980994,0.0066273315,0.6001019,0.0042659785,0.00104955,0.42430755,0.27026573,0.17649212,0.003611952,0.09470767,0.021609318,0.035817806,0.030099975,0.0017989499,0.31609562,0.7333273,0.0010071482,0.00048284512,0.0009937362,0.0007796763,0.28312707,0.0011967656,0.3237348,0.35872075,0.64380485,0.29121938
0.0061514205,0.030104881,0.2903729,0.0015531136,0.0022835697,0.0021471358,0.19495454,0.00058547384,0.00053338415,0.1304647,0.1061608,0.0005459074,0.001049258,0.0032259054,0.56703454,0.0019105135,0.00034702133,0.40143636,0.24069683,0.1459548,0.0015981857,0.08710956,0.017947132,0.034105726,0.020032633,0.00069421437,0.28636995,0.6970342,0.00035021838,0.00015088874,0.00033739355,0.00026608593,0.26484102,0.00043352187,0.31073338,0.34795758,0.6184513,0.26699528
0.0031296706,0.018794747,0.28305006,0.0006177032,0.000956139,0.00073913496,0.17255266,0.000182404,0.00018046581,0.11384088,0.09432933,0.00018041571,0.0003869524,0.0014763356,0.5409943,0.00077804213,0.0001026382,0.38201055,0.216712,0.123541914,0.00065883744,0.07722698,0.014717676,0.0337489,0.012606107,0.00024513635,0.25316128,0.67852306,0.000110469045,4.2368967e-05,0.00010337277,8.227502e-05,0.24685842,0.0001419652,0.2913701,0.32948354,0.59885603,0.24608773
0.0013174767,0.011129185,0.27102548,0.0002269929,0.00036830324,0.00022902979,0.14716874,5.0541334e-05,5.5122837e-05,0.10145883,0.086528085,5.3833235e-05,0.00013030671,0.0006284406,0.52401537,0.00028745987,2.7082957e-05,0.37037912,0.19924812,0.101841114,0.00025188504,0.0686689,0.011703436,0.032823656,0.007620106,7.894351e-05,0.22471887,0.6566465,3.1447726e-05,1.0617932e-05,2.8487186e-05,2.2907905e-05,0.2310842,4.2126358e-05,0.27163795,0.31381363,0.58342063,0.23237945
0.00047577344,0.006282672,0.26635423,7.663798e-05,0.0001294462,6.366415e-05,0.12543313,1.2447028e-05,1.5135528e-05,0.091406435,0.08164807,1.4436974e-05,3.982685e-05,0.0002491457,0.497771,9.674729e-05,6.347907e-06,0.35114887,0.17756747,0.08332526,8.8707486e-05,0.059762776,0.007990029,0.03470966,0.004384699,2.3007336e-05,0.199634,0.64092374,8.020126e-06,2.3560008e-06,7.009651e-06,5.7026377e-06,0.21494815,1.1228006e-05,0.25524837,0.30004334,0.56684756,0.2134451
0.00014977617,0.0033318955,0.25820252,2.3590406e-05,4.1539188e-05,1.5804804e-05,0.10692791,2.712683e-06,3.713742e-06,0.08290961,0.072191015,3.4560956e-06,1.0989702e-05,9.114676e-05,0.4759914,2.9402541e-05,1.312073e-06,0.34018344,0.16091307,0.06799023,2.8621396e-05,0.055277865,0.004835234,0.036307123,0.0024219914,6.033158e-06,0.18397333,0.6179828,1.818315e-06,4.5886023e-07,1.528258e-06,1.2590191e-06,0.2069468,2.6695077e-06,0.24072596,0.28960672,0.5454151,0.20091107
4.1947143e-05,0.001673633,0.25717026,6.5904737e-06,1.2091639e-05,3.4836057e-06,0.09200319,5.1918977e-07,8.0815005e-07,0.07522729,0.06899712,7.3274293e-07,2.7192743e-06,3.06801e-05,0.45695886,8.069331e-06,2.3708601e-07,0.32755873,0.14573215,0.05417868,8.397692e-06,0.050121464,0.0023876552,0.038011212,0.0012776088,1.4125715e-06,0.1699845,0.6020994,3.63401e-07,7.771488e-08,2.926836e-07,2.444428e-07,0.19230159,5.618148e-07,0.22769584,0.2796252,0.5243272,0.18953128
1.0468096e-05,0.00078623043,0.24739628,1.6563342e-06,3.1769332e-06,6.7635614e-07,0.07718912,8.6462975e-08,1.547229e-07,0.06600381,0.063263796,1.3639712e-07,5.9881614e-07,9.426923e-06,0.4396462,1.9857584e-06,3.7088327e-08,0.31555113,0.13119511,0.04360356,2.2269248e-06,0.04793113,0.0010016912,0.0370789,0.00063145644,2.929274e-07,0.15370491,0.5948485,6.3438286e-08,1.1329554e-08,4.8776897e-08,4.134762e-08,0.1814206,1.03739325e-07,0.20060165,0.25398526,0.518929,0.17421682
2.3246666e-06,0.00034839503,0.2425493,3.7162062e-07,7.474403e-07,1.1460919e-07,0.062586986,1.2401204e-08,2.582144e-08,0.061133478,0.056821793,2.20804e-08,1.1635718e-07,2.6298153e-06,0.43330818,4.3501933e-07,4.9694515e-09,0.31046495,0.11952004,0.033967473,5.294853e-07,0.050516114,0.00037323427,0.040077083,0.00029814107,5.332519e-08,0.14179787,0.56873983,9.576981e-09,1.405918e-09,7.001317e-09,6.0316063e-09,0.17241868,1.6646124e-08,0.20113087,0.25497022,0.47464088,0.1757954
4.5608502e-07,0.00014381882,0.23775953,7.381359e-08,1.5626783e-07,1.6779733e-08,0.052886866,1.5147293e-09,3.7182448e-09,0.05522119,0.05429658,3.0761582e-09,1.9766798e-08,6.6148783e-07,0.41045612,8.416442e-08,5.6367494e-10,0.300618,0.10759777,0.025511129,1.11973996e-07,0.047143765,0.00012271966,0.038280036,0.00013164576,8.439373e-09,0.13140956,0.561968,1.2367349e-09,1.4669953e-10,8.5586677e-10,7.503939e-10,0.1651282,2.29695e-09,0.1905945,0.2454253,0.46368667,0.16161238
7.837908e-08,5.5402015e-05,0.23227815,1.2860399e-08,2.8776833e-08,2.099188e-09,0.044897072,1.5562589e-10,4.568399e-10,0.049725037,0.048281617,3.6462505e-10,2.9062028e-09,1.4885583e-07,0.39884132,1.4248554e-08,5.3433605e-11,0.2924644,0.09668585,0.019763475,2.0879394e-08,0.043745857,3.650118e-05,0.037564322,5.450635e-05,1.1489367e-09,0.12741761,0.5346074,1.3499053e-10,1.2699354e-11,8.8011286e-11,7.8653035e-11,0.16040444,2.6944164e-10,0.1832819,0.23880625,0.449551,0.15345328
1.1682395e-08,1.9692276e-05,0.22720459,1.9458626e-09,4.623325e-09,2.2168498e-10,0.036501475,1.326863e-11,4.730722e-11,0.04512451,0.04563789,3.631424e-11,3.6572761e-10,2.9719752e-08,0.38562697,2.0895787e-09,4.173864e-12,0.2849586,0.08639789,0.014788773,3.4004628e-09,0.040704954,9.80837e-06,0.03849343,2.1026499e-05,1.3300275e-10,0.115824014,0.5278905,1.22917995e-11,8.986771e-13,7.511047e-12,6.85323e-12,0.15023874,2.6532597e-11,0.17368975,0.2292899,0.44107032,0.1460934
1.493841e-09,6.4632422e-06,0.22263697,2.5291444e-10,6.413076e-10,1.9500799e-11,0.02984635,9.249343e-13,4.07366e-12,0.04007386,0.041888442,2.9973276e-12,3.892019e-11,5.2172022e-09,0.37124935,2.6253713e-10,2.6452205e-13,0.2757375,0.07655881,0.011209508,4.786924e-10,0.03739329,2.3709622e-06,0.038120672,7.53135e-06,1.2926982e-11,0.10989303,0.5166841,9.203798e-13,5.1148586e-14,5.241317e-13,4.8914914e-13,0.14342326,2.1631898e-12,0.16755687,0.22522838,0.42358413,0.13480036
1.6192528e-10,1.9438587e-06,0.21680826,2.790492e-11,7.59299e-11,1.4081535e-12,0.024123147,5.1860185e-14,2.8742034e-13,0.03770085,0.040152434,2.0195968e-13,3.4563474e-12,7.973642e-10,0.35646006,2.7919809e-11,1.3371095e-14,0.2714836,0.06914353,0.008266936,5.759075e-11,0.034606103,5.12122e-07,0.03807953,2.490235e-06,1.0403225e-12,0.10446366,0.50560284,5.578144e-14,2.2998003e-15,2.9421046e-14,2.8140423e-14,0.13822915,1.4381909e-13,0.16164336,0.22173299,0.40865564,0.13089761
1.4684821e-11,5.326132e-07,0.21400312,2.5798146e-12,7.5781915e-12,8.213946e-14,0.019343037,2.2970665e-15,1.6348325e-14,0.033083804,0.03753184,1.0926029e-14,2.5244783e-13,1.0495983e-10,0.34914103,2.4801038e-12,5.290222e-16,0.26327413,0.061082847,0.0060812277,5.8485053e-12,0.03245076,9.803432e-08,0.038662385,7.550908e-07,6.827241e-14,0.09954855,0.4910667,2.6892157e-15,8.0090764e-17,1.3047746e-15,1.2818225e-15,0.1311129,7.6682376e-15,0.14725932,0.20622504,0.41104692,0.12429319
1.0983069e-12,1.3192364e-07,0.21051812,1.9702156e-13,6.2889835e-13,3.8025655e-15,0.015095157,7.879424e-17,7.363535e-16,0.029884623,0.033812497,4.660068e-16,1.4924727e-14,1.1760474e-11,0.33723027,1.8136579e-13,1.6045097e-17,0.2570279,0.05334333,0.0041777543,4.945862e-13,0.030911587,1.6478824e-08,0.03902943,2.0887916e-07,3.592904e-15,0.09272487,0.47923905,1.011667e-16,2.113493e-18,4.4816864e-17,4.533125e-17,0.12848084,3.2191847e-16,0.14228758,0.20211394,0.38281736,0.11852853
6.6685115e-14,2.9311952e-08,0.20387973,1.2236982e-14,4.275021e-14,1.3701158e-16,0.011597586,2.0475892e-18,2.5750847e-17,0.028153589,0.031109856,1.53566e-17,7.01768e-16,1.1073256e-12,0.32420716,1.074597e-14,3.6454946e-19,0.25347793,0.047498334,0.0028114796,3.4315205e-14,0.030459702,2.4077766e-09,0.035894513,5.2285632e-08,1.488488e-16,0.08801258,0.4700721,2.9074712e-18,4.1247148e-20,1.1663526e-18,1.2178661e-18,0.12667224,1.0426792e-17,0.13599898,0.1963247,0.3747764,0.11317997
3.2303848e-15,5.7952234e-09,0.20352185,6.075948e-16,2.3414492e-15,3.7603854e-18,0.008733928,3.933878e-20,6.8409806e-19,0.026514146,0.027122093,3.8236486e-19,2.5741133e-17,8.638901e-14,0.3153058,5.069068e-16,6.0476447e-21,0.24844463,0.041149467,0.0018369968,1.9217164e-15,0.03048025,3.0244493e-10,0.037017692,1.1755496e-08,4.756535e-18,0.08241472,0.45423767,6.235157e-20,5.794492e-22,2.2444354e-20,2.4264162e-20,0.12155469,2.547739e-19,0.13052216,0.1924164,0.36451575,0.109930076
1.2249101e-16,1.0101175e-09,0.19485013,2.3665993e-17,1.0147185e-16,7.675845e-20,0.006502801,5.4379093e-22,1.34760614e-20,0.024833146,0.02605058,7.0175556e-21,7.209743e-19,5.4988227e-15,0.2999652,1.8673046e-17,7.11904e-23,0.24538906,0.035949107,0.0011582199,8.532029e-17,0.027868394,3.2268237e-11,0.03552653,2.3546076e-09,1.1462602e-19,0.08172339,0.4408326,9.720417e-22,5.685078e-24,3.1080064e-22,3.4901592e-22,0.118820444,4.580667e-21,0.12214484,0.18394087,0.36151782,0.106656626
3.5597565e-18,1.5370252e-10,0.19482051,7.0818174e-19,3.4106975e-18,1.1347487e-21,0.004834171,5.2467517e-24,1.9162114e-22,0.022575296,0.02209698,9.2351416e-23,1.505854e-20,2.8076654e-16,0.28995338,5.2582496e-19,5.759181e-25,0.23660402,0.030412367,0.00069193623,2.9442965e-18,0.028185464,2.8858788e-12,0.03413526,4.1638784e-10,2.0316566e-21,0.077506095,0.43674237,1.0699516e-23,3.7654547e-26,3.0045357e-24,3.5174618e-24,0.11501106,5.8940115e-23,0.11570633,0.17985344,0.3494785,0.100664146
7.745727e-20,2.0197741e-11,0.1908696,1.5909048e-20,8.697221e-20,1.1794346e-23,0.0034190326,3.4150155e-26,1.9085862e-24,0.021907499,0.01960568,8.450136e-25,2.284448e-22,1.1287106e-17,0.27908957,1.1054724e-20,3.0885765e-27,0.23468666,0.026108244,0.00040470235,7.7264447e-20,0.027289413,2.1324916e-13,0.035383992,6.4374735e-11,2.5756187e-23,0.073151134,0.4285996,8.048114e-26,1.6203844e-28,1.9597453e-26,2.401699e-26,0.113074206,5.2615607e-25,0.11012211,0.17527506,0.3404364,0.099641584
1.2296106e-21,2.2653771e-12,0.18781185,2.6151027e-22,1.6418138e-21,8.336913e-26,0.002392085,1.4428688e-28,1.28743926e-26,0.02037465,0.017015692,5.192872e-27,2.44432e-24,3.4998296e-19,0.27057815,1.6901875e-22,1.0541429e-29,0.22697915,0.021628236,0.00022392446,1.504958e-21,0.025004055,1.2815437e-14,0.035353158,8.608911e-12,2.2637907e-25,0.07088897,0.41210645,3.9873695e-28,4.3374063e-31,8.299424e-29,1.0696541e-28,0.10904216,3.146907e-27,0.10576189,0.1716739,0.3299399,0.09845229
1.3835164e-23,2.1410281e-13,0.18733133,3.0568287e-24,2.2327687e-23,3.8602324e-28,0.001656727,3.7879257e-31,5.662022e-29,0.018925378,0.013747919,2.0610249e-29,1.7848967e-26,8.18189e-21,0.26482782,1.8251054e-24,2.1856363e-32,0.22315577,0.017978178,0.00011671828,2.11793e-23,0.025285656,6.1556664e-16,0.034753688,9.843373e-13,1.3319743e-27,0.06679673,0.41086265,1.2480167e-30,6.870616e-34,2.184457e-31,2.9764725e-31,0.10577207,1.2122391e-29,0.09960769,0.16701259,0.3211926,0.09376785
1.0681952e-25,1.6813589e-14,0.1815939,2.4609701e-26,2.1218983e-25,1.122082e-30,0.001077305,5.8770746e-34,1.5548642e-31,0.017934851,0.01101645,5.053193e-32,8.5711815e-29,1.4061766e-22,0.25961244,1.3469766e-26,2.6094187e-35,0.22124277,0.014856245,5.7754216e-05,2.089669e-25,0.023997337,2.3185198e-17,0.03495476,9.501449e-14,5.0426368e-30,0.06684454,0.39511523,2.3528783e-33,6.079496e-37,3.398951e-34,4.926005e-34,0.10355215,2.8756356e-32,0.09584871,0.16438176,0.31170505,0.09133603
5.456867e-28,1.0804129e-15,0.18091136,1.3163559e-28,1.3618766e-27,1.950374e-33,0.0007008637,5.08553e-37,2.5376115e-34,0.015886378,0.00897143,7.2726665e-35,2.5952482e-31,1.7274297e-24,0.24688001,6.547962e-29,1.6856296e-38,0.21546392,0.011891366,2.7193815e-05,1.3975513e-27,0.024845276,6.7047564e-19,0.03277922,7.635972e-15,1.17421034e-32,0.06465414,0.38962796,2.529154e-36,2.80883e-40,2.9505539e-37,4.580319e-37,0.100130714,3.9897926e-35,0.08728779,0.15628782,0.30569902,0.085291795
1.7698775e-30,5.5859394e-17,0.17574702,4.491548e-31,5.6800015e-30,1.9165394e-36,0.00042801985,2.29327e-40,2.324704e-37,0.015060373,0.005979571,5.791518e-38,4.7224067e-34,1.4698956e-26,0.239795,2.0106697e-31,5.475e-42,0.21239407,0.009476559,1.2041772e-05,6.098956e-30,0.02421167,1.4543194e-20,0.033650044,5.032426e-16,1.5969405e-35,0.06390506,0.38367966,1.453951e-39,6.3e-44,1.33528e-40,2.23871e-40,0.09911904,3.050046e-38,0.084000915,0.15448941,0.29729646,0.08762824
3.4770168e-33,2.2810773e-18,0.17429197,9.333092e-34,1.4734838e-32,9.97167e-40,0.00025589488,4.9e-44,1.1182e-40,0.014051471,0.0038449562,2.381e-41,4.885879e-37,8.362987e-29,0.2347958,3.7178972e-34,1e-45,0.20912074,0.0074311057,5.013144e-06,1.6633376e-32,0.023582486,2.305654e-22,0.035358023,2.6748458e-17,1.1946228e-38,0.0603598,0.37489286,4.15e-43,0.0,3e-44,5.3e-44,0.09648284,1.1977e-41,0.07965337,0.15131466,0.28964877,0.08369368
3.91922e-36,7.2087756e-20,0.16991082,1.1196791e-36,2.2612907e-35,2.54e-43,0.00014496998,0.0,2.7e-44,0.014044558,0.0020502447,4e-45,2.69444e-40,3.0569455e-31,0.22814246,3.917826e-37,0.0,0.20836775,0.005745739,1.9496922e-06,2.6982087e-35,0.023930654,2.5957107e-24,0.034049086,1.1258656e-18,4.581e-42,0.05837719,0.3639276,0.0,0.0,0.0,0.0,0.093853965,3e-45,0.07559191,0.1483263,0.27974552,0.08233387
2.379757e-39,1.7237374e-21,0.16601232,7.28898e-40,1.9373202e-38,0.0,7.964469e-05,0.0,0.0,0.012022617,0.0010459867,0.0,7.3e-44,6.860104e-34,0.21543539,2.20643e-40,0.0,0.20603865,0.004300552,7.06322e-07,2.4588892e-38,0.023898764,2.009194e-26,0.03244413,3.677805e-20,1e-45,0.053397346,0.35666946,0.0,0.0,0.0,0.0,0.093660444,0.0,0.07377292,0.14911261,0.26991144,0.07945985
7.23e-43,3.041705e-23,0.16773151,2.4e-43,8.657e-42,0.0,4.191991e-05,0.0,0.0,0.010944355,0.00046465523,0.0,0.0,8.970813e-37,0.21521345,6.2e-44,0.0,0.19927795,0.0031476493,2.3696786e-07,1.1775e-41,0.02542506,1.03113e-28,0.03253666,9.118886e-22,0.0,0.054050848,0.34352797,0.0,0.0,0.0,0.0,0.09022546,0.0,0.06768595,0.14252515,0.2642683,0.076401316
0.0,3.8523423e-25,0.1631028,0.0,1e-45,0.0,2.0943286e-05,0.0,0.0,0.010145072,0.0001911923,0.0,0.0,6.43438e-40,0.20614684,0.0,0.0,0.19741008,0.0022749926,7.316399e-08,3e-45,0.02320236,3.36722e-31,0.031528857,1.6743101e-23,0.0,0.053107876,0.34199643,0.0,0.0,0.0,0.0,0.086694166,0.0,0.06362714,0.13887207,0.26095164,0.07486156
0.0,3.39475e-27,0.16149409,0.0,0.0,0.0,9.946236e-06,0.0,0.0,0.009200779,7.215835e-05,0.0,0.0,2.35e-43,0.202267,0.0,0.0,0.19196627,0.001586024,2.0666095e-08,0.0,0.022374453,6.676223e-34,0.03205862,2.214963e-25,0.0,0.052064084,0.33464888,0.0,0.0,0.0,0.0,0.087092586,0.0,0.060532562,0.13671972,0.25414684,0.071245424
0.0,2.0101179e-29,0.16131455,0.0,0.0,0.0,4.4549147e-06,0.0,0.0,0.008415728,2.514406e-05,0.0,0.0,0.0,0.19918688,0.0,0.0,0.18710038,0.0010788919,5.3044165e-09,0.0,0.022215117,7.614873e-37,0.03284412,2.047566e-27,0.0,0.052095454,0.3211737,0.0,0.0,0.0,0.0,0.081559,0.0,0.05695846,0.13432023,0.25134233,0.07174516
0.0,7.6889303e-32,0.15994091,0.0,0.0,0.0,1.8856523e-06,0.0,0.0,0.008318619,8.069699e-06,0.0,0.0,0.0,0.19043921,0.0,0.0,0.18304203,0.0007123588,1.2280743e-09,0.0,0.021175094,4.69257e-40,0.03260087,1.2780185e-29,0.0,0.048559457,0.32072574,0.0,0.0,0.0,0.0,0.07854141,0.0,0.053028107,0.13055032,0.24452116,0.06998611
0.0,1.8167481e-34,0.15432344,0.0,0.0,0.0,7.448959e-07,0.0,0.0,0.007845221,2.3749672e-06,0.0,0.0,0.0,0.1855234,0.0,0.0,0.1817997,0.00045900463,2.5438449e-10,0.0,0.022166498,1.46e-43,0.03158683,5.181228e-32,0.0,0.048588987,0.3122488,0.0,0.0,0.0,0.0,0.07956154,0.0,0.050358105,0.129854,0.23682031,0.06696101
0.0,2.5188874e-37,0.15537477,0.0,0.0,0.0,2.7501918e-07,0.0,0.0,0.0071343314,6.369593e-07,0.0,0.0,0.0,0.18068328,0.0,0.0,0.17761979,0.00028459364,4.6735754e-11,0.0,0.020990478,0.0,0.032081243,1.3055885e-34,0.0,0.047346972,0.30622512,0.0,0.0,0.0,0.0,0.07776108,0.0,0.047350656,0.12826455,0.23203379,0.065876424
0.0,1.93098e-40,0.14953086,0.0,0.0,0.0,9.413214e-08,0.0,0.0,0.006745363,1.5463196e-07,0.0,0.0,0.0,0.182209,0.0,0.0,0.17800364,0.00017064696,7.543358e-12,0.0,0.021638434,0.0,0.032148622,1.9442956e-37,0.0,0.045349155,0.30185318,0.0,0.0,0.0,0.0,0.077043876,0.0,0.043469515,0.12392096,0.22796725,0.064730234
0.0,7.6e-44,0.14864685,0.0,0.0,0.0,2.973179e-08,0.0,0.0,0.0059832796,3.3714823e-08,0.0,0.0,0.0,0.1764199,0.0,0.0,0.17258032,9.816265e-05,1.058606e-12,0.0,0.020241862,0.0,0.032218494,1.61424e-40,0.0,0.045441132,0.29790968,0.0,0.0,0.0,0.0,0.075611554,0.0,0.04092704,0.122912966,0.2207992,0.06313728
0.0,0.0,0.14757015,0.0,0.0,0.0,8.610961e-09,0.0,0.0,0.0052413167,6.546825e-09,0.0,0.0,0.0,0.17302562,0.0,0.0,0.16818444,5.42186e-05,1.2772038e-13,0.0,0.020456951,0.0,0.030859265,7e-44,0.0,0.04524591,0.29263052,0.0,0.0,0.0,0.0,0.07509337,0.0,0.03739252,0.11953401,0.21578933,0.060888305
0.0,0.0,0.14464569,0.0,0.0,0.0,2.269712e-09,0.0,0.0,0.005011926,1.1218734e-09,0.0,0.0,0.0,0.1679457,0.0,0.0,0.17035691,2.8718017e-05,1.3085853e-14,0.0,0.020094488,0.0,0.03059815,0.0,0.0,0.04184473,0.29014903,0.0,0.0,0.0,0.0,0.07225462,0.0,0.034838486,0.11840131,0.21032645,0.06353763
0.0,0.0,0.14235778,0.0,0.0,0.0,5.4105354e-10,0.0,0.0,0.0042695925,1.6796936e-10,0.0,0.0,0.0,0.16303419,0.0,0.0,0.16672961,1.44841415e-05,1.12339e-15,0.0,0.020251008,0.0,0.031524245,0.0,0.0,0.041637156,0.28050762,0.0,0.0,0.0,0.0,0.07338069,0.0,0.03230927,0.11761632,0.20469485,0.061921645
