total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,congestion_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.49748948,0.583343,0.41908258,0.3911841,0.5423307,0.46129453,0.49147424,0.44994822,0.47998068,0.5317292,0.39126658,0.4006342,0.41847762,0.4222195,0.46838075,0.42735714,0.46503976,0.43083,0.50850856,0.50520873,0.5014157,0.3846451,0.4639372,0.5190478,0.4782116,0.43019152,0.47108126,0.42716724,0.52374417,0.4824178,0.46172863,0.42351052,0.42309478,0.44519046,0.41724336,0.5341758,0.5190045,0.39436066,0.43807352,0.4103558,0.39520833,0.4257707,0.5111363,0.39262077,0.39405122,0.571882,0.5377974,0.5097195,0.50131965,0.54361576,0.4657099,0.51457447,0.50907433,0.38080534,0.39951044,0.387101,0.45289174
0.47618344,0.6378955,0.393861,0.34132442,0.5363736,0.44075072,0.49003837,0.4135533,0.47202078,0.5638355,0.28575534,0.32652563,0.35643113,0.40405977,0.45115972,0.41287583,0.44063717,0.38625148,0.5037123,0.5229895,0.48852745,0.29786888,0.44427425,0.5244221,0.45922998,0.39762443,0.4512651,0.38827726,0.51102185,0.48084727,0.41276002,0.36436927,0.38310194,0.40624794,0.38642973,0.5312608,0.547309,0.30019102,0.40579844,0.35246113,0.3249361,0.3965667,0.53179246,0.3192607,0.33412692,0.6455918,0.56202865,0.49693233,0.5024185,0.5395156,0.4530069,0.54708135,0.55748755,0.28353328,0.32547832,0.3830057,0.4256888
0.4665878,0.6708758,0.3723559,0.29746965,0.52500546,0.41577807,0.49000043,0.36780348,0.4598659,0.59287894,0.19614165,0.25535053,0.28210622,0.3776383,0.41772753,0.39819428,0.42343363,0.34337646,0.4782944,0.52592796,0.46187717,0.19568701,0.4354051,0.5134971,0.45104262,0.38386747,0.4115151,0.36427572,0.48527163,0.46573606,0.34203973,0.30023214,0.33479226,0.390428,0.36510125,0.54006386,0.5692743,0.23671702,0.35797924,0.30595893,0.278922,0.36772436,0.5105889,0.2640429,0.33094072,0.6725167,0.57883596,0.48887554,0.5034362,0.5282759,0.46077725,0.5494011,0.57079625,0.20475145,0.24030557,0.34386247,0.39752793
0.4497042,0.7062196,0.37203237,0.24271272,0.5158588,0.3984039,0.48246044,0.34557953,0.46507168,0.59162956,0.11502918,0.19819942,0.20318612,0.35082376,0.40277347,0.4167326,0.40977702,0.30529585,0.45429504,0.535511,0.4391783,0.08963874,0.42238456,0.5116616,0.44107065,0.3625316,0.3868268,0.35100505,0.47216743,0.45455518,0.2798118,0.21519522,0.28443703,0.37655088,0.3604551,0.5495296,0.58863163,0.18590967,0.3357268,0.2674898,0.21229988,0.3485945,0.528752,0.19749396,0.3227589,0.69394135,0.60265034,0.48594397,0.50178605,0.51461405,0.46354365,0.5619014,0.58930886,0.13207066,0.19531399,0.3072422,0.38813654
0.44616,0.75727314,0.34708792,0.16881019,0.49505058,0.36119735,0.4771461,0.30841154,0.45875642,0.5889248,0.025390375,0.13124007,0.12077621,0.33228508,0.38086408,0.43005514,0.39769638,0.27162343,0.43146604,0.5361658,0.40557647,0.0,0.40546948,0.51932454,0.42294484,0.34505528,0.35859936,0.3238187,0.44206205,0.4099748,0.22235121,0.13583502,0.23589477,0.36196756,0.3496732,0.5518963,0.597105,0.10023465,0.2883984,0.2163236,0.13213272,0.34746978,0.5265978,0.1328416,0.2985755,0.72853255,0.619893,0.48273444,0.49373978,0.48158136,0.47293997,0.56531596,0.5946993,0.053868897,0.14178348,0.3018466,0.3601834
0.43963522,0.79232436,0.32743564,0.13003215,0.49033752,0.3497799,0.46819758,0.26635107,0.4711936,0.60716796,0.0,0.07990521,0.039272215,0.29962155,0.3667268,0.43594396,0.37070897,0.23008142,0.42536923,0.53637236,0.37941915,0.0,0.40038002,0.5197245,0.40696582,0.33171055,0.35041332,0.3021931,0.4310227,0.38571882,0.1702788,0.051604595,0.180313,0.33940017,0.31787133,0.55904645,0.6023857,0.03178293,0.23793635,0.16587532,0.056382354,0.34278482,0.53010714,0.05778964,0.2800408,0.762797,0.6401449,0.49036297,0.50046283,0.46247184,0.4810876,0.5836665,0.61240846,0.0,0.081711985,0.3004808,0.331178
0.42667645,0.82367563,0.29830772,0.07038433,0.4736652,0.3282067,0.45746323,0.21375218,0.4768905,0.6192272,0.0,0.03718708,0.0,0.2829368,0.33182183,0.45826665,0.34849858,0.19266438,0.4034669,0.54341495,0.3441367,0.0,0.39699996,0.51365703,0.38160676,0.30023518,0.3094851,0.28248012,0.3992658,0.36622864,0.11994031,0.0,0.1296066,0.324502,0.32284075,0.5483046,0.60832876,0.0,0.20235826,0.13216732,0.0,0.3357703,0.5207114,0.0,0.25671846,0.78428066,0.66039276,0.4819101,0.49832007,0.43080884,0.48023197,0.59578454,0.6251923,0.0,0.013798977,0.27033463,0.30767834
0.4219785,0.8471548,0.25219277,0.015110227,0.4588091,0.29490656,0.44859526,0.19217211,0.4871671,0.6187647,0.0,0.0,0.0,0.2306091,0.3117847,0.46058777,0.32542786,0.16543907,0.38266137,0.5430339,0.3034795,0.0,0.35884964,0.5127547,0.3568321,0.28003004,0.2811619,0.23979132,0.3715068,0.3487273,0.05938503,0.0,0.07590932,0.32513505,0.29870364,0.53806716,0.6248691,0.0,0.15702029,0.09009106,0.0,0.32626173,0.51119554,0.0,0.22761558,0.80989975,0.6870654,0.4808112,0.48337045,0.40271074,0.48257858,0.60449773,0.6331937,0.0,0.0,0.24971245,0.28158882
0.40355858,0.8620239,0.2432694,0.0,0.43689018,0.24592707,0.4524312,0.14507645,0.4871332,0.6264602,0.0,0.0,0.0,0.2076188,0.29492748,0.4549011,0.30723366,0.13021049,0.36435533,0.52929425,0.25920385,0.0,0.34350944,0.5049463,0.3212636,0.24481542,0.27698314,0.20350161,0.3378294,0.32363653,0.0,0.0,0.030519648,0.29584402,0.28375876,0.5408459,0.6497725,0.0,0.10971743,0.035183135,0.0,0.3154416,0.51062524,0.0,0.20044759,0.85344696,0.7156499,0.47167853,0.47786182,0.38350904,0.4895748,0.6190158,0.6494213,0.0,0.0,0.23764321,0.2594601
0.3910136,0.892773,0.21114288,0.0,0.41272524,0.21014267,0.44133824,0.11100484,0.49429372,0.6388163,0.0,0.0,0.0,0.17703317,0.26403993,0.45524696,0.3038845,0.09756448,0.33539814,0.5346184,0.21292983,0.0,0.319457,0.4896508,0.29912284,0.21213323,0.2517519,0.18754806,0.31344837,0.30092987,0.0,0.0,0.0,0.28277963,0.26704696,0.5375707,0.6526393,0.0,0.07605907,0.0,0.0,0.3356614,0.5012997,0.0,0.15905717,0.87100846,0.74068904,0.47639772,0.47528824,0.35315886,0.49680835,0.61018395,0.6420917,0.0,0.0,0.22250034,0.22468156
0.364635,0.91452336,0.18401851,0.0,0.39056122,0.19606169,0.43534926,0.08349994,0.50952417,0.64924884,0.0,0.0,0.0,0.15501225,0.23073132,0.4734364,0.27348405,0.058144085,0.30708918,0.53421015,0.16866146,0.0,0.32659748,0.48571226,0.2799617,0.17469196,0.22606589,0.14826714,0.2862168,0.27886084,0.0,0.0,0.0,0.25588378,0.24299109,0.53265524,0.6643054,0.0,0.050651375,0.0,0.0,0.3346911,0.5007569,0.0,0.121950924,0.9162746,0.75452715,0.47978747,0.46441564,0.32113165,0.49114922,0.62200475,0.63945603,0.0,0.0,0.20630066,0.19838588
0.35541415,0.92650354,0.14607526,0.0,0.37381008,0.18990739,0.44747183,0.03605579,0.515266,0.65337604,0.0,0.0,0.0,0.1365611,0.19991499,0.48680544,0.24609959,0.012714244,0.30301172,0.5346491,0.14313929,0.0,0.33283252,0.46881828,0.2459122,0.16323462,0.19015746,0.12506752,0.25822362,0.26383606,0.0,0.0,0.0,0.2194264,0.2290711,0.54501146,0.6878381,0.0,0.013078986,0.0,0.0,0.33496135,0.49146742,0.0,0.07768406,0.9362975,0.76110595,0.47805917,0.45656803,0.29958084,0.49854022,0.64282846,0.6539741,0.0,0.0,0.19734077,0.17414296
0.3356652,0.9543173,0.10849814,0.0,0.3522886,0.16139238,0.45653367,0.0,0.52678305,0.6667566,0.0,0.0,0.0,0.099829376,0.1729402,0.49876085,0.22495459,0.0,0.27575043,0.5401691,0.100086294,0.0,0.31764182,0.45455644,0.22303306,0.12896322,0.16299975,0.0994205,0.22005135,0.25766435,0.0,0.0,0.0,0.21048391,0.20350671,0.54035866,0.6988521,0.0,0.0011691155,0.0,0.0,0.34268868,0.48297113,0.0,0.039917633,0.96857727,0.75937814,0.47965932,0.43994296,0.2737853,0.49543628,0.64800036,0.659267,0.0,0.0,0.20578481,0.15760937
0.3333921,0.99386865,0.09350771,0.0,0.3189415,0.11855507,0.4507324,0.0,0.5470041,0.6789153,0.0,0.0,0.0,0.076141626,0.15922853,0.49189693,0.20459066,0.0,0.23871832,0.557193,0.04444579,0.0,0.29192927,0.45550534,0.19217467,0.089470774,0.121840015,0.06563897,0.18477805,0.24445541,0.0,0.0,0.0,0.20769037,0.19080813,0.5555548,0.72160524,0.0,0.0,0.0,0.0,0.33804253,0.47010255,0.0,0.0,0.98779756,0.7559662,0.47845253,0.42636168,0.23412637,0.48673573,0.65109056,0.6558353,0.0,0.0,0.18495215,0.11923854
0.31908444,1.0,0.054086685,0.0,0.30017534,0.09408967,0.45599347,0.0,0.5421575,0.6913377,0.0,0.0,0.0,0.037476692,0.118376404,0.49672338,0.18447135,0.0,0.21524495,0.5523663,0.0,0.0,0.2737933,0.4612727,0.1602859,0.06010114,0.09492603,0.033494525,0.1462807,0.22577956,0.0,0.0,0.0,0.18590179,0.17494379,0.5722815,0.74478364,0.0,0.0,0.0,0.0,0.32317078,0.47931656,0.0,0.0,1.0,0.78593755,0.46891496,0.42853963,0.21172673,0.50192416,0.6541005,0.66351616,0.0,0.0,0.17144464,0.08852756
0.31557468,1.0,0.023517149,0.0,0.27595034,0.076884374,0.46440268,0.0,0.54876643,0.6991312,0.0,0.0,0.0,0.0,0.085320495,0.49474743,0.16990604,0.0,0.19297078,0.5547247,0.0,0.0,0.24373852,0.46231487,0.119374305,0.018132916,0.065892905,0.0037927234,0.1076083,0.20016405,0.0,0.0,0.0,0.17682111,0.16082533,0.5851627,0.7504881,0.0,0.0,0.0,0.0,0.32586828,0.4691093,0.0,0.0,1.0,0.8125101,0.45322832,0.4073446,0.17858097,0.50115204,0.6393275,0.674338,0.0,0.0,0.17285073,0.056768835
0.30162677,1.0,0.0,0.0,0.23413827,0.048189446,0.4996789,0.0,0.5428746,0.7126358,0.0,0.0,0.0,0.0,0.06240015,0.5106372,0.13881247,0.0,0.17471027,0.5552725,0.0,0.0,0.22550997,0.45851025,0.09012624,0.0,0.027420746,0.0,0.07143387,0.19176643,0.0,0.0,0.0,0.16027611,0.14691609,0.58734024,0.759176,0.0,0.0,0.0,0.0,0.33277676,0.455601,0.0,0.0,1.0,0.8487017,0.44858757,0.38755187,0.15785624,0.49284318,0.6418648,0.68020356,0.0,0.0,0.1532629,0.03331492
0.28510118,1.0,0.0,0.0,0.19854984,0.021479337,0.5131856,0.0,0.54227346,0.7200019,0.0,0.0,0.0,0.0,0.045133468,0.5240843,0.10198513,0.0,0.16007194,0.5576722,0.0,0.0,0.19875883,0.4601849,0.05248604,0.0,0.0030284496,0.0,0.052279476,0.18558525,0.0,0.0,0.0,0.15701881,0.11296619,0.6059657,0.76833344,0.0,0.0,0.0,0.0,0.32065484,0.44584152,0.0,0.0,1.0,0.8778548,0.4382111,0.38223752,0.13563988,0.5019579,0.63885635,0.70108515,0.0,0.0,0.15800643,0.0
0.26729798,1.0,0.0,0.0,0.17406714,0.0,0.52538335,0.0,0.5473414,0.7146668,0.0,0.0,0.0,0.0,0.02561341,0.5335483,0.076759696,0.0,0.12676658,0.553086,0.0,0.0,0.16901045,0.46631354,0.016049145,0.0,0.0,0.0,0.018058442,0.16505277,0.0,0.0,0.0,0.15011534,0.08221952,0.5907347,0.760933,0.0,0.0,0.0,0.0,0.32719862,0.43425477,0.0,0.0,1.0,0.8917622,0.43510106,0.3743861,0.103296384,0.5054147,0.6494807,0.705316,0.0,0.0,0.15376925,0.0
0.2537688,1.0,0.0,0.0,0.14517741,0.0,0.5176635,0.0,0.54426074,0.72010493,0.0,0.0,0.0,0.0,0.0006616285,0.5398417,0.03994823,0.0,0.09664517,0.56043696,0.0,0.0,0.14803047,0.46632504,0.0,0.0,0.0,0.0,0.0,0.14840373,0.0,0.0,0.0,0.12929003,0.036096364,0.6075138,0.7612591,0.0,0.0,0.0,0.0,0.32225773,0.42807052,0.0,0.0,1.0,0.9290778,0.4271931,0.36775225,0.07660829,0.51850325,0.6442606,0.6989473,0.0,0.0,0.14707199,0.0
0.24304487,1.0,0.0,0.0,0.120479606,0.0,0.5365105,0.0,0.5457785,0.72099185,0.0,0.0,0.0,0.0,0.0,0.53679216,0.020193422,0.0,0.06622684,0.5624795,0.0,0.0,0.124350525,0.46184847,0.0,0.0,0.0,0.0,0.0,0.11003067,0.0,0.0,0.0,0.12649854,0.024762299,0.6067602,0.75241417,0.0,0.0,0.0,0.0,0.31655666,0.41398486,0.0,0.0,1.0,0.9571214,0.42254677,0.36724606,0.04923596,0.52644056,0.6425394,0.70715,0.0,0.0,0.14901254,0.0
0.22013585,1.0,0.0,0.0,0.09385871,0.0,0.5360223,0.0,0.56460124,0.72509503,0.0,0.0,0.0,0.0,0.0,0.54420966,0.0,0.0,0.045142815,0.55803263,0.0,0.0,0.09559597,0.46108857,0.0,0.0,0.0,0.0,0.0,0.09901674,0.0,0.0,0.0,0.12240575,0.007816706,0.6225558,0.77072674,0.0,0.0,0.0,0.0,0.31107473,0.42312044,0.0,0.0,1.0,0.9736428,0.41556245,0.35116762,0.012011628,0.52693343,0.65135205,0.70991284,0.0,0.0,0.15227354,0.0
0.20452577,1.0,0.0,0.0,0.04940126,0.0,0.54356134,0.0,0.5652768,0.7294067,0.0,0.0,0.0,0.0,0.0,0.55412316,0.0,0.0,0.0,0.5591412,0.0,0.0,0.069005184,0.45465514,0.0,0.0,0.0,0.0,0.0,0.07783971,0.0,0.0,0.0,0.09361736,0.0,0.6266837,0.78203833,0.0,0.0,0.0,0.0,0.2982506,0.4011162,0.0,0.0,1.0,0.98976755,0.40914544,0.33383805,0.0,0.5300639,0.6485492,0.69223833,0.0,0.0,0.15447325,0.0
0.16506852,1.0,0.0,0.0,0.01825075,0.0,0.5518053,0.0,0.5807262,0.7310774,0.0,0.0,0.0,0.0,0.0,0.56850076,0.0,0.0,0.0,0.5641083,0.0,0.0,0.03274316,0.4480528,0.0,0.0,0.0,0.0,0.0,0.06930053,0.0,0.0,0.0,0.086735755,0.0,0.65557224,0.79379207,0.0,0.0,0.0,0.0,0.2921033,0.38633367,0.0,0.0,1.0,0.99957466,0.39772376,0.3259623,0.0,0.53137237,0.6391018,0.6745441,0.0,0.0,0.15552995,0.0
0.15684967,1.0,0.0,0.0,0.0,0.0,0.58102,0.0,0.5808613,0.735372,0.0,0.0,0.0,0.0,0.0,0.5828438,0.0,0.0,0.0,0.5608567,0.0,0.0,0.013616426,0.44881842,0.0,0.0,0.0,0.0,0.0,0.057129342,0.0,0.0,0.0,0.076983854,0.0,0.6359654,0.80031556,0.0,0.0,0.0,0.0,0.28671485,0.36509994,0.0,0.0,1.0,1.0,0.37667096,0.31908163,0.0,0.5290664,0.6722348,0.69949454,0.0,0.0,0.17228433,0.0
0.12857151,1.0,0.0,0.0,0.0,0.0,0.6009857,0.0,0.59283453,0.7308263,0.0,0.0,0.0,0.0,0.0,0.592284,0.0,0.0,0.0,0.5592896,0.0,0.0,0.0,0.45644346,0.0,0.0,0.0,0.0,0.0,0.042519387,0.0,0.0,0.0,0.061675325,0.0,0.64616,0.81275123,0.0,0.0,0.0,0.0,0.2852907,0.36861578,0.0,0.0,1.0,1.0,0.3655034,0.30679888,0.0,0.528392,0.67957836,0.70937383,0.0,0.0,0.16240384,0.0
0.10709153,1.0,0.0,0.0,0.0,0.0,0.6170387,0.0,0.6237985,0.7414659,0.0,0.0,0.0,0.0,0.0,0.6060669,0.0,0.0,0.0,0.56400096,0.0,0.0,0.0,0.4594847,0.0,0.0,0.0,0.0,0.0,0.039707962,0.0,0.0,0.0,0.04939875,0.0,0.67576826,0.821902,0.0,0.0,0.0,0.0,0.2883248,0.37203237,0.0,0.0,1.0,1.0,0.34371316,0.3028137,0.0,0.52545726,0.69646364,0.7160069,0.0,0.0,0.17370668,0.0
0.08485738,1.0,0.0,0.0,0.0,0.0,0.632038,0.0,0.64061415,0.7411589,0.0,0.0,0.0,0.0,0.0,0.609823,0.0,0.0,0.0,0.5544511,0.0,0.0,0.0,0.4680475,0.0,0.0,0.0,0.0,0.0,0.023441613,0.0,0.0,0.0,0.029972184,0.0,0.68238604,0.8262129,0.0,0.0,0.0,0.0,0.27704477,0.358202,0.0,0.0,1.0,1.0,0.32528284,0.2860784,0.0,0.5248305,0.6941608,0.7286798,0.0,0.0,0.17059839,0.0
0.05533719,1.0,0.0,0.0,0.0,0.0,0.6369237,0.0,0.6416621,0.75276846,0.0,0.0,0.0,0.0,0.0,0.63075835,0.0,0.0,0.0,0.5583828,0.0,0.0,0.0,0.4611883,0.0,0.0,0.0,0.0,0.0,0.0059359344,0.0,0.0,0.0,0.014408436,0.0,0.6994703,0.84557754,0.0,0.0,0.0,0.0,0.27526283,0.3393369,0.0,0.0,1.0,1.0,0.3240253,0.31416586,0.0,0.53676724,0.7051089,0.73978627,0.0,0.0,0.17567153,0.0
0.03810467,1.0,0.0,0.0,0.0,0.0,0.653763,0.0,0.6602871,0.7616031,0.0,0.0,0.0,0.0,0.0,0.6519403,0.0,0.0,0.0,0.55260265,0.0,0.0,0.0,0.47452983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70132643,0.85277736,0.0,0.0,0.0,0.0,0.2681561,0.31678796,0.0,0.0,1.0,1.0,0.31122714,0.31272203,0.0,0.53611827,0.7022301,0.7406934,0.0,0.0,0.17824306,0.0
0.0196707,1.0,0.0,0.0,0.0,0.0,0.66260785,0.0,0.6583602,0.76993275,0.0,0.0,0.0,0.0,0.0,0.6659654,0.0,0.0,0.0,0.540974,0.0,0.0,0.0,0.47845912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706981,0.8695844,0.0,0.0,0.0,0.0,0.2794742,0.30825916,0.0,0.0,1.0,1.0,0.29732227,0.2988683,0.0,0.53329855,0.7119106,0.76174134,0.0,0.0,0.17439172,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.6701601,0.0,0.6767723,0.7733877,0.0,0.0,0.0,0.0,0.0,0.68175066,0.0,0.0,0.0,0.538035,0.0,0.0,0.0,0.48795843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71035504,0.8823024,0.0,0.0,0.0,0.0,0.2885091,0.2761219,0.0,0.0,1.0,1.0,0.28012323,0.28805012,0.0,0.5287822,0.7059376,0.7534521,0.0,0.0,0.19757414,0.0
