total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,congestion_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.0,1.0,0.0,0.0,0.0,0.0,0.70078576,0.0,0.67999136,0.77199,0.0,0.0,0.0,0.0,0.0,0.7060726,0.0,0.0,0.0,0.5324726,0.0,0.0,0.0,0.49505413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7082928,0.8814408,0.0,0.0,0.0,0.0,0.28317195,0.2573182,0.0,0.0,1.0,1.0,0.2650627,0.27449816,0.0,0.52709687,0.7046103,0.75837326,0.0,0.0,0.20325084,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.7207124,0.0,0.6975253,0.77801543,0.0,0.0,0.0,0.0,0.0,0.71255374,0.0,0.0,0.0,0.53375095,0.0,0.0,0.0,0.5165138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7125655,0.89491934,0.0,0.0,0.0,0.0,0.27255243,0.2389716,0.0,0.0,1.0,1.0,0.2452146,0.26537704,0.0,0.5189628,0.7151249,0.76458085,0.0,0.0,0.2059537,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.7468293,0.0,0.73391354,0.7808767,0.0,0.0,0.0,0.0,0.0,0.7558269,0.0,0.0,0.0,0.5261644,0.0,0.0,0.0,0.51746845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71999294,0.9212263,0.0,0.0,0.0,0.0,0.27727568,0.23318589,0.0,0.0,1.0,1.0,0.22151358,0.261793,0.0,0.51020145,0.72550994,0.7723713,0.0,0.0,0.21504013,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.748487,0.0,0.7477095,0.78325975,0.0,0.0,0.0,0.0,0.0,0.75474,0.0,0.0,0.0,0.516365,0.0,0.0,0.0,0.5028211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7381471,0.9283286,0.0,0.0,0.0,0.0,0.28887972,0.2178854,0.0,0.0,1.0,1.0,0.20640592,0.2531182,0.0,0.49928692,0.73733294,0.7940408,0.0,0.0,0.21706897,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.775584,0.0,0.7528754,0.777795,0.0,0.0,0.0,0.0,0.0,0.7838318,0.0,0.0,0.0,0.51444924,0.0,0.0,0.0,0.51564366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73511106,0.9464691,0.0,0.0,0.0,0.0,0.28256252,0.21752577,0.0,0.0,1.0,1.0,0.2013164,0.24067262,0.0,0.5097172,0.74769115,0.7994862,0.0,0.0,0.2155288,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.8048065,0.0,0.7666303,0.7786199,0.0,0.0,0.0,0.0,0.0,0.810142,0.0,0.0,0.0,0.51156145,0.0,0.0,0.0,0.5218387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7342469,0.9490217,0.0,0.0,0.0,0.0,0.29747432,0.20598009,0.0,0.0,1.0,1.0,0.18322739,0.21618213,0.0,0.49806666,0.7724733,0.82094854,0.0,0.0,0.22469492,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.8091826,0.0,0.78490597,0.78126127,0.0,0.0,0.0,0.0,0.0,0.8285174,0.0,0.0,0.0,0.5065732,0.0,0.0,0.0,0.52663493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73986644,0.96618605,0.0,0.0,0.0,0.0,0.30406946,0.17460257,0.0,0.0,1.0,1.0,0.1745888,0.20736772,0.0,0.4972087,0.7747002,0.83258426,0.0,0.0,0.23202497,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.8386752,0.0,0.8060884,0.78471744,0.0,0.0,0.0,0.0,0.0,0.8522865,0.0,0.0,0.0,0.508297,0.0,0.0,0.0,0.5338574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7360502,0.9675766,0.0,0.0,0.0,0.0,0.30795148,0.13748913,0.0,0.0,1.0,1.0,0.16812703,0.18202119,0.0,0.5171552,0.78209877,0.8331568,0.0,0.0,0.24228689,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.8577613,0.0,0.82312113,0.7862791,0.0,0.0,0.0,0.0,0.0,0.8618287,0.0,0.0,0.0,0.5070979,0.0,0.0,0.0,0.5310428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73527837,0.97515297,0.0,0.0,0.0,0.0,0.30210292,0.12631252,0.0,0.0,1.0,1.0,0.15439665,0.16647425,0.0,0.5210647,0.7925594,0.8317591,0.0,0.0,0.24275441,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.880849,0.0,0.84048766,0.79262763,0.0,0.0,0.0,0.0,0.0,0.88273746,0.0,0.0,0.0,0.50074613,0.0,0.0,0.0,0.5408713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7367248,0.9780216,0.0,0.0,0.0,0.0,0.3077254,0.100511335,0.0,0.0,1.0,1.0,0.14017388,0.15851913,0.0,0.5026072,0.784578,0.84084916,0.0,0.0,0.25230497,0.0
