gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_oil_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_inadv_interchange_mw
0.11320508,0.09020186,0.09067657,0.050007083,0.39858595,0.016639706,0.05803184,0.0053687347,0.028668908,0.013635175,0.084463336,0.34828117,0.03657184,0.002387746,0.3291139,0.086831175,0.038350426,0.08192258,0.375442,0.03821073,0.011658054,0.04237306,0.5139646,0.14365028,0.0056247055,0.00641955,0.0133739915,0.009895074,0.18913272,0.006460846,1.2751769,0.20472367,0.36665764,0.70397145,0.10361739
0.07781263,0.059647836,0.06159907,0.030728143,0.33976045,0.008693754,0.036834802,0.0023405994,0.016606042,0.006776453,0.0555901,0.28787196,0.021282341,0.0008621825,0.27607328,0.05698041,0.023436556,0.053902082,0.31968638,0.022439715,0.005765786,0.026122937,0.46229413,0.10297473,0.0024339417,0.0028524008,0.0065874374,0.0048035504,0.13963869,0.0028905699,1.2645534,0.16073439,0.32967806,0.65015346,0.07619597
0.05186134,0.037978042,0.040509842,0.01809818,0.28121,0.0043003745,0.022566477,0.00094656105,0.009216074,0.0031695263,0.03496529,0.23058808,0.011833711,0.00028184263,0.22921704,0.03598414,0.013767768,0.034144796,0.27119935,0.012519487,0.0026606095,0.015300647,0.4114091,0.0708462,0.000969034,0.0011704222,0.00300464,0.0021829677,0.1015752,0.001204356,1.2574584,0.12386166,0.29198256,0.59364104,0.05516849
0.033428386,0.02329736,0.02575839,0.010185849,0.23295735,0.0020029997,0.013185136,0.000353215,0.0048713735,0.0013865584,0.021052742,0.1819621,0.0062722787,8.297435e-05,0.19003488,0.021890046,0.007743319,0.020922838,0.22449847,0.0066439966,0.0011449076,0.008692002,0.3688385,0.048043095,0.00035363334,0.00044153148,0.0012637792,0.0009254504,0.07283345,0.00046435802,1.2434227,0.09249505,0.25227425,0.54821414,0.03828464
0.021006353,0.013784874,0.015779937,0.005463133,0.19200012,0.00087523233,0.007310438,0.00012092818,0.0024439252,0.0005640571,0.0121768005,0.14374156,0.003152466,2.1879507e-05,0.16006267,0.012884011,0.004156213,0.012376778,0.18479845,0.0033317339,0.00045684873,0.0046910127,0.32365254,0.03124397,0.00011776259,0.00015247116,0.00048886705,0.00036396008,0.050991412,0.00016478461,1.2292912,0.06792476,0.21870983,0.50673777,0.026317155
0.012721389,0.007822815,0.009294108,0.002770189,0.15614389,0.00035705898,0.0038146395,3.7746842e-05,0.0011578638,0.00021215378,0.0067136977,0.11136461,0.0014971556,5.130416e-06,0.13629979,0.0072754114,0.0021175663,0.0070269653,0.15181719,0.0015719506,0.00016823696,0.0024097888,0.28449827,0.019803206,3.559053e-05,4.7946512e-05,0.0001732381,0.00013211343,0.034806788,5.3487438e-05,1.2141153,0.04909768,0.1917222,0.46059987,0.01707301
0.007357931,0.0042496123,0.005233302,0.0013272137,0.12566206,0.0001351811,0.0018727309,1.0669715e-05,0.0005159782,7.341899e-05,0.0035358642,0.08495821,0.0006690115,1.0612241e-06,0.11825971,0.0039216494,0.001023483,0.0038118833,0.12294108,0.0006960451,5.6911416e-05,0.0011676116,0.24920388,0.012177572,9.701992e-06,1.3649465e-05,5.6006993e-05,4.4005115e-05,0.022935612,1.5777781e-05,1.2019815,0.034801267,0.1700739,0.4165077,0.01051459
0.0040158485,0.0021987997,0.0028116603,0.00059759786,0.10020808,4.723013e-05,0.00086045166,2.7114975e-06,0.00021525993,2.3240893e-05,0.0017641647,0.06294434,0.00028009102,1.919196e-07,0.10509072,0.0020066288,0.00046659348,0.0019681845,0.09663417,0.00028787978,1.7574761e-05,0.00053293473,0.21237685,0.007150497,2.3692885e-06,3.4944267e-06,1.644666e-05,1.3369684e-05,0.014470966,4.200161e-06,1.1881313,0.023884904,0.14306659,0.375779,0.0059850155
0.0020660048,0.0010799423,0.0014348227,0.00025223073,0.07894705,1.5138496e-05,0.00036914754,6.147311e-07,8.367216e-05,6.6885323e-06,0.0008359753,0.046348765,0.00010923664,3.005018e-08,0.093325414,0.00096821255,0.00019986612,0.0009608042,0.07574704,0.00011072195,4.9233645e-06,0.00022851258,0.181871,0.004047491,5.142869e-07,7.984918e-07,4.359428e-06,3.680425e-06,0.008805719,1.0015234e-06,1.1750379,0.015987588,0.12342862,0.33860126,0.0031396889
0.0009954323,0.00050063065,0.0006940444,9.925583e-05,0.060897883,4.422849e-06,0.00014745985,1.2329416e-07,3.0139325e-05,1.7378048e-06,0.00037297804,0.0328857,3.9488332e-05,4.030374e-09,0.082518496,0.00043840878,8.0076046e-05,0.00044168235,0.058479723,3.941246e-05,1.2424475e-06,9.142624e-05,0.15308957,0.0021904772,9.838128e-08,1.6151654e-07,1.0357619e-06,9.113894e-07,0.005108824,2.1219131e-07,1.1573595,0.010318322,0.10403728,0.29956096,0.0015244833
0.00044946675,0.0002184636,0.00031660812,3.624895e-05,0.04652362,1.1697578e-06,5.4637716e-05,2.1678577e-08,1.0005133e-05,4.0462004e-07,0.00015625112,0.02295883,1.3156673e-05,4.5764648e-10,0.07453902,0.00018610005,2.9824552e-05,0.00019075123,0.04415203,1.2910624e-05,2.8029484e-07,3.4027034e-05,0.12926613,0.0011335718,1.6431402e-08,2.8661766e-08,2.1885174e-07,2.0144375e-07,0.0028199183,3.959697e-08,1.1489973,0.0064547635,0.08790848,0.26428714,0.0006850159
0.00018927512,8.9274414e-05,0.00013578223,1.2219246e-05,0.03464154,2.779845e-07,1.869011e-05,3.3086147e-09,3.0417605e-06,8.3743494e-08,6.11242e-05,0.015470963,4.0153036e-06,4.343318e-11,0.06713665,7.3591444e-05,1.0275295e-05,7.695566e-05,0.032508876,3.8687053e-06,5.6061175e-08,1.1701172e-05,0.10862872,0.0005574454,2.3716544e-09,4.4182995e-09,4.0769354e-08,3.9406608e-08,0.0014763417,6.446557e-09,1.1343569,0.0039065536,0.07528403,0.23160057,0.00028374762
7.42141e-05,3.4002092e-05,5.4479748e-05,3.7794832e-06,0.025682814,5.8884453e-08,5.8714277e-06,4.3360082e-10,8.4137787e-07,1.5271082e-08,2.2215163e-05,0.0101936525,1.1152157e-06,3.3970006e-12,0.061671935,2.7006336e-05,3.2543792e-06,2.8883896e-05,0.023041863,1.0534051e-06,9.851014e-09,3.6987028e-06,0.08791949,0.00025923588,2.925395e-10,5.853364e-10,6.632656e-09,6.7600223e-09,0.00073186023,9.0617525e-10,1.1220784,0.0022608356,0.06172054,0.20544173,0.00010895396
2.6962976e-05,1.2007047e-05,2.0349957e-05,1.0657706e-06,0.018409496,1.1021743e-08,1.6834034e-06,4.821966e-11,2.1024589e-07,2.430058e-09,7.45814e-06,0.006457782,2.798896e-07,2.1558508e-13,0.058066692,9.147824e-06,9.415573e-07,1.003197e-05,0.016056586,2.5877318e-07,1.5058428e-09,1.0674879e-06,0.07251779,0.0001139394,3.0461984e-11,6.586416e-11,9.326154e-10,1.0067682e-09,0.00034205962,1.08738143e-10,1.1199416,0.001257544,0.05045048,0.18089442,3.861467e-05
9.033576e-06,3.9087286e-06,7.0399797e-06,2.7209404e-07,0.012761557,1.8057366e-09,4.37519e-07,4.4918626e-12,4.7096318e-08,3.3390585e-10,2.2992674e-06,0.0039364425,6.299128e-08,1.0913845e-14,0.05225295,2.8437353e-06,2.471281e-07,3.205977e-06,0.010845416,5.690452e-08,1.9809494e-10,2.7947192e-07,0.05857001,4.6902933e-05,2.6420825e-12,6.214383e-12,1.1206098e-10,1.287518e-10,0.00015083968,1.1001262e-11,1.097037,0.00066976866,0.04127422,0.15500116,1.25855695e-05
2.7785766e-06,1.1660176e-06,2.2426482e-06,6.241712e-08,0.008675703,2.5628813e-10,1.0232109e-07,3.4556695e-13,9.378717e-09,3.916541e-11,6.467352e-07,0.0023117447,1.2607671e-08,4.3251146e-16,0.049370296,8.0671657e-07,5.8417516e-08,9.3726675e-07,0.0070458003,1.110735e-08,2.2163882e-11,6.587513e-08,0.045582157,1.8025852e-05,1.8808815e-13,4.8476e-13,1.1364662e-11,1.3970725e-11,6.229363e-05,9.25737e-13,1.0879507,0.00033919408,0.032554604,0.13364215,3.7559344e-06
7.7947624e-07,3.1663984e-07,6.537807e-07,1.2760541e-08,0.0056667635,3.1158756e-11,2.1359462e-08,2.1616056e-14,1.6453484e-09,3.872574e-12,1.6482026e-07,0.0012988967,2.2239424e-09,1.3141495e-17,0.045943785,2.0738568e-07,1.2336676e-08,2.489647e-07,0.0044233184,1.9068533e-09,2.0820897e-12,1.3867999e-08,0.035440337,6.4447786e-06,1.0814011e-14,3.0783322e-14,9.596523e-13,1.2695167e-12,2.40248e-05,6.3831956e-14,1.0810255,0.0001631349,0.02504599,0.114823125,1.0200159e-06
1.9812012e-07,7.771796e-08,1.7324382e-07,2.3043596e-09,0.003562373,3.2052856e-12,3.9451904e-09,1.080739e-15,2.5179242e-10,3.1838033e-13,3.7772782e-08,0.0006971967,3.4235537e-10,2.9916502e-19,0.043006998,4.7964313e-08,2.3074045e-09,5.9659065e-08,0.0026696322,2.850495e-10,1.6192307e-13,2.5849929e-09,0.026710233,2.1285935e-06,4.932883e-16,1.5645108e-15,6.647586e-14,9.523154e-14,8.609505e-06,3.5479534e-15,1.0691148,7.4182644e-05,0.01899466,0.0973828,2.5031633e-07
4.528483e-08,1.7108096e-08,4.1426436e-08,3.6403433e-10,0.002152948,2.7526026e-13,6.3864236e-10,4.238134e-17,3.325288e-11,2.143874e-14,7.72096e-09,0.00035645612,4.5503438e-11,4.9736375e-21,0.03981387,9.900299e-09,3.7862288e-10,1.2795805e-08,0.0015527416,3.670149e-11,1.0264852e-14,4.2260911e-10,0.0203962,6.4605365e-07,1.7506189e-17,6.2456616e-17,3.7163185e-15,5.8051035e-15,2.8512543e-06,1.5612752e-16,1.0592833,3.1779997e-05,0.01396157,0.08428808,5.5087472e-08
9.23299e-09,3.3492686e-09,8.868521e-09,4.9781783e-11,0.0012423297,1.9445081e-14,8.9671215e-11,1.2767114e-18,3.7456314e-12,1.1629893e-15,1.3951755e-09,0.00017294884,5.161193e-12,5.868576e-23,0.036883038,1.8078307e-09,5.394846e-11,2.435542e-09,0.0008665629,4.021984e-12,5.2149595e-16,5.9975656e-11,0.01506208,1.7889225e-07,4.7298854e-19,1.918386e-18,1.6468626e-16,2.8262752e-16,8.674583e-07,5.332236e-18,1.0514517,1.2764709e-05,0.010134417,0.07093089,1.0781074e-08
1.664334e-09,5.778156e-10,1.6851995e-09,5.8256546e-12,0.00068467524,1.1118505e-15,1.07979485e-11,2.8871234e-20,3.552779e-13,4.9908925e-17,2.2072565e-10,7.937661e-05,4.9323653e-13,4.7599083e-25,0.032588918,2.8925917e-10,6.6004064e-12,4.0758008e-10,0.00046247564,3.7029245e-13,2.0839158e-17,7.306123e-12,0.010776116,4.4882125e-08,9.498443e-21,4.43112e-20,5.6714853e-18,1.07825855e-17,2.4090355e-07,1.3827005e-19,1.0393176,4.782376e-06,0.0071572037,0.059283547,1.859279e-09
2.6269603e-10,8.697536e-11,2.8159258e-10,5.761301e-13,0.000360393,5.055157e-17,1.1014453e-12,4.7772185e-22,2.7981632e-14,1.6607257e-18,3.025362e-11,3.435288e-05,3.9164967e-14,2.5599956e-27,0.028925743,4.013408e-11,6.849643e-13,5.936327e-11,0.00023534888,2.8237195e-14,6.416162e-19,7.5465464e-13,0.0073333425,1.0125042e-08,1.3803925e-22,7.5037853e-22,1.4850057e-19,3.1564923e-19,6.064511e-08,2.65679e-21,1.022874,1.6631108e-06,0.004911897,0.05034149,2.797563e-10
3.5926005e-11,1.1299579e-11,4.0959066e-11,4.749461e-14,0.00018050005,1.7921598e-18,9.389867e-14,5.621278e-24,1.802093e-15,4.1909203e-20,3.5515915e-12,1.3951417e-05,2.5447167e-15,8.765033e-30,0.026267383,4.7741394e-12,5.949301e-14,7.442322e-12,0.000113928836,1.7559124e-15,1.4877244e-20,6.521385e-14,0.0049117343,2.0371647e-09,1.4091537e-24,9.0562344e-24,2.8854837e-21,6.92716e-21,1.3734508e-08,3.6815545e-23,1.022217,5.3370655e-07,0.0032797535,0.04258134,3.632953e-11
4.208475e-12,1.2521475e-12,5.1289914e-12,3.2151387e-15,8.558622e-05,4.848253e-20,6.5920437e-15,4.5559688e-26,9.3318215e-17,7.826068e-22,3.5266153e-13,5.2910204e-06,1.3304422e-16,1.8237119e-32,0.023436803,4.808829e-13,4.2619805e-15,7.935025e-13,5.226738e-05,8.7530234e-17,2.53292e-22,4.6461506e-15,0.0031804456,3.6227257e-10,9.7725175e-27,7.546803e-26,4.050003e-23,1.1105927e-22,2.7753855e-09,3.5695246e-25,1.0118659,1.570892e-07,0.0021278749,0.03580005,4.0239327e-12
4.1702498e-13,1.1683479e-13,5.4629695e-13,1.7580872e-16,3.829709e-05,9.771607e-22,3.7498612e-16,2.4536682e-28,3.8141633e-18,1.0522826e-23,2.9217693e-14,1.8644104e-06,5.494895e-18,2.1858579e-35,0.01964859,4.0462666e-14,2.4782329e-16,7.100962e-14,2.2618051e-05,3.4325497e-18,3.0783642e-24,2.685511e-16,0.0019884675,5.6388436e-11,4.4338567e-29,4.19047e-28,3.984409e-25,1.2638599e-24,4.959565e-10,2.340723e-27,1.006246,4.2126505e-08,0.0013359551,0.030270813,3.752725e-13
3.4481085e-14,9.050763e-15,4.884477e-14,7.62626e-18,1.611485e-05,1.4287893e-23,1.6979502e-17,8.431199e-31,1.2056203e-19,9.881456e-26,1.989712e-15,6.0702126e-07,1.756716e-19,1.4182162e-38,0.0153468065,2.8021682e-15,1.1492408e-17,5.2572887e-15,9.19375e-06,1.03720784e-19,2.5877047e-26,1.237298e-17,0.0011989279,7.601185e-12,1.2610012e-31,1.48921865e-30,2.656297e-27,9.885272e-27,7.76163e-11,9.99117e-30,0.99207705,1.02187165e-08,0.00081072084,0.025343476,2.9055063e-14
2.3435803e-15,5.7317465e-16,3.6136425e-15,2.5725433e-19,6.350413e-06,1.4713189e-25,6.0013437e-19,1.7647484e-33,2.8813986e-21,6.2622806e-28,1.09563804e-16,1.8153713e-07,4.250767e-21,4.628e-42,0.011726004,1.571405e-16,4.168691e-19,3.1697707e-16,3.4922782e-06,2.3601525e-21,1.4521281e-28,4.4565276e-19,0.00069213734,8.771774e-13,2.1407743e-34,3.2353763e-33,1.15518896e-29,5.12475e-29,1.0525891e-11,2.6577598e-32,0.98428696,2.224735e-09,0.00047558534,0.020411028,1.838931e-15
1.2880441e-16,2.9175464e-17,2.1774831e-16,6.6014603e-21,2.3322166e-06,1.0321456e-27,1.6203337e-20,2.133347e-36,5.0782735e-23,2.576781e-30,4.7912766e-18,4.9541573e-08,7.59352e-23,0.0,0.008249778,7.009276e-18,1.1577688e-20,1.5296583e-17,1.2335486e-06,3.9426012e-23,5.226057e-31,1.2282297e-20,0.00038184368,8.55713e-14,2.0503629e-37,4.076304e-36,3.1384283e-32,1.6901271e-31,1.2228072e-12,4.1919873e-35,0.97589093,4.3105225e-10,0.00026815545,0.01628896,9.354438e-17
5.62217e-18,1.1716198e-18,1.05032755e-17,1.2576576e-22,7.9402486e-07,4.751158e-30,3.2629218e-22,1.400026e-39,6.418908e-25,6.588387e-33,1.6312692e-19,1.2250172e-08,9.740869e-25,0.0,0.0052840183,2.4383777e-19,2.404355e-22,5.7967876e-19,4.0287682e-07,4.699864e-25,1.1523697e-33,2.5293922e-22,0.00020175608,6.960154e-15,1.0372e-40,2.80153e-39,5.069509e-35,3.3837117e-34,1.2016936e-13,3.701053e-38,0.9620876,7.3648226e-11,0.00014487717,0.012872698,3.7539148e-18
1.9106335e-19,3.6364524e-20,3.9790813e-19,1.731283e-24,2.4918447e-07,1.3753977e-32,4.7721758e-24,4.64e-43,5.6407033e-27,9.9537495e-36,4.2303434e-21,2.7236189e-09,8.699412e-27,0.0,0.0030308785,6.473466e-21,3.6367758e-24,1.6892022e-20,1.2092562e-07,3.873285e-27,1.47733565e-36,3.7910466e-24,0.000101506725,4.6495454e-16,2.5e-44,9.77e-43,4.5981687e-38,3.896694e-37,9.853797e-15,1.7099e-41,0.95290285,1.0985708e-11,7.488023e-05,0.009494923,1.1642479e-19
4.945759e-21,8.527791e-22,1.1593217e-20,1.6708111e-26,7.163908e-08,2.3852775e-35,4.921185e-26,0.0,3.3278544e-29,8.383428e-39,8.155768e-23,5.3995936e-10,5.224332e-29,0.0,0.0015656895,1.2803666e-22,3.8909224e-26,3.698158e-22,3.3139827e-08,2.1295701e-29,1.036098e-39,4.0155547e-26,4.852974e-05,2.5091258e-17,0.0,0.0,2.1905e-41,2.42443e-40,6.641489e-16,4e-45,0.9555193,1.4151503e-12,3.6842444e-05,0.0069343187,2.7280047e-21
9.517612e-23,1.4734514e-23,2.5380402e-22,1.0927447e-28,1.8740696e-08,2.343175e-38,3.4613757e-28,0.0,1.2671373e-31,3.677e-42,1.1378523e-24,9.4592445e-11,2.0285306e-31,0.0,0.00073107705,1.8369113e-24,2.8494487e-28,5.9279237e-24,8.233671e-09,7.5028625e-32,3.7e-43,2.9085938e-28,2.1937569e-05,1.0741606e-18,0.0,0.0,6e-45,7.6e-44,3.6193443e-17,0.0,0.94195026,1.5557313e-13,1.7196959e-05,0.0049469834,4.7092715e-23
1.3254086e-24,1.8239766e-25,4.0688526e-24,4.6616373e-31,4.4284443e-09,1.2214e-41,1.5996161e-30,0.0,2.977348e-34,1e-45,1.1147379e-26,1.4499743e-11,4.8704106e-34,0.0,0.00031509553,1.8554737e-26,1.3765745e-30,6.760219e-26,1.8404367e-09,1.6179322e-34,0.0,1.3882858e-30,9.345918e-06,3.5757066e-20,0.0,0.0,0.0,0.0,1.5661848e-18,0.0,0.93412447,1.4408112e-14,7.584189e-06,0.0034452118,5.8238455e-25
1.2960669e-26,1.5678403e-27,4.6414616e-26,1.2420553e-33,9.377562e-10,3e-45,4.655425e-33,0.0,4.1004755e-37,0.0,7.4144523e-29,1.924092e-12,6.870272e-37,0.0,0.00012548936,1.2762317e-28,4.2072456e-33,5.3113744e-28,3.6704553e-10,2.0258267e-37,0.0,4.186934e-33,3.7337752e-06,9.053403e-22,0.0,0.0,0.0,0.0,5.2754167e-20,0.0,0.9243921,1.1083498e-15,3.1468624e-06,0.002329961,5.0006155e-27
8.604157e-29,9.034928e-30,3.6483669e-28,1.9667963e-36,1.7642175e-10,0.0,8.129193e-36,0.0,3.1185e-40,0.0,3.2232549e-31,2.1846906e-13,5.36637e-40,0.0,4.6362875e-05,5.7566333e-31,7.755584e-36,2.7730245e-30,6.4725655e-11,1.38542e-40,0.0,7.605225e-36,1.392677e-06,1.7013672e-23,0.0,0.0,0.0,0.0,1.3530925e-21,0.0,0.9187758,6.9730465e-17,1.2226391e-06,0.0015094477,2.878273e-29
3.733139e-31,3.354674e-32,1.9059764e-30,1.74774e-39,2.921232e-11,0.0,8.054197e-39,0.0,1.22e-43,0.0,8.771695e-34,2.0957084e-14,2.17e-43,0.0,1.585406e-05,1.6316875e-33,8.161169e-39,9.235212e-33,9.993899e-12,4.8e-44,0.0,7.872912e-39,4.8234295e-07,2.3094803e-25,0.0,0.0,0.0,0.0,2.5791916e-23,0.0,0.90827817,3.5275353e-18,4.4255523e-07,0.000937815,1.0673091e-31
1.0138706e-33,7.671279e-35,6.3528284e-33,8.16e-43,4.2140753e-12,0.0,4.242e-42,0.0,0.0,0.0,1.4223826e-36,1.6750083e-15,0.0,0.0,4.997549e-06,2.767909e-36,4.598e-42,1.8726441e-35,1.3368105e-12,0.0,0.0,4.355e-42,1.5426846e-07,2.1967692e-27,0.0,0.0,0.0,0.0,3.5561453e-25,0.0,0.9024796,1.4083843e-19,1.4843032e-07,0.0005577693,2.4371368e-34
1.640569e-36,1.0258358e-37,1.2894997e-35,0.0,5.237706e-13,0.0,1e-45,0.0,0.0,0.0,1.298213e-39,1.09862383e-16,0.0,0.0,1.4438285e-06,2.656266e-39,1e-45,2.1913435e-38,1.5312362e-13,0.0,0.0,1e-45,4.52806e-08,1.415252e-29,0.0,0.0,0.0,0.0,3.4411804e-27,0.0,0.90469915,4.347536e-21,4.5856986e-08,0.00031842937,3.253824e-37
1.494006e-39,7.5544e-41,1.5108516e-38,0.0,5.5415216e-14,0.0,0.0,0.0,0.0,0.0,6.24e-43,5.8155773e-18,0.0,0.0,3.7980317e-07,1.351e-42,0.0,1.3905e-41,1.483058e-14,0.0,0.0,0.0,1.2116268e-08,5.942888e-32,0.0,0.0,0.0,0.0,2.2592937e-29,0.0,0.8900654,1.01431155e-22,1.2967269e-08,0.00017243066,2.39188e-40
7.16e-43,2.8e-44,9.602e-42,0.0,4.9253085e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.439502e-19,0.0,0.0,9.0307466e-08,0.0,0.0,4e-45,1.1978834e-15,0.0,0.0,0.0,2.9344192e-09,1.5572644e-34,0.0,0.0,0.0,0.0,9.687476e-32,0.0,0.8839122,1.7440985e-24,3.3332266e-09,8.9165296e-05,9e-44
0.0,0.0,3e-45,0.0,3.6248362e-16,0.0,0.0,0.0,0.0,0.0,0.0,7.947342e-21,0.0,0.0,1.925621e-08,0.0,0.0,0.0,7.9478346e-17,0.0,0.0,0.0,6.3823097e-10,2.4225832e-37,0.0,0.0,0.0,0.0,2.5978942e-34,0.0,0.8741245,2.1492002e-26,7.730682e-10,4.375466e-05,0.0
0.0,0.0,0.0,0.0,2.1743716e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.966485e-22,0.0,0.0,3.65061e-09,0.0,0.0,0.0,4.2605273e-18,0.0,0.0,0.0,1.2361087e-10,2.11218e-40,0.0,0.0,0.0,0.0,4.1466614e-37,0.0,0.8713208,1.8394706e-28,1.6047208e-10,2.030388e-05,0.0
