index,role,name
0,center,total_lmp_rt
1,feature,system_energy_price_da
2,feature,total_lmp_da
3,feature,total_pjm_rmccp_cr
4,feature,gen_fuel_nuclear_pct
5,feature,metered_load_mw
6,feature,total_pjm_rt_load_mwh
7,feature,gen_fuel_oil_mw
8,feature,prelim_load_avg_hourly
9,feature,forecast_load_mw_latest_available
10,feature,gen_fuel_gas_mw
11,feature,total_gen
12,feature,forecast_load_mw_day_ahead
13,feature,da_as_as_mw_thirty_minutes_reserve
14,feature,gen_fuel_coal_mw
15,feature,gen_fuel_multiple_fuels_mw
16,feature,gen_fuel_hydro_mw
17,feature,total_pjm_loc_credit
18,feature,total_losses
19,feature,da_as_total_mw_thirty_minutes_reserve
20,feature,total_pjm_reg_purchases
21,feature,gross_inadv_interchange_mw
22,feature,gross_actual_interchange_mw
23,feature,total_pjm_assigned_reg
24,feature,rmccp
25,feature,marginal_loss_price_da
26,feature,congestion_price_rt
27,feature,gen_fuel_other_renewables_pct
28,feature,gen_fuel_oil_pct
29,feature,da_as_mcp_synchronized_reserve
30,feature,da_as_mcp_primary_reserve
31,feature,gen_fuel_storage_mw
32,feature,gen_fuel_coal_pct
33,feature,congestion_price_da
34,feature,gen_fuel_hydro_pct
35,feature,gen_fuel_multiple_fuels_pct
36,feature,gen_fuel_gas_pct
37,feature,net_actual_interchange_mw
38,feature,net_sched_interchange_mw
39,feature,gen_fuel_wind_pct
40,feature,net_inadv_interchange_mw
41,feature,rmpcp
42,feature,gen_fuel_nuclear_mw
43,feature,da_as_total_mw_synchronized_reserve
44,feature,total_pjm_rmpcp_cr
45,feature,gen_fuel_wind_mw
46,feature,gross_sched_interchange_mw
47,feature,da_as_as_mw_synchronized_reserve
48,feature,da_as_ss_mw_primary_reserve
49,feature,da_as_ss_mw_synchronized_reserve
50,feature,gen_fuel_solar_pct
51,feature,da_as_nsr_mw_primary_reserve
52,feature,da_as_ss_mw_thirty_minutes_reserve
53,feature,gen_fuel_solar_mw
54,feature,wind_generation_mw
55,feature,da_as_as_req_mw_primary_reserve
56,feature,solar_generation_mw
57,feature,da_as_as_req_mw_thirty_minutes_reserve
58,feature,da_as_as_req_mw_synchronized_reserve
59,feature,gen_fuel_other_renewables_mw
60,feature,da_as_as_mw_primary_reserve
61,feature,total_pjm_self_sched_reg
