n,test_r2
1,0.04236754843290236
2,0.30514540826024006
3,0.4061889275438809
4,0.6018326860961638
5,0.9176239939140487
6,0.9265852961660213
7,0.9389768051626023
8,0.9390365017837514
9,0.9547628663632557
10,0.9595305356877094
11,0.9605444581825898
