field,中文名,score
system_energy_price_da,日前能量价格,0.5267361402511597
total_losses,总网损,0.04642827808856964
metered_load_mw,计量负荷,0.036172956228256226
forecast_load_mw_latest_available,最新负荷预测,0.03237522020936012
congestion_price_da,日前阻塞价,0.029182864353060722
total_lmp_rt,实时总电价,0.015293056145310402
da_as_as_req_mw_primary_reserve,日前主用备用需求,0.014496851712465286
net_sched_interchange_mw,净计划交换,0.013273180462419987
gen_fuel_other_renewables_pct,其他可再生占比,0.013065444305539131
gen_fuel_gas_pct,燃气占比,0.012813984416425228
gen_fuel_solar_mw,光伏出力,0.011798002757132053
net_actual_interchange_mw,净实际交换,0.011215913109481335
gross_sched_interchange_mw,总计划交换,0.01041127648204565
gen_fuel_gas_mw,燃气出力,0.010083152912557125
gen_fuel_nuclear_mw,核电出力,0.010067109018564224
gen_fuel_coal_mw,燃煤出力,0.009405769407749176
gen_fuel_oil_mw,燃油出力,0.00930621474981308
gen_fuel_hydro_mw,水电出力,0.00929920095950365
congestion_price_rt,实时阻塞价,0.009014202281832695
da_as_as_mw_thirty_minutes_reserve,日前30分钟备用实际量,0.008842719718813896
gen_fuel_hydro_pct,水电占比,0.008574757725000381
gen_fuel_nuclear_pct,核电占比,0.008267589844763279
gen_fuel_wind_pct,风电占比,0.008085847832262516
gen_fuel_multiple_fuels_pct,多燃料占比,0.007715463172644377
gen_fuel_coal_pct,燃煤占比,0.007510200142860413
gen_fuel_oil_pct,燃油占比,0.007476376369595528
gen_fuel_multiple_fuels_mw,多燃料出力,0.007234598975628614
gross_actual_interchange_mw,总实际交换,0.006646076682955027
da_as_as_mw_synchronized_reserve,日前同步备用实际量,0.006572759710252285
gen_fuel_other_renewables_mw,其他可再生出力,0.00619792053475976
gen_fuel_solar_pct,光伏占比,0.00578310526907444
da_as_ss_mw_primary_reserve,日前主用备用自调度,0.005398833658546209
da_as_as_mw_primary_reserve,日前主用备用实际量,0.005066488869488239
da_as_mcp_synchronized_reserve,日前同步备用出清价,0.004770671017467976
gen_fuel_storage_mw,储能出力,0.0046610445715487
gross_inadv_interchange_mw,总非计划交换,0.00465565687045455
gen_fuel_wind_mw,风电出力,0.004519303794950247
da_as_as_req_mw_thirty_minutes_reserve,日前30分钟备用需求,0.004348377697169781
prelim_load_avg_hourly,预估小时负荷,0.004221327602863312
marginal_loss_price_rt,实时边际损耗价,0.003733320627361536
total_pjm_rmpcp_cr,调频性能信用额,0.003378456924110651
total_pjm_reg_purchases,调频购买量,0.0032807590905576944
da_as_mcp_primary_reserve,日前主用备用出清价,0.003220795886591077
total_pjm_rt_load_mwh,实时负荷电量,0.0031574585009366274
wind_generation_mw,风电出力,0.0029482468962669373
da_as_nsr_mw_primary_reserve,非同步备用,0.002723515499383211
total_pjm_loc_credit,机会成本信用,0.0026526281144469976
solar_generation_mw,光伏出力,0.002579952124506235
total_pjm_self_sched_reg,调频自调度量,0.0024708861019462347
total_pjm_assigned_reg,调频分配量,0.002462125616148114
net_inadv_interchange_mw,净非计划交换,0.0023342822678387165
system_energy_price_rt,实时能量价格,0.0021169588435441256
total_pjm_rmccp_cr,调频容量信用额,0.0017457437934353948
rmccp,调频容量出清价,0.0017028199508786201
rmpcp,调频性能出清价,0.001265207421965897
total_gen,总发电量,0.0012388232862576842
da_as_as_req_mw_synchronized_reserve,日前同步备用需求,0.0
