feature_index,feature,base_gate,base_selected,max_increment_gate,max_final_gate,u1,g1,increment1_selected,u2,g2,increment2_selected
4,gen_fuel_gas_mw,0.7529164552688599,True,0.5118051171302795,0.8793751001358032,0.5118051171302795,0.8793751001358032,False,0.5117918848991394,0.8793718218803406,False
31,gen_fuel_coal_mw,0.6567268371582031,True,0.18512111902236938,0.7202739715576172,0.1851024031639099,0.7202675342559814,False,0.18512111902236938,0.7202739715576172,False
36,total_pjm_rt_load_mwh,0.6723521947860718,True,0.14608916640281677,0.7202180027961731,0.1460745483636856,0.7202131748199463,False,0.14608916640281677,0.7202180027961731,False
39,prelim_load_avg_hourly,0.6692208647727966,True,0.08338285982608795,0.6968021988868713,0.08338285982608795,0.6968021988868713,False,0.08337703347206116,0.6968002319335938,False
37,metered_load_mw,0.5307411551475525,True,0.05479377508163452,0.5564536452293396,0.054793380200862885,0.5564534068107605,False,0.05479377508163452,0.5564536452293396,False
50,gen_fuel_solar_mw,0.48519808053970337,False,0.05375628545880318,0.5128719210624695,0.05375431850552559,0.5128709077835083,False,0.05375628545880318,0.5128719210624695,False
41,gen_fuel_hydro_mw,0.43517786264419556,False,0.0112945307046175,0.44155725836753845,0.0112945307046175,0.44155725836753845,False,0.011289138346910477,0.4415542185306549,False
3,gen_fuel_nuclear_mw,0.395687997341156,False,0.035290274769067764,0.41701433062553406,0.035283494740724564,0.41701024770736694,False,0.035290274769067764,0.41701433062553406,False
32,wind_generation_mw,0.2295340895652771,False,0.015932776033878326,0.24180975556373596,0.015929726883769035,0.24180740118026733,False,0.015932776033878326,0.24180975556373596,False
2,gross_sched_interchange_mw,0.19909074902534485,False,0.011809051968157291,0.20854872465133667,0.011809051968157291,0.20854872465133667,False,0.01180041953921318,0.20854181051254272,False
18,gen_fuel_wind_mw,0.18209421634674072,False,0.013149142265319824,0.19284898042678833,0.013149142265319824,0.19284898042678833,False,0.013147019781172276,0.19284723699092865,False
43,total_losses,0.17157213389873505,False,0.014970270916819572,0.18397392332553864,0.014970270916819572,0.18397392332553864,False,0.01496814750134945,0.18397216498851776,False
34,gen_fuel_oil_mw,0.16488225758075714,False,0.006699946243315935,0.170477494597435,0.006699946243315935,0.170477494597435,False,0.006698369048535824,0.17047618329524994,False
22,gen_fuel_multiple_fuels_mw,0.14882837235927582,False,0.009184403344988823,0.15664587914943695,0.009179392829537392,0.1566416174173355,False,0.009184403344988823,0.15664587914943695,False
51,gen_fuel_coal_pct,0.1407424360513687,False,0.01193198747932911,0.15099509060382843,0.01193198747932911,0.15099509060382843,False,0.011931920424103737,0.15099503099918365,False
33,gross_inadv_interchange_mw,0.122221939265728,False,0.018357940018177032,0.13833613693714142,0.018357940018177032,0.13833613693714142,False,0.01835513301193714,0.13833367824554443,False
40,gross_actual_interchange_mw,0.12119787186384201,False,0.011439419351518154,0.13125085830688477,0.011434610933065414,0.1312466263771057,False,0.011439419351518154,0.13125085830688477,False
13,gen_fuel_other_renewables_mw,0.11748681962490082,False,0.0071473317220807076,0.12379443645477295,0.00714606698602438,0.12379331886768341,False,0.0071473317220807076,0.12379443645477295,False
24,gen_fuel_gas_pct,0.1091734915971756,False,0.01322320755571127,0.12095307558774948,0.01322320755571127,0.12095307558774948,False,0.013207356445491314,0.12093895673751831,False
0,da_as_as_mw_thirty_minutes_reserve,0.0951206311583519,False,0.015071956440806389,0.10875893384218216,0.015062268823385239,0.10875016450881958,False,0.015071956440806389,0.10875893384218216,False
5,da_as_as_req_mw_thirty_minutes_reserve,0.0882229283452034,False,0.019273683428764343,0.10579623281955719,0.019260818138718605,0.10578449815511703,False,0.019273683428764343,0.10579623281955719,False
9,da_as_as_mw_primary_reserve,0.09022686630487442,False,0.010968310758471489,0.10020554065704346,0.010968310758471489,0.10020554065704346,False,0.010957458056509495,0.10019566863775253,False
54,congestion_price_da,0.04537397250533104,False,0.034116536378860474,0.07794250547885895,0.034116536378860474,0.07794250547885895,False,0.03408803418278694,0.07791529595851898,False
25,marginal_loss_price_da,0.039700765162706375,False,0.03520433232188225,0.07350745797157288,0.03520433232188225,0.07350745797157288,False,0.03520168736577034,0.07350492477416992,False
23,marginal_loss_price_rt,0.049629535526037216,False,0.02068479172885418,0.0692877471446991,0.020680563524365425,0.06928373128175735,False,0.02068479172885418,0.0692877471446991,False
46,total_pjm_self_sched_reg,0.04843415319919586,False,0.017883261665701866,0.0654512569308281,0.017883261665701866,0.0654512569308281,False,0.017869992181658745,0.06543862819671631,False
52,congestion_price_rt,0.042950257658958435,False,0.021750498563051224,0.06376656889915466,0.021730860695242882,0.06374777108430862,False,0.021750498563051224,0.06376656889915466,False
19,da_as_total_mw_synchronized_reserve,0.05415687710046768,False,0.009621049277484417,0.0632568821310997,0.009621049277484417,0.0632568821310997,False,0.009616589173674583,0.06325265765190125,False
20,system_energy_price_da,0.03593995422124863,False,0.024521498009562492,0.05958015099167824,0.024519778788089752,0.05957849323749542,False,0.024521498009562492,0.05958015099167824,False
49,da_as_ss_mw_primary_reserve,0.0365314856171608,False,0.021624712273478508,0.05736621469259262,0.021613718941807747,0.057355623692274094,False,0.021624712273478508,0.05736621469259262,False
12,total_pjm_reg_purchases,0.03468470647931099,False,0.02135174348950386,0.05529586970806122,0.02134971134364605,0.05529391020536423,False,0.02135174348950386,0.05529586970806122,False
