epoch,feature_index,feature,gate_type,path,value
1,0,da_as_as_mw_thirty_minutes_reserve,base,0,0.5420371294021606
1,0,da_as_as_mw_thirty_minutes_reserve,increment,1,0.4374333322048187
1,0,da_as_as_mw_thirty_minutes_reserve,increment,2,0.4374333322048187
1,1,da_as_total_mw_thirty_minutes_reserve,base,0,0.5472959280014038
1,1,da_as_total_mw_thirty_minutes_reserve,increment,1,0.4650103449821472
1,1,da_as_total_mw_thirty_minutes_reserve,increment,2,0.4650103449821472
1,2,gross_sched_interchange_mw,base,0,0.6225733160972595
1,2,gross_sched_interchange_mw,increment,1,0.5900227427482605
1,2,gross_sched_interchange_mw,increment,2,0.5900227427482605
1,3,gen_fuel_nuclear_mw,base,0,0.5576769113540649
1,3,gen_fuel_nuclear_mw,increment,1,0.506237804889679
1,3,gen_fuel_nuclear_mw,increment,2,0.506237804889679
1,4,gen_fuel_gas_mw,base,0,0.578862726688385
1,4,gen_fuel_gas_mw,increment,1,0.5401158928871155
1,4,gen_fuel_gas_mw,increment,2,0.5401158928871155
1,5,da_as_as_req_mw_thirty_minutes_reserve,base,0,0.5562334656715393
1,5,da_as_as_req_mw_thirty_minutes_reserve,increment,1,0.47679001092910767
1,5,da_as_as_req_mw_thirty_minutes_reserve,increment,2,0.4767899513244629
1,6,da_as_as_req_mw_primary_reserve,base,0,0.5491313338279724
1,6,da_as_as_req_mw_primary_reserve,increment,1,0.45955896377563477
1,6,da_as_as_req_mw_primary_reserve,increment,2,0.45955896377563477
1,7,da_as_as_req_mw_synchronized_reserve,base,0,0.5450096130371094
1,7,da_as_as_req_mw_synchronized_reserve,increment,1,0.46289709210395813
1,7,da_as_as_req_mw_synchronized_reserve,increment,2,0.46289709210395813
1,8,total_pjm_assigned_reg,base,0,0.5723180770874023
1,8,total_pjm_assigned_reg,increment,1,0.4842906892299652
1,8,total_pjm_assigned_reg,increment,2,0.4842906892299652
1,9,da_as_as_mw_primary_reserve,base,0,0.5414267182350159
1,9,da_as_as_mw_primary_reserve,increment,1,0.47912973165512085
1,9,da_as_as_mw_primary_reserve,increment,2,0.47912973165512085
1,10,da_as_total_mw_primary_reserve,base,0,0.5476589202880859
1,10,da_as_total_mw_primary_reserve,increment,1,0.438627690076828
1,10,da_as_total_mw_primary_reserve,increment,2,0.438627690076828
1,11,da_as_as_mw_synchronized_reserve,base,0,0.5624232292175293
1,11,da_as_as_mw_synchronized_reserve,increment,1,0.46309182047843933
1,11,da_as_as_mw_synchronized_reserve,increment,2,0.46309182047843933
1,12,total_pjm_reg_purchases,base,0,0.5758746266365051
1,12,total_pjm_reg_purchases,increment,1,0.4837469756603241
1,12,total_pjm_reg_purchases,increment,2,0.4837469756603241
1,13,gen_fuel_other_renewables_mw,base,0,0.5881996750831604
1,13,gen_fuel_other_renewables_mw,increment,1,0.4552758038043976
1,13,gen_fuel_other_renewables_mw,increment,2,0.4552758038043976
1,14,total_lmp_da,base,0,0.5751330256462097
1,14,total_lmp_da,increment,1,0.44092050194740295
1,14,total_lmp_da,increment,2,0.44092050194740295
1,15,total_pjm_rmpcp_cr,base,0,0.5668781399726868
1,15,total_pjm_rmpcp_cr,increment,1,0.4611121714115143
1,15,total_pjm_rmpcp_cr,increment,2,0.4611121714115143
1,16,forecast_load_mw_day_ahead,base,0,0.5760887265205383
1,16,forecast_load_mw_day_ahead,increment,1,0.4535980224609375
1,16,forecast_load_mw_day_ahead,increment,2,0.4535980224609375
1,17,total_pjm_rmccp_cr,base,0,0.5448591113090515
1,17,total_pjm_rmccp_cr,increment,1,0.41745898127555847
1,17,total_pjm_rmccp_cr,increment,2,0.41745898127555847
1,18,gen_fuel_wind_mw,base,0,0.5649786591529846
1,18,gen_fuel_wind_mw,increment,1,0.4494209885597229
1,18,gen_fuel_wind_mw,increment,2,0.4494209885597229
1,19,da_as_total_mw_synchronized_reserve,base,0,0.5347763299942017
1,19,da_as_total_mw_synchronized_reserve,increment,1,0.44069045782089233
1,19,da_as_total_mw_synchronized_reserve,increment,2,0.44069045782089233
1,20,system_energy_price_da,base,0,0.5882296562194824
1,20,system_energy_price_da,increment,1,0.4959331452846527
1,20,system_energy_price_da,increment,2,0.4959331452846527
1,21,gen_fuel_multiple_fuels_pct,base,0,0.5603749752044678
1,21,gen_fuel_multiple_fuels_pct,increment,1,0.5226953625679016
1,21,gen_fuel_multiple_fuels_pct,increment,2,0.5226953625679016
1,22,gen_fuel_multiple_fuels_mw,base,0,0.5586444139480591
1,22,gen_fuel_multiple_fuels_mw,increment,1,0.44464486837387085
1,22,gen_fuel_multiple_fuels_mw,increment,2,0.44464486837387085
1,23,marginal_loss_price_rt,base,0,0.544106662273407
1,23,marginal_loss_price_rt,increment,1,0.4358513057231903
1,23,marginal_loss_price_rt,increment,2,0.4358513057231903
1,24,gen_fuel_gas_pct,base,0,0.5776335597038269
1,24,gen_fuel_gas_pct,increment,1,0.46689125895500183
1,24,gen_fuel_gas_pct,increment,2,0.46689125895500183
1,25,marginal_loss_price_da,base,0,0.6051231622695923
1,25,marginal_loss_price_da,increment,1,0.49368616938591003
1,25,marginal_loss_price_da,increment,2,0.49368616938591003
1,26,total_lmp_rt,base,0,0.5477781891822815
1,26,total_lmp_rt,increment,1,0.415636271238327
1,26,total_lmp_rt,increment,2,0.415636271238327
1,27,rmccp,base,0,0.5304548144340515
1,27,rmccp,increment,1,0.4129863381385803
1,27,rmccp,increment,2,0.4129863381385803
1,28,system_energy_price_rt,base,0,0.5845161080360413
1,28,system_energy_price_rt,increment,1,0.43307003378868103
1,28,system_energy_price_rt,increment,2,0.43307003378868103
1,29,rmpcp,base,0,0.5698050260543823
1,29,rmpcp,increment,1,0.4426769018173218
1,29,rmpcp,increment,2,0.4426769018173218
1,30,gen_fuel_wind_pct,base,0,0.5717193484306335
1,30,gen_fuel_wind_pct,increment,1,0.44409292936325073
1,30,gen_fuel_wind_pct,increment,2,0.44409292936325073
1,31,gen_fuel_coal_mw,base,0,0.5865300297737122
1,31,gen_fuel_coal_mw,increment,1,0.504449725151062
1,31,gen_fuel_coal_mw,increment,2,0.504449725151062
1,32,wind_generation_mw,base,0,0.5991826057434082
1,32,wind_generation_mw,increment,1,0.4760507345199585
1,32,wind_generation_mw,increment,2,0.4760507345199585
1,33,gross_inadv_interchange_mw,base,0,0.5796754956245422
1,33,gross_inadv_interchange_mw,increment,1,0.45842844247817993
1,33,gross_inadv_interchange_mw,increment,2,0.45842844247817993
1,34,gen_fuel_oil_mw,base,0,0.5844503045082092
1,34,gen_fuel_oil_mw,increment,1,0.4603971838951111
1,34,gen_fuel_oil_mw,increment,2,0.4603971838951111
1,35,da_as_mcp_primary_reserve,base,0,0.5346400141716003
1,35,da_as_mcp_primary_reserve,increment,1,0.42671823501586914
1,35,da_as_mcp_primary_reserve,increment,2,0.42671823501586914
1,36,total_pjm_rt_load_mwh,base,0,0.5685662031173706
1,36,total_pjm_rt_load_mwh,increment,1,0.457760214805603
1,36,total_pjm_rt_load_mwh,increment,2,0.457760214805603
1,37,metered_load_mw,base,0,0.5380867719650269
1,37,metered_load_mw,increment,1,0.41835731267929077
1,37,metered_load_mw,increment,2,0.41835731267929077
1,38,forecast_load_mw_latest_available,base,0,0.5365327000617981
1,38,forecast_load_mw_latest_available,increment,1,0.40811023116111755
1,38,forecast_load_mw_latest_available,increment,2,0.40811023116111755
1,39,prelim_load_avg_hourly,base,0,0.5389062166213989
1,39,prelim_load_avg_hourly,increment,1,0.4202926754951477
1,39,prelim_load_avg_hourly,increment,2,0.4202926754951477
1,40,gross_actual_interchange_mw,base,0,0.5525404810905457
1,40,gross_actual_interchange_mw,increment,1,0.4196551740169525
1,40,gross_actual_interchange_mw,increment,2,0.4196551740169525
1,41,gen_fuel_hydro_mw,base,0,0.5908201932907104
1,41,gen_fuel_hydro_mw,increment,1,0.4260469973087311
1,41,gen_fuel_hydro_mw,increment,2,0.4260469973087311
1,42,total_pjm_loc_credit,base,0,0.5670443773269653
1,42,total_pjm_loc_credit,increment,1,0.4120923578739166
1,42,total_pjm_loc_credit,increment,2,0.4120923578739166
1,43,total_losses,base,0,0.6257410645484924
1,43,total_losses,increment,1,0.5597754716873169
1,43,total_losses,increment,2,0.5597754716873169
1,44,net_inadv_interchange_mw,base,0,0.5671442747116089
1,44,net_inadv_interchange_mw,increment,1,0.4158841073513031
1,44,net_inadv_interchange_mw,increment,2,0.4158841073513031
1,45,da_as_nsr_mw_primary_reserve,base,0,0.5556173324584961
1,45,da_as_nsr_mw_primary_reserve,increment,1,0.4313306510448456
1,45,da_as_nsr_mw_primary_reserve,increment,2,0.4313306510448456
1,46,total_pjm_self_sched_reg,base,0,0.5840190649032593
1,46,total_pjm_self_sched_reg,increment,1,0.4159518778324127
1,46,total_pjm_self_sched_reg,increment,2,0.4159518778324127
1,47,da_as_ss_mw_synchronized_reserve,base,0,0.5414192080497742
1,47,da_as_ss_mw_synchronized_reserve,increment,1,0.4322207272052765
1,47,da_as_ss_mw_synchronized_reserve,increment,2,0.4322207570075989
1,48,da_as_ss_mw_thirty_minutes_reserve,base,0,0.5438711047172546
1,48,da_as_ss_mw_thirty_minutes_reserve,increment,1,0.4443615674972534
1,48,da_as_ss_mw_thirty_minutes_reserve,increment,2,0.4443615674972534
1,49,da_as_ss_mw_primary_reserve,base,0,0.5520604252815247
1,49,da_as_ss_mw_primary_reserve,increment,1,0.41165691614151
1,49,da_as_ss_mw_primary_reserve,increment,2,0.41165691614151
1,50,gen_fuel_solar_mw,base,0,0.5714746713638306
1,50,gen_fuel_solar_mw,increment,1,0.46183183789253235
1,50,gen_fuel_solar_mw,increment,2,0.46183183789253235
1,51,gen_fuel_coal_pct,base,0,0.5228046178817749
1,51,gen_fuel_coal_pct,increment,1,0.42674729228019714
1,51,gen_fuel_coal_pct,increment,2,0.42674729228019714
1,52,congestion_price_rt,base,0,0.5586584210395813
1,52,congestion_price_rt,increment,1,0.4335976839065552
1,52,congestion_price_rt,increment,2,0.4335976839065552
1,53,da_as_mcp_synchronized_reserve,base,0,0.5501022934913635
1,53,da_as_mcp_synchronized_reserve,increment,1,0.4123660624027252
1,53,da_as_mcp_synchronized_reserve,increment,2,0.4123660624027252
1,54,congestion_price_da,base,0,0.5717401504516602
1,54,congestion_price_da,increment,1,0.42608851194381714
1,54,congestion_price_da,increment,2,0.42608851194381714
2,0,da_as_as_mw_thirty_minutes_reserve,base,0,0.5760113596916199
2,0,da_as_as_mw_thirty_minutes_reserve,increment,1,0.40912702679634094
2,0,da_as_as_mw_thirty_minutes_reserve,increment,2,0.40912702679634094
2,1,da_as_total_mw_thirty_minutes_reserve,base,0,0.5659837126731873
2,1,da_as_total_mw_thirty_minutes_reserve,increment,1,0.42438483238220215
2,1,da_as_total_mw_thirty_minutes_reserve,increment,2,0.42438483238220215
2,2,gross_sched_interchange_mw,base,0,0.6368376016616821
2,2,gross_sched_interchange_mw,increment,1,0.5911815762519836
2,2,gross_sched_interchange_mw,increment,2,0.5911815762519836
2,3,gen_fuel_nuclear_mw,base,0,0.5636992454528809
2,3,gen_fuel_nuclear_mw,increment,1,0.47014281153678894
2,3,gen_fuel_nuclear_mw,increment,2,0.47014281153678894
2,4,gen_fuel_gas_mw,base,0,0.6197851300239563
2,4,gen_fuel_gas_mw,increment,1,0.5615400671958923
2,4,gen_fuel_gas_mw,increment,2,0.5615400671958923
2,5,da_as_as_req_mw_thirty_minutes_reserve,base,0,0.5767682790756226
2,5,da_as_as_req_mw_thirty_minutes_reserve,increment,1,0.43934595584869385
2,5,da_as_as_req_mw_thirty_minutes_reserve,increment,2,0.4393458962440491
2,6,da_as_as_req_mw_primary_reserve,base,0,0.5764461159706116
2,6,da_as_as_req_mw_primary_reserve,increment,1,0.41819459199905396
2,6,da_as_as_req_mw_primary_reserve,increment,2,0.41819459199905396
2,7,da_as_as_req_mw_synchronized_reserve,base,0,0.5601439476013184
2,7,da_as_as_req_mw_synchronized_reserve,increment,1,0.4158931374549866
2,7,da_as_as_req_mw_synchronized_reserve,increment,2,0.4158931374549866
2,8,total_pjm_assigned_reg,base,0,0.5734457969665527
2,8,total_pjm_assigned_reg,increment,1,0.4448096454143524
2,8,total_pjm_assigned_reg,increment,2,0.4448096454143524
2,9,da_as_as_mw_primary_reserve,base,0,0.5463442802429199
2,9,da_as_as_mw_primary_reserve,increment,1,0.4302968680858612
2,9,da_as_as_mw_primary_reserve,increment,2,0.4302968680858612
2,10,da_as_total_mw_primary_reserve,base,0,0.5752672553062439
2,10,da_as_total_mw_primary_reserve,increment,1,0.38624638319015503
2,10,da_as_total_mw_primary_reserve,increment,2,0.3862464129924774
2,11,da_as_as_mw_synchronized_reserve,base,0,0.5744003653526306
2,11,da_as_as_mw_synchronized_reserve,increment,1,0.40993526577949524
2,11,da_as_as_mw_synchronized_reserve,increment,2,0.40993526577949524
2,12,total_pjm_reg_purchases,base,0,0.5822507739067078
2,12,total_pjm_reg_purchases,increment,1,0.4367419183254242
2,12,total_pjm_reg_purchases,increment,2,0.4367419183254242
2,13,gen_fuel_other_renewables_mw,base,0,0.625043511390686
2,13,gen_fuel_other_renewables_mw,increment,1,0.4193454682826996
2,13,gen_fuel_other_renewables_mw,increment,2,0.4193454682826996
2,14,total_lmp_da,base,0,0.6046323180198669
2,14,total_lmp_da,increment,1,0.4200555980205536
2,14,total_lmp_da,increment,2,0.4200555980205536
2,15,total_pjm_rmpcp_cr,base,0,0.567078709602356
2,15,total_pjm_rmpcp_cr,increment,1,0.41954582929611206
2,15,total_pjm_rmpcp_cr,increment,2,0.41954582929611206
2,16,forecast_load_mw_day_ahead,base,0,0.5940454006195068
2,16,forecast_load_mw_day_ahead,increment,1,0.3953858017921448
2,16,forecast_load_mw_day_ahead,increment,2,0.3953858017921448
2,17,total_pjm_rmccp_cr,base,0,0.5467609763145447
2,17,total_pjm_rmccp_cr,increment,1,0.35399338603019714
2,17,total_pjm_rmccp_cr,increment,2,0.35399338603019714
2,18,gen_fuel_wind_mw,base,0,0.547843337059021
2,18,gen_fuel_wind_mw,increment,1,0.37549230456352234
2,18,gen_fuel_wind_mw,increment,2,0.37549230456352234
2,19,da_as_total_mw_synchronized_reserve,base,0,0.5538970232009888
2,19,da_as_total_mw_synchronized_reserve,increment,1,0.3978896737098694
2,19,da_as_total_mw_synchronized_reserve,increment,2,0.3978896737098694
2,20,system_energy_price_da,base,0,0.629348874092102
2,20,system_energy_price_da,increment,1,0.49021798372268677
2,20,system_energy_price_da,increment,2,0.49021798372268677
2,21,gen_fuel_multiple_fuels_pct,base,0,0.5511069297790527
2,21,gen_fuel_multiple_fuels_pct,increment,1,0.4796508550643921
2,21,gen_fuel_multiple_fuels_pct,increment,2,0.4796508550643921
2,22,gen_fuel_multiple_fuels_mw,base,0,0.5409976243972778
2,22,gen_fuel_multiple_fuels_mw,increment,1,0.38565412163734436
2,22,gen_fuel_multiple_fuels_mw,increment,2,0.38565412163734436
2,23,marginal_loss_price_rt,base,0,0.5479038953781128
2,23,marginal_loss_price_rt,increment,1,0.419481486082077
2,23,marginal_loss_price_rt,increment,2,0.419481486082077
2,24,gen_fuel_gas_pct,base,0,0.5975854992866516
2,24,gen_fuel_gas_pct,increment,1,0.44672003388404846
2,24,gen_fuel_gas_pct,increment,2,0.44672003388404846
2,25,marginal_loss_price_da,base,0,0.6345178484916687
2,25,marginal_loss_price_da,increment,1,0.49054139852523804
2,25,marginal_loss_price_da,increment,2,0.49054139852523804
2,26,total_lmp_rt,base,0,0.5447618365287781
2,26,total_lmp_rt,increment,1,0.36077916622161865
2,26,total_lmp_rt,increment,2,0.36077913641929626
2,27,rmccp,base,0,0.5350689888000488
2,27,rmccp,increment,1,0.36088019609451294
2,27,rmccp,increment,2,0.36088019609451294
2,28,system_energy_price_rt,base,0,0.5852907299995422
2,28,system_energy_price_rt,increment,1,0.41296473145484924
2,28,system_energy_price_rt,increment,2,0.41296476125717163
2,29,rmpcp,base,0,0.5862562656402588
2,29,rmpcp,increment,1,0.38457047939300537
2,29,rmpcp,increment,2,0.38457047939300537
2,30,gen_fuel_wind_pct,base,0,0.5699853897094727
2,30,gen_fuel_wind_pct,increment,1,0.3760870099067688
2,30,gen_fuel_wind_pct,increment,2,0.3760870099067688
2,31,gen_fuel_coal_mw,base,0,0.6424523591995239
2,31,gen_fuel_coal_mw,increment,1,0.5377660989761353
2,31,gen_fuel_coal_mw,increment,2,0.5377660989761353
2,32,wind_generation_mw,base,0,0.6204857230186462
2,32,wind_generation_mw,increment,1,0.4508538842201233
2,32,wind_generation_mw,increment,2,0.4508538842201233
2,33,gross_inadv_interchange_mw,base,0,0.6028607487678528
2,33,gross_inadv_interchange_mw,increment,1,0.4491550326347351
2,33,gross_inadv_interchange_mw,increment,2,0.4491550326347351
2,34,gen_fuel_oil_mw,base,0,0.5953508019447327
2,34,gen_fuel_oil_mw,increment,1,0.4166780710220337
2,34,gen_fuel_oil_mw,increment,2,0.4166780710220337
2,35,da_as_mcp_primary_reserve,base,0,0.5290863513946533
2,35,da_as_mcp_primary_reserve,increment,1,0.3723420202732086
2,35,da_as_mcp_primary_reserve,increment,2,0.3723420202732086
2,36,total_pjm_rt_load_mwh,base,0,0.6112527251243591
