epoch,train_base_mse,train_base_r2,train_path1_mse,train_path1_r2,train_path2_mse,train_path2_r2,test_base_mse,test_base_r2,test_path1_mse,test_path1_r2,test_path2_mse,test_path2_r2,base_active_0p5,inc1_active_0p5,inc2_active_0p5
82,0.0559181147528504,0.9440819025039673,0.01646377384082949,0.9835362434387207,0.016463822889774698,0.9835361838340759,0.06497083965507222,0.9314191341400146,0.027482717269577267,0.9709902405738831,0.02748276140802063,0.9709901809692383,8,0,0
83,0.055239814092084755,0.9447602033615112,0.014648547220952428,0.9853514432907104,0.014648414649208547,0.9853515625,0.06331726296509547,0.9331645965576172,0.02461484742419022,0.9740174412727356,0.024614714903802407,0.9740176200866699,8,0,0
84,0.05473985773114123,0.9452601671218872,0.01407900071240433,0.9859210252761841,0.014078999409192078,0.9859210252761841,0.06379901079415548,0.9326560497283936,0.02441867051657471,0.9742245078086853,0.02441867318134982,0.9742245078086853,8,0,0
85,0.07365484229231453,0.92634516954422,0.014369924227202,0.9856300950050354,0.014369666138962253,0.9856303334236145,0.08190958128628753,0.9135392308235168,0.024105552899106066,0.9745550751686096,0.024105284708018256,0.9745553135871887,8,0,0
86,0.05451442043685577,0.9454855918884277,0.016374826449389385,0.9836251735687256,0.016375410104487276,0.9836245775222778,0.06340376352437022,0.9330732822418213,0.027805386656304686,0.9706496596336365,0.027806019507030526,0.9706489443778992,8,0,0
87,0.06690909254167891,0.9330909252166748,0.015393696757158496,0.9846063256263733,0.01539403013281189,0.9846059679985046,0.07641056356042987,0.9193437695503235,0.027080453372923884,0.9714148640632629,0.02708081260221306,0.9714144468307495,8,0,0
88,0.06314956610219612,0.9368504285812378,0.015436525421087793,0.9845634698867798,0.015436228304678001,0.9845637679100037,0.07169904715449708,0.9243170619010925,0.025910986196987968,0.9726492762565613,0.025910756383204787,0.9726495742797852,8,0,0
89,0.07352954704203649,0.9264704585075378,0.014740467901980258,0.9852595329284668,0.014740346121075361,0.9852596521377563,0.08131780286274123,0.9141638875007629,0.025055666048102443,0.9735521674156189,0.02505557418647563,0.9735522270202637,8,0,0
90,0.06955902384271566,0.9304409623146057,0.015380302032784003,0.984619677066803,0.015380109827446913,0.9846199154853821,0.07833255119848906,0.9173150062561035,0.02551177522684334,0.9730706810951233,0.02551155750179754,0.9730709195137024,8,0,0
91,0.07491143493366824,0.9250885844230652,0.013723512292213733,0.9862765073776245,0.013723456701988384,0.9862765669822693,0.0835165864753923,0.9118428826332092,0.02417394795693548,0.9744828343391418,0.024173847849696603,0.9744829535484314,8,0,0
92,0.07475460650474629,0.9252454042434692,0.01352957740332292,0.9864704012870789,0.013529490033579488,0.9864705204963684,0.08247358715956712,0.9129438400268555,0.023851119120968732,0.9748235940933228,0.02385099145879106,0.9748237729072571,8,0,0
93,0.05095549919205618,0.9490444660186768,0.01601322420338534,0.9839867949485779,0.016013330034059164,0.9839866757392883,0.060216790127636095,0.9364373683929443,0.026859127781524255,0.9716484546661377,0.026859242301547855,0.9716483354568481,8,0,0
94,0.07356502927703361,0.9264349937438965,0.013292107068664308,0.986707866191864,0.01329204916309716,0.9867079257965088,0.08284647492464722,0.9125502705574036,0.024378681877662043,0.974266767501831,0.0243786479866064,0.974266767501831,8,0,0
95,0.08274557179054579,0.9172544479370117,0.013594045216916662,0.9864059686660767,0.013594079539456854,0.9864059090614319,0.09005984957557081,0.9049360752105713,0.023925882441888948,0.9747446775436401,0.02392581083794783,0.9747447967529297,8,0,0
96,0.07160540114204499,0.928394615650177,0.01483578681533774,0.985164225101471,0.014835650955904403,0.9851643443107605,0.08024197536316223,0.9152994751930237,0.025559146238331932,0.9730206727981567,0.025559011430808957,0.9730208516120911,8,0,0
97,0.07563633104881469,0.9243636727333069,0.013665067588215698,0.9863349199295044,0.01366510526664288,0.9863349199295044,0.08370117807374676,0.9116480350494385,0.02467509016264003,0.9739538431167603,0.024675096867878627,0.9739538431167603,8,0,0
98,0.07591636332702446,0.9240836501121521,0.013156119503704568,0.9868438839912415,0.013156106010183102,0.9868438839912415,0.08367174450398945,0.9116791486740112,0.023407829130386432,0.9752915501594543,0.02340772008614206,0.9752916693687439,8,0,0
99,0.06315065601671542,0.9368493556976318,0.013661546765668225,0.9863384366035461,0.013661541590114741,0.9863384366035461,0.07224801311655561,0.923737645149231,0.02534673733795743,0.9732449054718018,0.02534670779827937,0.9732449054718018,8,0,0
100,0.07511035557111695,0.9248896241188049,0.012963091060206646,0.9870368838310242,0.012963117419263955,0.9870368838310242,0.08327278564684093,0.9121002554893494,0.023629870294116256,0.9750571846961975,0.023629923112599586,0.9750571250915527,8,0,0
101,0.07161625599436047,0.9283837080001831,0.013201185550063303,0.9867988228797913,0.013201168990849561,0.9867988228797913,0.08041684175046479,0.9151148796081543,0.024242164633838777,0.9744108319282532,0.024242111470368578,0.974410891532898,8,0,0
102,0.06287199619114626,0.9371280074119568,0.014261347604354291,0.9857386350631714,0.014261436949162242,0.9857385754585266,0.07232494076441337,0.9236564040184021,0.02591907466398325,0.9726407527923584,0.025919158619306073,0.9726406931877136,8,0,0
103,0.09379477488924128,0.9062051773071289,0.014427294471946885,0.9855726957321167,0.014427320106050197,0.9855726957321167,0.1021479734378617,0.8921762704849243,0.025722043351667775,0.9728487133979797,0.025722059071995318,0.9728487133979797,8,0,0
104,0.07027457986654988,0.9297254085540771,0.013226854206616248,0.9867731332778931,0.013226805115225181,0.9867731928825378,0.07914628819903223,0.9164560437202454,0.0242574119247587,0.9743947386741638,0.024257336362696637,0.9743948578834534,8,0,0
105,0.075604251978747,0.924395740032196,0.012357939429144985,0.9876420497894287,0.012357960615667971,0.9876420497894287,0.08456209796003816,0.9107393026351929,0.02367549636628388,0.975009024143219,0.02367557316206441,0.9750089049339294,8,0,0
106,0.07906335620117223,0.920936644077301,0.0130776910181992,0.9869223237037659,0.013077714890355285,0.9869222640991211,0.08785503408190136,0.9072633981704712,0.02458147436278168,0.9740526676177979,0.02458160906098783,0.9740525484085083,8,0,0
107,0.08720740722101622,0.9127925634384155,0.0122535858782112,0.9877464175224304,0.012253483529518765,0.98774653673172,0.09432982718685597,0.900428831577301,0.022958996323811844,0.9757652878761292,0.022959097989880276,0.9757652282714844,8,0,0
108,0.085932047628463,0.9140679240226746,0.012600345444360436,0.9873996376991272,0.012600424437173432,0.9873995780944824,0.09545295406132936,0.8992432951927185,0.024339195391980976,0.974308431148529,0.024339368916116655,0.9743082523345947,8,0,0
109,0.08992108983832357,0.9100788831710815,0.013011763139445303,0.9869882464408875,0.013012144795400861,0.986987829208374,0.09847040831611105,0.896058201789856,0.024682857850055414,0.973945677280426,0.024683339945778888,0.973945140838623,8,0,0
110,0.09085688521640843,0.9091430902481079,0.012243461343875365,0.9877565503120422,0.012243483410572773,0.9877564907073975,0.09896404849842372,0.8955371379852295,0.023475608914783907,0.9752200245857239,0.023475825609128195,0.9752197861671448,8,0,0
111,0.07334576715366428,0.9266542196273804,0.014458220002747942,0.9855417609214783,0.014458405903187487,0.985541582107544,0.08261329494984593,0.9127963781356812,0.026508297458881648,0.9720187783241272,0.0265087983485811,0.972018301486969,8,0,0
112,0.09306975388593977,0.9069302082061768,0.01281247333329367,0.9871875047683716,0.012812425213539867,0.9871875643730164,0.10158461921780211,0.8927709460258484,0.024193141917505007,0.9744625687599182,0.024193366682838377,0.9744623303413391,8,0,0
113,0.08409425389365464,0.9159057140350342,0.011781128976404565,0.9882188439369202,0.01178108279335417,0.9882189035415649,0.09231544050342608,0.9025551676750183,0.023443096960474533,0.9752542972564697,0.023443315780108293,0.9752540588378906,8,0,0
114,0.08491646755319074,0.9150835275650024,0.011870072195185655,0.9881299138069153,0.011870101936414417,0.9881299138069153,0.09314710490700857,0.9016773104667664,0.02374959913389076,0.9749307632446289,0.023749872674404576,0.9749305248260498,8,0,0
115,0.07912183541472088,0.9208781719207764,0.012438766614972271,0.9875612258911133,0.01243879704652347,0.9875612258911133,0.08654587239413182,0.9086452722549438,0.02364435117612252,0.9750418663024902,0.023644619956385435,0.9750415682792664,8,0,0
116,0.08238922535355858,0.917610764503479,0.011907942377494025,0.9880920648574829,0.011908022027418677,0.9880920052528381,0.09132618354292722,0.9035993814468384,0.023533129692645517,0.9751592874526978,0.02353340280441022,0.9751589894294739,8,0,0
117,0.07766843286096413,0.9223315715789795,0.011551084507840688,0.9884489178657532,0.011551093728715607,0.9884489178657532,0.08657017626754213,0.9086196422576904,0.023180912021638418,0.9755310416221619,0.023181176251765887,0.9755308032035828,8,0,0
118,0.07801215277599706,0.9219878315925598,0.01426378897235684,0.9857361912727356,0.014263809805993108,0.9857361912727356,0.08767803174034669,0.907450258731842,0.025910254100780572,0.9726500511169434,0.025910479040736924,0.9726498126983643,8,0,0
119,0.11017415112468416,0.8898258209228516,0.015327591240877736,0.9846724271774292,0.015327773475344631,0.9846722483634949,0.11824354255662822,0.8751863837242126,0.026635096922357816,0.9718849658966064,0.026635476967274415,0.971884548664093,8,0,0
