epoch,train_base_mse,train_base_r2,train_path1_mse,train_path1_r2,train_path2_mse,train_path2_r2,test_base_mse,test_base_r2,test_path1_mse,test_path1_r2,test_path2_mse,test_path2_r2,base_active_0p5,inc1_active_0p5,inc2_active_0p5
1,0.3617692500023238,0.6382306814193726,0.29561423281851296,0.7043857574462891,0.29561423281851296,0.7043857574462891,0.35458342621966105,0.6257145404815674,0.2975236470470341,0.6859447956085205,0.2975236470470341,0.6859447956085205,55,0,0
2,0.23986113588037972,0.7601388692855835,0.20176941035620863,0.7982305884361267,0.20176941000101314,0.7982305884361267,0.23516717564496326,0.75176602602005,0.20266209899379714,0.7860772013664246,0.2026620987212149,0.7860772013664246,55,0,0
3,0.2021593455677038,0.7978406548500061,0.15515537803223986,0.8448446393013,0.1551553776429456,0.8448446393013,0.20763237008870375,0.7808308005332947,0.16782714262968157,0.8228477239608765,0.167827143481501,0.8228477239608765,55,0,0
4,0.17246319408706814,0.8275368213653564,0.12169248640287204,0.8783075213432312,0.12169248611871565,0.8783075213432312,0.17785560716761323,0.8122620582580566,0.13153485982201812,0.8611565828323364,0.13153485713026872,0.8611565828323364,54,0,0
5,0.1511102046513494,0.8488898277282715,0.10515259429641938,0.8948473930358887,0.10515259428789468,0.8948473930358887,0.15986114050965847,0.8312563896179199,0.11670066374240488,0.8768150210380554,0.11670066160717751,0.8768150210380554,53,0,0
6,0.12587735056877136,0.8741226196289062,0.08704890624330891,0.9129511117935181,0.0870489080945878,0.9129511117935181,0.13887976246272646,0.8534035682678223,0.10289392472676388,0.8913888931274414,0.10289392472676388,0.8913888931274414,53,0,0
7,0.11755664867130879,0.882443368434906,0.07807379080697292,0.9219262003898621,0.07807378987493994,0.9219262003898621,0.12716021087792953,0.8657742738723755,0.09091423786949457,0.9040341973304749,0.09091423503009648,0.9040341973304749,52,0,0
8,0.12927400502912603,0.8707259893417358,0.07097520259678546,0.9290248155593872,0.07097520678809224,0.9290248155593872,0.14290359163111666,0.8491561412811279,0.08697002219240658,0.9081975817680359,0.08697002800749387,0.9081975817680359,47,0,0
9,0.10741418393216544,0.892585813999176,0.059732912805906056,0.9402670860290527,0.05973291270360976,0.9402670860290527,0.11814874467417234,0.8752864599227905,0.07375459947123579,0.9221473336219788,0.07375459797771239,0.9221473336219788,41,0,0
10,0.08963180488241164,0.9103682041168213,0.05400644117734707,0.9459935426712036,0.054006334152683605,0.9459936618804932,0.10170913559225638,0.8926395177841187,0.06777696958856612,0.9284570813179016,0.0677768479601094,0.9284572005271912,39,0,0
11,0.08635834818897722,0.913641631603241,0.05831499175686449,0.9416850209236145,0.05831500522161512,0.9416850209236145,0.09367995424105263,0.901114821434021,0.06913377564945598,0.9270249009132385,0.06913374712486274,0.9270249009132385,38,0,0
12,0.08730003803053446,0.9126999378204346,0.04133429894157033,0.9586657285690308,0.041334320410296124,0.958665668964386,0.09852879007187922,0.8959965705871582,0.05603925206289604,0.9408469796180725,0.056039258746839155,0.9408469796180725,35,0,0
13,0.08216372270543415,0.9178362488746643,0.038344752778029914,0.9616552591323853,0.03834472837041663,0.9616552591323853,0.09404692123644054,0.9007274508476257,0.053241981176386885,0.9437996745109558,0.053241959074512124,0.9437997341156006,31,0,0
14,0.06503786007546224,0.9349621534347534,0.04022565057954426,0.959774374961853,0.04022564939390172,0.959774374961853,0.07477852359141518,0.9210665225982666,0.052789401955811714,0.9442774057388306,0.05278940329600761,0.9442774057388306,29,0,0
15,0.07928707754391463,0.920712947845459,0.032633228994008015,0.9673667550086975,0.03263322337836732,0.9673667550086975,0.08824775552536111,0.9068488478660583,0.04540779103138825,0.9520691633224487,0.045407778901479595,0.9520691633224487,27,0,0
16,0.07076913874502586,0.9292308688163757,0.03367496070165747,0.966325044631958,0.03367496140423415,0.966325044631958,0.07831815216781163,0.9173302054405212,0.045259320111831695,0.952225923538208,0.04525931654270829,0.952225923538208,27,0,0
17,0.06505087038898495,0.9349491000175476,0.03344737712512664,0.9665526151657104,0.03344739100048326,0.9665526151657104,0.07270643120722436,0.9232537150382996,0.044970399404807786,0.9525308609008789,0.04497040634145733,0.9525308609008789,27,0,0
18,0.0855906243051717,0.9144093990325928,0.028603633590792765,0.9713963866233826,0.02860362650464274,0.9713963866233826,0.09393880682111513,0.9008415937423706,0.04034178187536848,0.9574166536331177,0.04034176805885736,0.9574167132377625,27,0,0
19,0.06710602409290867,0.9328939914703369,0.027690949993993744,0.9723090529441833,0.027690949996480113,0.9723090529441833,0.07709801160707706,0.9186181426048279,0.03975322600397304,0.9580379128456116,0.039753217125175204,0.9580379128456116,26,0,0
20,0.06877861443472263,0.9312213659286499,0.030158791342973255,0.9698411822319031,0.030158796301502293,0.9698411822319031,0.07640719611379432,0.91934734582901,0.04148529086932086,0.9562095999717712,0.04148529010268337,0.956209659576416,26,0,0
21,0.052657315911033245,0.9473426938056946,0.03664551448278715,0.9633544683456421,0.036645470858387465,0.9633545279502869,0.062014363087123124,0.9345398545265198,0.04787946419744957,0.9494601488113403,0.0478794257292842,0.9494602084159851,24,0,0
22,0.06625244194182797,0.9337475299835205,0.0256002380084289,0.974399745464325,0.025600241870824658,0.974399745464325,0.0736772500989368,0.9222289323806763,0.03580267419584277,0.9622079730033875,0.03580267404819407,0.9622079730033875,21,0,0
23,0.05284524452108904,0.9471547603607178,0.027557444512207575,0.9724425673484802,0.02755742890953529,0.9724425673484802,0.062283792129785916,0.9342554807662964,0.038425625512012986,0.9594392776489258,0.038425610184942074,0.9594393372535706,20,0,0
24,0.0768883117722542,0.9231116771697998,0.023860751748906235,0.97613924741745,0.023860749504781127,0.97613924741745,0.08502788845131673,0.9102476239204407,0.03450486560851881,0.963577926158905,0.034504863615261346,0.963577926158905,20,0,0
25,0.06308741560653364,0.9369125962257385,0.02471698905553734,0.9752830266952515,0.024716992333636518,0.9752830266952515,0.07025051568407656,0.9258460998535156,0.03465632302118692,0.9634180665016174,0.034656323708321266,0.9634180068969727,19,0,0
26,0.04889299501512202,0.9511070251464844,0.026374709396747395,0.9736253023147583,0.02637471437197062,0.9736253023147583,0.058269251115256694,0.9384930729866028,0.037187985385904405,0.9607456922531128,0.037187987819268575,0.9607456922531128,19,0,0
27,0.06915259724134802,0.9308474063873291,0.02225913292558581,0.9777408838272095,0.022259130138721998,0.9777408838272095,0.0756201815291694,0.9201780557632446,0.031972767966913014,0.9662507176399231,0.03197276390089494,0.9662507176399231,18,0,0
28,0.06495006759682972,0.9350499510765076,0.023300687391396176,0.9766992926597595,0.023300687263525802,0.9766992926597595,0.07315325388321425,0.9227820634841919,0.03362799480716448,0.9645035266876221,0.03362799688276449,0.9645035266876221,17,0,0
29,0.053663223588300696,0.9463367462158203,0.021479606053711665,0.978520393371582,0.021479604722083774,0.978520393371582,0.06210467147232011,0.9344445466995239,0.032010657741211174,0.9662107229232788,0.032010651988590634,0.9662107229232788,17,0,0
30,0.05819233562044294,0.9418076872825623,0.021752909180714625,0.9782471060752869,0.021752911345631135,0.9782471060752869,0.06679965539199369,0.9294887185096741,0.032146439711540575,0.966067373752594,0.03214644048101746,0.966067373752594,16,0,0
31,0.06477231162931972,0.9352276921272278,0.026008411071921787,0.9739915728569031,0.026008413223340868,0.9739915728569031,0.070422426479437,0.9256646633148193,0.03436022402616445,0.9637305736541748,0.03436022049111382,0.9637305736541748,15,0,0
32,0.058497727455032816,0.9415022730827332,0.020063067948364693,0.979936957359314,0.020063069032066134,0.979936957359314,0.06542681809514761,0.9309378266334534,0.02987082995099538,0.9684694409370422,0.029870833102727264,0.9684694409370422,15,0,0
33,0.06558613265309736,0.9344138503074646,0.022534022877429002,0.9774659872055054,0.02253402483633213,0.9774659872055054,0.07218758417179853,0.9238013625144958,0.031739613360713986,0.9664968252182007,0.031739613898779925,0.9664968252182007,15,0,0
34,0.05372747761416899,0.9462724924087524,0.019855071897075024,0.9801449179649353,0.01985498656810728,0.9801450371742249,0.06171222451347404,0.9348587989807129,0.030219734890568183,0.9681011438369751,0.03021964520534001,0.9681012630462646,15,0,0
35,0.06572922598499546,0.9342707991600037,0.022061553959891733,0.9779384732246399,0.022061535122809315,0.9779384732246399,0.07204495805383819,0.9239519834518433,0.031295547037521694,0.9669655561447144,0.03129552701692574,0.9669655561447144,15,0,0
36,0.053238314629726335,0.9467616677284241,0.01833217227824379,0.9816678166389465,0.01833210955924496,0.9816678762435913,0.06157838647458248,0.9350000619888306,0.028783018652508718,0.9696176648139954,0.028782860188540524,0.9696178436279297,15,0,0
37,0.0521110801678364,0.9478889107704163,0.019716546782324394,0.9802834391593933,0.01971654490973377,0.9802834391593933,0.0608554927677643,0.9357631206512451,0.03044256568238957,0.9678659439086914,0.03044251212850213,0.9678660035133362,15,0,0
38,0.05816536729062768,0.9418346285820007,0.019420459934721277,0.9805795550346375,0.019420451025707997,0.9805795550346375,0.06566050520348476,0.930691123008728,0.028920538198180135,0.9694725275039673,0.02892049147304511,0.9694725871086121,15,0,0
39,0.053233588294820146,0.9467664361000061,0.018803066564446795,0.981196939945221,0.018803070459165343,0.981196939945221,0.06192909358296453,0.9346299171447754,0.029765200769960334,0.9685809016227722,0.02976517871067655,0.968580961227417,15,0,0
40,0.053670660370263225,0.9463293552398682,0.019297532654494548,0.9807024598121643,0.019297534587113207,0.9807024598121643,0.06193260045540405,0.9346262216567993,0.03018546846365874,0.9681373238563538,0.030185451750961562,0.9681373238563538,14,0,0
41,0.06211218369725458,0.9378877878189087,0.020127742233367184,0.9798722863197327,0.02012773063587924,0.9798722863197327,0.06908865099795526,0.9270725250244141,0.030141841912664835,0.9681833386421204,0.03014181247094601,0.9681833982467651,14,0,0
42,0.042733575414204125,0.9572664499282837,0.02061284182225244,0.9793871641159058,0.020612829955881512,0.9793871641159058,0.05161580644979528,0.9455162286758423,0.03121326146533758,0.9670524001121521,0.031213232364346522,0.9670524597167969,14,0,0
43,0.058368920313775496,0.9416310787200928,0.018956098825231048,0.9810438752174377,0.018956095158548004,0.9810439348220825,0.06579458079777839,0.9305496215820312,0.02828407322238313,0.9701443314552307,0.02828405995103644,0.9701443910598755,13,0,0
44,0.0503119677667521,0.9496880173683167,0.01928944515759121,0.9807105660438538,0.0192894413783112,0.9807105660438538,0.057695968315096165,0.9390982389450073,0.028722106686384394,0.969681978225708,0.028722090447866697,0.969681978225708,13,0,0
45,0.04237819088283361,0.9576218128204346,0.01781513315215593,0.982184886932373,0.017815123660977244,0.982184886932373,0.05052914219147458,0.9466632604598999,0.027453206448316027,0.9710214138031006,0.02745318396312253,0.9710214138031006,13,0,0
46,0.05107631634645204,0.9489237070083618,0.018081584166377375,0.9819183945655823,0.01808156989746415,0.981918454170227,0.059528264677061175,0.9371641278266907,0.028183355734388276,0.97025066614151,0.028183325270486132,0.9702507257461548,13,0,0
47,0.050493185576776074,0.9495068192481995,0.018824749674881056,0.9811752438545227,0.018824752214884003,0.9811752438545227,0.05788788318111584,0.9388956427574158,0.028152130819607254,0.9702836275100708,0.02815212305101407,0.9702836275100708,13,0,0
48,0.04985479289036412,0.9501451849937439,0.01738521699920797,0.9826147556304932,0.01738522245856265,0.9826147556304932,0.05780187268491562,0.9389864206314087,0.02702248159784642,0.9714760184288025,0.027022477429610017,0.9714760780334473,13,0,0
49,0.04436601501833406,0.9556339979171753,0.01747973721750041,0.9825202822685242,0.0174797362414232,0.9825202822685242,0.05246467708053476,0.9446201920509338,0.026934686899128393,0.9715687036514282,0.026934676092379248,0.9715687036514282,13,0,0
50,0.051255348644309556,0.9487446546554565,0.021350389084701292,0.9786496162414551,0.021350390471029292,0.9786496162414551,0.05909611091085869,0.9376202821731567,0.030451303657439605,0.9678567051887512,0.030451295827799364,0.9678567051887512,13,0,0
51,0.05475145390485985,0.945248544216156,0.01942407886847899,0.9805759191513062,0.01942407763701623,0.9805759191513062,0.06241255078646468,0.9341195821762085,0.028439370390005048,0.9699804186820984,0.02843936304306248,0.9699804186820984,13,0,0
52,0.04919047597767309,0.9508095383644104,0.018797805433358336,0.9812021851539612,0.01879780185582936,0.9812021851539612,0.05885858876380797,0.937870979309082,0.02952288408059536,0.9688367247581482,0.029522874075976178,0.9688367247581482,13,0,0
53,0.04341083731996727,0.9565891623497009,0.016770314305529145,0.9832296967506409,0.01677030934806569,0.9832296967506409,0.05142971917010117,0.9457126259803772,0.026596622450686083,0.9719255566596985,0.026596614273219573,0.9719255566596985,12,0,0
54,0.045519430707489414,0.9544805884361267,0.01749066301407669,0.9825093150138855,0.017490670148888495,0.9825093150138855,0.05356291636097722,0.9434609413146973,0.02754704279274248,0.9709223508834839,0.027547045187774774,0.9709223508834839,12,0,0
55,0.052105067208307015,0.9478949308395386,0.020422298835574854,0.9795777201652527,0.02042231280647906,0.9795776605606079,0.060004583696221435,0.9366613626480103,0.029832512116139163,0.9685098528862,0.029832516981447798,0.9685098528862,11,0,0
56,0.04600802233370204,0.9539920091629028,0.016693512543973398,0.9833064675331116,0.0166935135520182,0.9833064675331116,0.05514214818774745,0.9417939186096191,0.027546750157276485,0.9709226489067078,0.027546741999685764,0.9709226489067078,11,0,0
57,0.04432121836342355,0.9556787610054016,0.0158233260609775,0.9841766953468323,0.01582332407951946,0.9841766953468323,0.05155262381133691,0.945582926273346,0.025047024846837924,0.9735612869262695,0.02504701670486389,0.9735612869262695,11,0,0
58,0.04312989232148109,0.9568700790405273,0.016022368416639114,0.9839776158332825,0.016022368066771556,0.9839776158332825,0.050961888136864614,0.9462064504623413,0.025583243187766794,0.9729952812194824,0.025583234726360475,0.9729952812194824,11,0,0
59,0.04446532559019182,0.9555346965789795,0.01565704597952306,0.9843429327011108,0.015657045679915667,0.9843429327011108,0.05273506217692956,0.9443347454071045,0.025919612613506615,0.9726402163505554,0.025919607851836012,0.9726402163505554,10,0,0
60,0.04365181855141298,0.956348180770874,0.015928409672907002,0.9840716123580933,0.015928409111342932,0.9840716123580933,0.05252880969925261,0.944552481174469,0.02607642201899846,0.9724746942520142,0.026076414403732776,0.9724746942520142,10,0,0
61,0.03835392411951683,0.9616460800170898,0.01701316729928193,0.9829868078231812,0.017013170182403718,0.9829868078231812,0.04695384888682605,0.9504371881484985,0.026839302688064736,0.9716693758964539,0.026839302659670754,0.9716693758964539,10,0,0
62,0.040964381953290774,0.9590356349945068,0.016118549377018832,0.9838814735412598,0.016118544487042523,0.9838814735412598,0.04983596063060004,0.9473949670791626,0.026084192334276782,0.9724664688110352,0.026084184710492904,0.9724664688110352,10,0,0
63,0.05013390120636021,0.9498661160469055,0.016006534653456497,0.9839934706687927,0.016006533690166327,0.9839934706687927,0.05925740399000394,0.9374500513076782,0.026240227644604337,0.9723017811775208,0.02624022404850665,0.9723017811775208,10,0,0
64,0.05352154727897328,0.9464784264564514,0.015915146665498443,0.9840848445892334,0.01591514021266198,0.9840848445892334,0.06144316032778744,0.9351428151130676,0.02581257916555354,0.9727531671524048,0.02581256914247827,0.9727531671524048,10,0,0
65,0.04753488010615338,0.9524651169776917,0.016749458742334383,0.9832505583763123,0.01674951009720871,0.9832504987716675,0.05605050901564338,0.9408351182937622,0.027075049975637075,0.9714205265045166,0.027075052627634894,0.9714205265045166,10,0,0
66,0.05000704173552772,0.9499929547309875,0.015996425353277624,0.9840036034584045,0.01599640895354666,0.9840036034584045,0.059171575087508775,0.9375406503677368,0.02634141209717022,0.9721949696540833,0.02634136669235531,0.972195029258728,10,0,0
67,0.062204499607500824,0.9377955198287964,0.018814987888734456,0.9811850190162659,0.018814849270497747,0.9811851382255554,0.07086839729056853,0.9251939058303833,0.028651404369156808,0.9697566032409668,0.028651286423399407,0.9697567224502563,10,0,0
68,0.04528090255413116,0.954719066619873,0.014803458295739806,0.9851965308189392,0.01480348454255534,0.9851965308189392,0.05377820325254395,0.9432336688041687,0.02530508785985592,0.973288893699646,0.025305115084004837,0.9732888340950012,10,0,0
69,0.04532122162535139,0.9546787738800049,0.015887241179910635,0.9841127395629883,0.01588721326190032,0.9841127991676331,0.05418775634124603,0.9428013563156128,0.026381105797865043,0.9721530675888062,0.026381060302189393,0.9721531271934509,10,0,0
70,0.05729524696971809,0.9427047371864319,0.015895558912221778,0.9841044545173645,0.01589554763725134,0.9841044545173645,0.06362320348143397,0.9328416585922241,0.024772579226608773,0.9738509654998779,0.024772564372297648,0.9738509654998779,10,0,0
71,0.059175313866685175,0.9408246874809265,0.015393380680768648,0.9846066236495972,0.015393381088000277,0.9846066236495972,0.06712317864819453,0.9291471838951111,0.024835698997953952,0.973784327507019,0.024835687850477038,0.973784327507019,10,0,0
72,0.06128264316460679,0.9387173652648926,0.015508640745781151,0.9844913482666016,0.015508545837901436,0.9844914674758911,0.07036449283179713,0.9257258176803589,0.02619580357199217,0.9723486304283142,0.02619573019342724,0.9723487496376038,10,0,0
73,0.045856619093206256,0.9541434049606323,0.01498520537457144,0.985014796257019,0.014985220066877686,0.985014796257019,0.05518617470771438,0.9417474865913391,0.026086404743581648,0.9724641442298889,0.026086432348209912,0.9724640846252441,9,0,0
74,0.06878421201443827,0.931215763092041,0.015585097584810923,0.9844148755073547,0.015585100812117145,0.9844148755073547,0.07699924091263334,0.91872239112854,0.02576435470340274,0.972804069519043,0.025764359201009317,0.972804069519043,9,0,0
75,0.049545368119295684,0.9504546523094177,0.01731425311315512,0.9826857447624207,0.01731424457674191,0.9826857447624207,0.05783025143531764,0.9389564990997314,0.027373496002926514,0.9711055159568787,0.02737349390745072,0.9711055159568787,9,0,0
76,0.0497217270219592,0.9502782821655273,0.01685984071925237,0.9831401705741882,0.01685856414310958,0.9831414222717285,0.05866127261869246,0.938079297542572,0.027769065816977585,0.970687985420227,0.02776782491766825,0.9706892967224121,9,0,0
77,0.04589605528128161,0.954103946685791,0.014415323476766717,0.9855846762657166,0.014415251897061193,0.9855847358703613,0.05385647168689657,0.94315105676651,0.02433461989787203,0.9743132591247559,0.02433462054951389,0.9743132591247559,9,0,0
78,0.05297380079984847,0.9470261931419373,0.016059510140238625,0.9839404821395874,0.01605943041412454,0.9839405417442322,0.06105289076136925,0.9355548024177551,0.025368434883847196,0.973222017288208,0.02536838071948917,0.9732220768928528,8,0,0
79,0.061162914430778,0.9388371109962463,0.014798857715310462,0.9852011203765869,0.014798853444084695,0.9852011203765869,0.06954232684518324,0.9265936613082886,0.02476161675777559,0.9738625288009644,0.024761593721738858,0.9738625288009644,8,0,0
80,0.05449088402433445,0.945509135723114,0.01640994334131661,0.9835900664329529,0.01641005531847079,0.9835899472236633,0.06353696916683964,0.9329326748847961,0.027190889146678696,0.9712982773780823,0.027191018918529153,0.9712981581687927,8,0,0
81,0.05195167178144603,0.9480483531951904,0.014406145594710047,0.985593855381012,0.014406161308913718,0.985593855381012,0.06079986747127117,0.9358218908309937,0.02516024566976717,0.9734417796134949,0.025160278334202837,0.9734417200088501,8,0,0
