path,base_count,increment_count,full_count,direct_base_mse,direct_path_mse,direct_delta_mse,direct_path_r2,retrained_mse,retrained_r2,r2_full,r2_threshold,is_effective
1,5,0,5,0.16880094088477696,0.023537069134607274,0.1452638717501697,0.9751551151275635,0.5325507327187352,0.4378587007522583,0.9690972566604614,0.9206423938274383,False
2,5,0,5,0.16880094088477696,0.023536802879988966,0.145264138004788,0.9751554131507874,0.5342223886400461,0.43609416484832764,0.9690972566604614,0.9206423938274383,False
