system_losses_mw,gen_fuel_nuclear_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_nuclear_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_2_fuel_solar_mw,area_3_fuel_coal_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,hour_of_day
2.5837307,2.4234192,2.4173872,2.4527047,2.5070488,-2.3049643,2.5305212,-2.2589316,-2.3744042,2.4144797,2.5316296,2.4979131,-1.9562198
2.5837307,2.4142082,2.4381137,2.4527047,2.5070488,-2.3129723,2.5305212,-2.2670717,-2.3821256,2.4144797,2.5316296,2.5036118,-1.9647285
2.5837307,2.4142053,2.429104,2.4527047,2.5070488,-2.3209476,2.5633628,-2.2751822,-2.3898172,2.4349577,2.5316296,2.5036118,-1.9732645
2.5837307,2.4142053,2.4283109,2.4527047,2.5070488,-2.3288906,2.564309,-2.2832632,-2.397479,2.4350085,2.5316296,2.5036118,-1.981826
2.5837307,2.4142053,2.4283109,2.4527047,2.5070488,-2.3368015,2.568504,-2.2913148,-2.4051101,2.457952,2.5316296,2.5036118,-1.9904068
2.5837307,2.4142053,2.4087727,2.4527047,2.5070488,-2.3446805,2.5680363,-2.2993371,-2.4127088,2.457952,2.5316296,2.5036118,-1.9990038
2.5754762,2.3936121,2.4087727,2.4773512,2.5070488,-2.352528,2.5680363,-2.3073301,-2.4202778,2.44553,2.5316296,2.5036118,-2.0076096
2.5754762,2.4239674,2.407681,2.4774354,2.5070488,-2.3603444,2.5680363,-2.3152938,-2.4278173,2.4453402,2.532541,2.484342,-2.016219
2.5754762,2.433828,2.407681,2.4882977,2.5070488,-2.3681297,2.5680363,-2.3232274,-2.435327,2.4477236,2.5338964,2.4799168,-2.0248585
2.5754762,2.433949,2.4204001,2.4883404,2.5070488,-2.375884,2.5680363,-2.3311281,-2.4428072,2.4477236,2.5338964,2.4799168,-2.033498
2.5754762,2.433949,2.428501,2.4883404,2.5070488,-2.3836076,2.5680363,-2.3389997,-2.4502578,2.4477236,2.5338964,2.4986541,-2.0421376
2.5754762,2.4416213,2.428501,2.4883404,2.5070488,-2.391301,2.5680363,-2.3468425,-2.4576783,2.470283,2.5338964,2.4986565,-2.0507765
2.5754762,2.4416213,2.428501,2.4883404,2.5070488,-2.3989637,2.5680363,-2.3546562,-2.465069,2.4706655,2.5338964,2.4986565,-2.0593824
2.5754762,2.4416213,2.428501,2.4883404,2.5070488,-2.4065948,2.5680363,-2.362441,-2.4724295,2.4705534,2.5338964,2.5181503,-2.0679884
2.5754762,2.4565754,2.428501,2.4883404,2.5070488,-2.4141936,2.5680363,-2.370197,-2.479758,2.5018723,2.5338964,2.518223,-2.0765944
2.5754762,2.4565792,2.428501,2.4883404,2.5070488,-2.4217625,2.5680363,-2.3779242,-2.4870546,2.5018723,2.5338964,2.518223,-2.0852003
2.5754762,2.4565792,2.428783,2.4883404,2.5070488,-2.4293013,2.5680363,-2.3856225,-2.4943204,2.5018723,2.5338964,2.518223,-2.0937743
2.5567524,2.4565792,2.4506245,2.4883404,2.5070488,-2.4368098,2.5680363,-2.3932874,-2.5015554,2.5018723,2.5338964,2.518223,-2.1023467
2.5567524,2.4565792,2.4506245,2.4883404,2.5070488,-2.4442883,2.5680363,-2.4009235,-2.508759,2.5018723,2.5338964,2.5392015,-2.1109
2.5567524,2.4565792,2.4506245,2.4883404,2.5070488,-2.4517367,2.5680363,-2.408531,-2.5159311,2.5018723,2.5338964,2.5392015,-2.1194386
2.5567524,2.4565792,2.4506245,2.5117242,2.5070488,-2.4591548,2.5680363,-2.4161096,-2.523071,2.5018723,2.5338964,2.5392015,-2.1279569
2.5567524,2.4565792,2.4266248,2.5120802,2.5070488,-2.4665427,2.5680363,-2.4236593,-2.5301785,2.5018723,2.5338964,2.5392015,-2.136462
2.5567524,2.4694123,2.42658,2.5120802,2.5414596,-2.4739,2.5680363,-2.4311802,-2.5372531,2.5290227,2.5338964,2.5392015,-2.1449378
2.5567524,2.469451,2.42658,2.5120802,2.5621715,-2.4812267,2.5680363,-2.4386723,-2.5442944,2.5290775,2.5338964,2.5392015,-2.1534002
2.5567524,2.469451,2.42658,2.5120802,2.5621715,-2.4885216,2.5680363,-2.446135,-2.5513017,2.5373664,2.5338964,2.5392015,-2.161838
2.5567524,2.463293,2.4527283,2.4983838,2.5621715,-2.4957836,2.5680363,-2.4535644,-2.5582747,2.5373943,2.5338964,2.5392015,-2.1702502
2.5836031,2.463293,2.4527283,2.4827492,2.5621715,-2.5030143,2.5680363,-2.4609644,-2.565213,2.5373943,2.5338964,2.549974,-2.1786435
2.5883956,2.463293,2.4687278,2.4827492,2.5621715,-2.5102136,2.5680363,-2.468335,-2.5721157,2.5373943,2.5338964,2.5656016,-2.187014
2.5883956,2.463293,2.4687278,2.4827492,2.5621715,-2.5173812,2.5680363,-2.4756758,-2.5789824,2.5373943,2.5338964,2.5656016,-2.195353
