方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.8440194416730185,forecast_load_mw_latest_available|gen_fuel_nuclear_mw|gen_fuel_nuclear_pct|gen_fuel_coal_pct|wind_generation_mw|gen_fuel_multiple_fuels_pct|gen_fuel_gas_pct|gross_sched_interchange_mw|gen_fuel_oil_pct|da_as_mcp_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|marginal_loss_price_rt|da_as_as_mw_synchronized_reserve|total_pjm_loc_credit
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.8798629143878689,gross_sched_interchange_mw|gen_fuel_solar_mw|gen_fuel_gas_pct|gen_fuel_nuclear_mw|wind_generation_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_hydro_mw|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_mw|da_as_mcp_synchronized_reserve|gen_fuel_oil_pct|prelim_load_avg_hourly|gross_inadv_interchange_mw|gen_fuel_oil_mw
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8198777905427195,gen_fuel_oil_mw|marginal_loss_price_rt|da_as_mcp_synchronized_reserve|forecast_load_mw_latest_available|wind_generation_mw|gen_fuel_nuclear_mw|gen_fuel_wind_mw|gen_fuel_gas_pct|da_as_nsr_mw_primary_reserve|gross_sched_interchange_mw|gen_fuel_solar_mw|gen_fuel_oil_pct|gen_fuel_gas_mw|total_pjm_rt_load_mwh
XGBoost,树模型特征重要性（2016）,0.8387486456440331,gen_fuel_oil_pct|da_as_mcp_synchronized_reserve|prelim_load_avg_hourly|gen_fuel_oil_mw|forecast_load_mw_latest_available|marginal_loss_price_rt|gen_fuel_gas_pct|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_hydro_pct|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_pct|gen_fuel_storage_mw
Lasso,线性稀疏（1996）,0.7901248725702636,gen_fuel_oil_mw|marginal_loss_price_rt|da_as_mcp_synchronized_reserve|forecast_load_mw_latest_available|wind_generation_mw|gen_fuel_nuclear_mw|gen_fuel_coal_mw|total_pjm_rmpcp_cr|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr|da_as_mcp_primary_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve
Pearson,相关系数排序（只看两两关系）,0.8095190039765578,gen_fuel_oil_mw|gen_fuel_oil_pct|marginal_loss_price_rt|total_lmp_rt|system_energy_price_rt|da_as_mcp_synchronized_reserve|forecast_load_mw_latest_available|prelim_load_avg_hourly|total_pjm_rt_load_mwh|da_as_mcp_primary_reserve|gen_fuel_nuclear_pct|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_other_renewables_pct
