solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_inadv_interchange_mw
-0.17802922,0.5952513,0.43416193,0.42376578,-0.12124693,0.6276689,0.7238509,-0.34106034,0.16922778,0.5121323,0.6286986,0.39336848,0.01773511,0.44025487,0.72014624,0.1683105,-0.11782435,0.565639,0.52387124,0.19431727,0.53430784,0.39912483,0.535983,0.22048356,0.33576998,0.359331,0.66394573,0.78599435,-0.16593689,-0.14852682,-0.23330036,-0.3288057,0.77440745,-0.0496025,0.5369788,0.51615614,0.5566018,0.698892
-0.24982004,0.58734727,0.41368067,0.40275696,-0.17851776,0.6476416,0.729529,-0.4030216,0.11157133,0.49623168,0.65384847,0.37215832,-0.049346615,0.41277876,0.72900885,0.12398931,-0.17216264,0.5557992,0.5043825,0.16451666,0.5246099,0.38487998,0.5526399,0.2090993,0.3145978,0.3409458,0.6759778,0.8144552,-0.23420236,-0.22315127,-0.3094418,-0.39159736,0.8083538,-0.09544202,0.54026496,0.52446353,0.5675223,0.72106797
-0.2968552,0.5798471,0.39058927,0.38108763,-0.2435807,0.6699807,0.7435628,-0.4478843,0.057552155,0.49270642,0.6760744,0.3619179,-0.10922485,0.39284924,0.75095123,0.07393503,-0.24554518,0.5438604,0.50964683,0.12734745,0.518609,0.3809387,0.56459916,0.19253749,0.29914662,0.31101364,0.685154,0.8410149,-0.31131983,-0.2901438,-0.38805762,-0.4643517,0.84507483,-0.14002387,0.542538,0.5318741,0.58673584,0.73316216
-0.34482348,0.57706255,0.3659835,0.36136857,-0.3002798,0.66906166,0.7446094,-0.49878463,2.1871241e-05,0.49787965,0.69741684,0.35680783,-0.1852463,0.37119797,0.7589798,0.031152427,-0.2836343,0.55301183,0.51309633,0.08459145,0.51048774,0.36643034,0.57203406,0.16468729,0.27577052,0.2819964,0.69139916,0.8592371,-0.37975794,-0.35124046,-0.45919636,-0.5256048,0.85811406,-0.18506573,0.5421849,0.53337866,0.6069381,0.7521279
-0.40398523,0.57650703,0.33704534,0.34606317,-0.3637843,0.67660546,0.75876296,-0.55724096,-0.046745192,0.5070997,0.70618516,0.35417646,-0.25762752,0.35189393,0.7663172,-0.005551925,-0.33415908,0.54262584,0.507833,0.05285433,0.50160736,0.35633248,0.5844351,0.14057559,0.24292028,0.25792113,0.6982912,0.8726497,-0.44060338,-0.4111962,-0.5296657,-0.5815454,0.8689148,-0.2176004,0.53245735,0.5291392,0.6162508,0.7657796
-0.4506354,0.58098114,0.31425682,0.31108272,-0.42019543,0.69437313,0.7751879,-0.60386294,-0.10890117,0.5182943,0.7079375,0.3262339,-0.32756343,0.32039347,0.7797464,-0.04917562,-0.37565917,0.5327406,0.50467443,0.010324239,0.50164306,0.34573072,0.5948413,0.11011731,0.22761142,0.24778396,0.7045341,0.89133906,-0.5043921,-0.45950234,-0.5883092,-0.6331666,0.9111188,-0.26127547,0.5275737,0.52794623,0.63343436,0.7844988
-0.498388,0.57912487,0.2934176,0.2893388,-0.4518426,0.7036811,0.79380846,-0.65801054,-0.16295464,0.5047363,0.73018706,0.29906946,-0.39360896,0.2890343,0.7970708,-0.094215065,-0.4268397,0.5223853,0.49525923,-0.018705888,0.49300385,0.33675545,0.5973515,0.07826438,0.20027062,0.21988007,0.72044,0.89653844,-0.55833405,-0.507296,-0.6463195,-0.6794205,0.9458862,-0.2973298,0.52671033,0.5278209,0.6473001,0.7971921
-0.532871,0.57293785,0.26600304,0.27656752,-0.48649028,0.71049553,0.81202793,-0.69630814,-0.21845403,0.50262535,0.75299555,0.27819508,-0.44730997,0.25987288,0.80312234,-0.14467508,-0.48680866,0.51362044,0.4957859,-0.044959143,0.4926441,0.31345382,0.5937666,0.03550376,0.17720404,0.20278092,0.7227866,0.91092354,-0.60869324,-0.54461056,-0.70016456,-0.7204813,0.97017443,-0.33808485,0.52927065,0.5277914,0.66576755,0.8264348
-0.57363445,0.58314407,0.25141674,0.25933626,-0.54172224,0.72423774,0.8252956,-0.7296084,-0.2756223,0.50091434,0.7779788,0.26569477,-0.5104562,0.23303469,0.8263128,-0.20317058,-0.53487575,0.51708794,0.5028861,-0.08761869,0.49018338,0.29450774,0.6067861,-0.0011167102,0.15299374,0.17793712,0.7218991,0.9181378,-0.6486516,-0.5708512,-0.7443389,-0.7667528,1.0130724,-0.38558805,0.51875186,0.5289124,0.6803796,0.82906336
-0.5962152,0.58383536,0.22815326,0.2200675,-0.5801892,0.7517214,0.8494486,-0.7648255,-0.34960872,0.5024897,0.8033397,0.23870848,-0.55414754,0.20025586,0.8401641,-0.25520715,-0.573494,0.52815384,0.4939446,-0.11331265,0.47355235,0.27054325,0.6254739,-0.029521594,0.12764794,0.15169045,0.73330444,0.94033164,-0.702592,-0.6204718,-0.780494,-0.80906683,1.0187359,-0.41831338,0.52087635,0.52487504,0.68869936,0.85227704
-0.63158816,0.5799654,0.19962911,0.19626474,-0.6189747,0.7633187,0.86656433,-0.796388,-0.401299,0.5074238,0.8270091,0.23655161,-0.6096798,0.16788161,0.8623575,-0.29151684,-0.6144992,0.54451275,0.49491957,-0.14649945,0.47172832,0.24225616,0.65039647,-0.06233821,0.09350169,0.11829827,0.74546885,0.9513161,-0.7496059,-0.6502524,-0.82172537,-0.8380691,1.0576267,-0.4547461,0.52131075,0.5116025,0.717772,0.8766158
-0.6705765,0.58288234,0.1707971,0.1698309,-0.65490067,0.779457,0.87945795,-0.82983816,-0.4380106,0.5081693,0.8468062,0.227862,-0.6616929,0.117076576,0.8871707,-0.3461482,-0.6604479,0.5561235,0.48969394,-0.17462316,0.47509548,0.22073898,0.6734414,-0.096319474,0.064197734,0.08258399,0.75222856,0.97441405,-0.78280085,-0.69584185,-0.862265,-0.87337583,1.0912479,-0.4938161,0.5256655,0.50234854,0.73085684,0.8789661
-0.7173871,0.5835872,0.13607627,0.14425838,-0.6834978,0.789915,0.89100206,-0.8746315,-0.47808084,0.5117931,0.86274517,0.21269119,-0.6821783,0.06154847,0.9051746,-0.39858785,-0.6995013,0.5569316,0.47629294,-0.21680607,0.46578917,0.20638151,0.6830311,-0.120822884,0.039172113,0.039427824,0.7726166,1.0047373,-0.82227415,-0.7260309,-0.8890491,-0.9039635,1.130058,-0.53156066,0.51165307,0.5032964,0.74843025,0.8884742
-0.7518645,0.5742758,0.09908801,0.11835134,-0.71992415,0.80772936,0.90177613,-0.8965049,-0.5257022,0.4941112,0.872706,0.18985942,-0.71976596,0.02092588,0.91631114,-0.4455931,-0.7421394,0.568362,0.47331312,-0.25581023,0.45395806,0.17592269,0.7015865,-0.16126911,-0.00819339,-0.009387426,0.77309334,1.0321606,-0.86547524,-0.7575625,-0.91871166,-0.93667763,1.1350309,-0.5799334,0.5097454,0.5110019,0.77243406,0.8919448
-0.7753486,0.56690866,0.06001715,0.098036855,-0.74593014,0.824095,0.91775495,-0.9236564,-0.56859404,0.49807605,0.8926946,0.15772088,-0.75971067,-0.032807264,0.9240231,-0.49535984,-0.7761802,0.5728312,0.46991313,-0.30069932,0.43896207,0.15489785,0.7207307,-0.19010374,-0.04174758,-0.054551557,0.78369135,1.0474828,-0.90782046,-0.7892966,-0.9557272,-0.9721799,1.1642435,-0.61478925,0.49904442,0.50880855,0.79803765,0.9043203
-0.78790283,0.55747783,0.01090277,0.06200296,-0.7716422,0.84854347,0.9296013,-0.94531053,-0.6072504,0.48682317,0.9391946,0.14717904,-0.78821665,-0.09087935,0.93678,-0.53053176,-0.798289,0.56755143,0.4614628,-0.3430589,0.42726034,0.12465545,0.75321573,-0.22740273,-0.079939045,-0.083118066,0.7973908,1.0557126,-0.94215125,-0.8232034,-0.9853395,-1.0033953,1.1888899,-0.6458432,0.49359715,0.50672704,0.81980664,0.92829835
-0.8159021,0.5560899,-0.019310445,0.028398043,-0.8098206,0.8848832,0.9523784,-0.96627516,-0.64455205,0.4751692,0.9718141,0.12820981,-0.8235467,-0.14560333,0.95080316,-0.57244945,-0.836607,0.5706262,0.46108034,-0.3844817,0.4196805,0.09137807,0.77991134,-0.2630898,-0.11080048,-0.13878953,0.80021113,1.082715,-0.97372484,-0.85288495,-1.0125847,-1.0318972,1.2044718,-0.6877331,0.47900862,0.50446224,0.8341906,0.94196934
-0.8442377,0.5500063,-0.054299828,-0.015776055,-0.8373247,0.9065764,0.9668277,-0.994292,-0.6729799,0.46633825,0.99555415,0.10441542,-0.8532421,-0.20579822,0.95719385,-0.6090715,-0.86170334,0.5707261,0.45384702,-0.422879,0.41501665,0.06536933,0.7978576,-0.30885786,-0.14805765,-0.19624019,0.810748,1.1004585,-0.9913005,-0.8791413,-1.0353895,-1.0591705,1.2244711,-0.7250893,0.47237742,0.48413303,0.85493684,0.9517617
-0.8668221,0.53865606,-0.11031665,-0.055672463,-0.8626168,0.92867583,0.9768519,-1.0176575,-0.7034222,0.46698052,1.0118221,0.07354978,-0.88453656,-0.26324007,0.9753431,-0.6570613,-0.8903745,0.5694764,0.4454865,-0.47006738,0.40384883,0.050081052,0.817452,-0.35562134,-0.18799637,-0.23791534,0.81983125,1.1105207,-1.0161457,-0.9162506,-1.047294,-1.0867159,1.245632,-0.75663054,0.46876803,0.482567,0.88308066,0.9684444
-0.8899008,0.53051907,-0.15291287,-0.07094931,-0.88775,0.95099586,0.9929942,-1.024886,-0.7367221,0.46491724,1.0343789,0.042862196,-0.91300994,-0.31588405,0.99331135,-0.6999506,-0.9098477,0.58020926,0.44727385,-0.5026137,0.38907695,0.032534767,0.8389554,-0.40086776,-0.22804958,-0.28650695,0.81379163,1.1260023,-1.0343146,-0.9548748,-1.0717452,-1.110143,1.252681,-0.782511,0.46009734,0.47430593,0.90255797,0.9950062
-0.9100929,0.5244185,-0.19950974,-0.0903267,-0.9136534,0.9715198,0.9947768,-1.04041,-0.77013934,0.44416288,1.0473616,0.026660373,-0.94416916,-0.36279753,0.99562526,-0.73218125,-0.95099175,0.5688995,0.43592328,-0.53833103,0.37805012,0.00062693784,0.86386013,-0.44156653,-0.27690643,-0.317411,0.8249944,1.1501275,-1.0403652,-0.9757725,-1.0844837,-1.1392938,1.2711622,-0.80520236,0.45366502,0.46841934,0.9272689,1.0155952
-0.9327411,0.5106349,-0.24095401,-0.13298327,-0.91818035,0.993989,1.0056586,-1.0619818,-0.7979019,0.42971003,1.0642991,0.008574266,-0.96873546,-0.42538103,1.0184863,-0.75546026,-0.9833712,0.58222675,0.43298346,-0.5781469,0.37185144,-0.016947886,0.8895562,-0.46341234,-0.3285747,-0.3628538,0.84161377,1.1681391,-1.0619173,-0.99924445,-1.1119407,-1.1625568,1.2955412,-0.8374197,0.42316964,0.44580504,0.9568184,1.0193172
-0.9578936,0.4928565,-0.28128487,-0.15652424,-0.9566545,1.0133374,1.017662,-1.0879545,-0.8297133,0.42014328,1.0976818,-0.018273756,-0.9932506,-0.48007357,1.0285234,-0.7879349,-1.0090736,0.5842267,0.42777964,-0.6111547,0.3587114,-0.015452471,0.8993876,-0.50245285,-0.3733713,-0.40886974,0.83904576,1.1837428,-1.083341,-1.0164509,-1.1262822,-1.1848917,1.3114094,-0.85938853,0.41242948,0.4293871,0.974609,1.0326003
-0.9726442,0.47907543,-0.3299602,-0.18250813,-0.97472054,1.0234896,1.0389942,-1.1077801,-0.86454374,0.40899307,1.1276928,-0.043080345,-1.0206645,-0.52294457,1.0501602,-0.8099645,-1.0271338,0.5983018,0.3996064,-0.6539155,0.34420666,-0.042591754,0.92648023,-0.54297704,-0.40539387,-0.44543153,0.8391802,1.197238,-1.1004071,-1.0350344,-1.145599,-1.2000523,1.3298817,-0.8857446,0.4004139,0.42408136,0.9973729,1.055034
-0.98309547,0.455881,-0.3751649,-0.20005897,-0.99399036,1.0385251,1.0576199,-1.1294798,-0.88772184,0.38774782,1.155504,-0.0732184,-1.0395185,-0.57194954,1.0508583,-0.8439414,-1.0404637,0.611542,0.38490248,-0.69504994,0.3332578,-0.06507445,0.9293936,-0.5692391,-0.4490858,-0.49052867,0.8459103,1.211257,-1.1209823,-1.0499189,-1.1689054,-1.2211459,1.3532304,-0.9061296,0.378768,0.4117458,1.0308372,1.0733143
-1.003909,0.42769215,-0.4190542,-0.22590877,-1.006377,1.0604233,1.0725958,-1.1485662,-0.917234,0.37857983,1.1896,-0.099627584,-1.0626596,-0.609573,1.0659945,-0.87351006,-1.0673589,0.6290281,0.37189394,-0.72518116,0.3267652,-0.09344898,0.95187163,-0.60322845,-0.48707315,-0.52227,0.8752772,1.226215,-1.1414589,-1.0627433,-1.1907551,-1.2274365,1.3778077,-0.91495806,0.36184493,0.4053894,1.0533863,1.0955607
-1.0268102,0.3996391,-0.4560211,-0.26028174,-1.0267162,1.0765007,1.0899833,-1.1673048,-0.93912417,0.37546822,1.2191528,-0.13118513,-1.0854745,-0.64067054,1.0699432,-0.90262264,-1.091047,0.64957184,0.37310377,-0.7547988,0.3201135,-0.1171178,0.9700543,-0.64327663,-0.5278315,-0.5668903,0.88497597,1.2492149,-1.1622138,-1.0969924,-1.2205423,-1.2585287,1.3965495,-0.93251264,0.35345787,0.393908,1.0814077,1.1038657
-1.0495025,0.38857198,-0.48123989,-0.28447163,-1.046717,1.0953988,1.1083843,-1.1855788,-0.96004844,0.36559743,1.2361015,-0.16430539,-1.107721,-0.6762421,1.0791273,-0.92818534,-1.1135246,0.6634095,0.35584658,-0.77826464,0.30142152,-0.15074338,0.98999274,-0.68114036,-0.55554044,-0.60088867,0.8923683,1.2592283,-1.1764233,-1.1160057,-1.2458248,-1.2767564,1.4112387,-0.95855314,0.32632795,0.37139374,1.1008455,1.1177877
-1.0750693,0.37395582,-0.52224594,-0.30847535,-1.0711906,1.1134586,1.1166255,-1.1886309,-0.9905672,0.37142923,1.252544,-0.19544272,-1.1293156,-0.7112723,1.0932885,-0.9585867,-1.13233,0.6754189,0.34055644,-0.80715066,0.27939624,-0.1871667,1.0221719,-0.70966023,-0.58983797,-0.6358698,0.8937398,1.276339,-1.1954614,-1.1363124,-1.2601334,-1.2935195,1.432557,-0.97643864,0.31796262,0.35376915,1.131636,1.1496603
-1.0909151,0.35082427,-0.56208175,-0.33329624,-1.0771202,1.1379685,1.1352193,-1.2084978,-1.0196737,0.36510447,1.2847314,-0.21572877,-1.1326941,-0.74052507,1.1082946,-0.97833556,-1.146333,0.6959905,0.3239432,-0.82796526,0.24684684,-0.21602209,1.0364197,-0.73966986,-0.62764144,-0.6722939,0.90466166,1.2896293,-1.2141361,-1.154349,-1.2744061,-1.3097802,1.4318866,-1.0004264,0.30889258,0.34048992,1.1406957,1.1645911
-1.1035196,0.325692,-0.60001695,-0.35186684,-1.0868917,1.16593,1.1425558,-1.2253337,-1.0335119,0.34801373,1.3035173,-0.2505462,-1.1528839,-0.7654929,1.1157117,-1.0183208,-1.1654875,0.7182425,0.3036518,-0.8533056,0.23002969,-0.24427891,1.0649668,-0.77106625,-0.6626461,-0.713211,0.92411435,1.3066227,-1.2324375,-1.172152,-1.2886429,-1.325804,1.4567653,-1.0228148,0.28066984,0.32725823,1.170872,1.1814965
-1.11905,0.30757016,-0.62681,-0.38887566,-1.0927948,1.1920419,1.163042,-1.2412418,-1.0478443,0.3342427,1.3289925,-0.2765158,-1.173867,-0.7943264,1.1303291,-1.0318146,-1.1772647,0.73844886,0.2629092,-0.87633073,0.19270043,-0.25044557,1.071935,-0.795265,-0.6900201,-0.74988544,0.9259048,1.3310844,-1.2472169,-1.1881357,-1.3028345,-1.3344277,1.489294,-1.049125,0.27278033,0.30350778,1.2010792,1.194477
-1.1344565,0.29191402,-0.66342574,-0.426549,-1.1194508,1.2020283,1.190127,-1.2604035,-1.0641463,0.32517406,1.3468547,-0.31009313,-1.1834397,-0.82754415,1.1459069,-1.0516962,-1.189381,0.7599284,0.23216866,-0.8986214,0.17077558,-0.27591756,1.0882877,-0.82377803,-0.7208499,-0.7783151,0.9464103,1.3464818,-1.2645786,-1.2054868,-1.3169737,-1.3501669,1.5241563,-1.072974,0.24140455,0.27766642,1.2190144,1.2159292
-1.1495012,0.27385998,-0.7035108,-0.4621647,-1.1360933,1.2254318,1.2107457,-1.2837505,-1.0853937,0.31697646,1.3570219,-0.3464902,-1.1959368,-0.86990654,1.1532717,-1.0789372,-1.1913304,0.78955775,0.20231059,-0.9243628,0.14790088,-0.30237272,1.1052107,-0.85579824,-0.71161586,-0.80816,0.95643497,1.3508482,-1.2818142,-1.219185,-1.330427,-1.3657048,1.5368478,-1.0872412,0.21744433,0.267179,1.2387718,1.2344344
-1.1665087,0.2440847,-0.7352202,-0.48705012,-1.1617047,1.2380029,1.2175524,-1.310485,-1.1023763,0.29296765,1.3752209,-0.3952734,-1.2147056,-0.89673424,1.1657395,-1.0961572,-1.2072325,0.815558,0.19463821,-0.9450837,0.12509708,-0.33229777,1.135364,-0.8828915,-0.7335104,-0.83610195,0.9542155,1.3635005,-1.2987442,-1.2359912,-1.3418975,-1.3810201,1.5502948,-1.1080619,0.1854071,0.24742706,1.2651373,1.2573273
-1.1815573,0.20382552,-0.76678234,-0.51548916,-1.1754923,1.2545142,1.2181609,-1.3232236,-1.1108594,0.27460435,1.3822601,-0.42573968,-1.2428164,-0.9210899,1.1674907,-1.1071597,-1.2230209,0.828082,0.14483257,-0.96559924,0.086095944,-0.3637335,1.1527736,-0.9004989,-0.7525262,-0.8647408,0.96170104,1.3721527,-1.31538,-1.25224,-1.3560107,-1.39612,1.5688738,-1.1263082,0.15903662,0.21983452,1.2883507,1.2704486
-1.1980654,0.16598797,-0.7874319,-0.5465443,-1.1845138,1.2529131,1.219143,-1.3355817,-1.1302264,0.25520492,1.3993239,-0.46464005,-1.2638294,-0.9420594,1.1755203,-1.1250685,-1.2391938,0.8733667,0.122096725,-0.98320186,0.0573022,-0.38482365,1.1857986,-0.9258365,-0.77286536,-0.8898159,0.9775611,1.3890775,-1.3317336,-1.2687232,-1.3685741,-1.4110118,1.5852314,-1.1442192,0.13377284,0.19683166,1.3090991,1.289776
-1.2129868,0.13860607,-0.8009653,-0.5727633,-1.1977059,1.2574304,1.2347944,-1.3479885,-1.1456817,0.22742653,1.424257,-0.4954116,-1.2785926,-0.95671016,1.1982166,-1.1489464,-1.2552053,0.89766574,0.08432443,-1.0037965,0.021779705,-0.41632852,1.2073927,-0.9439919,-0.79226756,-0.9203125,0.99372303,1.4222342,-1.3478162,-1.284988,-1.3826127,-1.4293799,1.6070503,-1.1637686,0.114533655,0.16262102,1.3261415,1.308537
-1.2291162,0.09509129,-0.8207341,-0.6003371,-1.211761,1.2840809,1.2561203,-1.3604345,-1.1678425,0.21416827,1.4443715,-0.5218265,-1.2932752,-0.97771174,1.2154605,-1.15951,-1.2583122,0.9307299,0.041025613,-1.0183091,-0.00068565446,-0.44606695,1.2175872,-0.9671372,-0.8114254,-0.94735813,0.9971936,1.4335169,-1.3636394,-1.3010374,-1.4010265,-1.4434712,1.6191689,-1.1800561,0.08601643,0.12913084,1.3437825,1.3327961
-1.2438898,0.04786451,-0.8455775,-0.6170475,-1.2224829,1.3082302,1.273219,-1.3729104,-1.1956894,0.1939996,1.4551617,-0.5548412,-1.3122383,-1.0041413,1.2281877,-1.177566,-1.2736777,0.967434,0.004876355,-1.0367024,-0.047179725,-0.46945372,1.2319851,-0.9886496,-0.8308792,-0.9717185,1.0078804,1.4459033,-1.3795323,-1.316875,-1.3898065,-1.4438676,1.6182435,-1.1952887,0.05491929,0.1028088,1.3671205,1.3365444
-1.2564608,0.012193706,-0.8633516,-0.62467796,-1.2479872,1.3391197,1.2717607,-1.3854043,-1.2127641,0.1722617,1.4812274,-0.58591366,-1.3289351,-1.0197647,1.2269701,-1.1937302,-1.2889595,1.0050149,-0.023528667,-1.055221,-0.09874272,-0.49003044,1.2563353,-1.0208746,-0.8540357,-0.99452543,1.0124964,1.4512564,-1.4040605,-1.3284495,-1.4007916,-1.4370784,1.635876,-1.2132624,0.027911041,0.075292625,1.3954866,1.3544074
-1.2710098,-0.026950648,-0.8892604,-0.64861864,-1.266616,1.3504633,1.268936,-1.3800076,-1.2087684,0.14290667,1.5068235,-0.63008016,-1.3426659,-1.0456424,1.2461275,-1.2097757,-1.3041096,1.0347741,-0.05345082,-1.0749207,-0.14595932,-0.51207536,1.2802582,-1.0408263,-0.8715596,-1.0242836,1.0215003,1.4560635,-1.4327223,-1.3472071,-1.4145758,-1.4489578,1.644599,-1.2253084,0.005277332,0.041020818,1.4316117,1.3594131
-1.2855017,-0.07957636,-0.90612185,-0.6817717,-1.2782396,1.363466,1.288902,-1.3916595,-1.2223365,0.11778402,1.5103129,-0.66224355,-1.3611342,-1.0471286,1.2613463,-1.2256994,-1.3199769,1.0785182,-0.090358175,-1.094611,-0.18618646,-0.5348374,1.2858168,-1.0580587,-0.9085965,-1.0429802,1.0164675,1.4678085,-1.4432427,-1.3621961,-1.4210745,-1.4609374,1.6516016,-1.2428576,-0.027581837,-0.0035270308,1.4445983,1.3758836
