方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9278589861596654,gen_fuel_gas_mw|gen_fuel_coal_pct|total_losses|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|da_as_as_req_mw_thirty_minutes_reserve|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct|total_lmp_da|gen_fuel_gas_pct|gen_fuel_wind_mw|da_as_as_mw_thirty_minutes_reserve|marginal_loss_price_da|gen_fuel_oil_mw|total_pjm_assigned_reg|gen_fuel_storage_mw|total_pjm_rmpcp_cr
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9254364866622476,total_losses|marginal_loss_price_da|total_lmp_da|system_energy_price_da|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|total_pjm_rmpcp_cr|total_pjm_assigned_reg|gen_fuel_multiple_fuels_pct|gen_fuel_gas_pct|gross_sched_interchange_mw|gen_fuel_nuclear_mw|wind_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_other_renewables_mw
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.908434998789925,gross_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|total_pjm_assigned_reg|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_mw|gen_fuel_gas_mw|total_losses|total_pjm_reg_purchases|da_as_as_mw_synchronized_reserve|total_pjm_rmpcp_cr|wind_generation_mw|total_lmp_da|gen_fuel_coal_mw|gen_fuel_coal_pct|da_as_as_req_mw_primary_reserve|system_energy_price_da
XGBoost,树模型特征重要性（2016）,0.9203344710561595,da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_primary_reserve|gross_sched_interchange_mw|gen_fuel_nuclear_mw|marginal_loss_price_da|total_losses|system_energy_price_da|total_pjm_reg_purchases|total_lmp_da|gen_fuel_coal_mw|gen_fuel_gas_mw|total_pjm_assigned_reg|marginal_loss_price_rt|gen_fuel_wind_mw|gen_fuel_coal_pct|da_as_as_mw_thirty_minutes_reserve
Lasso,线性稀疏（1996）,0.9114673145102576,gen_fuel_coal_mw|gen_fuel_coal_pct|total_losses|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct|total_lmp_da|total_pjm_reg_purchases|gen_fuel_wind_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_gas_pct|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|gen_fuel_storage_mw|total_pjm_rmpcp_cr|total_pjm_assigned_reg|gen_fuel_oil_mw
Pearson,相关系数排序（只看两两关系）,0.8846805971912006,gross_sched_interchange_mw|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_gas_mw|total_pjm_assigned_reg|total_pjm_reg_purchases|gen_fuel_gas_pct|gen_fuel_other_renewables_mw|total_pjm_rmpcp_cr|gen_fuel_multiple_fuels_mw|gen_fuel_wind_pct|gen_fuel_coal_mw
