feature,mask_mse,mask_r2,mask_sensitivity
da_as_as_mw_thirty_minutes_reserve,0.7237734794616699,0.28956605887873854,0.021717548370361328
da_as_total_mw_thirty_minutes_reserve,0.7163255214691162,0.2968767096286399,0.014269590377807617
da_as_as_req_mw_thirty_minutes_reserve,0.7031994462013245,0.30976089980617205,0.0011435151100158691
da_as_as_req_mw_primary_reserve,0.7098897099494934,0.303193925009521,0.007833778858184814
da_as_as_req_mw_synchronized_reserve,0.7109683752059937,0.3021351485985633,0.008912444114685059
total_pjm_assigned_reg,0.7070758938789368,0.30595585598079766,0.005019962787628174
da_as_as_mw_primary_reserve,0.7016539573669434,0.31127786383841516,-0.0004019737243652344
da_as_total_mw_primary_reserve,0.6989818811416626,0.3139007092847277,-0.003074049949645996
da_as_as_mw_synchronized_reserve,0.7082558274269104,0.30479766743341874,0.006199896335601807
total_pjm_reg_purchases,0.7039274573326111,0.309046264316005,0.0018715262413024902
gen_fuel_other_renewables_mw,0.7343437671661377,0.2791905531144925,0.0322878360748291
total_lmp_da,0.7114120125770569,0.30169965598484494,0.009356081485748291
total_pjm_rmpcp_cr,0.7009461522102356,0.31197266263431067,-0.001109778881072998
forecast_load_mw_day_ahead,0.7137691974639893,0.2993859657045851,0.011713266372680664
total_pjm_rmccp_cr,0.7017982006072998,0.3111363201640168,-0.00025773048400878906
da_as_total_mw_synchronized_reserve,0.7052497863769531,0.3077483042484711,0.0031938552856445312
system_energy_price_da,0.7089319229125977,0.30413408141871123,0.0068759918212890625
gen_fuel_multiple_fuels_pct,0.7099708318710327,0.30311429240110555,0.007914900779724121
gen_fuel_multiple_fuels_mw,0.7155616283416748,0.2976265595386087,0.013505697250366211
marginal_loss_price_rt,0.7032310962677002,0.30972980135751593,0.0011751651763916016
gen_fuel_gas_pct,0.7179813981056213,0.2952513583562275,0.015925467014312744
marginal_loss_price_da,0.7098017334938049,0.30328030323731425,0.007745802402496338
total_lmp_rt,0.7053669095039368,0.30763334288772193,0.003310978412628174
rmccp,0.702491819858551,0.3104554699370039,0.00043588876724243164
system_energy_price_rt,0.7038462162017822,0.3091260112569524,0.0017902851104736328
rmpcp,0.6966755390167236,0.31616455058111226,-0.005380392074584961
gen_fuel_wind_pct,0.708023190498352,0.3050260466657375,0.005967259407043457
wind_generation_mw,0.7065908312797546,0.3064319938095794,0.004534900188446045
gross_inadv_interchange_mw,0.7229006290435791,0.290422809705963,0.020844697952270508
da_as_mcp_primary_reserve,0.7130334377288818,0.3001081471418525,0.010977506637573242
total_pjm_rt_load_mwh,0.7196942567825317,0.293570098475753,0.017638325691223145
metered_load_mw,0.7172218561172485,0.29599692079625295,0.015165925025939941
forecast_load_mw_latest_available,0.7189520597457886,0.29429862536853657,0.01689612865447998
gross_actual_interchange_mw,0.7084757089614868,0.3045818647796006,0.006419777870178223
total_pjm_loc_credit,0.7127569317817688,0.3003795725724031,0.010701000690460205
total_losses,0.7194344401359558,0.29382511718798676,0.017378509044647217
net_inadv_interchange_mw,0.7065925598144531,0.30643033598786795,0.004536628723144531
da_as_nsr_mw_primary_reserve,0.6986678838729858,0.3142089497905256,-0.003388047218322754
total_pjm_self_sched_reg,0.7233917117118835,0.28994078375179233,0.02133578062057495
da_as_ss_mw_synchronized_reserve,0.7014709115028381,0.31145753741217685,-0.000585019588470459
da_as_ss_mw_thirty_minutes_reserve,0.6946479678153992,0.3181547369625757,-0.007407963275909424
da_as_ss_mw_primary_reserve,0.6992825269699097,0.3136056170200895,-0.0027734041213989258
gen_fuel_coal_pct,0.7012931108474731,0.31163206602200655,-0.0007628202438354492
congestion_price_rt,0.7048223614692688,0.3081679046402659,0.002766430377960205
da_as_mcp_synchronized_reserve,0.7057629227638245,0.30724466944578566,0.003706991672515869
congestion_price_da,0.7246777415275574,0.2886784382679216,0.02262181043624878
