field,gate_seed_42,gate_seed_43,gate_seed_44,gate_mean,gate_std,selection_frequency,consensus_active
gen_fuel_wind_mw,0.3952086269855499,0.43235883116722107,0.3532182276248932,0.39359521865844727,0.032329149544239044,3,1
gen_fuel_solar_mw,0.3011966049671173,0.3339465856552124,0.2540355920791626,0.29639291763305664,0.03279988095164299,3,1
gen_fuel_natural_gas_mw,0.23257848620414734,0.2456507831811905,0.20883743464946747,0.22902224957942963,0.015237909741699696,3,1
gen_fuel_hydro_mw,0.08139809966087341,0.11639993637800217,0.07272741943597794,0.09017515182495117,0.018878554925322533,3,1
system_load_day_ahead_mw,0.24640238285064697,1.9441800599984127e-11,0.20082496106624603,0.14907579123973846,0.1070421040058136,2,1
gen_fuel_coal_mw,0.12189136445522308,0.0,0.1546735018491745,0.0921882912516594,0.06654661148786545,2,1
area_1_load_day_ahead_mw,0.0,0.11513178050518036,0.03783968463540077,0.05099048838019371,0.047913387417793274,2,1
reserve_spin_r3_mw,0.0,0.12445461004972458,0.021391432732343674,0.04861534759402275,0.05433288961648941,2,1
reserve_spin_r1_mw,3.528208253555931e-05,0.13717849552631378,9.519879313302226e-06,0.04574109986424446,0.06465600430965424,1,0
reserve_spin_r2_mw,0.0,0.11802191287279129,0.0,0.03934063762426376,0.05563606321811676,1,0
area_2_net_export_mw,1.9349845103988628e-07,0.07039769738912582,5.971879349538078e-13,0.023465963080525398,0.033185750246047974,1,0
area_1_net_export_mw,0.0,0.0527222566306591,6.585140961169744e-13,0.017574084922671318,0.024853510782122612,1,0
area_2_load_actual_mw,0.0,0.0,0.03493610396981239,0.011645368300378323,0.016469037160277367,1,0
area_1_load_actual_mw,0.020372936502099037,0.0,0.0,0.006790978834033012,0.00960389431566,1,0
area_2_load_day_ahead_mw,0.0070019992999732494,0.0,0.0,0.0023339998442679644,0.003300773911178112,0,0
area_3_load_actual_mw,0.004985074978321791,0.0,0.0,0.0016616916982457042,0.00234998669475317,0,0
area_3_net_export_mw,0.002382062142714858,0.0,0.0,0.000794020714238286,0.0011229149531573057,0,0
system_load_actual_mw,0.0,2.1890168586552178e-18,0.0,7.2967230345133535e-19,1.0319124670508476e-18,0,0
area_3_load_day_ahead_mw,0.0,0.0,3.72172208870709e-36,1.2405740594633973e-36,0.0,0,0
reserve_reg_up_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_reg_down_mw,0.0,0.0,0.0,0.0,0.0,0,0
