index,role,name
0,center,net_sched_interchange_mw
1,feature,total_pjm_rmccp_cr
2,feature,gen_fuel_coal_mw
3,feature,da_as_as_mw_thirty_minutes_reserve
4,feature,da_as_total_mw_thirty_minutes_reserve
5,feature,gross_sched_interchange_mw
6,feature,gen_fuel_nuclear_mw
7,feature,da_as_as_req_mw_primary_reserve
8,feature,da_as_as_req_mw_synchronized_reserve
9,feature,da_as_as_mw_primary_reserve
10,feature,da_as_total_mw_primary_reserve
11,feature,da_as_as_mw_synchronized_reserve
12,feature,da_as_total_mw_synchronized_reserve
13,feature,system_energy_price_da
14,feature,total_lmp_da
15,feature,total_pjm_rmpcp_cr
16,feature,rmpcp
17,feature,forecast_load_mw_day_ahead
18,feature,gen_fuel_gas_mw
19,feature,wind_generation_mw
20,feature,gen_fuel_wind_mw
21,feature,da_as_as_req_mw_thirty_minutes_reserve
22,feature,total_pjm_assigned_reg
23,feature,total_pjm_reg_purchases
24,feature,gen_fuel_other_renewables_mw
25,feature,gen_fuel_multiple_fuels_pct
26,feature,gen_fuel_multiple_fuels_mw
27,feature,total_lmp_rt
28,feature,system_energy_price_rt
29,feature,rmccp
30,feature,da_as_mcp_synchronized_reserve
31,feature,gen_fuel_storage_mw
32,feature,da_as_mcp_primary_reserve
33,feature,marginal_loss_price_rt
34,feature,gen_fuel_gas_pct
35,feature,marginal_loss_price_da
36,feature,gen_fuel_wind_pct
37,feature,congestion_price_rt
38,feature,total_pjm_rt_load_mwh
39,feature,gross_inadv_interchange_mw
40,feature,total_losses
41,feature,gen_fuel_oil_mw
42,feature,congestion_price_da
43,feature,gen_fuel_other_renewables_pct
44,feature,metered_load_mw
45,feature,forecast_load_mw_latest_available
46,feature,prelim_load_avg_hourly
47,feature,gross_actual_interchange_mw
48,feature,total_pjm_loc_credit
49,feature,da_as_nsr_mw_primary_reserve
50,feature,da_as_ss_mw_synchronized_reserve
51,feature,total_pjm_self_sched_reg
52,feature,da_as_ss_mw_thirty_minutes_reserve
53,feature,gen_fuel_coal_pct
54,feature,gen_fuel_nuclear_pct
55,feature,gen_fuel_hydro_mw
56,feature,net_inadv_interchange_mw
57,feature,da_as_ss_mw_primary_reserve
58,feature,gen_fuel_solar_mw
59,feature,solar_generation_mw
