目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段
bus_215_va_deg,节点215电压相角,95%,5,Lasso,DGatingDNN,0.9450432323554367,0.987103300333146,34,area_1_fuel_coal_mw|area_1_load_day_ahead_mw|gen_fuel_wind_mw|area_1_fuel_solar_mw|gen_fuel_solar_mw
bus_215_va_deg,节点215电压相角,95%,5,Lasso,STG,0.9401991614226284,0.987103300333146,34,gen_fuel_solar_mw|area_1_fuel_coal_mw|area_1_load_day_ahead_mw|area_1_load_actual_mw|area_2_fuel_coal_mw
bus_215_va_deg,节点215电压相角,95%,5,Lasso,LassoNet,0.873933007460194,0.987103300333146,34,system_losses_mw|area_3_fuel_solar_mw|area_1_fuel_natural_gas_mw|area_1_net_export_mw|area_1_fuel_wind_mw
bus_215_va_deg,节点215电压相角,95%,5,Lasso,XGBoost,0.9295531384381843,0.987103300333146,34,system_losses_mw|area_3_fuel_solar_mw|area_1_fuel_solar_mw|area_1_load_day_ahead_mw|area_1_fuel_wind_mw
bus_215_va_deg,节点215电压相角,95%,5,Lasso,Lasso,0.947847039982342,0.987103300333146,34,area_1_load_actual_mw|gen_fuel_solar_mw|area_2_generation_mw|area_1_fuel_coal_mw|area_2_fuel_coal_mw
bus_215_va_deg,节点215电压相角,95%,5,Lasso,Pearson,0.7897938681308299,0.987103300333146,34,system_losses_mw|area_2_fuel_natural_gas_mw|area_2_fuel_coal_mw|area_2_generation_mw|reserve_spin_r2_mw
bus_215_va_deg,节点215电压相角,97%,7,Lasso,DGatingDNN,0.9511469012310743,0.987103300333146,34,area_1_fuel_coal_mw|area_1_load_day_ahead_mw|gen_fuel_wind_mw|area_1_fuel_solar_mw|gen_fuel_solar_mw|area_2_generation_mw|area_3_fuel_coal_mw
bus_215_va_deg,节点215电压相角,97%,7,Lasso,STG,0.9517517590687713,0.987103300333146,34,gen_fuel_solar_mw|area_1_fuel_coal_mw|area_1_load_day_ahead_mw|area_1_load_actual_mw|area_2_fuel_coal_mw|area_1_fuel_solar_mw|system_losses_mw
bus_215_va_deg,节点215电压相角,97%,7,Lasso,LassoNet,0.9411594146106806,0.987103300333146,34,system_losses_mw|area_3_fuel_solar_mw|area_1_fuel_natural_gas_mw|area_1_net_export_mw|area_1_fuel_wind_mw|area_1_load_actual_mw|reserve_reg_up_mw
bus_215_va_deg,节点215电压相角,97%,7,Lasso,XGBoost,0.9390585993856224,0.987103300333146,34,system_losses_mw|area_3_fuel_solar_mw|area_1_fuel_solar_mw|area_1_load_day_ahead_mw|area_1_fuel_wind_mw|area_1_generation_mw|reserve_reg_up_mw
bus_215_va_deg,节点215电压相角,97%,7,Lasso,Lasso,0.9610127939121944,0.987103300333146,34,area_1_load_actual_mw|gen_fuel_solar_mw|area_2_generation_mw|area_1_fuel_coal_mw|area_2_fuel_coal_mw|area_1_fuel_solar_mw|area_1_net_export_mw
bus_215_va_deg,节点215电压相角,97%,7,Lasso,Pearson,0.7863052105118078,0.987103300333146,34,system_losses_mw|area_2_fuel_natural_gas_mw|area_2_fuel_coal_mw|area_2_generation_mw|reserve_spin_r2_mw|area_2_load_actual_mw|area_2_load_day_ahead_mw
