方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.6461489948149052,gen_fuel_multiple_fuels_pct|marginal_loss_price_rt|gen_fuel_coal_mw|system_energy_price_rt|gen_fuel_gas_pct|rmccp|gross_inadv_interchange_mw|da_as_as_req_mw_synchronized_reserve|gen_fuel_oil_pct|solar_generation_mw|gen_fuel_storage_mw|gen_fuel_nuclear_mw|gen_fuel_nuclear_pct|gen_fuel_hydro_pct|da_as_mcp_primary_reserve|total_pjm_loc_credit|da_as_mcp_synchronized_reserve|total_pjm_assigned_reg|system_energy_price_da|gen_fuel_other_renewables_pct|gen_fuel_oil_mw|da_as_as_mw_thirty_minutes_reserve
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.6314060754804449,gross_inadv_interchange_mw|marginal_loss_price_rt|gen_fuel_solar_pct|gen_fuel_multiple_fuels_pct|da_as_mcp_synchronized_reserve|rmccp|gen_fuel_coal_pct|gen_fuel_gas_pct|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_mw|system_energy_price_da|system_energy_price_rt|total_pjm_loc_credit|da_as_as_req_mw_primary_reserve|da_as_nsr_mw_primary_reserve|da_as_mcp_primary_reserve|total_pjm_rmccp_cr|total_pjm_assigned_reg|total_pjm_reg_purchases|da_as_as_req_mw_synchronized_reserve|solar_generation_mw
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.6212446510369818,system_energy_price_rt|gen_fuel_multiple_fuels_pct|da_as_mcp_synchronized_reserve|da_as_as_req_mw_synchronized_reserve|gen_fuel_gas_pct|total_pjm_loc_credit|marginal_loss_price_rt|gen_fuel_coal_pct|gross_inadv_interchange_mw|gen_fuel_multiple_fuels_mw|da_as_nsr_mw_primary_reserve|gen_fuel_storage_mw|system_energy_price_da|gen_fuel_coal_mw|gen_fuel_oil_mw|gen_fuel_oil_pct|solar_generation_mw|gen_fuel_solar_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_other_renewables_pct|gen_fuel_gas_mw|da_as_mcp_primary_reserve
XGBoost,树模型特征重要性（2016）,0.6817067291113501,system_energy_price_rt|marginal_loss_price_rt|gen_fuel_solar_pct|da_as_as_req_mw_primary_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_gas_pct|rmccp|da_as_mcp_synchronized_reserve|gen_fuel_coal_pct|gen_fuel_solar_mw|total_pjm_rmccp_cr|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_mw|gen_fuel_oil_pct|da_as_as_req_mw_thirty_minutes_reserve|da_as_nsr_mw_primary_reserve|gen_fuel_other_renewables_pct|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_hydro_pct|da_as_as_mw_thirty_minutes_reserve|total_pjm_loc_credit
Lasso,线性稀疏（1996）,0.6044883517322364,system_energy_price_rt|gen_fuel_multiple_fuels_mw|system_energy_price_da|solar_generation_mw|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmccp_cr|da_as_mcp_primary_reserve|da_as_as_req_mw_primary_reserve|rmccp|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_nsr_mw_primary_reserve|da_as_mcp_synchronized_reserve|prelim_load_avg_hourly|forecast_load_mw_latest_available|gen_fuel_solar_pct|gen_fuel_coal_mw|gen_fuel_gas_mw
Pearson,相关系数排序（只看两两关系）,0.627620084505162,system_energy_price_rt|marginal_loss_price_rt|system_energy_price_da|gen_fuel_oil_pct|gen_fuel_oil_mw|rmccp|gen_fuel_multiple_fuels_mw|total_pjm_rmccp_cr|prelim_load_avg_hourly|total_pjm_rt_load_mwh|forecast_load_mw_latest_available|gen_fuel_nuclear_pct|gen_fuel_multiple_fuels_pct|da_as_as_mw_thirty_minutes_reserve|gen_fuel_other_renewables_pct|gen_fuel_gas_mw|da_as_mcp_synchronized_reserve|da_as_mcp_primary_reserve|gen_fuel_storage_mw|gen_fuel_coal_mw|gen_fuel_hydro_mw|total_pjm_loc_credit
