wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9058109,0.6593612,1.0592287,0.67657876,0.65867287,0.65614367,0.80520606,0.6703405,0.69358826,0.6630994,0.66185236,0.8803749,0.93995184,0.6994082,0.6913366,0.6882508,0.75681084,0.6737806,0.6499762,0.7265675,0.6784657,0.9138442,0.6918169,0.67770153,0.6516807,0.9908813,0.670034,0.66636974,0.66481316,0.6733517,0.6822778,0.6491779,0.7170342,0.6856593,0.7096308,0.6672977,0.669305,0.6872864,0.6670871,0.69275326,0.653745,0.66199213,0.7347409,0.8312966,0.7556177,0.75190955,0.6694546,0.7249159,0.7231893
0.7236631,0.43972045,0.9265664,0.4941389,0.43491316,0.4426349,0.6653711,0.46443403,0.47482398,0.46131605,0.45104215,0.6965355,0.77529323,0.52129406,0.4904306,0.4570824,0.5506764,0.45925933,0.4486578,0.5310183,0.44395757,0.7494781,0.4691134,0.4566216,0.42975625,0.85345507,0.43371227,0.46137893,0.4338505,0.46734276,0.4668804,0.42234522,0.52334386,0.4795488,0.47894228,0.4400654,0.45827347,0.48028037,0.4402032,0.50964946,0.42365912,0.44154468,0.6348747,0.7170544,0.6227077,0.6804853,0.47655857,0.6262599,0.51616883
0.5909019,0.29314753,0.8174482,0.38137412,0.3028907,0.29206985,0.5408697,0.31996432,0.31716388,0.31979957,0.2998339,0.5640005,0.6412977,0.39746013,0.35531116,0.29528126,0.39499032,0.31343278,0.31081772,0.40329692,0.28030118,0.6186187,0.3242091,0.30586553,0.27594647,0.75637823,0.2783538,0.31697083,0.28408134,0.31886148,0.30973756,0.28235376,0.38160625,0.3446975,0.3135989,0.28252327,0.31266642,0.3346189,0.28247184,0.3650653,0.27907252,0.2870823,0.5376194,0.60409653,0.48163557,0.6441387,0.32248774,0.5044545,0.37727016
0.4801919,0.20384684,0.7163427,0.31998667,0.21522346,0.19639845,0.44926274,0.21746919,0.20977642,0.22691496,0.19178006,0.4599477,0.536175,0.3116948,0.2554895,0.1835461,0.28720316,0.21729179,0.21401419,0.3166523,0.1751002,0.5121148,0.2269083,0.2024154,0.17447782,0.6771002,0.17949894,0.21592207,0.18459658,0.21103522,0.19817986,0.18757492,0.26958206,0.25430062,0.20686303,0.17491493,0.21532585,0.22637734,0.17717321,0.28261438,0.18423958,0.18036349,0.4539413,0.50433946,0.35533035,0.6333549,0.2149643,0.42825177,0.2816315
0.39625365,0.1401178,0.63356584,0.28259957,0.15710701,0.12808567,0.38139537,0.14672996,0.13428207,0.1595716,0.11765594,0.3821338,0.45289657,0.26143506,0.19039476,0.11054777,0.20611134,0.15438235,0.1436277,0.24783498,0.10615701,0.4309605,0.16446745,0.14126052,0.10679097,0.6210679,0.11870206,0.15192468,0.11336981,0.13370362,0.12428827,0.12325584,0.18897839,0.1986372,0.1378143,0.10814752,0.15443933,0.14942907,0.10537759,0.22032522,0.120382406,0.10950375,0.38769183,0.4715748,0.27724186,0.60020405,0.13699153,0.37215486,0.21894413
0.3266247,0.10263919,0.55967486,0.24979244,0.11448549,0.08755615,0.3274786,0.09924894,0.08667194,0.11777768,0.06928729,0.3135498,0.3861423,0.21569383,0.1393634,0.06799311,0.15279494,0.115318164,0.09670239,0.20764564,0.06298983,0.3590128,0.11733435,0.09862142,0.06296758,0.56767213,0.081295975,0.105099,0.067079484,0.08303514,0.08620195,0.08197771,0.13141347,0.15932317,0.09126712,0.06440423,0.110659555,0.09853975,0.06323825,0.18171851,0.079393886,0.06666244,0.34042224,0.45055974,0.22639082,0.5968418,0.085816234,0.32496032,0.16860174
0.27397487,0.07543899,0.48598132,0.22996096,0.0853701,0.060781408,0.29148194,0.06453799,0.056855954,0.086059175,0.0399752,0.2589932,0.33337316,0.18261671,0.10380987,0.040950768,0.114990234,0.08738218,0.064865515,0.17584331,0.03605513,0.3029343,0.084099434,0.06956036,0.03744127,0.5239139,0.053253595,0.069486424,0.03816323,0.052045416,0.0541612,0.053628128,0.091067255,0.13236098,0.06323052,0.038367774,0.08340935,0.06241568,0.03671165,0.15770337,0.04959179,0.038764674,0.29405737,0.42997456,0.19314674,0.5880036,0.052049212,0.2859735,0.13392298
0.22791734,0.0544538,0.42244434,0.20994824,0.065566085,0.042363197,0.26255456,0.041863482,0.039422937,0.061660685,0.022206116,0.20952672,0.2914274,0.15416098,0.08057291,0.023768157,0.086772144,0.06721169,0.04390589,0.15302156,0.019489788,0.25869536,0.060817003,0.04787653,0.021033864,0.48712108,0.035181463,0.050195944,0.02107476,0.030847909,0.032978863,0.034417223,0.06026716,0.10681843,0.045194093,0.022569377,0.065530784,0.03914128,0.02032875,0.13437161,0.031079091,0.021771785,0.26059783,0.4144032,0.16423135,0.57495975,0.030053869,0.24146381,0.10484492
0.19710231,0.039222594,0.37177137,0.19385418,0.049420923,0.031421173,0.23423281,0.025974497,0.02718844,0.044675294,0.011632266,0.1812855,0.2508144,0.13096699,0.06180253,0.0135908825,0.06548811,0.05310065,0.02991899,0.13476369,0.010125507,0.2119712,0.041607123,0.033094544,0.011566929,0.4568267,0.023610076,0.037729528,0.010855473,0.017557533,0.019013422,0.021430278,0.03886089,0.088520415,0.034558494,0.01304323,0.05589826,0.023804367,0.010651914,0.12649882,0.018881956,0.011342725,0.22975087,0.39860943,0.13930292,0.55701387,0.016724644,0.21719843,0.084312394
