wind_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.040876415,0.14630674,0.60146135,0.0009446997,0.25605565,2.7394513e-05,7.91243e-09,0.077127226,4.1545622e-06,0.012043584,0.06646835,0.25168815,0.03904576,0.41789526,7.063208e-05,0.00039808112,2.0001876e-06,0.020481456,0.5980085,2.5458894e-07,1.5716145e-12,0.3090924,0.043864537,0.014791777,7.487437e-08,2.7698866e-07,1.3771688e-07,8.15292e-06,6.263855e-07,2.2981781e-07,0.093391165,1.4716128e-05,0.0012805155,0.0035830333,0.04605231,0.0025723672,1.052531e-06,0.019504216,0.039332554,0.11672767,0.036129378
0.044875946,0.13708009,0.59471285,0.0005319926,0.25059855,1.1192189e-05,1.172796e-09,0.07303982,1.0925445e-06,0.010403813,0.06428022,0.24901932,0.03578158,0.41302684,2.7786355e-05,0.00018169818,5.657593e-07,0.015616422,0.590269,6.022783e-08,1.0786728e-13,0.29764256,0.042446412,0.013367424,1.5992669e-08,6.170934e-08,2.9427492e-08,2.597345e-06,1.5049244e-07,5.320559e-08,0.088023946,4.87281e-06,0.0007261998,0.0022078166,0.04550181,0.0015023082,3.0513812e-07,0.016769262,0.033820957,0.10849885,0.036063384
0.043476876,0.12466422,0.5859011,0.00028537965,0.24390614,4.263574e-06,1.494408e-10,0.07284307,2.579712e-07,0.007882943,0.06146255,0.24708176,0.03212034,0.40806273,1.002835e-05,7.708888e-05,1.4495578e-07,0.011656134,0.585432,1.2729424e-08,5.960174e-15,0.28756022,0.039262418,0.01257159,3.0265317e-09,1.2219689e-08,5.5704925e-09,7.5570466e-07,3.2341436e-08,1.0986177e-08,0.0881686,1.4814472e-06,0.00038561274,0.0012323906,0.045401886,0.0008351729,8.033562e-08,0.014108785,0.028671192,0.10717722,0.034994066
0.043636918,0.11775238,0.57896984,0.00014561947,0.23735802,1.5075306e-06,1.6175502e-11,0.07091288,5.43831e-08,0.0058974405,0.061642658,0.2432413,0.030213084,0.4027475,3.3343372e-06,3.0381101e-05,3.340873e-08,0.00855851,0.57904446,2.3829174e-09,2.6037322e-16,0.27710998,0.03752357,0.011961987,5.0272736e-10,2.1316702e-09,9.255482e-10,1.9957481e-07,6.1634617e-09,2.0053883e-09,0.08591934,4.106708e-07,0.00019341182,0.0006245502,0.044875216,0.0004361012,1.9068692e-08,0.0123142805,0.023266684,0.101271495,0.03378741
0.04364776,0.10955539,0.5718652,7.039929e-05,0.23265871,4.921019e-07,1.4679155e-12,0.070550606,1.0149839e-08,0.004206466,0.05891293,0.23909868,0.029818486,0.39604524,1.0162307e-06,1.1103415e-05,6.870379e-09,0.0060863034,0.5741509,3.9138165e-10,8.8152936e-18,0.26675823,0.036864247,0.010512337,7.2552034e-11,3.2437003e-10,1.3360978e-10,4.7529973e-08,1.0319927e-09,3.205126e-10,0.08371001,1.03096404e-07,9.131941e-05,0.00028176457,0.044664934,0.00021337625,4.0482218e-09,0.009495671,0.020184055,0.09721243,0.03346724
0.04341217,0.1028867,0.5639172,3.2229596e-05,0.22781886,1.4740385e-07,1.10095974e-13,0.068151325,1.6620406e-09,0.0028660502,0.05752731,0.23647408,0.027302789,0.3912088,2.820214e-07,3.7498528e-06,1.2495918e-09,0.0042157816,0.56954855,5.5822954e-11,2.2625494e-19,0.2580745,0.03394294,0.0097036045,8.996332e-12,4.2594293e-11,1.6572377e-11,1.0129093e-08,1.5028893e-10,4.4385714e-11,0.08256951,2.3261853e-08,4.0537012e-05,0.0001141649,0.043793757,9.763652e-05,7.6209195e-10,0.007964528,0.01641683,0.0930473,0.032534447
0.04265056,0.09693112,0.5570256,1.38916575e-05,0.22199512,4.0253486e-08,6.718042e-15,0.06876112,2.363517e-10,0.0018566028,0.056564536,0.23310542,0.02550889,0.38607648,7.086931e-08,1.1624991e-06,1.9909026e-10,0.0028320143,0.56354135,6.837264e-12,4.2959044e-21,0.2467467,0.031871762,0.009524317,9.468973e-13,4.770301e-12,1.7448764e-12,1.9151472e-09,1.8826704e-11,5.2655063e-12,0.08201425,4.67855e-09,1.6863834e-05,4.1549163e-05,0.043862913,4.162694e-05,1.2602604e-10,0.006437945,0.013296211,0.088410005,0.0316838
0.04253233,0.0900994,0.5494891,5.618923e-06,0.21787547,9.950873e-09,3.278045e-16,0.06656226,2.886467e-11,0.00115269,0.055127952,0.23174424,0.023832176,0.3806614,1.6001254e-08,3.293518e-07,2.7496708e-11,0.001859626,0.5584296,7.1038835e-13,5.871941e-23,0.23771808,0.031306423,0.008832456,8.348291e-14,4.4983242e-13,1.5389125e-13,3.1828237e-10,2.0043505e-12,5.284826e-13,0.07975823,8.3126867e-10,6.553748e-06,1.3934927e-05,0.042164173,1.6613947e-05,1.812096e-11,0.005142506,0.010699245,0.086873695,0.031353436
0.04291891,0.08573755,0.5437453,2.1210776e-06,0.21238962,2.2098239e-09,1.2549728e-17,0.066978365,2.990579e-12,0.0006824487,0.05419903,0.22693044,0.02244049,0.37624663,3.221718e-09,8.4683045e-08,3.2546526e-12,0.0011741623,0.55268407,6.1780706e-14,5.60491e-25,0.2278078,0.03005871,0.008217908,6.0763323e-15,3.5218163e-14,1.1205335e-14,4.602478e-11,1.7897835e-13,4.4269625e-14,0.07899142,1.2920955e-10,2.3699529e-06,4.2397855e-06,0.041807756,6.16712e-06,2.240437e-12,0.0040075225,0.008226777,0.08171206,0.031251423
0.04254499,0.08060335,0.53403735,7.435715e-07,0.20952098,4.3718346e-10,3.6914217e-19,0.06376173,2.5936873e-13,0.0003836429,0.053843364,0.2259275,0.023791637,0.369786,5.7326754e-10,1.961752e-08,3.2607134e-13,0.0007167833,0.5492429,4.4320444e-15,3.6106815e-27,0.21842827,0.029107137,0.007928927,3.593526e-16,2.2543087e-15,6.629587e-16,5.7268526e-12,1.3212615e-14,3.049305e-15,0.076291345,1.7384257e-11,7.930117e-07,1.1705439e-06,0.040648293,2.1195015e-06,2.353067e-13,0.002859026,0.0063824686,0.07963051,0.03016839
0.04088262,0.07575463,0.5290757,2.4077255e-07,0.20524754,7.6355484e-11,8.151133e-21,0.06298511,1.8556611e-14,0.0002052951,0.053229738,0.22249813,0.02123023,0.36727288,8.928329e-11,4.062849e-09,2.7276973e-14,0.00042144168,0.5421381,2.581016e-16,1.5104512e-29,0.2076042,0.02870217,0.0070893806,1.6968419e-17,1.1600065e-16,3.1318726e-17,6.057955e-13,7.9372715e-16,1.6991153e-16,0.07620145,2.0012297e-12,2.4416852e-07,2.9234454e-07,0.039075837,6.7121107e-07,2.071674e-14,0.0020397136,0.0048805033,0.07902467,0.028354125
0.04155478,0.07120369,0.5219418,7.157367e-08,0.2004275,1.1657416e-11,1.3168081e-22,0.06265404,1.0777927e-15,0.00010479779,0.05298994,0.22040795,0.01984434,0.3625734,1.20429005e-11,7.4558193e-10,1.8771076e-15,0.00023741492,0.53925765,1.198867e-17,3.9273786e-32,0.19815376,0.02627971,0.006876566,6.275477e-19,4.7102807e-18,1.1588404e-18,5.3762587e-14,3.8133847e-17,7.522871e-18,0.07443656,1.94638e-13,6.8745656e-08,6.5575584e-08,0.038711634,1.9472456e-07,1.5069098e-15,0.0014021822,0.0036225517,0.07627259,0.030288039
0.041415192,0.06812226,0.5164215,1.9404585e-08,0.1962582,1.5391789e-12,1.5123271e-24,0.06278533,4.9931894e-17,5.0653565e-05,0.052495327,0.21752869,0.020161571,0.35825,1.3906666e-12,1.2009697e-10,1.045447e-16,0.00012837496,0.53420043,4.3564584e-19,6.036636e-35,0.18948402,0.025748182,0.006599616,1.7795755e-20,1.4787257e-19,3.2879615e-20,3.9454757e-15,1.4375109e-18,2.5947945e-19,0.07404156,1.5774391e-14,1.7577248e-08,1.3108695e-08,0.038363893,5.141985e-08,8.912954e-17,0.0009657975,0.0025133207,0.074385315,0.029739479
0.041168448,0.06394045,0.51055807,4.764022e-09,0.19255805,1.7370754e-13,1.1957623e-26,0.062361926,1.8097134e-18,2.3151259e-05,0.051728893,0.21475315,0.018865103,0.3539624,1.3575985e-13,1.6805005e-11,4.628559e-18,6.6128596e-05,0.5300091,1.2122623e-20,5.1758943e-38,0.18081173,0.02570217,0.0059016105,3.7796212e-22,3.5088343e-21,6.98735e-22,2.3566908e-16,4.1631858e-20,6.821976e-21,0.07198986,1.0493194e-15,4.0509978e-09,2.3151718e-09,0.0366052,1.2260674e-08,4.212497e-18,0.0006099202,0.0018379289,0.07155407,0.028900223
0.0400096,0.059992343,0.50395954,1.0509813e-09,0.18795733,1.6544183e-14,6.278184e-29,0.061846074,5.022748e-20,9.970471e-06,0.051759586,0.21282513,0.0188635,0.34945393,1.1050818e-14,2.0197758e-12,1.5971616e-19,3.2399534e-05,0.5267559,2.5228355e-22,2.313e-41,0.17158459,0.023611408,0.0057874043,5.857527e-24,6.137421e-23,1.0835677e-23,1.1260037e-17,9.049705e-22,1.3344891e-22,0.07186394,5.635053e-17,8.347452e-10,3.5785183e-10,0.03492121,2.6215063e-09,1.5606074e-19,0.00038368645,0.0012339818,0.071066916,0.0271084
0.040481415,0.05718068,0.49737564,2.0659939e-10,0.18460679,1.3113365e-15,2.101178e-31,0.059252057,1.042544e-21,4.029956e-06,0.051424246,0.21071784,0.018037902,0.34577003,7.3883036e-16,2.0595513e-13,4.202853e-21,1.5039602e-05,0.52325714,3.8247617e-24,6e-45,0.16215004,0.02219827,0.0057674623,6.434151e-26,7.695553e-25,1.1910687e-25,4.2218544e-19,1.4388174e-23,1.8908803e-24,0.07349737,2.3989162e-18,1.5244053e-10,4.7898466e-11,0.035163485,4.9818644e-10,4.4368805e-21,0.00023146388,0.0008019282,0.0683071,0.027502356
0.039993275,0.054081257,0.49261567,3.586084e-11,0.1816685,8.5190696e-17,4.2785634e-34,0.0596125,1.5763588e-23,1.5213814e-06,0.05078852,0.20746554,0.017729724,0.3417732,3.9906693e-17,1.7579107e-14,8.2328945e-23,6.5929016e-06,0.5189681,4.102329e-26,0.0,0.15299758,0.022427185,0.0048171044,4.8489576e-28,6.7048316e-27,8.983104e-28,1.2162729e-20,1.6256561e-25,1.8834376e-26,0.071519434,7.935064e-20,2.4436805e-11,5.487882e-12,0.035140894,8.3368056e-11,9.45599e-23,0.00013443487,0.00049660506,0.06774018,0.026505873
0.038811244,0.051280614,0.48758098,5.4421454e-12,0.17809887,4.4607807e-18,5.0242106e-37,0.059404,1.6861692e-25,5.3375373e-07,0.05151542,0.20420943,0.017072406,0.3386606,1.7100638e-18,1.2376028e-15,1.1687713e-24,2.716057e-06,0.51442564,3.0125242e-28,0.0,0.1440711,0.021181649,0.0047563636,2.4170293e-30,3.9194546e-29,4.4815216e-30,2.6302173e-22,1.2638698e-27,1.2752686e-28,0.069947146,1.994746e-21,3.4030203e-12,5.314554e-13,0.033459485,1.2161363e-11,1.4718946e-24,7.4478114e-05,0.00029995546,0.066986024,0.02643173
0.039603524,0.048448,0.48361295,7.143339e-13,0.17561959,1.848338e-19,3.19681e-40,0.058716252,1.2347769e-27,1.7306455e-07,0.051185306,0.20232005,0.01684599,0.33479378,5.698522e-20,7.0716173e-17,1.1670384e-26,1.0470518e-06,0.50944126,1.459749e-30,0.0,0.13504077,0.020339223,0.0045180037,7.645085e-33,1.477673e-31,1.4188277e-32,4.1604445e-24,6.520447e-30,5.6517956e-31,0.067545526,3.718556e-23,4.0703907e-13,4.2904682e-14,0.03239358,1.5295121e-12,1.625514e-26,3.9558836e-05,0.00017180263,0.06404628,0.026374595
0.0383723,0.045305513,0.47730872,8.0152905e-14,0.17152824,5.9388543e-21,1.02e-43,0.05792895,5.9659408e-30,5.1545964e-08,0.05095813,0.20022999,0.016454507,0.33125672,1.4444678e-21,3.2219247e-18,7.926126e-29,3.7568628e-07,0.50711817,4.4762773e-33,0.0,0.12651885,0.02005189,0.0038862696,1.4635345e-35,3.4348778e-34,2.7189354e-35,4.67682e-26,2.1425625e-32,1.570602e-33,0.06718595,5.0022893e-25,4.130394e-14,2.8441323e-15,0.032514885,1.6386758e-13,1.2329682e-28,2.0002071e-05,9.451228e-05,0.06293253,0.025846116
0.03866716,0.04247232,0.47209677,7.5904494e-15,0.16977619,1.4469559e-22,0.0,0.05743777,1.8239195e-32,1.4010758e-08,0.05069719,0.1988467,0.016618796,0.32766894,2.7178884e-23,1.147901e-19,3.5257293e-31,1.2480923e-07,0.5024321,8.281777e-36,0.0,0.118331,0.018652556,0.0035362213,1.605803e-38,4.675348e-37,2.9866494e-38,3.617494e-28,4.2790942e-35,2.6057344e-36,0.06723814,4.7103104e-27,3.5080844e-15,1.5226551e-16,0.03161985,1.4760679e-14,6.1929594e-31,9.621262e-06,4.900592e-05,0.061832357,0.024783054
0.0385113,0.04052935,0.4671843,5.982362e-16,0.1661554,2.607765e-24,0.0,0.056628343,3.3637956e-35,3.450782e-09,0.051624443,0.19537166,0.016216662,0.32451603,3.6943086e-25,3.1300203e-21,9.840988e-34,3.8160206e-08,0.50028104,8.750324e-39,0.0,0.10993687,0.018210217,0.0026806772,9.478e-42,3.51006e-40,1.7651e-41,1.8567255e-30,4.922195e-38,2.438802e-39,0.0666144,3.0004848e-29,2.457327e-16,6.4646787e-18,0.03031626,1.1019641e-15,1.9763842e-33,4.3787923e-06,2.4291012e-05,0.06074379,0.02479799
