topk,val_mse,val_r2,mse_ratio_to_full,features
1,1.9559401273727417,-0.9198910822568831,2.7710503562527817,gen_fuel_other_renewables_mw
2,1.957577109336853,-0.92149791165914,2.773369527167754,gen_fuel_other_renewables_mw;congestion_price_da
3,1.6936343908309937,-0.6624198228829017,2.3994324347637965,gen_fuel_other_renewables_mw;congestion_price_da;total_losses
4,1.5622601509094238,-0.5334669042191791,2.2133098488817344,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;marginal_loss_price_da
5,1.3469257354736328,-0.3221011529635507,1.908237878499729,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;marginal_loss_price_da;total_lmp_da
6,1.3246043920516968,-0.30019126689248865,1.8766144326816407,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;marginal_loss_price_da;total_lmp_da;gross_inadv_interchange_mw
7,1.1703333854675293,-0.14876354511796097,1.6580531782894885,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;marginal_loss_price_da;total_lmp_da;gross_inadv_interchange_mw;system_energy_price_da
8,1.1102312803268433,-0.08976910202200505,1.5729043756595489,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;marginal_loss_price_da;total_lmp_da;gross_inadv_interchange_mw;system_energy_price_da;gross_actual_interchange_mw
9,1.063350796699524,-0.04375265894594316,1.506487117258454,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;marginal_loss_price_da;total_lmp_da;gross_inadv_interchange_mw;system_energy_price_da;gross_actual_interchange_mw;gen_fuel_multiple_fuels_pct
10,1.0165222883224487,0.002212791820925042,1.440143494053902,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;marginal_loss_price_da;total_lmp_da;gross_inadv_interchange_mw;system_energy_price_da;gross_actual_interchange_mw;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw
11,1.0137938261032104,0.0048909170463745655,1.4362779840115276,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;marginal_loss_price_da;total_lmp_da;gross_inadv_interchange_mw;system_energy_price_da;gross_actual_interchange_mw;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;total_pjm_loc_credit
12,1.0117790699005127,0.006868526849337253,1.4334236068170951,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;marginal_loss_price_da;total_lmp_da;gross_inadv_interchange_mw;system_energy_price_da;gross_actual_interchange_mw;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;total_pjm_loc_credit;rmccp
13,0.9483867287635803,0.06909252097173046,1.343613409136275,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;marginal_loss_price_da;total_lmp_da;gross_inadv_interchange_mw;system_energy_price_da;gross_actual_interchange_mw;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;total_pjm_loc_credit;rmccp;metered_load_mw
14,0.949989378452301,0.06751941966636166,1.3458839402883933,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;marginal_loss_price_da;total_lmp_da;gross_inadv_interchange_mw;system_energy_price_da;gross_actual_interchange_mw;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;total_pjm_loc_credit;rmccp;metered_load_mw;total_pjm_rmccp_cr
15,0.9499098658561707,0.06759745161933162,1.3457712919487277,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;marginal_loss_price_da;total_lmp_da;gross_inadv_interchange_mw;system_energy_price_da;gross_actual_interchange_mw;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;total_pjm_loc_credit;rmccp;metered_load_mw;total_pjm_rmccp_cr;system_energy_price_rt
16,0.9424138069152832,0.07495537887114234,1.3351513570601587,gen_fuel_other_renewables_mw;congestion_price_da;total_losses;marginal_loss_price_da;total_lmp_da;gross_inadv_interchange_mw;system_energy_price_da;gross_actual_interchange_mw;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;total_pjm_loc_credit;rmccp;metered_load_mw;total_pjm_rmccp_cr;system_energy_price_rt;marginal_loss_price_rt
