field,pearson,spearman,kendall,nmi,distance_corr,hsic,pearson_pass,spearman_pass,kendall_pass,nmi_pass,distance_corr_pass,hsic_pass,n_pass,kept
total_gen,0.5322567502596072,0.5384156232426216,0.384671720532179,0.07817886407357778,0.5580622182749917,0.14047396657083908,1,1,1,1,1,1,6,1
system_energy_price_rt,0.5777954058717589,0.49111214500326467,0.3557428343685045,0.07556834965619284,0.5680081325614037,0.14872623116240594,1,1,1,1,1,1,6,1
da_as_mcp_synchronized_reserve,0.5711589342278991,0.3180235089681383,0.22613164894749366,0.05624169854033191,0.4688511505591306,0.05257794245473149,1,1,1,1,1,1,6,1
total_losses,0.5263071850887872,0.5677812125433386,0.3912283250262482,0.08973314695804958,0.5810192192927967,0.1873058084412028,1,1,1,1,1,1,6,1
total_pjm_rt_load_mwh,0.5546819607098038,0.5852331970129382,0.42169827083389877,0.09152782495180756,0.5982694546861622,0.17893096095965397,1,1,1,1,1,1,6,1
metered_load_mw,0.5581905983395175,0.5877801510902233,0.4238233354912931,0.0925667434340722,0.6015531426507801,0.18146402010916596,1,1,1,1,1,1,6,1
prelim_load_avg_hourly,0.5586059376662837,0.5877893308211535,0.4237387168358516,0.09249631022189837,0.6015254145160925,0.1815040093256722,1,1,1,1,1,1,6,1
forecast_load_mw_latest_available,0.5613433314831654,0.590394969876083,0.4267746885778027,0.09401826207992384,0.604922911289894,0.1836675940055072,1,1,1,1,1,1,6,1
system_energy_price_da,0.8096013877360327,0.5631628767043674,0.4151895499940817,0.11627946379232053,0.7035402787937858,0.18375724425818762,1,1,1,1,1,1,6,1
total_lmp_da,0.8229802696109708,0.5800300050433794,0.4281941323089404,0.11893363535078919,0.713746015528251,0.1915837819113988,1,1,1,1,1,1,6,1
gen_fuel_other_renewables_pct,0.3821055619221608,0.42311903290481584,0.31008770602855856,0.08779407267686899,0.43756096000822425,0.0893261335034213,1,1,1,1,1,1,6,1
gen_fuel_oil_pct,0.6252750971544099,0.32351860064231314,0.24700904395376438,0.06561587726327436,0.5054899404250703,0.058844283172328184,1,1,1,1,1,1,6,1
gen_fuel_nuclear_pct,0.4859769575631362,0.5358796132309147,0.3785695745770037,0.07585471641702432,0.5354031723760884,0.1356605004576887,1,1,1,1,1,1,6,1
congestion_price_da,0.39609096207245503,0.28064311434496025,0.19871955849890735,0.06619649412089988,0.478109253373109,0.08465727026725728,1,1,1,1,1,1,6,1
gen_fuel_hydro_pct,0.26665682533633606,0.350933912134407,0.23061156324425033,0.04248231830010231,0.34377694383455876,0.0757030708130763,1,1,1,1,1,1,6,1
gen_fuel_coal_pct,0.30341951285836466,0.30481203098457016,0.22754152770958141,0.03913417522885062,0.3604831783790286,0.06096092032101716,1,1,1,1,1,1,6,1
marginal_loss_price_rt,0.5923342725873946,0.4909497788175855,0.35936940731128153,0.07689832178260579,0.5908617979237004,0.15867527381405697,1,1,1,1,1,1,6,1
gen_fuel_coal_mw,0.46728682243540315,0.4412930752527691,0.3209422599993415,0.06480045195576287,0.5020777065764477,0.11585396180254526,1,1,1,1,1,1,6,1
gen_fuel_gas_mw,0.4494006845280285,0.4315932936783734,0.30329080137845055,0.05489201882137119,0.45801874032897455,0.07876419245100261,1,1,1,1,1,1,6,1
gen_fuel_oil_mw,0.6775840015541793,0.3789447947450206,0.2745135055852043,0.06609945171554127,0.5552102560287412,0.06880739960831392,1,1,1,1,1,1,6,1
gen_fuel_hydro_mw,0.36789950636085983,0.4149690604691151,0.27702610263114774,0.052840254907918625,0.41849162663860345,0.09646042807255054,1,1,1,1,1,1,6,1
gen_fuel_storage_mw,0.21538098362048777,0.2776177047083391,0.22063694729939534,0.05816461517697009,0.266924649986981,0.044033247430261165,1,1,1,1,1,1,6,1
total_lmp_rt,0.577973091557571,0.4907943618465138,0.35532201633035926,0.07554000529589469,0.5676270089223031,0.14858714988673793,1,1,1,1,1,1,6,1
da_as_mcp_primary_reserve,0.4991825337728102,0.2573295322524447,0.19390144894069142,0.06391796713884963,0.395884082451324,0.051267829162316855,1,1,1,1,1,1,6,1
total_pjm_rmccp_cr,0.24194465990231054,0.2409114460549777,0.18893514842059514,0.026508624852901216,0.3115900067915532,0.030671623316675056,1,1,1,1,1,0,5,1
gen_fuel_nuclear_mw,0.21932986986235853,0.24943698958856161,0.16197626441700735,0.04354501013302075,0.23839578719086355,0.03210736020959824,1,1,0,1,1,0,4,1
congestion_price_rt,0.3660900983542062,0.22717687763199446,0.15138630489175658,0.02666756355814792,0.31020412580989065,0.03334891913289232,1,0,0,1,1,0,3,1
gen_fuel_multiple_fuels_mw,0.2670832741608338,0.15826817775281787,0.11063475895618649,0.02960160542643834,0.2754386535554499,0.026796225876233558,1,0,0,1,1,0,3,1
rmccp,0.2522490457405177,0.2349441810427662,0.18540537007013264,0.024748608274523656,0.3096667096382185,0.02995485898071902,1,0,1,0,1,0,3,1
da_as_as_mw_thirty_minutes_reserve,0.26121181225214035,0.12413290517042586,0.09363318270075242,0.026706337375032967,0.23104398412120408,0.019155847923212507,1,0,0,1,1,0,3,1
total_pjm_reg_purchases,0.20635739635400724,0.20571643413151317,0.1544123605927342,0.03259758038745159,0.2429994208461871,0.03243360783431763,1,0,0,1,1,0,3,1
net_sched_interchange_mw,0.08176728426978105,0.21681399731799406,0.157459887403668,0.03132395125916347,0.22562070987163413,0.06535194288114077,0,0,0,1,1,1,3,1
net_actual_interchange_mw,0.07822752447134217,0.213373748474491,0.1557460287604869,0.03186425983642406,0.22275349997030836,0.06410629771793708,0,0,0,1,0,1,2,1
total_pjm_loc_credit,0.30095917440401815,0.22591617258759114,0.1530971843976347,0.018571387808450454,0.27202697292519024,0.016530722031962004,1,0,0,0,1,0,2,1
gross_inadv_interchange_mw,0.30864132929621524,0.2293620634713763,0.1648505901457455,0.02405902332289904,0.28510072933397185,0.03113603531143158,1,0,0,0,1,0,2,1
