field,pearson,spearman,kendall,nmi,distance_corr,hsic,pearson_pass,spearman_pass,kendall_pass,nmi_pass,distance_corr_pass,hsic_pass,n_pass,kept
total_gen,0.29945489076260734,0.3111422134669782,0.20156346049778737,0.060366651933479655,0.30192727567620703,0.055722324689532254,1,1,1,1,1,1,6,1
net_sched_interchange_mw,0.34649084931147844,0.34325026160866884,0.21448675326332475,0.07081615725200316,0.38869582196409486,0.11311591219032531,1,1,1,1,1,1,6,1
total_pjm_rt_load_mwh,0.2545067021237695,0.251649211221733,0.1622830272180975,0.04907009336849635,0.25273236174799363,0.040546227441410475,1,1,1,1,1,1,6,1
total_pjm_rmpcp_cr,0.17206556775456644,0.19675337234755758,0.1155773345725753,0.03545607611410861,0.21751687574295717,0.04704204021521494,1,1,1,1,1,1,6,1
metered_load_mw,0.25535146974028144,0.2526923095582457,0.16311867027203292,0.048614565463141995,0.2531022722207498,0.04049895162802024,1,1,1,1,1,1,6,1
prelim_load_avg_hourly,0.25568506656246626,0.253051778178833,0.1634730964683079,0.04890089276201493,0.25359419319469106,0.04052810749802281,1,1,1,1,1,1,6,1
forecast_load_mw_latest_available,0.25354091850342836,0.2514603471369661,0.1650667236903866,0.048236460000301074,0.25357103618286714,0.04034768953256582,1,1,1,1,1,1,6,1
da_as_mcp_primary_reserve,0.13344837326730535,0.30402834944288554,0.25659594455054296,0.17941491956640948,0.22377275850147682,0.0363181318680677,1,1,1,1,1,1,6,1
gen_fuel_other_renewables_pct,0.17112689143327695,0.1531060769121648,0.10513163810632295,0.046925861617562424,0.18770056505359625,0.02758569455171215,1,1,1,1,1,1,6,1
net_actual_interchange_mw,0.3484416974759213,0.34503241577625265,0.2150577412852158,0.07176724485155248,0.39019269422614894,0.11348392616854602,1,1,1,1,1,1,6,1
gen_fuel_multiple_fuels_pct,0.19030680942706282,0.18987619005588122,0.12908303002488095,0.04326032129476517,0.21442884389350056,0.0303136733637061,1,1,1,1,1,1,6,1
gen_fuel_coal_pct,0.1205085704786693,0.13164820075329134,0.1018935704264996,0.05793163892604471,0.23065772471652152,0.07688499059994103,1,1,1,1,1,1,6,1
gen_fuel_gas_pct,0.22932909241440436,0.21217285380489143,0.12691652402740064,0.044583158906941874,0.2700313151297157,0.055528199749015066,1,1,1,1,1,1,6,1
da_as_as_req_mw_primary_reserve,0.6832024498960045,0.6951034153605722,0.5642172895912634,0.4577997323450715,0.741281744199417,0.5161429595344595,1,1,1,1,1,1,6,1
da_as_as_req_mw_synchronized_reserve,0.6831989048693548,0.6951034153605722,0.5642172895912634,0.4577997323450715,0.7412808868586486,0.5161431070254061,1,1,1,1,1,1,6,1
da_as_nsr_mw_primary_reserve,0.6943170275600344,0.5855078955220104,0.44545931233965314,0.3114360618429776,0.6683993868405216,0.30038174752603714,1,1,1,1,1,1,6,1
gen_fuel_coal_mw,0.2311040518100195,0.20282192343692795,0.1377382544692483,0.06673676613900793,0.27257651437147995,0.07469807474100248,1,1,1,1,1,1,6,1
gen_fuel_gas_mw,0.30818777789900675,0.3299635622896813,0.20593148120699092,0.07395166983205276,0.3419242868684402,0.08204508993365003,1,1,1,1,1,1,6,1
da_as_as_mw_thirty_minutes_reserve,0.4794179372532126,0.527598232317656,0.3689076738930444,0.12308815895805796,0.5018522456271504,0.1867459726016844,1,1,1,1,1,1,6,1
da_as_as_mw_synchronized_reserve,0.3010397264895874,0.36027791691546973,0.22457857485227298,0.377911049406953,0.5085872783857526,0.3141946754335451,1,1,1,1,1,1,6,1
total_losses,0.2867910546811255,0.2884207325447923,0.19674635655688108,0.04323175032210609,0.2590246290674839,0.03181052780706886,1,1,1,1,1,1,6,1
gen_fuel_nuclear_mw,0.44044273415299107,0.42689172404880615,0.2896199387202375,0.12394404294871995,0.42502679657489045,0.11423419651090877,1,1,1,1,1,1,6,1
da_as_as_req_mw_thirty_minutes_reserve,0.6746194657087518,0.6809571353608874,0.5616876984832577,0.6002946360839475,0.7345168719739646,0.5054036249445726,1,1,1,1,1,1,6,1
gen_fuel_other_renewables_mw,0.17881650466699883,0.20174024792614326,0.13187779560728252,0.04011608131871675,0.18625089523427182,0.02258452967671854,1,1,1,1,1,1,6,1
gen_fuel_nuclear_pct,0.15367137457704824,0.12323153475450936,0.07642239846604344,0.034359085588456094,0.15918723430406925,0.016830505136327285,1,1,0,1,1,1,5,1
gen_fuel_hydro_pct,0.15735511519835735,0.14007107211457528,0.08890604046409861,0.05008240027165701,0.1779044684486604,0.01995958173797117,1,1,0,1,1,1,5,1
total_pjm_self_sched_reg,0.14554290751574855,0.12868069352994105,0.09711224655164051,0.02255950347494365,0.16829244467740154,0.019089898891639444,1,1,1,0,1,1,5,1
gross_sched_interchange_mw,0.2123603525526966,0.24047836775700807,0.15636684110806598,0.021026495162393126,0.22364870547433743,0.026561836387517503,1,1,1,0,1,1,5,1
rmpcp,0.08513531816124403,0.16761938367708332,0.09579046103008937,0.030688433627617383,0.1755722927085501,0.03386300086196668,0,1,1,0,1,1,4,1
da_as_mcp_synchronized_reserve,0.09007266129933712,0.1271455810208107,0.09507704841974193,0.04844999400892429,0.1350882375788141,0.010935445094921071,0,1,1,1,0,0,3,1
gen_fuel_wind_pct,0.1226955176778506,0.10920025194664755,0.07545646133369802,0.025284032078296007,0.15544252826676594,0.022500631229466467,1,0,0,0,1,1,3,1
total_pjm_reg_purchases,0.08035052527942894,0.0797643461526702,0.03951539276680015,0.04873042465901235,0.14867352514382356,0.023043193663272923,0,0,0,1,1,1,3,1
gen_fuel_hydro_mw,0.10084483928258114,0.07732253913154274,0.044381704585210076,0.05234250695168559,0.15747833354102597,0.019765226290487683,0,0,0,1,1,1,3,1
congestion_price_da,0.11740207000531504,0.13234506538210478,0.08950810315061723,0.02562487272920384,0.17938492588981808,0.011443049560305016,0,1,0,0,1,0,2,1
gen_fuel_storage_mw,0.11073724160553847,0.13254617197064877,0.09303763555164639,0.027076603058548827,0.127773342334264,0.011625146920436707,0,1,1,0,0,0,2,1
gross_actual_interchange_mw,0.12945574216066003,0.1301000463268516,0.0842342996343252,0.0206294199059825,0.11591211361409835,0.008052367003954982,1,1,0,0,0,0,2,1
gen_fuel_oil_mw,0.06951515492590406,0.03199391331136176,0.02622416430693267,0.04323765123083711,0.10903867144917355,0.00947768074952859,0,0,0,1,0,0,1,1
gen_fuel_multiple_fuels_mw,0.0733453154421557,0.10352953630401959,0.0705007835266743,0.039188415177841704,0.12308193789401861,0.013290155371844699,0,0,0,1,0,0,1,1
system_energy_price_da,0.011836309266941618,0.10796162741630183,0.06291195700489007,0.023048432817993864,0.11993663636518567,0.020152086693596152,0,0,0,0,0,1,1,1
total_lmp_rt,0.007353166732767684,0.059366671746981854,0.04408954863559874,0.011999717060191912,0.0669046403253609,0.006125135014181385,0,0,0,0,0,0,0,0
system_energy_price_rt,0.007180200453025235,0.05919063660526985,0.04389033185424433,0.012147194914799262,0.06681936709748157,0.006110788039584298,0,0,0,0,0,0,0,0
congestion_price_rt,0.06557564003272932,0.054788239724311405,0.05216470652559271,0.00906895860516105,0.07177692609567152,0.0018513404487999765,0,0,0,0,0,0,0,0
marginal_loss_price_rt,0.022046805028532387,0.0020083520115933987,0.006633118326307015,0.011405208562666781,0.05919722206028856,0.003452226858861413,0,0,0,0,0,0,0,0
net_inadv_interchange_mw,0.06760040073241524,0.06437418834317393,0.03254116447863908,0.00848095704642757,0.09904087917049428,0.00802682047062405,0,0,0,0,0,0,0,0
marginal_loss_price_da,0.08700070703049041,0.08468819380406778,0.0459703124747581,0.01557206873231857,0.08803923388536558,0.003262440371697999,0,0,0,0,0,0,0,0
total_pjm_loc_credit,0.03625468375920255,0.07274713168744597,0.04429761571119338,0.015184566670514928,0.0819942126716904,0.008591203397422498,0,0,0,0,0,0,0,0
total_lmp_da,0.0062608330322611915,0.08616585495791,0.050913805986067644,0.023562440137663097,0.10427421779598535,0.01513333610765574,0,0,0,0,0,0,0,0
da_as_ss_mw_primary_reserve,0.035481976753229845,0.039721944845113474,0.006255675624201524,0.02778969711473011,0.07867420454182468,0.005979783601611641,0,0,0,0,0,0,0,0
total_pjm_rmccp_cr,0.043428546351622355,0.03471653450301326,0.03221618865225058,0.011783343427699917,0.09438072078900817,0.010529735609020659,0,0,0,0,0,0,0,0
total_pjm_assigned_reg,0.0746734823655058,0.05723871923548415,0.030766193647570928,0.0208666173606139,0.12099266459272817,0.014713540773736085,0,0,0,0,0,0,0,0
rmccp,0.040411492719947345,0.045723464080963824,0.04165017900898076,0.009927515076241917,0.08254441029448506,0.00797846077125742,0,0,0,0,0,0,0,0
gen_fuel_solar_pct,0.014830735176143505,0.020320124635116378,0.0231131439959514,0.012805569970813004,0.0512199405233226,0.0026026059599819876,0,0,0,0,0,0,0,0
gen_fuel_oil_pct,0.014919968919643528,0.10948362578106792,0.08049707077018695,0.02782823393831263,0.10218579592531567,0.010677709174888826,0,0,0,0,0,0,0,0
gen_fuel_wind_mw,0.05075256379591368,0.05149652655306776,0.039647416177705806,0.018444734136182975,0.11559781819130674,0.014730341584604798,0,0,0,0,0,0,0,0
