field,pearson,spearman,kendall,nmi,distance_corr,hsic,pearson_pass,spearman_pass,kendall_pass,nmi_pass,distance_corr_pass,hsic_pass,n_pass,kept
total_gen,0.622980080910406,0.675150942325278,0.47818315084351054,0.12295988575902014,0.6254536715618285,0.23837910012981073,1,1,1,1,1,1,6,1
gen_fuel_nuclear_pct,0.49854494663657617,0.5303333352659423,0.3587214365441234,0.07610327057580772,0.4850744502073606,0.11738339376079227,1,1,1,1,1,1,6,1
gross_actual_interchange_mw,0.44686468736365464,0.41895322547170183,0.2928221500415431,0.046347388029064504,0.38632622540564426,0.0757068374980026,1,1,1,1,1,1,6,1
marginal_loss_price_rt,0.34805154880117695,0.5607067001309861,0.3922983177031442,0.08449655031546548,0.5239930857071616,0.17113722730599362,1,1,1,1,1,1,6,1
total_lmp_rt,0.28035655989207964,0.4310996005389647,0.2883537907889509,0.05304133819756823,0.390094756229083,0.09331805052578172,1,1,1,1,1,1,6,1
system_energy_price_rt,0.2800677167026984,0.43089545631201304,0.2882037055542668,0.05290861399106851,0.3901136363672513,0.09313443251625411,1,1,1,1,1,1,6,1
marginal_loss_price_da,0.5263071850887872,0.5677812125433386,0.39122832502624827,0.08973314695804961,0.5810192192927967,0.1873058084412028,1,1,1,1,1,1,6,1
total_lmp_da,0.444970134676895,0.47239325791493736,0.31732443352708517,0.06494515410859225,0.4296000341571797,0.08813954711554994,1,1,1,1,1,1,6,1
system_energy_price_da,0.43120629758872664,0.4697446914196237,0.31764771526031965,0.06413588461889735,0.4175745003050645,0.0879117643565134,1,1,1,1,1,1,6,1
da_as_nsr_mw_primary_reserve,0.2310454210171462,0.2322048193348916,0.159454125528005,0.03657979047269375,0.2407050261914301,0.03427499223610208,1,1,1,1,1,1,6,1
da_as_as_mw_primary_reserve,0.2867910546811255,0.2884207325447923,0.19674635655688108,0.0432317503221061,0.2590246290674839,0.03181052780706886,1,1,1,1,1,1,6,1
total_pjm_rt_load_mwh,0.6408152916459563,0.6977225364230997,0.4987159532024647,0.13171708545111824,0.6521968851626151,0.2676505268219608,1,1,1,1,1,1,6,1
metered_load_mw,0.650058658865954,0.7054605102589528,0.505630264328214,0.13526086725213698,0.6609265627772991,0.2768354309544452,1,1,1,1,1,1,6,1
prelim_load_avg_hourly,0.6500770244572758,0.7056969638859021,0.5059569739288492,0.13552538193968555,0.6610606139145158,0.27713030727249344,1,1,1,1,1,1,6,1
forecast_load_mw_latest_available,0.6423535476216158,0.697497208547868,0.4988066218973937,0.13092004523263392,0.6539770264276674,0.2690964682289224,1,1,1,1,1,1,6,1
gen_fuel_other_renewables_pct,0.4110133903691958,0.41118914075986673,0.29823075327957005,0.0844610944755973,0.37634271474029196,0.06475441570280002,1,1,1,1,1,1,6,1
gross_inadv_interchange_mw,0.5053153569708644,0.44505749353873514,0.309663077291694,0.05583215050340728,0.4387736829838659,0.08619100528565084,1,1,1,1,1,1,6,1
gen_fuel_coal_mw,0.7211339365969194,0.6975600949514356,0.5132141310964675,0.1396188400539721,0.6821048758693034,0.28647894857157497,1,1,1,1,1,1,6,1
gen_fuel_gas_mw,0.47068031770015445,0.5309783162602292,0.3594938984265737,0.07854441251568113,0.4736051024653979,0.12605497713310512,1,1,1,1,1,1,6,1
gen_fuel_nuclear_mw,0.5568393786335946,0.5673810806715527,0.4042097215146213,0.12446370459550724,0.5297573637951638,0.18034226727894037,1,1,1,1,1,1,6,1
gen_fuel_coal_pct,0.6439330028180189,0.5940934459488681,0.4425215487006085,0.1044685402172572,0.5963118971412714,0.18948861026133387,1,1,1,1,1,1,6,1
gen_fuel_oil_mw,0.34285971207826016,0.20688650925468913,0.1425193847455064,0.062275706945732125,0.3128364202864142,0.04355991369434601,1,1,1,1,1,1,6,1
gen_fuel_other_renewables_mw,0.2571081098139384,0.29891707187986055,0.21159417901522776,0.04307525274498791,0.31187156003383204,0.0885377169039064,1,1,1,1,1,1,6,1
da_as_as_req_mw_synchronized_reserve,0.22943097688505298,0.3003570771033296,0.20666017452089946,0.09315734890444709,0.17933385770020366,0.017545299390630716,1,1,1,1,1,0,5,1
wind_generation_mw,0.2674020300007111,0.24557441461816085,0.14703267599547232,0.02662613205969306,0.2642527002088994,0.04768203010553747,1,1,1,0,1,1,5,1
congestion_price_rt,0.22647451533553362,0.25384028386675156,0.16603808952508328,0.02124782780979611,0.23843152157231862,0.04118736634515551,1,1,1,0,1,1,5,1
da_as_as_req_mw_thirty_minutes_reserve,0.21536993786852224,0.2453175408268386,0.1798837233344177,0.07608152745881017,0.16772494398184265,0.01560657562744171,1,1,1,1,1,0,5,1
da_as_as_req_mw_primary_reserve,0.22944664299445108,0.3003570771033296,0.20666017452089946,0.09315734890444709,0.17934530524963035,0.017547077905935564,1,1,1,1,1,0,5,1
total_pjm_reg_purchases,0.19277728897756252,0.22757247395646818,0.1482524365254706,0.02384947096010391,0.19784617157109619,0.03175883811066937,1,1,1,0,1,1,5,1
gen_fuel_wind_mw,0.26686614843678264,0.24488437596064663,0.14658689928652543,0.027089642655301924,0.2640756684195163,0.04765553318998537,1,1,1,0,1,1,5,1
congestion_price_da,0.2606620807237753,0.08850857864433678,0.06138627481077599,0.03334321741185669,0.27533461713958884,0.031126215073416313,1,0,0,1,1,1,4,1
total_pjm_assigned_reg,0.18538962073957668,0.20076192513875749,0.13078073893571376,0.017932653532572125,0.17621497000833317,0.022035201238437333,1,1,1,0,1,0,4,1
total_pjm_rmccp_cr,0.09584657492675355,0.22292005524754643,0.1533098946688183,0.016724197337304552,0.20025431913581532,0.030101212297660097,0,1,1,0,1,1,4,1
gross_sched_interchange_mw,0.22860775478717663,0.18593494796454352,0.13271374803462263,0.01950863932134227,0.16986972184113946,0.017930450507920158,1,1,1,0,1,0,4,1
gen_fuel_oil_pct,0.2816177499665516,0.1250192975256982,0.08676062792004408,0.05756206205124335,0.25748279420726566,0.037835540888036125,1,0,0,1,1,1,4,1
gen_fuel_solar_pct,0.22223605819409786,0.14485218368803152,0.09796250972371044,0.04783736160357331,0.19953363393476686,0.029676769188028366,1,0,0,1,1,1,4,1
da_as_as_mw_thirty_minutes_reserve,0.15543311295641207,0.1689208643561948,0.12072676993919637,0.027812078220426615,0.16635512518508705,0.025900421159022153,1,1,1,0,1,0,4,1
gen_fuel_hydro_mw,0.16392387295187794,0.1989351894639336,0.10155874908206848,0.039143034061590795,0.19446920443786425,0.023142011366172728,1,1,0,1,1,0,4,1
rmccp,0.10581475753366976,0.1939285202055862,0.1318196966310485,0.016041592749479548,0.19696890724566538,0.02494417881491899,0,1,1,0,1,0,3,1
net_sched_interchange_mw,0.07325300212536923,0.09068710659529654,0.07947055049466388,0.027732048347231964,0.1810439469022528,0.0390682616355563,0,0,0,0,1,1,2,1
net_actual_interchange_mw,0.0693745735816553,0.08574795241246551,0.07712909057653752,0.027630359201796663,0.17900775233073118,0.03843100109126506,0,0,0,0,1,1,2,1
gen_fuel_solar_mw,0.15405392800779755,0.09804978166386948,0.055570369521635896,0.03412938458885462,0.12953562915823724,0.010559567268533389,1,0,0,1,0,0,2,1
solar_generation_mw,0.15700747942471793,0.15706154590624186,0.0964287273364088,0.025400465982480566,0.13201453474290278,0.010716145584487654,1,0,0,0,0,0,1,1
gen_fuel_hydro_pct,0.047867028832211375,0.09999335563677006,0.032607015079785334,0.03379170612030864,0.12017639075071106,0.0173998595811962,0,0,0,1,0,0,1,1
gen_fuel_multiple_fuels_mw,0.08300523486561504,0.09033063184905143,0.061186163670713146,0.03519232754171026,0.1466386129456656,0.02643019610911474,0,0,0,1,0,0,1,1
total_pjm_loc_credit,0.1379294274773248,0.13597612684971727,0.07034613685938995,0.012064677452933126,0.14902018661576102,0.0072066559214434295,1,0,0,0,0,0,1,1
gen_fuel_gas_pct,0.028745254412163593,0.06825689952900632,0.02740272942570653,0.026237454472700754,0.1284297363644344,0.01869468517691656,0,0,0,0,0,0,0,0
total_pjm_self_sched_reg,0.011513165346856986,0.04827276290899399,0.042913757054993645,0.0131719594125063,0.08915137509732231,0.009611870446999725,0,0,0,0,0,0,0,0
da_as_ss_mw_primary_reserve,0.05624162001404598,0.06481351226527524,0.05454226943728005,0.02880941423378421,0.12389125770352757,0.019286247437555408,0,0,0,0,0,0,0,0
gen_fuel_wind_pct,0.10179867177004047,0.10838627363635962,0.058320389869824046,0.0222082460805286,0.13916350644579395,0.02486702762674871,0,0,0,0,0,0,0,0
da_as_as_mw_synchronized_reserve,0.04403464472464947,0.07947616234547211,0.04227286386250643,0.029602854847576788,0.07642039394285657,0.005073284141217893,0,0,0,0,0,0,0,0
rmpcp,0.05193960288721417,0.01417234270296466,0.010293948124347084,0.014653041968475437,0.05459521957255182,0.0030230033030376876,0,0,0,0,0,0,0,0
gen_fuel_storage_mw,0.10382815065535218,0.15616887440289703,0.11238095379417426,0.026254243021565635,0.14213260935856695,0.01618910026321838,0,0,0,0,0,0,0,0
da_as_mcp_synchronized_reserve,0.0987081180724516,0.048474852937447785,0.006644856905756445,0.01839674289100192,0.11630834267995964,0.008972463344616032,0,0,0,0,0,0,0,0
net_inadv_interchange_mw,0.10569986816987101,0.11300591345668765,0.05652484257701903,0.0077839893669798075,0.09422614501665794,0.005456890820314977,0,0,0,0,0,0,0,0
da_as_mcp_primary_reserve,0.07547959152691214,0.034331306734928964,0.0002648280501967532,0.01621698273500941,0.09315264323866179,0.005924612631387156,0,0,0,0,0,0,0,0
total_pjm_rmpcp_cr,0.07375996604324138,0.0005727444583008348,0.0015119071801086147,0.01417536832123585,0.0612299905993227,0.0030458121184930294,0,0,0,0,0,0,0,0
gen_fuel_multiple_fuels_pct,0.07221865115963505,0.03833283161193576,0.022637692659606072,0.018240505380678982,0.08146641150829664,0.00811838417509893,0,0,0,0,0,0,0,0
