field,pearson,spearman,kendall,nmi,distance_corr,hsic,pearson_pass,spearman_pass,kendall_pass,nmi_pass,distance_corr_pass,hsic_pass,n_pass,kept
da_as_as_mw_thirty_minutes_reserve,0.38721861749547104,0.4185583702913236,0.2808702523153025,0.055232147326945896,0.41752401952332174,0.1192769788524622,1,1,1,1,1,1,6,1
gen_fuel_nuclear_mw,0.40993234412298246,0.3357682455721897,0.1947663669715904,0.07852238286630885,0.4000864509997016,0.10044509654141112,1,1,1,1,1,1,6,1
gen_fuel_multiple_fuels_pct,0.32658126438651885,0.30591555041258683,0.2101789607779157,0.0507000533375815,0.3448049932694835,0.08120578906218481,1,1,1,1,1,1,6,1
net_sched_interchange_mw,0.9993606664321067,0.9993160846405407,0.9778829414707354,0.8376930178879402,0.9991393961005102,0.997072949322514,1,1,1,1,1,1,6,1
total_pjm_reg_purchases,0.2621520946700537,0.234212524975128,0.18196798399199599,0.04069396403729142,0.25440687838001025,0.03493679446517832,1,1,1,1,1,1,6,1
total_pjm_rmpcp_cr,0.21274521456709458,0.2621284661201469,0.18655502591892986,0.04090806496522062,0.2824566180802132,0.0805006493255215,1,1,1,1,1,1,6,1
gen_fuel_other_renewables_mw,0.23719585518222647,0.2301486977426693,0.13208212880183212,0.03351594809272334,0.25582133625577597,0.0344136804889206,1,1,1,1,1,1,6,1
da_as_as_req_mw_primary_reserve,0.4163430274585439,0.338935782473343,0.22047590176811885,0.13228095114934638,0.438398023689415,0.13518201643245487,1,1,1,1,1,1,6,1
gen_fuel_multiple_fuels_mw,0.20432124091087842,0.20538661863351218,0.14037662359751085,0.03594589156318349,0.2407474354634074,0.05131777137501275,1,1,1,1,1,1,6,1
da_as_as_req_mw_synchronized_reserve,0.41635607188444923,0.338935782473343,0.22047590176811885,0.13228095114934638,0.4383977270307816,0.13518250460680134,1,1,1,1,1,1,6,1
da_as_as_req_mw_thirty_minutes_reserve,0.41418490213670833,0.34446134161869135,0.24312272614787797,0.19123033248264085,0.45389670695679724,0.1446536549175594,1,1,1,1,1,1,6,1
da_as_as_mw_primary_reserve,0.34844169747592124,0.34503241577625265,0.21505774128521576,0.07176724485155248,0.39019269422614894,0.11348392616854602,1,1,1,1,1,1,6,1
gross_sched_interchange_mw,0.47193170672922796,0.4447602143366567,0.29833816908454225,0.09774447382733206,0.47287395021553924,0.15570043569600492,1,1,1,1,1,1,6,1
da_as_as_mw_synchronized_reserve,0.3422041402785377,0.35886068269065635,0.24858242849990686,0.05224278292403919,0.33220296160294027,0.06879925775850626,1,1,1,1,1,1,6,1
gen_fuel_wind_pct,0.20440113794968048,0.21681725108221261,0.13805317403644332,0.02110581668216459,0.21352296799032658,0.030796694302903438,1,1,1,0,1,1,5,1
total_pjm_assigned_reg,0.2820279093741222,0.2591332275719531,0.19303980946466381,0.030760205988993858,0.28619695552616986,0.041702009240914314,1,1,1,0,1,1,5,1
system_energy_price_da,0.12004880047097218,0.3186181583874933,0.23070221088753662,0.04282931394524095,0.28161114602958615,0.07113489562946787,0,1,1,1,1,1,5,1
total_lmp_da,0.10544577609575774,0.3048815035495,0.21962936959214538,0.041080264420268055,0.2622101447183129,0.06352917912776797,0,1,1,1,1,1,5,1
marginal_loss_price_da,0.07822752447134217,0.213373748474491,0.1557460287604869,0.031864259836424075,0.22275349997030836,0.06410629771793708,0,1,1,1,1,1,5,1
total_gen,0.24909347046638697,0.23597565293235534,0.14595297648824412,0.026295185290848812,0.22317811464431486,0.031617687259038255,1,1,1,0,1,1,5,1
gen_fuel_wind_mw,0.16374914165338117,0.176307765668652,0.11459594473001733,0.019847999343591827,0.18267256902423043,0.02452850896285848,1,1,1,0,1,1,5,1
wind_generation_mw,0.16505549695485994,0.17734967556338405,0.11573486743371686,0.01953914368276448,0.18282425098696323,0.024394065825620547,1,1,1,0,1,1,5,1
gen_fuel_gas_mw,0.3107871190144793,0.30978065228193225,0.19964501685426456,0.028872194464962978,0.2855138006817611,0.04477791352092734,1,1,1,0,1,1,5,1
gen_fuel_gas_pct,0.2501229256161757,0.2555334473257807,0.17548572026317238,0.02227485002586631,0.25910067016200033,0.037889372501335054,1,1,1,0,1,1,5,1
rmpcp,0.12318802850108891,0.18506056574556454,0.13034524159253247,0.031217090576940842,0.21031758607859263,0.04354277609541723,0,1,1,0,1,1,4,1
gen_fuel_coal_mw,0.17611188813775844,0.13261553979243487,0.08362127750284273,0.04231297520645956,0.21923322217091995,0.04392189503663894,1,0,0,1,1,1,4,1
total_pjm_rmccp_cr,0.1288572085722652,0.24191831841902406,0.18763230122277993,0.01754068643627993,0.22782529918329397,0.028143966266983338,0,1,1,0,1,1,4,1
total_lmp_rt,0.0905793210111851,0.24084876370871383,0.1823471735867934,0.023968545947083062,0.201903497564393,0.03459745813309282,0,1,1,0,1,1,4,1
rmccp,0.1250002092684496,0.2232008915356317,0.16902162470759138,0.015789031270912496,0.20825726619447624,0.024688191093776662,0,1,1,0,1,1,4,1
marginal_loss_price_rt,0.10045365881439203,0.2648641366566027,0.19543832013330653,0.023757644474490358,0.23501395601838632,0.03968288744037224,0,1,1,0,1,1,4,1
system_energy_price_rt,0.09023313776027002,0.24061319086099245,0.1821420100636572,0.023890962578474086,0.20154838283645454,0.034583054029410025,0,1,1,0,1,1,4,1
gen_fuel_coal_pct,0.03728230230695349,0.06095584293530783,0.03580083580586488,0.044102768412594084,0.22210750203342156,0.05506346379061188,0,0,0,1,1,1,3,1
total_losses,0.06937457358165529,0.08574795241246551,0.07712909057653752,0.027630359201796663,0.17900775233073118,0.03843100109126506,0,0,0,0,1,1,2,1
gen_fuel_storage_mw,0.13588918112166123,0.1580136217569763,0.13542575885063685,0.022295242555115422,0.16433543844438725,0.016219516154480352,0,1,1,0,0,0,2,1
da_as_mcp_synchronized_reserve,0.08697205432235207,0.1678039517771085,0.10904988212984834,0.02034164401731355,0.16083092936588567,0.014976360257225662,0,1,1,0,0,0,2,1
congestion_price_rt,0.1555681301296067,0.13048193456556495,0.09437200059746699,0.011205255372464,0.19700579256784506,0.015011306696485108,1,0,0,0,1,0,2,1
da_as_nsr_mw_primary_reserve,0.0628382759628591,0.07030477232490744,0.01767299683727072,0.037648372393995246,0.08507910568609751,0.0041258517378409115,0,0,0,1,0,0,1,1
gen_fuel_oil_mw,0.04991953277362747,0.006578098261186857,0.016197641826222325,0.03631882399139641,0.09922184534685123,0.014323809701120519,0,0,0,1,0,0,1,1
gen_fuel_other_renewables_pct,0.09918542928009078,0.12671553814869432,0.10978411933628172,0.02468978816982936,0.1526174420635027,0.019822123304605897,0,0,1,0,0,0,1,1
da_as_ss_mw_primary_reserve,0.059651546264602305,0.07116308053451971,0.06391827770848761,0.018852981673221886,0.09341693099617536,0.009878447854926828,0,0,0,0,0,0,0,0
congestion_price_da,0.05552623778030454,0.04538006611621584,0.044079039519759874,0.020371181306171042,0.15190561234386452,0.020974735310580788,0,0,0,0,0,0,0,0
net_inadv_interchange_mw,0.05550651032671024,0.06982392345546151,0.029029065333575597,0.006849543696130072,0.10301106058966404,0.006890731182947096,0,0,0,0,0,0,0,0
gross_actual_interchange_mw,0.04574366323817764,0.009658818994455703,0.014486746995184796,0.01812147022223792,0.12048108488795886,0.021071147415869906,0,0,0,0,0,0,0,0
total_pjm_loc_credit,0.004689687900879915,0.1009238252274994,0.06128023630832711,0.010665139962710745,0.07942296843306965,0.01166015035668984,0,0,0,0,0,0,0,0
da_as_mcp_primary_reserve,0.08920824251977284,0.13850974878809805,0.09891568751857097,0.0195552372778041,0.15492546636919566,0.014184116631265717,0,0,0,0,0,0,0,0
total_pjm_self_sched_reg,0.07017059935287724,0.09582242099674698,0.052984492246123054,0.012988845379179164,0.12172622918386104,0.017112119484892108,0,0,0,0,0,0,0,0
total_pjm_rt_load_mwh,0.1100140647710735,0.08716329844122354,0.04629114557278639,0.019954846872969268,0.1331112343277126,0.017318184975694473,0,0,0,0,0,0,0,0
metered_load_mw,0.10623787243662856,0.08348631901708957,0.04360780390195097,0.019839389552018475,0.13065655329931736,0.01709006375212783,0,0,0,0,0,0,0,0
prelim_load_avg_hourly,0.10632002876844646,0.08326692988918812,0.04354481595281415,0.019869765486195803,0.13036956056156318,0.017005254374123004,0,0,0,0,0,0,0,0
forecast_load_mw_latest_available,0.11078607619760648,0.08628264415388465,0.045731834671044476,0.021033619350236524,0.13361305859656394,0.01839663085935668,0,0,0,0,0,0,0,0
gen_fuel_solar_pct,0.054267125548679906,0.0270631003847558,0.012333487842945004,0.007452166406599426,0.0638226427412093,0.0039688655692826005,0,0,0,0,0,0,0,0
gen_fuel_oil_pct,0.022324334884318828,0.09018653147996866,0.07473435007260115,0.02244405493675201,0.12124065626499585,0.018141695449223654,0,0,0,0,0,0,0,0
gen_fuel_nuclear_pct,0.10994609013852684,0.09962849816303569,0.06339861943240374,0.01789236551286336,0.15237796062595427,0.020916029404270373,0,0,0,0,0,0,0,0
gen_fuel_hydro_pct,0.08091386387534953,0.07964744525422832,0.05336766814185529,0.017590703293416766,0.09940244803805198,0.008588511377659055,0,0,0,0,0,0,0,0
gen_fuel_solar_mw,0.08698219954286977,0.013070311228195635,0.0014509408239758868,0.02424646928708671,0.09622274743826158,0.007689940655598516,0,0,0,0,0,0,0,0
gen_fuel_hydro_mw,0.014288480104748898,0.02887547233055254,0.02083528802458823,0.01860082166872351,0.08132610770445718,0.011994121095514433,0,0,0,0,0,0,0,0
solar_generation_mw,0.08793377689361932,0.06830852884885957,0.044703558791786314,0.01424418585150112,0.09939223076106324,0.00805571211515888,0,0,0,0,0,0,0,0
gross_inadv_interchange_mw,0.14206157820267498,0.07549441228225678,0.05259429714857429,0.018777497565751148,0.14172998623667563,0.016078049414531816,0,0,0,0,0,0,0,0
