field,pearson,spearman,kendall,nmi,distance_corr,hsic,pearson_pass,spearman_pass,kendall_pass,nmi_pass,distance_corr_pass,hsic_pass,n_pass,kept
system_energy_price_da,0.49520842969925455,0.4836466551476267,0.32968194257057587,0.06967846053577602,0.49706205374084195,0.12347236495280661,1,1,1,1,1,1,6,1
net_sched_interchange_mw,0.38776214480158666,0.41846434251605963,0.28133248724622184,0.054948360761820844,0.4180853312018632,0.11937353395594275,1,1,1,1,1,1,6,1
system_energy_price_rt,0.3273081256737775,0.36733434152613753,0.2560802649000001,0.04138595117401952,0.374689985154658,0.05593853096654472,1,1,1,1,1,1,6,1
total_pjm_rmpcp_cr,0.23193990208405818,0.3525484908230442,0.2591578270650637,0.04350972065075411,0.3553568489821783,0.12441740590946544,1,1,1,1,1,1,6,1
da_as_mcp_primary_reserve,0.4418353549727677,0.4405863225640951,0.34064597098048827,0.15093042385285924,0.46896074408245075,0.10952070065119546,1,1,1,1,1,1,6,1
total_lmp_da,0.4794356681902068,0.47042874395769846,0.3210642611870929,0.06676530937724545,0.4787469826226663,0.10986935452820676,1,1,1,1,1,1,6,1
net_actual_interchange_mw,0.38721861749547104,0.4185583702913236,0.2808702523153025,0.055232147326945896,0.41752401952332174,0.1192769788524622,1,1,1,1,1,1,6,1
gen_fuel_oil_pct,0.446066473562957,0.39865598976600297,0.2865240885263153,0.07160001886563899,0.43197786227322293,0.0974824472682654,1,1,1,1,1,1,6,1
da_as_mcp_synchronized_reserve,0.4679708853473845,0.4749560141274357,0.3582643475098689,0.11010585187308786,0.49854213464961905,0.12724605472658737,1,1,1,1,1,1,6,1
gen_fuel_multiple_fuels_pct,0.4566961109223224,0.4482835613013261,0.2967500477391755,0.07078762445661399,0.4590553785982942,0.12314315588148404,1,1,1,1,1,1,6,1
gen_fuel_hydro_pct,0.32263615449748134,0.29246629639562355,0.20564692148588898,0.05260683236720288,0.2969648221558175,0.03963008567431,1,1,1,1,1,1,6,1
da_as_as_req_mw_primary_reserve,0.3505206562408792,0.34416483078196614,0.2540803525647269,0.10281951658938583,0.39403322753701514,0.13993734931422255,1,1,1,1,1,1,6,1
total_lmp_rt,0.3275423051634762,0.36707420156340825,0.25586754468829975,0.04118938878806075,0.37468075166597314,0.055857546356182265,1,1,1,1,1,1,6,1
da_as_as_req_mw_synchronized_reserve,0.350518703888898,0.34416483078196614,0.2540803525647269,0.10281951658938583,0.3940314265947961,0.13993663376680004,1,1,1,1,1,1,6,1
gen_fuel_storage_mw,0.258656264774769,0.2692957244467892,0.18995465630510316,0.05428814205824156,0.2685167528957043,0.038933646903595055,1,1,1,1,1,1,6,1
da_as_as_req_mw_thirty_minutes_reserve,0.33394534158032074,0.330528942217911,0.25403615934757684,0.10079808911797083,0.386110999007428,0.1340304303416067,1,1,1,1,1,1,6,1
gen_fuel_other_renewables_mw,0.25586877324273055,0.30419545184007163,0.21096517337552498,0.03988297986664668,0.30751750086497504,0.07055666292557848,1,1,1,1,1,1,6,1
gen_fuel_oil_mw,0.4122166923045691,0.31496902689869427,0.21251746016250173,0.06001000588317468,0.3935013197723629,0.06818408135905589,1,1,1,1,1,1,6,1
gen_fuel_nuclear_mw,0.5329531763438693,0.5745658554177525,0.4023094487166984,0.12380483808090567,0.5622751157770117,0.21920235552640893,1,1,1,1,1,1,6,1
gen_fuel_multiple_fuels_mw,0.4379955578391021,0.41217142743109214,0.26609973751802524,0.06495035882671851,0.4291379606510572,0.10091549594136588,1,1,1,1,1,1,6,1
da_as_as_mw_primary_reserve,0.47941793725321263,0.527598232317656,0.3689076738930444,0.12308815895805798,0.5018522456271504,0.1867459726016844,1,1,1,1,1,1,6,1
da_as_as_mw_synchronized_reserve,0.23179397020133255,0.26102987857495197,0.19270987623534688,0.06592685667982957,0.2617933467084953,0.0566993501883001,1,1,1,1,1,1,6,1
