pearson,spearman,kendall,nmi,distance_corr,hsic
0.04349234739741735,0.1052739103484845,0.08958535986897959,0.014381228913189046,0.1131666650419285,0.007768366288362511
0.023323622562784568,0.11528547872945571,0.07535327609127862,0.015312880451193892,0.09889199289107178,0.013604891244763698
0.022131779661956227,0.024737637186593678,0.025190101348200225,0.008042709805466739,0.07501897648060539,0.004102036237232408
0.05753805346407657,0.18911748782328752,0.11565530581105432,0.020808446262555964,0.11595889707801972,0.01980513807412209
0.0538292641036448,0.013994727874927086,0.036636289017168804,0.01180138279560591,0.08046602667191999,0.00931614394026377
0.04596847540309236,0.10770476428692825,0.05564465700420983,0.010699085251075732,0.09528364495630694,0.008487519405060075
0.22175088317684397,0.28671894901313055,0.2034047332353584,0.024022348025249655,0.2231028023495043,0.029089432558148928
0.05750659487391696,0.09084302521451462,0.0459491861264166,0.01160471512961303,0.09081900920742919,0.004539236266726622
0.017184990772000006,0.06288276068927963,0.047497044735640426,0.026272540563042256,0.07654065424596175,0.011255591914088479
0.20441106693322772,0.2403914249342944,0.16437272918680326,0.022071811396104535,0.2365742490417948,0.03337520664505783
0.0011539901547308912,0.04464540120729257,0.030281399899653748,0.012739548758863366,0.06999939436700495,0.004905513956716896
0.07204787912593585,0.22770460664979061,0.17582450970476676,0.021594667764346105,0.1543551801430803,0.029197549834036933
0.1344453717921753,0.20625252405467484,0.17624144538622888,0.03406911192848594,0.18878862185544903,0.025662085257179217
0.08869108092651573,0.1298378695698246,0.09309351615479669,0.010961841636018418,0.12786893864012758,0.01313592393478278
0.05959233198769241,0.1550168458048693,0.10722139424649467,0.016688817606114674,0.17506505741818665,0.020644104222795768
0.13632952501336865,0.11644685102662415,0.05845690468652098,0.012620026718033805,0.15095923674200026,0.013320485336175575
0.17798611317879237,0.1899716353701688,0.15045431974495982,0.01717539315310896,0.1821714430329556,0.018222755977822473
0.00666072324874292,0.044950678834604324,0.03304722377160441,0.008584688932859845,0.05571246816267843,0.003829195324923356
0.10119079821211162,0.17518721916531693,0.11467292987555489,0.013265308483112649,0.17647327304162178,0.023499086274748584
0.21560199055693502,0.24303147776752448,0.16519327737211217,0.023358146180522132,0.18809262413105246,0.02103303735775487
