n,test_r2
1,0.5798326088597558
2,0.7206077356315228
3,0.8142844372575947
4,0.8229582141038765
5,0.8317137093271667
6,0.8408036918599904
7,0.8479425572319952
8,0.8519791033297164
9,0.8500684453853111
10,0.8544436389045765
