area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,day_of_week,month_of_year,is_weekend
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.42751077,0.44991183,0.45065144,0.40072063,0.43686387,0.3892475,0.44339827,0.41917825,0.3960358,0.55976623,0.5148135,0.52583486,0.39450812,0.4300723,0.47756803,0.51831514,0.47037193,0.4583103,0.44663656,0.56340766,0.53682715,0.55056894,0.49526417,0.47430515,0.44407904,0.59573287,0.5406299,0.46354675,0.40258488,0.4943918,0.43861225,0.5698359,0.40390515,0.4809498,0.46189058,0.41522986,0.5611692,0.5492037,0.40397713,0.44858542,0.40296546,0.38710374,0.42352402
0.40362155,0.4263509,0.4399809,0.33991724,0.40363532,0.34312493,0.44661334,0.36182728,0.30360815,0.59451663,0.51567394,0.54047626,0.34665737,0.37354425,0.4720988,0.54741067,0.470351,0.46763998,0.4370746,0.60122234,0.5627526,0.60163474,0.5107653,0.4865893,0.4546093,0.68814325,0.56658864,0.46029794,0.3855896,0.5196956,0.442979,0.5921492,0.3265376,0.51320064,0.44762656,0.39368924,0.5718306,0.56980103,0.3343318,0.4071055,0.32343656,0.28601116,0.35754946
0.36642528,0.39780223,0.4266659,0.259121,0.36522648,0.28105775,0.4391148,0.32037517,0.21802576,0.6145973,0.51783365,0.5603965,0.3348364,0.32424146,0.48706192,0.5666574,0.46555156,0.50342363,0.45591542,0.63848555,0.58848023,0.6375119,0.5379642,0.5112977,0.4682389,0.76487714,0.5897244,0.4466577,0.37053153,0.5358467,0.43359646,0.59572095,0.25250772,0.5378339,0.45373446,0.3675837,0.5828229,0.5976255,0.28280795,0.36684793,0.22885843,0.2011521,0.25572824
0.35205457,0.3695845,0.4002084,0.17571814,0.33465058,0.20266002,0.423475,0.27505088,0.14858074,0.64752656,0.5371523,0.57925844,0.32331496,0.28002846,0.48445424,0.581013,0.4588129,0.5414621,0.46538934,0.66744065,0.60047907,0.6614393,0.53793395,0.5587438,0.47241518,0.8405747,0.60870343,0.4299803,0.37006098,0.549892,0.45104703,0.6011613,0.16371523,0.55297554,0.45318496,0.34197792,0.5963762,0.61836165,0.2213328,0.31713653,0.13684198,0.10569258,0.14453371
0.34467924,0.3327152,0.3644547,0.08809624,0.30706272,0.12935482,0.40793666,0.22656688,0.06129809,0.6722411,0.54944414,0.60462946,0.30902937,0.2354375,0.468654,0.5983594,0.45346576,0.5997407,0.46822846,0.6870509,0.6228939,0.69306326,0.5756708,0.592972,0.48915964,0.8985464,0.64418364,0.4078415,0.3616732,0.5626199,0.43925664,0.6032774,0.07153262,0.5693265,0.46239343,0.3182908,0.6026405,0.64484626,0.14161865,0.2568018,0.033128623,0.01789794,0.03561531
0.31722176,0.2983995,0.34110224,0.012937422,0.28431907,0.061727278,0.40660387,0.17938176,-0.007559418,0.69912744,0.574569,0.63126385,0.28456503,0.19440606,0.47164252,0.61034185,0.4481902,0.6024868,0.4839728,0.687078,0.64374214,0.7062891,0.6045984,0.62335515,0.5097954,0.9520426,0.6558462,0.39736187,0.34333327,0.5778291,0.42852107,0.6094832,-0.031952675,0.5962044,0.47454345,0.29688454,0.6083214,0.656789,0.057574376,0.18303233,-0.07236711,-0.05755253,-0.083103366
0.3030701,0.25353333,0.32967043,-0.058564477,0.24367948,-0.009330125,0.3977943,0.118536055,-0.08292181,0.7068193,0.58148676,0.6468117,0.2589042,0.1413941,0.46424085,0.6213049,0.4508781,0.6153985,0.49125722,0.6972335,0.672427,0.7193868,0.61186427,0.6404061,0.52815944,0.9911927,0.67380434,0.36448294,0.33380136,0.5861238,0.42258948,0.619987,-0.12587649,0.62153304,0.4971018,0.26829797,0.62313867,0.6925317,-0.0052494756,0.115475774,-0.17436874,-0.15082566,-0.19442794
0.2666893,0.21099065,0.29028392,-0.14534882,0.20495585,-0.07513757,0.37618622,0.07446179,-0.16275048,0.7245305,0.5908666,0.65569705,0.23037608,0.10059522,0.4628966,0.62540776,0.4435148,0.6502655,0.50569504,0.7087686,0.69629353,0.7397644,0.6368161,0.6679446,0.5411303,1.046912,0.69404936,0.33245295,0.32895124,0.60671324,0.42947343,0.6175075,-0.22217469,0.6350114,0.5082476,0.22661217,0.638001,0.72120005,-0.080688216,0.042644925,-0.26894802,-0.24434339,-0.2896787
0.23928337,0.16845632,0.25516433,-0.21855108,0.1708468,-0.14281489,0.35073474,0.028752804,-0.22351673,0.7495355,0.5948349,0.6752917,0.1995677,0.046380796,0.44421443,0.6324472,0.4385855,0.6622784,0.529671,0.7183834,0.7019354,0.7640646,0.6458829,0.6881089,0.56321317,1.0973366,0.71884936,0.29965815,0.3329376,0.6311346,0.44541213,0.6275343,-0.30015987,0.6625056,0.5262511,0.17783405,0.6448136,0.7560465,-0.16047287,-0.043148592,-0.3652071,-0.3209363,-0.39097103
0.20978267,0.12000595,0.23388264,-0.29130548,0.13855578,-0.21034837,0.3389294,-0.03302211,-0.27763122,0.76464134,0.6096765,0.6933035,0.16293196,-0.014433524,0.4334398,0.63581437,0.43259814,0.68173826,0.5509827,0.72798723,0.719501,0.7801025,0.66231567,0.710072,0.59006983,1.130726,0.73435235,0.26363593,0.3358001,0.64579546,0.44992843,0.6331589,-0.3741392,0.67898387,0.5486075,0.14217928,0.6556201,0.783565,-0.22158031,-0.11451581,-0.449246,-0.40669966,-0.47293046
0.17806983,0.07070433,0.20145129,-0.3517809,0.11341251,-0.27552015,0.32366452,-0.09391389,-0.34432918,0.7786249,0.6089825,0.7053686,0.12280793,-0.07312259,0.4277579,0.6415179,0.4410278,0.69632375,0.5669757,0.746794,0.7299245,0.80314475,0.6750988,0.7228247,0.6160499,1.1676013,0.75853354,0.21805143,0.3227435,0.6852477,0.44331083,0.64042604,-0.44451278,0.7066151,0.5862427,0.10058262,0.6762036,0.8064373,-0.26887777,-0.19319266,-0.528479,-0.47015464,-0.54975617
0.15426981,0.014960739,0.16525315,-0.4107465,0.07092051,-0.33526596,0.31012926,-0.15989907,-0.400011,0.78099924,0.61829406,0.71926475,0.08163549,-0.12234068,0.43919668,0.64310396,0.4442701,0.7021605,0.59325343,0.7534348,0.7352614,0.8109351,0.68529934,0.7484242,0.638181,1.2015364,0.768612,0.18708278,0.30675873,0.71319324,0.45602697,0.64124715,-0.5170536,0.7376764,0.63616085,0.0617392,0.70165974,0.84107745,-0.32874575,-0.27103582,-0.5993154,-0.5279632,-0.61223173
0.12783445,-0.043984197,0.115634836,-0.47340637,0.012486497,-0.38883016,0.29261085,-0.23219384,-0.4562964,0.79823154,0.61772585,0.72467,0.04029318,-0.18477704,0.44595838,0.64547616,0.43790573,0.72153145,0.6208047,0.76379514,0.7441207,0.8193892,0.7094139,0.7793058,0.6554835,1.250554,0.7771018,0.15740338,0.29059163,0.75296706,0.4522331,0.64611256,-0.564302,0.7579216,0.70010835,0.019935327,0.71390843,0.8643247,-0.39122003,-0.33453658,-0.6618997,-0.5939621,-0.66947144
0.11233051,-0.1033653,0.079359725,-0.51222426,-0.037457265,-0.44374245,0.2850203,-0.3011541,-0.51121175,0.8216558,0.6253276,0.7307244,-0.0068064188,-0.24348457,0.4465253,0.6460231,0.433511,0.7431298,0.65393543,0.777192,0.74626815,0.8294059,0.72946864,0.79799336,0.67832804,1.289139,0.7850453,0.11073463,0.2749992,0.7971591,0.44560707,0.64425224,-0.6228949,0.7784142,0.74885535,-0.027462853,0.7314261,0.8885969,-0.41943106,-0.40348917,-0.71839124,-0.6401394,-0.7300281
0.08697336,-0.17992093,0.031204917,-0.56069237,-0.09411102,-0.51062465,0.2689099,-0.362707,-0.57032806,0.8473958,0.6349482,0.7444269,-0.05864023,-0.3006993,0.4448203,0.65260285,0.42469278,0.75383687,0.6846737,0.7921148,0.7556952,0.8326462,0.74870867,0.8062846,0.7012484,1.3239096,0.7966534,0.06167251,0.25273168,0.82024175,0.44013655,0.6426958,-0.68036276,0.80111927,0.8071654,-0.0668553,0.75726426,0.922886,-0.47178322,-0.4631713,-0.7616861,-0.6809443,-0.7812846
0.055620637,-0.23133667,-0.023625769,-0.6055014,-0.1520528,-0.56022,0.2571751,-0.42982498,-0.6169991,0.8621278,0.6310314,0.7484374,-0.11624747,-0.36605248,0.44647536,0.6524649,0.41560784,0.7660683,0.6981422,0.80396813,0.7626726,0.84597063,0.7560388,0.8393481,0.7349367,1.3675513,0.79725814,0.012494117,0.24184318,0.8547089,0.44308504,0.6341153,-0.72200656,0.80903125,0.8714996,-0.109421395,0.76860636,0.9528815,-0.51317537,-0.5293578,-0.809767,-0.7338899,-0.82116336
0.013441069,-0.29502094,-0.062341213,-0.6547581,-0.2054847,-0.613513,0.23308514,-0.4905523,-0.66842884,0.8848358,0.63509023,0.75942856,-0.16636576,-0.42905438,0.45522392,0.6609199,0.4068764,0.77724206,0.72821826,0.812689,0.76877826,0.8497909,0.7750524,0.8694543,0.7636728,1.3931136,0.8026459,-0.047571097,0.21786864,0.8941346,0.4493907,0.62800175,-0.77091986,0.8221209,0.92215383,-0.15887147,0.7802689,0.9795613,-0.56085515,-0.58658516,-0.8529212,-0.7820001,-0.86215585
-0.029267298,-0.3508532,-0.1088761,-0.6958175,-0.25250283,-0.6563531,0.22370015,-0.54699045,-0.7094503,0.9065075,0.6463627,0.76839364,-0.21440412,-0.48442566,0.44887912,0.67126304,0.40877903,0.78269833,0.751892,0.8219814,0.7797313,0.8546484,0.7977649,0.8839592,0.78946424,1.4292891,0.8057278,-0.1000547,0.18185437,0.93467736,0.45551243,0.6180495,-0.8163712,0.8380542,0.99753845,-0.21192393,0.80812883,1.0048606,-0.60036516,-0.6264682,-0.8960294,-0.81577486,-0.904119
-0.067140095,-0.4072379,-0.16952373,-0.7370651,-0.3010173,-0.70623523,0.21146701,-0.5952236,-0.75760764,0.92487186,0.64939314,0.7727523,-0.2701502,-0.54310685,0.46279088,0.66841847,0.38336524,0.80293614,0.79049516,0.8387294,0.79441255,0.86159045,0.82789296,0.90834713,0.8360739,1.451469,0.8148965,-0.1669954,0.16154698,0.9733204,0.45466816,0.6146833,-0.85654247,0.84940237,1.0457674,-0.25696206,0.8336189,1.0267959,-0.64085317,-0.67702574,-0.9324632,-0.8623921,-0.9353625
