字段,中文名,层,快速得分(超阈比),标准_门控值,标准_是否选中,标准_选中数,标准_R2,去掉后_选中数,去掉后_全量R2,增量_门控值,增量_是否选中,增量_选中数,增量_R2,增量_与标准重合度,对照_门控值,对照_是否选中,对照_选中数,对照_R2,对照_与标准重合度,判定一致
prelim_load_avg_hourly,预估小时负荷,强,1.0452618260665012,0.22452738881111145,1,11,0.9605444581825898,9,0.9509426529423447,3.3086342457021457e-26,0,9,0.9552665620587033,0.5384615384615384,0.6227620840072632,1,17,0.9653920659387847,0.6470588235294118,0
gen_fuel_gas_mw,燃气出力,强,2.496909819789094,0.09917277842760086,1,11,0.9605444581825898,9,0.9548724029089845,2.009044413307532e-15,0,9,0.9607980715070662,0.42857142857142855,0.4297013580799103,1,17,0.9653920659387847,0.6470588235294118,0
gen_fuel_oil_mw,燃油出力,中,1.9105751556156423,0.01166003942489624,1,11,0.9605444581825898,10,0.954618717684758,1.7669334962180927e-12,0,10,0.9575291842713219,0.6153846153846154,0.03705219924449921,1,17,0.9653920659387847,0.6470588235294118,0
gen_fuel_multiple_fuels_pct,多燃料占比,中,4.458532873511537,0.007108630612492561,0,11,0.9605444581825898,11,0.9573776378219644,1.0641502436181671e-11,0,11,0.9606852738326974,0.6923076923076923,0.019783487543463707,1,17,0.9653920659387847,0.6470588235294118,1
da_as_mcp_primary_reserve,日前主用备用出清价,弱,1.0381656648448165,0.0,0,11,0.9605444581825898,10,0.9564328071165115,7.61621056011945e-20,0,10,0.9603940767067825,0.6153846153846154,1.5473525238896002e-10,0,17,0.9653920659387847,0.6470588235294118,1
da_as_as_mw_primary_reserve,日前主用备用实际量,弱,6.230735779811981,0.0,0,11,0.9605444581825898,10,0.9574209837997261,1.788753500875373e-08,0,10,0.9584594489816413,0.6153846153846154,3.802465009528078e-09,0,17,0.9653920659387847,0.6470588235294118,1
