partition,seed,target,sensitivity_tier,target_kind,r2,rmse,mae,test_std,nrmse_by_test_std,pearson_r,test_r2_evaluable,accuracy,balanced_accuracy,roc_auc,description,n_input_declared,n_input_variable
02_public27_grouped/generator_continuous,43,gen_121_nuclear_1_pg_mw,T3_high,continuous,0.9972690343856812,7.303476810455322,5.444977283477783,139.75579833984375,0.052258845418691635,0.9987037777900696,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_121_nuclear_1_qg_mvar,T3_high,continuous,0.9543254375457764,9.515617370605469,5.386077880859375,44.524566650390625,0.21371611952781677,0.9770316481590271,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_223_steam_3_pg_mw,T3_high,continuous,0.37501290440559387,4.852650165557861,1.947056531906128,6.138234615325928,0.7905611991882324,0.6158348321914673,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_223_steam_3_qg_mvar,T3_high,continuous,0.9268426299095154,2.1294429302215576,1.4064178466796875,7.8729400634765625,0.27047619223594666,0.9632317423820496,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_122_wind_1_pg_mw,T3_high,continuous,0.9806823134422302,38.64674758911133,29.28775978088379,278.0581359863281,0.13898801803588867,0.9910764098167419,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_313_cc_1_pg_mw,T3_high,continuous,0.9660853743553162,30.223718643188477,18.956588745117188,164.1172332763672,0.1841593235731125,0.9834333658218384,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_313_cc_1_qg_mvar,T3_high,continuous,0.894178569316864,8.720399856567383,5.404562473297119,26.80708885192871,0.32530200481414795,0.9459380507469177,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_317_wind_1_pg_mw,T3_high,continuous,0.9098901152610779,76.39217376708984,53.0477409362793,254.4853057861328,0.3001830577850342,0.9542236924171448,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_218_cc_1_pg_mw,T3_high,continuous,0.9057786464691162,38.779754638671875,27.32010841369629,126.33692169189453,0.3069550395011902,0.9537345767021179,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_218_cc_1_qg_mvar,T3_high,continuous,0.6085835099220276,3.045121908187866,2.269562244415283,4.867266654968262,0.6256328225135803,0.785055935382843,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_303_wind_1_pg_mw,T3_high,continuous,0.9095062017440796,75.85884857177734,52.7395133972168,252.1719512939453,0.3008219003677368,0.9544546008110046,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_216_steam_1_pg_mw,T3_high,continuous,,0.06064524129033089,0.04675371199846268,0.0,60645240832.0,0.0,0,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_216_steam_1_qg_mvar,T3_high,continuous,0.9547308087348938,1.5226532220840454,1.1946256160736084,7.156479835510254,0.2127656638622284,0.9771893620491028,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_321_cc_1_pg_mw,T3_high,continuous,0.9801844954490662,22.228614807128906,13.136994361877441,157.91000366210938,0.14076761901378632,0.9903166890144348,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_321_cc_1_qg_mvar,T3_high,continuous,0.9423292875289917,2.117140054702759,1.2776341438293457,8.816007614135742,0.24014726281166077,0.970907986164093,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_123_steam_3_pg_mw,T3_high,continuous,0.7419735789299011,17.477149963378906,8.398295402526855,34.40634536743164,0.5079630017280579,0.874230682849884,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
02_public27_grouped/generator_continuous,43,gen_123_steam_3_qg_mvar,T3_high,continuous,0.7590423822402954,1.4402040243148804,0.5332304239273071,2.9339566230773926,0.49087435007095337,0.8747104406356812,1,,,,仍只用 27 个候选发布字段，单独预测 generator_continuous 目标组,27,24
