field,中文名,score
gen_fuel_other_renewables_pct,其他可再生占比,19156.896484375
gen_fuel_oil_mw,燃油出力,18413.01171875
total_losses,总网损,16350.2275390625
gen_fuel_nuclear_mw,核电出力,8339.076171875
gen_fuel_hydro_mw,水电出力,6575.3046875
gen_fuel_coal_pct,燃煤占比,5724.19873046875
gen_fuel_other_renewables_mw,其他可再生出力,5184.5830078125
gen_fuel_multiple_fuels_mw,多燃料出力,3558.857177734375
gen_fuel_solar_mw,光伏出力,2302.0078125
system_energy_price_da,日前能量价格,674.3667602539062
gen_fuel_wind_pct,风电占比,395.08587646484375
da_as_as_mw_primary_reserve,日前主用备用实际量,357.8414611816406
system_energy_price_rt,实时能量价格,81.03595733642578
marginal_loss_price_da,日前边际损耗价,81.03595733642578
da_as_as_req_mw_primary_reserve,日前主用备用需求,81.03595733642578
da_as_as_mw_synchronized_reserve,日前同步备用实际量,79.44701385498047
da_as_mcp_primary_reserve,日前主用备用出清价,77.88922882080078
gen_fuel_solar_pct,光伏占比,77.88922882080078
gen_fuel_oil_pct,燃油占比,77.88922882080078
da_as_mcp_synchronized_reserve,日前同步备用出清价,77.88922882080078
da_as_as_req_mw_thirty_minutes_reserve,日前30分钟备用需求,76.36199188232422
gross_actual_interchange_mw,总实际交换,74.86470031738281
marginal_loss_price_rt,实时边际损耗价,74.86470031738281
da_as_as_mw_thirty_minutes_reserve,日前30分钟备用实际量,73.39675903320312
congestion_price_rt,实时阻塞价,73.39675903320312
gross_inadv_interchange_mw,总非计划交换,73.39675903320312
gen_fuel_hydro_pct,水电占比,71.95761108398438
gen_fuel_storage_mw,储能出力,69.16340637207031
congestion_price_da,日前阻塞价,63.896297454833984
