epoch,train_residual_mse_mean,val_residual_mse_mean,val_y_r2_mean,median_effective_norm,max_effective_norm
1,0.990654754819292,0.9761731028556824,0.7629033923149109,0.2119455635547638,0.3165394067764282
2,0.9247532166314848,0.9079230427742004,0.7794802188873291,0.21494215726852417,0.5256882309913635
3,0.8461313843727112,0.8483527302742004,0.7939490079879761,0.22650425136089325,0.6442235708236694
4,0.7900202563314727,0.8561199307441711,0.7920624017715454,0.23975348472595215,0.6618808507919312
5,0.7385505144343232,0.7962300777435303,0.8066086769104004,0.24897590279579163,0.6549509763717651
6,0.6983972476287321,0.776058554649353,0.8115078806877136,0.2614787220954895,0.6228090524673462
7,0.663739950819449,0.7494276165962219,0.817976176738739,0.2684246897697449,0.6008136868476868
8,0.6296773643204661,0.7321552634239197,0.8221713900566101,0.2733875513076782,0.6478639841079712
9,0.5901491736823862,0.7094174027442932,0.8276941180229187,0.2771087884902954,0.685467004776001
10,0.5604144836013968,0.6725910902023315,0.8366385698318481,0.28247547149658203,0.7312575578689575
11,0.5371795843044916,0.6689009666442871,0.8375347852706909,0.2817922532558441,0.7711743712425232
12,0.515736436753562,0.6849358081817627,0.8336402177810669,0.2848210334777832,0.8042628169059753
13,0.4877700927582654,0.6547167897224426,0.8409799337387085,0.2855684161186218,0.8332914710044861
14,0.466830289273551,0.6871565580368042,0.8331007957458496,0.28874287009239197,0.8510028123855591
15,0.4430929341099479,0.6604844927787781,0.8395791053771973,0.29086780548095703,0.8710888624191284
16,0.43298954855312,0.6374041438102722,0.8451848030090332,0.2916446328163147,0.8975411057472229
17,0.4120168672366576,0.6116609573364258,0.8514374494552612,0.28947630524635315,0.916333794593811
18,0.4049582278186625,0.6235545873641968,0.8485487103462219,0.2902291417121887,0.9415608048439026
19,0.38736546807216876,0.6229318380355835,0.8486999273300171,0.2923815846443176,0.9523912668228149
20,0.37305942516435275,0.6338722109794617,0.8460427522659302,0.29424047470092773,0.9650279879570007
21,0.3789980641820214,0.6150904893875122,0.8506045341491699,0.29486632347106934,0.9703107476234436
22,0.36471143477793894,0.5936101078987122,0.8558217287063599,0.29729127883911133,0.9868533611297607
23,0.3499530124844927,0.6070841550827026,0.8525491952896118,0.2961795926094055,0.9935978055000305
24,0.33501065770785016,0.6409880518913269,0.8443143963813782,0.29704350233078003,0.994709849357605
25,0.3298155911492579,0.5714319944381714,0.861208438873291,0.29873013496398926,1.0120962858200073
26,0.3193406108202356,0.5915774703025818,0.8563154339790344,0.3010269105434418,1.0166910886764526
27,0.31201329962773755,0.6152257919311523,0.8505717515945435,0.30200648307800293,1.0215883255004883
28,0.3100247877565297,0.5606525540351868,0.86382657289505,0.3021853268146515,1.031834602355957
29,0.2985483611171896,0.5660231709480286,0.8625221252441406,0.30298978090286255,1.0383509397506714
