head_id,anchor,group_size,candidate_group,residual_val_mse,residual_val_r2,reconstructed_y_val_mse,reconstructed_y_val_r2,anchor_sensitivity,anchor_status,threshold_ratio
0,gen_fuel_other_renewables_mw,17,gen_fuel_other_renewables_mw;total_lmp_da;system_energy_price_da;gen_fuel_multiple_fuels_pct;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;gross_actual_interchange_mw;total_pjm_loc_credit;total_losses;total_pjm_self_sched_reg;gen_fuel_coal_pct;congestion_price_rt;congestion_price_da,0.5568848252296448,0.45337924361228943,908652.0,0.8647418022155762,0.015896499156951904,active_anchor,0.35
1,congestion_price_da,16,congestion_price_da;gen_fuel_other_renewables_mw;system_energy_price_da;gen_fuel_multiple_fuels_pct;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;gross_actual_interchange_mw;total_pjm_loc_credit;total_losses;total_pjm_self_sched_reg;gen_fuel_coal_pct;congestion_price_rt,0.547627866268158,0.4624650180339813,893548.4375,0.8669900298118591,0.0039408206939697266,active_anchor,0.35
2,total_losses,19,total_losses;gen_fuel_other_renewables_mw;total_lmp_da;total_pjm_rmpcp_cr;system_energy_price_da;gen_fuel_multiple_fuels_pct;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;forecast_load_mw_latest_available;gross_actual_interchange_mw;total_pjm_loc_credit;total_pjm_self_sched_reg;gen_fuel_coal_pct;congestion_price_rt;congestion_price_da,0.5714132785797119,0.4391176402568817,932358.875,0.8612128496170044,0.13884645700454712,active_anchor,0.35
3,system_energy_price_da,15,system_energy_price_da;gen_fuel_other_renewables_mw;gen_fuel_multiple_fuels_pct;gen_fuel_gas_pct;marginal_loss_price_da;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;gross_actual_interchange_mw;total_pjm_loc_credit;total_losses;total_pjm_self_sched_reg;gen_fuel_coal_pct;congestion_price_rt;congestion_price_da,0.5673933625221252,0.44306376576423645,925800.25,0.8621892929077148,0.0184556245803833,active_anchor,0.35
4,total_pjm_self_sched_reg,15,total_pjm_self_sched_reg;gen_fuel_other_renewables_mw;system_energy_price_da;gen_fuel_multiple_fuels_pct;gen_fuel_gas_pct;marginal_loss_price_da;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;gross_actual_interchange_mw;total_pjm_loc_credit;total_losses;gen_fuel_coal_pct;congestion_price_rt;congestion_price_da,0.5515978932380676,0.4585683345794678,900025.8125,0.8660258650779724,0.005417168140411377,active_anchor,0.35
5,total_lmp_da,19,total_lmp_da;gen_fuel_other_renewables_mw;gen_fuel_multiple_fuels_pct;gen_fuel_multiple_fuels_mw;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;forecast_load_mw_latest_available;gross_actual_interchange_mw;total_pjm_loc_credit;total_losses;net_inadv_interchange_mw;total_pjm_self_sched_reg;gen_fuel_coal_pct;congestion_price_rt;congestion_price_da,0.5563676953315735,0.4538864195346832,907809.75,0.8648673295974731,0.020795166492462158,active_anchor,0.35
6,total_pjm_loc_credit,16,total_pjm_loc_credit;gen_fuel_other_renewables_mw;total_lmp_da;system_energy_price_da;gen_fuel_multiple_fuels_pct;gen_fuel_gas_pct;marginal_loss_price_da;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;gross_actual_interchange_mw;total_losses;total_pjm_self_sched_reg;gen_fuel_coal_pct;congestion_price_rt;congestion_price_da,0.550117015838623,0.46002197265625,897610.0625,0.8663855195045471,-0.0034839510917663574,inactive_or_dummy_anchor,0.35
7,gross_inadv_interchange_mw,17,gross_inadv_interchange_mw;gen_fuel_other_renewables_mw;total_lmp_da;system_energy_price_da;gen_fuel_multiple_fuels_pct;gen_fuel_gas_pct;marginal_loss_price_da;total_pjm_rt_load_mwh;metered_load_mw;gross_actual_interchange_mw;total_pjm_loc_credit;total_losses;net_inadv_interchange_mw;total_pjm_self_sched_reg;gen_fuel_coal_pct;congestion_price_rt;congestion_price_da,0.5620792508125305,0.4482796788215637,917129.375,0.8634799718856812,0.019360244274139404,active_anchor,0.35
8,gen_fuel_multiple_fuels_mw,18,gen_fuel_multiple_fuels_mw;gen_fuel_other_renewables_mw;system_energy_price_da;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;forecast_load_mw_latest_available;gross_actual_interchange_mw;total_pjm_loc_credit;total_losses;net_inadv_interchange_mw;total_pjm_self_sched_reg;gen_fuel_coal_pct;congestion_price_rt;congestion_price_da,0.5357667803764343,0.4741072356700897,874195.9375,0.8698708415031433,0.019005894660949707,active_anchor,0.35
9,gen_fuel_multiple_fuels_pct,18,gen_fuel_multiple_fuels_pct;gen_fuel_other_renewables_mw;total_lmp_da;system_energy_price_da;marginal_loss_price_rt;gen_fuel_gas_pct;marginal_loss_price_da;gross_inadv_interchange_mw;total_pjm_rt_load_mwh;metered_load_mw;gross_actual_interchange_mw;total_pjm_loc_credit;total_losses;total_pjm_self_sched_reg;gen_fuel_coal_pct;congestion_price_rt;da_as_mcp_synchronized_reserve;congestion_price_da,0.5632615089416504,0.4471198320388794,919057.5625,0.8631929755210876,0.04361224174499512,active_anchor,0.35
