选中字段,替身对象,残差比
da_as_ss_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,1.2872255708561549e-14
da_as_ss_mw_primary_reserve,da_as_ss_mw_thirty_minutes_reserve,1.2872255708561549e-14
da_as_as_mw_primary_reserve,da_as_total_mw_primary_reserve,1.3370329409857457e-13
total_pjm_rt_load_mwh,metered_load_mw,0.01409932354206537
