feature_index,related,rank,index,center,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score,best_gate
1,prelim_load_avg_hourly,1,26,total_lmp_rt,1.0,0.6171955718090609,0.4104957975861494,0.4253116661883611,0.5297401012963157,0.1882178928460913,1,1,1,1,1,1,6,1.0,0.49681336
2,system_energy_price_da,2,38,total_lmp_rt,1.0,0.8359020305747888,0.6554567950239913,0.6584331388485853,0.7604933427377839,0.0914727182081707,1,1,1,1,1,1,6,1.0,0.50885737
3,system_energy_price_rt,3,42,total_lmp_rt,1.0,0.9999860836635542,0.99999394530923,0.997882091242672,0.9999895516019588,0.9952855720423548,1,1,1,1,1,1,6,1.0,0.95914465
4,forecast_load_mw_latest_available,4,24,total_lmp_rt,0.9205372670004072,0.5861786524065692,0.3929745329921875,0.4547032261291405,0.5664616510679019,0.1906923265226817,1,1,1,1,1,1,6,0.9205372670004072,0.49851823
5,total_lmp_da,5,39,total_lmp_rt,0.7557213815304834,0.8179075175452796,0.6344917619071646,0.6416041145398943,0.7549360909941968,0.0939312854745482,1,1,1,1,1,1,6,0.8179075175452796,0.4921888
6,gen_fuel_nuclear_pct,6,19,total_lmp_rt,0.8062647839059721,-0.6638757761801387,-0.4062341881402255,-0.4684694713193621,0.5459665719271245,0.0666685032945299,1,1,1,1,1,1,6,0.8062647839059721,0.18956207
7,gen_fuel_gas_mw,7,6,total_lmp_rt,0.7697509967534855,0.5018945824638867,0.3627177120481971,0.3706167725792117,0.4929359355357334,0.18856129902635,1,1,1,1,1,1,6,0.7697509967534855,0.46350437
8,gen_fuel_oil_mw,8,10,total_lmp_rt,0.6376823884922268,0.5464956051167471,0.5749693347513452,0.3435308135857204,0.571175944961401,0.0872567146839107,1,1,1,1,1,1,6,0.6376823884922268,0.40425944
9,metered_load_mw,9,27,total_lmp_rt,0.6232774908579202,0.6137580864175651,0.4139018951270767,0.4491770920211287,0.550596045264464,0.1881363378463263,1,1,1,1,1,1,6,0.6232774908579202,0.48181748
10,gen_fuel_multiple_fuels_mw,10,8,total_lmp_rt,0.5644408239159697,0.4275104254656544,0.311023253710657,0.2647789773449122,0.3719982969964209,0.0718563845738164,1,1,1,1,1,1,6,0.5644408239159697,0.33752882
11,total_gen,11,1,total_lmp_rt,0.4995457146158205,0.5520350324483368,0.4025987467571837,0.3795551848762858,0.5021365492090906,0.1866816942960399,1,1,1,1,1,1,6,0.5520350324483368,0.45584598
12,gen_fuel_coal_mw,12,5,total_lmp_rt,0.2908223949007449,0.5203247248328139,0.3752062935089685,0.3937774066454786,0.4869146005229541,0.1891638225885483,1,1,1,1,1,1,6,0.5203247248328139,0.44320282
13,forecast_load_mw_day_ahead,13,25,total_lmp_rt,0.44589431499248,0.4577116629043927,0.3842876672276403,0.3352775515096401,0.4658206972901217,0.1911749091125705,1,1,1,1,1,1,6,0.4658206972901217,0.44015205
14,gen_fuel_hydro_mw,14,7,total_lmp_rt,0.2034923600072387,0.4272393655489231,0.3696340367265113,0.3139657614833363,0.4473384641143978,0.1613851618610537,1,1,1,1,1,1,6,0.4473384641143978,0.39854285
15,total_losses,15,2,total_lmp_rt,0.3670885562220888,0.4319133170087874,0.3098037778216249,0.2917584204303343,0.3659803673026868,0.0896537008424507,1,1,1,1,1,1,6,0.4319133170087874,0.34294704
16,da_as_total_mw_thirty_minutes_reserve,16,35,total_lmp_rt,0.1291198354195554,-0.370363334855136,-0.3705046404234898,-0.2573443759698288,0.3942235407775832,0.1785061583806487,1,1,1,1,1,1,6,0.3942235407775832,0.24550186
17,gross_inadv_interchange_mw,17,50,total_lmp_rt,0.1188312719717297,0.3770901005655667,0.2809483623043554,0.2631359466221851,0.3356411139215924,0.1799908321926189,1,1,1,1,1,1,6,0.3770901005655667,0.3819197
18,gross_actual_interchange_mw,18,48,total_lmp_rt,0.0858348103532076,0.3033912761882963,0.1623098569356499,0.2333138726716708,0.2803076047111916,0.1687106932608589,1,1,1,1,1,1,6,0.3033912761882963,0.35145187
19,marginal_loss_price_rt,19,44,total_lmp_rt,1.0,0.9309748283104978,0.966729555611682,0.7782749576291823,0.932694798502264,0.0334237663294757,1,1,1,1,1,0,5,1.0,0.5268747
20,marginal_loss_price_da,20,41,total_lmp_rt,0.8314428878733651,0.4961817390176476,0.5633687322052379,0.3678176257992772,0.5890401626486919,0.0444893357115929,1,1,1,1,1,0,5,0.8314428878733651,0.3845116
21,gen_fuel_oil_pct,21,20,total_lmp_rt,0.7282773854519914,0.5003962938767591,0.5160696316829515,0.3674387651644855,0.567440686065999,0.033794894926671,1,1,1,1,1,0,5,0.7282773854519914,0.3667745
22,congestion_price_rt,22,43,total_lmp_rt,0.4822864873667794,0.5628399438651112,0.5566087264133083,0.3981934038076101,0.6608144726225195,0.0383969274235053,1,1,1,1,1,0,5,0.6608144726225195,0.37596795
23,gen_fuel_other_renewables_pct,23,21,total_lmp_rt,0.6417432252251696,-0.4916111263114323,-0.3087883686491746,-0.4221990986214166,0.4643917951304043,0.0429360939155417,1,1,1,1,1,0,5,0.6417432252251696,0.18355371
24,da_as_mcp_synchronized_reserve,24,29,total_lmp_rt,0.5391387326968071,0.4750934359978017,0.5736442327897983,0.3527429455965835,0.5151917957887575,0.0311177016961969,1,1,1,1,1,0,5,0.5736442327897983,0.35208303
25,da_as_mcp_primary_reserve,25,28,total_lmp_rt,0.2814314050511782,0.3768010653932658,0.5180712428611295,0.2901231160865453,0.4491645165240123,0.0296019594573127,1,1,1,1,1,0,5,0.5180712428611295,0.31690055
26,congestion_price_da,26,40,total_lmp_rt,0.4842577691869433,0.1833309621682547,0.3096223357119076,0.1163135946622185,0.376675632440234,0.0280497130516722,1,1,1,1,1,0,5,0.4842577691869433,0.27686113
27,gen_fuel_coal_pct,27,15,total_lmp_rt,0.3226986484931822,0.4070804494775393,0.2187923934742907,0.2661971439438637,0.3148643756512936,0.0300325495502645,1,1,1,1,1,0,5,0.4070804494775393,0.28813416
28,gen_fuel_storage_mw,28,13,total_lmp_rt,0.3981123721744493,0.4064484233854182,0.208639625310834,0.3347369283261868,0.3762941981900766,0.0389226116543366,1,1,1,1,1,0,5,0.4064484233854182,0.30881312
29,gen_fuel_hydro_pct,29,17,total_lmp_rt,0.2809409225176938,0.3603592150178399,0.2531759715152344,0.2265384593641139,0.318708548609834,0.0279272153449575,1,1,1,1,1,0,5,0.3603592150178399,0.2808314
30,gen_fuel_multiple_fuels_pct,30,18,total_lmp_rt,0.1622222211284845,0.3272603094366693,0.2161717684090607,0.2326834234155765,0.2983885418989995,0.0236791728959552,1,1,1,1,1,0,5,0.3272603094366693,0.26857686
