wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.68489844,0.6459462,0.75272053,0.7233736,0.7778817,0.6937345,0.6730653,0.8870467,0.6734322,0.6688245,0.7380313,0.67213696,0.87877524,0.67223406,0.67376983,0.6503283,0.85760236,1.0434538,0.6817828,0.6625281,0.67236525,1.0119355,0.6889341,0.69521827,0.67433876,0.74636877,0.6846466,0.72666085,0.6579331,0.64002013,0.7797054,0.6524525,0.847726,1.0744512,0.6479454,0.6398811,0.65923023,0.69282645,0.66064596,0.8179356,0.65797806,0.66886854,0.76484567,0.9262454,0.757526,0.6539757,0.75094444,0.7188954
0.4778827,0.40883556,0.5679332,0.51057416,0.5481467,0.49620983,0.44035494,0.7922799,0.47277296,0.4351814,0.5270547,0.45926905,0.73986715,0.46029097,0.45165342,0.42609084,0.69447464,0.96391714,0.49534243,0.43531716,0.43132502,0.895785,0.4539667,0.500854,0.42884392,0.549348,0.48084643,0.5293902,0.42334208,0.42493984,0.65417916,0.41712204,0.7177597,1.0505595,0.4127283,0.40345612,0.4212952,0.4630963,0.421874,0.67067266,0.42922655,0.44266665,0.6437676,0.86779225,0.63291746,0.4318673,0.57196474,0.52447635
0.3306905,0.24902046,0.41528186,0.3739698,0.37269232,0.34343994,0.29340738,0.70772576,0.33190486,0.2738613,0.36405987,0.30838698,0.63639504,0.3147425,0.29391995,0.26915574,0.5487273,0.8761321,0.3638399,0.27697814,0.26778954,0.79553,0.29071695,0.3645211,0.26710132,0.39829376,0.36341202,0.38193458,0.26874205,0.27581212,0.54483116,0.26153463,0.59518933,1.012723,0.2576824,0.24736603,0.25945026,0.2971396,0.2613466,0.56685007,0.27434638,0.2838435,0.51971525,0.79000074,0.5201397,0.27880186,0.44187853,0.39357775
0.24338578,0.14688909,0.29575133,0.3020085,0.24881044,0.22762217,0.19578743,0.63420594,0.22961763,0.16539486,0.2447349,0.21241508,0.5543536,0.22640437,0.18631512,0.1625343,0.416742,0.7965446,0.27999616,0.17022304,0.16469564,0.71457416,0.18108265,0.2573683,0.16185704,0.28140047,0.27849892,0.27620468,0.16824804,0.17611454,0.4411943,0.15657574,0.48392522,0.9763354,0.15414381,0.14539263,0.1536522,0.1853714,0.1547496,0.48755392,0.17026493,0.17456913,0.4046266,0.71460027,0.43307438,0.17706867,0.34851995,0.30555862
0.18481672,0.0826279,0.20185126,0.25603402,0.16387783,0.14735179,0.13514228,0.5627595,0.16214891,0.09647981,0.1600128,0.14820573,0.48390397,0.16849731,0.11457032,0.095152825,0.31208956,0.71291524,0.21976629,0.09968288,0.09830606,0.65296006,0.10764707,0.1797305,0.094570234,0.19520572,0.22412567,0.19986132,0.10119368,0.10874906,0.35331777,0.09019105,0.3919872,0.9316971,0.089234486,0.08188148,0.08712031,0.11027122,0.08759258,0.426034,0.10157923,0.10399577,0.31467822,0.6358237,0.35682005,0.107243076,0.27091026,0.24082528
0.14679591,0.045183472,0.1320229,0.22584799,0.10455406,0.09251741,0.09082807,0.51024044,0.11478393,0.0546148,0.10040675,0.10512389,0.4308574,0.13038579,0.06688219,0.052181102,0.22889525,0.6499166,0.17568998,0.056969736,0.056612942,0.6117211,0.06193335,0.120308116,0.054234415,0.1337827,0.20060006,0.1452388,0.059671834,0.06595495,0.28600335,0.05016206,0.31270018,0.8974259,0.048868395,0.04361715,0.04693074,0.06315565,0.046946496,0.38195002,0.05905302,0.060378414,0.23609531,0.552949,0.3049674,0.06294143,0.22782007,0.19900635
0.12084863,0.023916045,0.08458474,0.20912723,0.06626925,0.056904934,0.059690904,0.46842757,0.08195085,0.030256165,0.061161287,0.07447467,0.3897992,0.10321195,0.037689403,0.027557421,0.16703011,0.60845524,0.1443884,0.031657606,0.030867657,0.5727179,0.03355724,0.0765878,0.029260887,0.088626444,0.1602531,0.111830965,0.033849455,0.039806664,0.2324336,0.026422076,0.26124159,0.8574826,0.025137845,0.02185738,0.023798117,0.03391041,0.023734802,0.34146643,0.03335384,0.03334153,0.17365952,0.48004758,0.28103626,0.035643473,0.18775187,0.16577375
0.106280334,0.011914589,0.052146353,0.20260422,0.03991075,0.033566643,0.037350457,0.42613068,0.06172955,0.015998568,0.03549623,0.052647855,0.3538034,0.08750319,0.019794334,0.013530099,0.12309635,0.5585196,0.123994306,0.016702745,0.015760152,0.5343023,0.017034713,0.04841507,0.014997863,0.056174196,0.13397828,0.08689218,0.01859686,0.022808546,0.18084438,0.013085882,0.21710157,0.837373,0.012034983,0.010185508,0.011251717,0.017155489,0.011254728,0.303072,0.01807869,0.017553614,0.13401693,0.4269636,0.24748592,0.019099675,0.15898183,0.1402083
0.10203873,0.005585683,0.030480346,0.19439128,0.023531497,0.019251922,0.021068068,0.38453063,0.043233752,0.008095978,0.019822747,0.03678409,0.3215048,0.07523178,0.009781755,0.00621653,0.08997479,0.51104504,0.106655404,0.008477465,0.007438694,0.49941477,0.008026034,0.029479139,0.0071333824,0.034412917,0.113736115,0.07451763,0.009604959,0.012690101,0.14309368,0.005974758,0.19396159,0.797788,0.0053426092,0.004397698,0.0049426244,0.008169099,0.004976297,0.27579287,0.009330101,0.008905888,0.09920663,0.37352428,0.23796946,0.009486973,0.13759033,0.124057904
