Epoch 001 | train_loss=0.31917 train_r2=0.68083 | test_loss=0.32678 test_r2=0.65506
Epoch 002 | train_loss=0.21142 train_r2=0.78858 | test_loss=0.21546 test_r2=0.77257
Epoch 003 | train_loss=0.15365 train_r2=0.84635 | test_loss=0.15946 test_r2=0.83168
Epoch 004 | train_loss=0.11939 train_r2=0.88061 | test_loss=0.12753 test_r2=0.86538
Epoch 005 | train_loss=0.09162 train_r2=0.90838 | test_loss=0.10279 test_r2=0.89149
Epoch 006 | train_loss=0.07643 train_r2=0.92357 | test_loss=0.08747 test_r2=0.90767
Epoch 007 | train_loss=0.06225 train_r2=0.93775 | test_loss=0.07822 test_r2=0.91744
Epoch 008 | train_loss=0.05318 train_r2=0.94682 | test_loss=0.06851 test_r2=0.92769
Epoch 009 | train_loss=0.05283 train_r2=0.94717 | test_loss=0.06646 test_r2=0.92984
Epoch 010 | train_loss=0.04783 train_r2=0.95217 | test_loss=0.06148 test_r2=0.93510
Epoch 011 | train_loss=0.04035 train_r2=0.95965 | test_loss=0.05498 test_r2=0.94196
Epoch 012 | train_loss=0.03606 train_r2=0.96394 | test_loss=0.05028 test_r2=0.94693
Epoch 013 | train_loss=0.03658 train_r2=0.96342 | test_loss=0.05106 test_r2=0.94611
Epoch 014 | train_loss=0.03550 train_r2=0.96450 | test_loss=0.04989 test_r2=0.94734
Epoch 015 | train_loss=0.03144 train_r2=0.96856 | test_loss=0.04541 test_r2=0.95206
Epoch 016 | train_loss=0.03323 train_r2=0.96677 | test_loss=0.04664 test_r2=0.95077
Epoch 017 | train_loss=0.03224 train_r2=0.96776 | test_loss=0.04512 test_r2=0.95238
Epoch 018 | train_loss=0.02894 train_r2=0.97106 | test_loss=0.04197 test_r2=0.95570
Epoch 019 | train_loss=0.03053 train_r2=0.96947 | test_loss=0.04491 test_r2=0.95260
Epoch 020 | train_loss=0.02560 train_r2=0.97440 | test_loss=0.03973 test_r2=0.95806
Epoch 021 | train_loss=0.02520 train_r2=0.97480 | test_loss=0.03915 test_r2=0.95867
Epoch 022 | train_loss=0.02837 train_r2=0.97163 | test_loss=0.04092 test_r2=0.95681
Epoch 023 | train_loss=0.02509 train_r2=0.97491 | test_loss=0.03946 test_r2=0.95835
Epoch 024 | train_loss=0.02804 train_r2=0.97196 | test_loss=0.04155 test_r2=0.95614
Epoch 025 | train_loss=0.02237 train_r2=0.97763 | test_loss=0.03585 test_r2=0.96216
Epoch 026 | train_loss=0.02250 train_r2=0.97750 | test_loss=0.03574 test_r2=0.96228
Epoch 027 | train_loss=0.02465 train_r2=0.97535 | test_loss=0.03834 test_r2=0.95953
