wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.26451367,0.041725766,0.41258392,0.2909033,0.12982295,0.26897848,0.87981653,0.2243815,0.34821117,0.20565727,0.0774242,0.2332676,0.51761866,0.5336984,0.46279046,0.41265556,0.44153264,0.44196475,0.07274574,0.044414915,0.031003773,0.1958144,0.018367963,0.07095165,0.13068198,0.2073353,0.10314406,0.07026276,0.07215478,0.3114943,0.13042754,0.20779064,0.06871979,0.50983715,0.23478538,0.10580399,0.3302177,0.58602697,0.35772866,0.3402272,0.20959339,0.8390013,0.06882364,0.25160876,0.2593995,0.016634656,0.28651792,0.099789366
0.24486364,0.025781315,0.38954812,0.2664321,0.10555054,0.2350387,0.857804,0.18941885,0.33574122,0.18276997,0.06285103,0.22034727,0.49305388,0.50961053,0.43158838,0.3757119,0.40696663,0.38502666,0.054095864,0.028016113,0.018685173,0.16394323,0.0102175735,0.049887713,0.10721716,0.18292452,0.08608092,0.05400385,0.058905058,0.29961488,0.102150016,0.18201931,0.047145035,0.46125597,0.21597588,0.083764575,0.3017621,0.54801065,0.34329674,0.32448655,0.1849985,0.80643874,0.04676673,0.21525499,0.23757367,0.009232454,0.26760513,0.08433746
0.2310776,0.014835777,0.3637547,0.24353148,0.08084087,0.21157369,0.82394063,0.16622587,0.32162145,0.15909898,0.05045893,0.2032718,0.46324405,0.4782084,0.39099318,0.3568408,0.38220194,0.3630017,0.04020367,0.017026702,0.010574424,0.13816904,0.0053195525,0.033784084,0.087085634,0.1631768,0.0756306,0.03980851,0.047107402,0.28916237,0.079677545,0.15999767,0.031186268,0.4181656,0.19715011,0.06545508,0.28401133,0.52138615,0.3204774,0.30476254,0.15807618,0.77926815,0.032412592,0.19307953,0.21179584,0.0048637455,0.25424916,0.07050697
0.20866144,0.0081674615,0.34931263,0.23025043,0.06493362,0.19302441,0.7891807,0.14418942,0.29578465,0.14171173,0.038984675,0.18758659,0.44893873,0.45710826,0.37253743,0.34842858,0.3631646,0.33641294,0.028940566,0.009768336,0.0056219245,0.116726585,0.0026290244,0.022608636,0.07042361,0.1469004,0.06434328,0.028340062,0.036318015,0.28166008,0.06307557,0.14463589,0.02025646,0.37567428,0.18876985,0.050879948,0.26098567,0.4899649,0.31069177,0.2885925,0.13362476,0.7539392,0.020803727,0.16562374,0.19808018,0.002421557,0.24153619,0.056369144
0.193334,0.0041993666,0.33581674,0.21568571,0.049656253,0.17293024,0.76273984,0.1258989,0.2835863,0.12920374,0.029938227,0.17718902,0.4360876,0.43102133,0.35570455,0.32599387,0.34616342,0.31226516,0.019502273,0.0052474793,0.0028554657,0.097131774,0.0012195534,0.014409023,0.054825004,0.13146076,0.05951994,0.019421207,0.030080175,0.2746731,0.04969359,0.1323178,0.012965632,0.34584025,0.1793068,0.03786958,0.24401541,0.47189245,0.2930527,0.27348185,0.11417167,0.72929615,0.013725569,0.14999177,0.1728907,0.0011159745,0.22716203,0.048011694
0.18443118,0.0020155145,0.32340157,0.19986278,0.036999732,0.15920758,0.7393349,0.109672196,0.27478427,0.11138123,0.023296494,0.16826564,0.42221597,0.40865925,0.3321373,0.32541388,0.3271165,0.2930635,0.012817883,0.0026682087,0.0013752562,0.080324404,0.00052946835,0.0089680785,0.04233389,0.11480682,0.050849065,0.012565053,0.02402388,0.25737545,0.038091727,0.11446231,0.007867787,0.3236118,0.17625335,0.028029196,0.22913286,0.44809687,0.27961513,0.2605779,0.093708724,0.69563466,0.008579717,0.13349412,0.16187152,0.00048362525,0.2187248,0.038591657
0.16988175,0.0009063062,0.30654466,0.18583348,0.026234634,0.14567022,0.72300243,0.09545967,0.25779265,0.104742594,0.016441103,0.154261,0.40649387,0.38680944,0.30787086,0.3086118,0.30627865,0.26258376,0.007747326,0.0012663178,0.0006165985,0.06874166,0.00021268717,0.005392533,0.032734904,0.10446473,0.04367288,0.0074297,0.018778814,0.23906073,0.027762914,0.10425411,0.0045193937,0.29525074,0.16751313,0.01936769,0.2242349,0.42281264,0.2682531,0.2524442,0.07801124,0.68181723,0.005295493,0.118558906,0.14467382,0.0001938468,0.20654747,0.03248322
0.16140859,0.00037708442,0.29114664,0.17831877,0.018489357,0.1273737,0.697958,0.0832033,0.2540444,0.09525209,0.011549437,0.14502923,0.3896528,0.38448986,0.3019355,0.29432335,0.2989142,0.26016253,0.0045680073,0.0005647339,0.00025964095,0.05629083,7.916318e-05,0.0030865362,0.024636775,0.094462484,0.037911832,0.004122389,0.014708796,0.22439675,0.020071546,0.09843057,0.002501564,0.2639729,0.16599363,0.013203108,0.21628243,0.40774366,0.25953406,0.24605164,0.06346728,0.6625776,0.003163679,0.108766414,0.12770484,7.194137e-05,0.20220713,0.02760853
0.15100235,0.00014511615,0.28286418,0.16589764,0.012395017,0.12011552,0.6768202,0.072149836,0.24181612,0.0848877,0.0074474346,0.13870448,0.3817008,0.37052467,0.2897212,0.29257536,0.28951022,0.23975596,0.0025010624,0.00023396582,0.00010160298,0.04709987,2.7102036e-05,0.0016527446,0.018486502,0.08499137,0.035409864,0.0021370999,0.010145118,0.21623276,0.014453853,0.09283415,0.0013245074,0.23775508,0.16054279,0.008496651,0.20772585,0.3874649,0.25054306,0.22624923,0.05089558,0.64133745,0.0017619595,0.09657074,0.12021849,2.4589217e-05,0.19818301,0.021052927
0.14610991,5.150948e-05,0.26955184,0.15624563,0.0077931024,0.10933832,0.65747464,0.06266486,0.23776248,0.07680543,0.0045748055,0.13338459,0.36662126,0.3524697,0.2724204,0.28997195,0.27603638,0.22846602,0.0012915195,9.017675e-05,3.6877333e-05,0.03779483,8.50333e-06,0.00085556594,0.01291985,0.07558168,0.029762296,0.0010180251,0.0068631917,0.21102914,0.010348506,0.08583657,0.000666267,0.2296928,0.1590363,0.005243451,0.1963218,0.37464553,0.23715559,0.22235459,0.038577735,0.6160655,0.00093712343,0.08738279,0.11050904,7.6954975e-06,0.18716325,0.017068462
0.13578853,1.6757494e-05,0.26228052,0.14958805,0.0047211447,0.09836667,0.6407301,0.05334224,0.23637766,0.06707129,0.002650409,0.123111084,0.35701743,0.34854218,0.25779453,0.27688295,0.27017462,0.21849288,0.0006287299,3.1959524e-05,1.2323934e-05,0.030542493,2.4273518e-06,0.00041830004,0.008925043,0.06766629,0.026670963,0.00044947187,0.004218916,0.20275317,0.0071916007,0.08268134,0.00031567423,0.20920253,0.1529339,0.0030416374,0.19563782,0.35408705,0.22950761,0.21627837,0.029334864,0.5987651,0.00047502,0.07819275,0.10159091,2.1918531e-06,0.19888489,0.013580554
0.13306,4.9769624e-06,0.25452736,0.14089684,0.0027255695,0.08926935,0.6288273,0.045617227,0.22697702,0.061926886,0.0014173817,0.12031317,0.34844497,0.33452165,0.25362518,0.26931193,0.2613067,0.20984177,0.00028456203,1.0421724e-05,3.774785e-06,0.024189131,6.2607506e-07,0.00019458582,0.0055232644,0.061606254,0.024868084,0.00018457706,0.0023961188,0.1962127,0.0049480363,0.07854474,0.0001410399,0.19664435,0.14975528,0.001687524,0.19103515,0.34067312,0.22475548,0.20492207,0.022292558,0.5870489,0.0002262333,0.068479106,0.09560167,5.6448533e-07,0.17880453,0.010208291
0.123472735,1.3409426e-06,0.24644461,0.13582891,0.0014995093,0.081405096,0.60962236,0.03902912,0.2223853,0.054908324,0.00071007496,0.111263074,0.34428492,0.3178927,0.2444648,0.268743,0.25975633,0.20597492,0.00012097445,3.1088957e-06,1.0521574e-06,0.018917138,1.449576e-07,8.421748e-05,0.0031647205,0.054860033,0.022673111,7.019705e-05,0.0012676277,0.1960127,0.003230534,0.07810374,5.8942976e-05,0.18362916,0.14825039,0.000882451,0.18603982,0.32540026,0.21381521,0.20096794,0.016305115,0.57286775,0.00010246587,0.062092658,0.08882253,1.3044601e-07,0.1784424,0.0076855016
0.11979411,3.2546686e-07,0.23793292,0.124270655,0.00077305466,0.07283963,0.5948822,0.0320784,0.21437003,0.05352456,0.00033059105,0.108454764,0.33279857,0.30208942,0.23744522,0.26516742,0.24814117,0.19653118,4.765506e-05,8.4237325e-07,2.6512453e-07,0.014120769,2.986484e-08,3.3931283e-05,0.0017293218,0.048114326,0.020801406,2.4545192e-05,0.0005987483,0.18090701,0.0019638147,0.07666813,2.3006509e-05,0.17168455,0.1487185,0.0004371589,0.18000709,0.3101399,0.2103675,0.19179602,0.01137626,0.55229455,4.3485998e-05,0.055912524,0.080639765,2.68286e-08,0.17478386,0.005483862
0.11685565,7.061263e-08,0.2284453,0.11863259,0.00037810535,0.066084296,0.57894075,0.026953345,0.21329625,0.04940338,0.00014363836,0.103160396,0.325609,0.29818383,0.22943315,0.25918105,0.2428736,0.18883845,1.743909e-05,2.058749e-07,5.9921625e-08,0.010436398,5.428659e-09,1.2680891e-05,0.0008579518,0.042005777,0.017532457,7.90199e-06,0.00025632678,0.17889085,0.0011241414,0.078993246,8.337451e-06,0.16523705,0.14841896,0.00020376983,0.17775823,0.2998415,0.19912054,0.18524493,0.0077361786,0.54412025,1.7199322e-05,0.04723808,0.074550994,4.867459e-09,0.16869327,0.0037551858
0.11421264,1.3583024e-08,0.21977904,0.11306699,0.00017443564,0.057945635,0.57345885,0.02287617,0.20834291,0.04634383,5.7966914e-05,0.101226166,0.31576592,0.28698796,0.21794094,0.25382435,0.24396472,0.18749219,5.8975315e-06,4.5055348e-08,1.2048273e-08,0.0075576534,8.62258e-10,4.3956543e-06,0.00039351496,0.03668893,0.0155197345,2.3242226e-06,0.00010102717,0.17105117,0.00061746663,0.07532868,2.795372e-06,0.15361112,0.14631349,8.9318615e-05,0.17708759,0.28771356,0.19236474,0.18231182,0.005238932,0.5265146,6.347545e-06,0.040509745,0.068787456,7.7153195e-10,0.1676097,0.002390512
0.10908986,2.2950482e-09,0.21443766,0.10464205,7.535513e-05,0.052336108,0.5561364,0.018480977,0.20414837,0.0418197,2.1726612e-05,0.097328775,0.31149176,0.279941,0.20921285,0.25432488,0.23276499,0.18454173,1.8302908e-06,8.75291e-09,2.1358075e-09,0.00527996,1.184197e-10,1.4018058e-06,0.00016702192,0.03259203,0.013395026,6.2126634e-07,3.637837e-05,0.16717733,0.00031663044,0.07831765,8.600475e-07,0.15133116,0.1429809,3.667388e-05,0.17078552,0.28080073,0.18727233,0.18140554,0.0034047067,0.5131661,2.1737455e-06,0.03515646,0.062759936,1.057257e-10,0.16111626,0.001430365
0.10496128,3.37218e-10,0.20345262,0.097624816,3.053098e-05,0.047019657,0.54937375,0.01485033,0.19739218,0.03841241,7.546645e-06,0.09386303,0.3005851,0.26621503,0.20607087,0.25087598,0.23168015,0.18025842,5.189159e-07,1.4956916e-09,3.3055061e-10,0.00360367,1.3901908e-11,4.092471e-07,6.575787e-05,0.02799489,0.011533732,1.4985793e-07,1.2038094e-05,0.16041242,0.00015449786,0.07451945,2.4145464e-07,0.14118682,0.14444879,1.4037762e-05,0.16721587,0.26982003,0.17838925,0.17658122,0.0020919477,0.50365883,6.8536485e-07,0.029440524,0.05784291,1.23820424e-11,0.16259705,0.00080698926
0.10562143,4.261554e-11,0.20096211,0.094654806,1.1531092e-05,0.04042034,0.53974456,0.011764163,0.19646427,0.03433244,2.4148824e-06,0.09466831,0.296816,0.26347917,0.20025001,0.24272682,0.2358478,0.17992578,1.3342407e-07,2.2257754e-10,4.4189402e-11,0.0023791776,1.3776665e-12,1.08566205e-07,2.3809414e-05,0.024492767,0.010091427,3.2371503e-08,3.643064e-06,0.16142534,7.064272e-05,0.074305,6.145568e-08,0.1375501,0.14296652,4.993191e-06,0.16781598,0.25699082,0.17190339,0.17497997,0.0012266611,0.49040547,1.9779836e-07,0.024751067,0.05235891,1.2238751e-12,0.16021764,0.00042892332
0.10014328,4.5765986e-12,0.191315,0.08834657,4.04383e-06,0.034544162,0.5275432,0.009033838,0.19580656,0.031906396,7.076034e-07,0.09009351,0.28977585,0.25932094,0.19387427,0.23097782,0.23303981,0.17829746,3.0888344e-08,2.8531063e-11,5.0436703e-12,0.0015010823,1.1367889e-13,2.5987836e-08,7.960395e-06,0.020366142,0.008409506,6.208952e-09,1.0040864e-06,0.14850946,3.0125835e-05,0.075095445,1.4071075e-08,0.12957834,0.14366454,1.6403342e-06,0.16659936,0.2512959,0.16954301,0.16097598,0.00069921796,0.47712994,5.1904788e-08,0.020305984,0.047714945,1.0070519e-13,0.15564732,0.00021731263
0.095934995,4.122203e-13,0.18698715,0.08646973,1.3066234e-06,0.03036649,0.5185081,0.006822352,0.1878413,0.029880386,1.8868027e-07,0.08626093,0.2835458,0.25291893,0.19776888,0.233514,0.23648685,0.16524571,6.3868244e-09,3.1129645e-12,4.852884e-13,0.0009217265,7.6940975e-15,5.571165e-09,2.440322e-06,0.01766142,0.0070834123,1.0477138e-09,2.504519e-07,0.14134446,1.2034982e-05,0.074406385,2.8751452e-09,0.1251823,0.14288151,4.948006e-07,0.16621792,0.244802,0.1643347,0.15643656,0.00038168265,0.4693459,1.2287726e-08,0.016678028,0.043655,6.795262e-15,0.15269832,0.00010229126
0.09627404,3.0696196e-14,0.18144657,0.078346804,3.8743661e-07,0.026020719,0.5044891,0.004997647,0.18564646,0.026866522,4.5455682e-08,0.085087195,0.27883738,0.24332967,0.19131096,0.22953095,0.23281473,0.1694841,1.1692112e-09,2.8536196e-13,3.881855e-14,0.0005344048,4.2016776e-16,1.0602591e-09,6.820228e-07,0.014531238,0.0052606575,1.5397471e-10,5.6125575e-08,0.14640044,4.4589615e-06,0.07317732,5.196358e-10,0.118459575,0.14471799,1.3618971e-07,0.16608249,0.232419,0.16340487,0.15827213,0.00019849838,0.45955414,2.6034932e-09,0.013118098,0.03994698,3.698559e-16,0.14704362,4.5414003e-05
0.09531043,1.8602165e-15,0.17866404,0.07370336,1.0468564e-07,0.0214907,0.49527982,0.003559747,0.18187352,0.023390967,9.817151e-09,0.08341157,0.27520415,0.24229957,0.18655415,0.22502497,0.22901544,0.16164167,1.8770507e-10,2.1666849e-14,2.5424405e-15,0.00030005732,1.8180553e-17,1.7750187e-10,1.7285507e-07,0.012015137,0.0045393105,1.9492222e-11,1.1209976e-08,0.13775891,1.528999e-06,0.0747287,8.2271974e-11,0.11863127,0.14405198,3.395755e-08,0.16115029,0.22742191,0.1582858,0.15151969,9.774427e-05,0.4482909,4.8957965e-10,0.010592818,0.035306893,1.5946012e-17,0.149277,1.8883222e-05
0.09315599,9.016782e-17,0.1702127,0.069255084,2.559456e-08,0.017757757,0.48868832,0.00246115,0.17844948,0.020749988,1.8846271e-09,0.080737665,0.26520032,0.23315495,0.18025665,0.22195454,0.22946812,0.15976255,2.615222e-11,1.3415136e-15,1.3408305e-16,0.0001599786,6.1099825e-19,2.5877443e-11,3.9431484e-08,0.009756172,0.0031827344,2.100254e-12,1.9776418e-09,0.13439627,4.8301894e-07,0.07772989,1.1291858e-11,0.11347334,0.14266859,7.613075e-09,0.15980582,0.22204083,0.15437824,0.14997621,4.5463155e-05,0.44025204,8.0923705e-11,0.008326411,0.032985363,5.3380596e-19,0.14601122,7.3210704e-06
0.09113491,3.4298887e-18,0.16093482,0.06420936,5.61836e-09,0.014502892,0.48571375,0.001650918,0.17467992,0.016858408,3.1863026e-10,0.080310754,0.25503278,0.23223993,0.1755914,0.2263685,0.2240006,0.15533173,3.1265385e-12,6.658148e-17,5.5902446e-18,8.123406e-05,1.5600691e-20,3.2491763e-12,8.030735e-09,0.0077127027,0.0022078354,1.9010462e-13,3.0517497e-10,0.1298395,1.397344e-07,0.07320614,1.3282069e-12,0.11218206,0.1422867,1.5219488e-09,0.15411076,0.21203832,0.14665237,0.15395768,1.9962234e-05,0.43713897,1.1638392e-11,0.0063932356,0.030090416,1.3571638e-20,0.14374515,2.6387129e-06
0.08789455,1.00260165e-19,0.16222927,0.060638208,1.0980534e-09,0.011321346,0.47614688,0.0010842275,0.16861217,0.013266822,4.696725e-11,0.0769862,0.2614121,0.22254528,0.1754531,0.2212679,0.22201754,0.14915405,3.1678688e-13,2.599481e-18,1.8056257e-19,3.9201903e-05,2.953288e-22,3.4715817e-13,1.4474196e-09,0.006097647,0.0013978136,1.4249606e-14,4.0754736e-11,0.12579925,3.6775674e-08,0.07281189,1.3223015e-13,0.10645612,0.1424117,2.6887162e-10,0.16004701,0.2104107,0.14809583,0.14703524,8.245673e-06,0.42620757,1.4403005e-12,0.0047266386,0.026096065,2.5572356e-22,0.14214246,8.803767e-07
0.08739565,2.2004113e-21,0.15537052,0.05562107,1.8932682e-10,0.008984495,0.47051275,0.00067689,0.1662143,0.010442797,5.970151e-12,0.07547234,0.25481993,0.22615464,0.17304939,0.21757558,0.22095901,0.14937656,2.6837687e-14,7.819331e-20,4.41822e-21,1.787517e-05,4.0338982e-24,3.1151077e-14,2.2865283e-10,0.0046888986,0.00080877787,8.7074447e-16,4.655723e-12,0.124918394,8.7407885e-09,0.0772707,1.099095e-14,0.105005704,0.141447,4.156652e-11,0.15601787,0.20193724,0.14122158,0.13939248,3.1839702e-06,0.4165043,1.5152201e-13,0.0033747177,0.02396174,3.4751946e-24,0.13948435,2.701757e-07
0.08871302,3.533525e-23,0.15042953,0.051411096,2.8514004e-11,0.006880832,0.46204135,0.00041095272,0.16857986,0.007867333,6.466446e-13,0.0764926,0.25181043,0.22118318,0.1620139,0.21111776,0.22452745,0.15153198,1.873166e-15,1.77102e-21,7.989493e-23,7.682612e-06,3.8567943e-26,2.3140176e-15,3.132871e-11,0.0035019903,0.00043760348,4.263625e-17,4.4923036e-13,0.12325294,1.861829e-09,0.076525,7.514431e-16,0.1040056,0.13903123,5.5637842e-12,0.15363,0.19525206,0.13865922,0.13775858,1.1434095e-06,0.40889123,1.3372346e-14,0.0023588222,0.020914787,3.3041485e-26,0.13650632,7.580694e-08
0.088397056,4.0342603e-25,0.14276886,0.047475297,3.7107665e-12,0.005065233,0.45612493,0.00024004301,0.1664969,0.005672891,5.890729e-14,0.074645855,0.24329309,0.21490407,0.16557121,0.20677936,0.2176919,0.1451047,1.0597916e-16,2.9442716e-23,1.0386377e-24,3.0964031e-06,2.49477e-28,1.4007806e-16,3.6806252e-12,0.0025984636,0.00021721068,1.6415077e-18,3.61081e-14,0.12101421,3.5234132e-10,0.074744835,4.1572526e-17,0.10151779,0.13981445,6.3735795e-13,0.15205969,0.19152127,0.14001246,0.139347,3.8001093e-07,0.40742707,9.757868e-16,0.0015815608,0.01870496,2.1242482e-28,0.1362233,1.9313434e-08
0.083930284,3.1711201e-27,0.14195295,0.0449885,4.123897e-13,0.0036667632,0.45305455,0.00013431415,0.16228868,0.003881848,4.449403e-15,0.071401194,0.2443296,0.21265154,0.16211075,0.20135948,0.22458261,0.14201139,4.7747144e-18,3.4922463e-25,9.412369e-27,1.1659138e-06,1.0506671e-30,6.791694e-18,3.6617793e-13,0.0018604465,0.00010017189,4.8664706e-20,2.3812605e-15,0.118463024,5.869197e-11,0.07793865,1.8279329e-18,0.100003846,0.13900542,6.170016e-14,0.14781122,0.18861982,0.1349922,0.13573672,1.16232634e-07,0.39773077,5.794563e-17,0.0010195379,0.01759219,8.8861505e-31,0.13191852,4.434716e-09
0.08636119,1.655204e-29,0.13413902,0.04017649,3.863689e-14,0.0025735607,0.44121617,7.177638e-05,0.15978886,0.0025101998,2.7433385e-16,0.07116754,0.2371899,0.21304472,0.16043031,0.20089464,0.21722466,0.1412645,1.6797599e-19,2.862983e-27,5.743846e-29,4.076271e-07,2.7580148e-33,2.5878245e-19,3.0432013e-14,0.0012890637,4.30786e-05,1.0855944e-21,1.2672256e-16,0.11553244,8.518807e-12,0.07817005,6.2627124e-20,0.09718704,0.13925791,4.9781875e-15,0.14600399,0.18328351,0.13113414,0.13378887,3.2498345e-08,0.38776588,2.7519383e-18,0.00064192875,0.015240133,2.3153404e-33,0.13308722,9.1031777e-10
