目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段,初筛
net_sched_interchange_mw,净计划交换功率,97%,10,DGatingDNN,XGBoost,0.8453117633764693,0.9056653999910154,32,da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_pct|gross_sched_interchange_mw|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|system_energy_price_da|marginal_loss_price_rt|total_pjm_reg_purchases|total_pjm_assigned_reg|gen_fuel_gas_mw,已初筛
net_sched_interchange_mw,净计划交换功率,97%,10,DGatingDNN,Lasso,0.8357088022509103,0.9056653999910154,32,gross_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_assigned_reg|da_as_as_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|da_as_as_req_mw_synchronized_reserve|system_energy_price_da|da_as_nsr_mw_primary_reserve,已初筛
net_sched_interchange_mw,净计划交换功率,97%,10,DGatingDNN,Pearson,0.8283739593437385,0.9056653999910154,32,gross_sched_interchange_mw|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_gas_mw,已初筛
total_gen,总发电量,95%,2,DGatingDNN,DGatingDNN,0.9473548785872128,0.9897076587230876,24,gen_fuel_hydro_mw|gen_fuel_hydro_pct,已初筛
total_gen,总发电量,95%,2,DGatingDNN,STG,0.4290061312286759,0.9897076587230876,24,gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw,已初筛
total_gen,总发电量,95%,2,DGatingDNN,LassoNet,0.6928227458747434,0.9897076587230876,24,gen_fuel_other_renewables_pct|gen_fuel_oil_mw,已初筛
total_gen,总发电量,95%,2,DGatingDNN,XGBoost,0.6960196387334224,0.9897076587230876,24,gen_fuel_oil_mw|gen_fuel_other_renewables_pct,已初筛
total_gen,总发电量,95%,2,DGatingDNN,Lasso,0.6394836100639157,0.9897076587230876,24,gen_fuel_hydro_mw|gen_fuel_other_renewables_pct,已初筛
total_gen,总发电量,95%,2,DGatingDNN,Pearson,0.6928227458747434,0.9897076587230876,24,gen_fuel_other_renewables_pct|gen_fuel_oil_mw,已初筛
total_gen,总发电量,97%,4,Lasso,DGatingDNN,0.9706156943624408,0.9897076587230876,24,gen_fuel_hydro_mw|gen_fuel_hydro_pct|gen_fuel_oil_mw|gen_fuel_oil_pct,已初筛
total_gen,总发电量,97%,4,Lasso,STG,0.8820591287197749,0.9897076587230876,24,gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw,已初筛
total_gen,总发电量,97%,4,Lasso,LassoNet,0.9060992987439588,0.9897076587230876,24,gen_fuel_other_renewables_pct|gen_fuel_oil_mw|gen_fuel_nuclear_mw|gen_fuel_coal_pct,已初筛
total_gen,总发电量,97%,4,Lasso,XGBoost,0.90615324032309,0.9897076587230876,24,gen_fuel_oil_mw|gen_fuel_other_renewables_pct|gen_fuel_nuclear_mw|gen_fuel_coal_pct,已初筛
total_gen,总发电量,97%,4,Lasso,Lasso,0.9753742407831252,0.9897076587230876,24,gen_fuel_hydro_mw|gen_fuel_other_renewables_pct|gen_fuel_other_renewables_mw|gen_fuel_hydro_pct,已初筛
total_gen,总发电量,97%,4,Lasso,Pearson,0.9026918343363756,0.9897076587230876,24,gen_fuel_other_renewables_pct|gen_fuel_oil_mw|gen_fuel_oil_pct|system_energy_price_da,已初筛
metered_load_mw,计量负荷,95%,2,DGatingDNN,DGatingDNN,0.9768414391517228,0.9955002817982678,28,gen_fuel_nuclear_pct|gen_fuel_nuclear_mw,已初筛
metered_load_mw,计量负荷,95%,2,DGatingDNN,STG,0.8992393297400612,0.9955002817982678,28,gen_fuel_coal_mw|gen_fuel_gas_mw,已初筛
metered_load_mw,计量负荷,95%,2,DGatingDNN,LassoNet,0.9243820431470814,0.9955002817982678,28,gen_fuel_nuclear_pct|gen_fuel_gas_mw,已初筛
metered_load_mw,计量负荷,95%,2,DGatingDNN,XGBoost,0.9768414391517228,0.9955002817982678,28,gen_fuel_nuclear_pct|gen_fuel_nuclear_mw,已初筛
metered_load_mw,计量负荷,95%,2,DGatingDNN,Lasso,0.9243832047717911,0.9955002817982678,28,gen_fuel_gas_mw|gen_fuel_nuclear_pct,已初筛
metered_load_mw,计量负荷,95%,2,DGatingDNN,Pearson,0.9243820431470814,0.9955002817982678,28,gen_fuel_nuclear_pct|gen_fuel_gas_mw,已初筛
metered_load_mw,计量负荷,97%,2,DGatingDNN,DGatingDNN,0.9768414391517228,0.9955002817982678,28,gen_fuel_nuclear_pct|gen_fuel_nuclear_mw,已初筛
metered_load_mw,计量负荷,97%,2,DGatingDNN,STG,0.8992393297400612,0.9955002817982678,28,gen_fuel_coal_mw|gen_fuel_gas_mw,已初筛
metered_load_mw,计量负荷,97%,2,DGatingDNN,LassoNet,0.9243820431470814,0.9955002817982678,28,gen_fuel_nuclear_pct|gen_fuel_gas_mw,已初筛
metered_load_mw,计量负荷,97%,2,DGatingDNN,XGBoost,0.9768414391517228,0.9955002817982678,28,gen_fuel_nuclear_pct|gen_fuel_nuclear_mw,已初筛
metered_load_mw,计量负荷,97%,2,DGatingDNN,Lasso,0.9243832047717911,0.9955002817982678,28,gen_fuel_gas_mw|gen_fuel_nuclear_pct,已初筛
metered_load_mw,计量负荷,97%,2,DGatingDNN,Pearson,0.9243820431470814,0.9955002817982678,28,gen_fuel_nuclear_pct|gen_fuel_gas_mw,已初筛
total_losses,总网损,95%,5,Pearson,DGatingDNN,0.8393028177722233,0.937730714859062,37,marginal_loss_price_rt|prelim_load_avg_hourly|total_lmp_rt|gen_fuel_coal_pct|gen_fuel_gas_mw,已初筛
total_losses,总网损,95%,5,Pearson,STG,0.7509332595637611,0.937730714859062,37,wind_generation_mw|marginal_loss_price_rt|system_energy_price_da|da_as_as_mw_thirty_minutes_reserve|gross_sched_interchange_mw,已初筛
total_losses,总网损,95%,5,Pearson,LassoNet,0.7947589647004634,0.937730714859062,37,gen_fuel_nuclear_mw|wind_generation_mw|gen_fuel_wind_mw|prelim_load_avg_hourly|gross_inadv_interchange_mw,已初筛
total_losses,总网损,95%,5,Pearson,XGBoost,0.8763289720235425,0.937730714859062,37,gen_fuel_coal_mw|prelim_load_avg_hourly|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_wind_mw,已初筛
total_losses,总网损,95%,5,Pearson,Lasso,0.902207490007856,0.937730714859062,37,prelim_load_avg_hourly|total_pjm_rt_load_mwh|gen_fuel_gas_mw|solar_generation_mw|gen_fuel_coal_pct,已初筛
total_losses,总网损,95%,5,Pearson,Pearson,0.9015296428299906,0.937730714859062,37,gen_fuel_coal_mw|prelim_load_avg_hourly|gen_fuel_coal_pct|forecast_load_mw_latest_available|total_pjm_rt_load_mwh,已初筛
total_losses,总网损,97%,9,DGatingDNN,DGatingDNN,0.9206857835505112,0.937730714859062,37,marginal_loss_price_rt|prelim_load_avg_hourly|total_lmp_rt|gen_fuel_coal_pct|gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gross_sched_interchange_mw|gen_fuel_wind_mw,已初筛
total_losses,总网损,97%,9,DGatingDNN,STG,0.8680874090159971,0.937730714859062,37,wind_generation_mw|marginal_loss_price_rt|system_energy_price_da|da_as_as_mw_thirty_minutes_reserve|gross_sched_interchange_mw|forecast_load_mw_latest_available|gen_fuel_coal_pct|gen_fuel_wind_mw|prelim_load_avg_hourly,已初筛
total_losses,总网损,97%,9,DGatingDNN,LassoNet,0.8716199398298068,0.937730714859062,37,gen_fuel_nuclear_mw|wind_generation_mw|gen_fuel_wind_mw|prelim_load_avg_hourly|gross_inadv_interchange_mw|system_energy_price_da|marginal_loss_price_rt|gen_fuel_coal_pct|total_pjm_assigned_reg,已初筛
total_losses,总网损,97%,9,DGatingDNN,XGBoost,0.8935113117471596,0.937730714859062,37,gen_fuel_coal_mw|prelim_load_avg_hourly|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_wind_mw|marginal_loss_price_rt|forecast_load_mw_latest_available|wind_generation_mw|da_as_as_req_mw_primary_reserve,已初筛
total_losses,总网损,97%,9,DGatingDNN,Lasso,0.9166198999744678,0.937730714859062,37,prelim_load_avg_hourly|total_pjm_rt_load_mwh|gen_fuel_gas_mw|solar_generation_mw|gen_fuel_coal_pct|marginal_loss_price_rt|system_energy_price_rt|gen_fuel_coal_mw|gen_fuel_hydro_mw,已初筛
total_losses,总网损,97%,9,DGatingDNN,Pearson,0.9282223837694366,0.937730714859062,37,gen_fuel_coal_mw|prelim_load_avg_hourly|gen_fuel_coal_pct|forecast_load_mw_latest_available|total_pjm_rt_load_mwh|gen_fuel_nuclear_mw|gross_inadv_interchange_mw|gen_fuel_nuclear_pct|gen_fuel_gas_mw,已初筛
congestion_price_da,日前阻塞价,95%,10,DGatingDNN,DGatingDNN,0.7119498112509893,0.7050328511776054,40,gen_fuel_gas_pct|gross_inadv_interchange_mw|system_energy_price_da|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|gross_sched_interchange_mw|gen_fuel_solar_mw|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_pct|gen_fuel_coal_pct,已初筛
congestion_price_da,日前阻塞价,95%,10,DGatingDNN,STG,0.4254640626975191,0.7050328511776054,40,gross_inadv_interchange_mw|total_pjm_loc_credit|gross_sched_interchange_mw|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_solar_pct|da_as_as_mw_synchronized_reserve|gen_fuel_oil_pct|da_as_as_mw_thirty_minutes_reserve|da_as_mcp_synchronized_reserve,已初筛
congestion_price_da,日前阻塞价,95%,10,DGatingDNN,LassoNet,0.6189410992166005,0.7050328511776054,40,gen_fuel_oil_mw|system_energy_price_da|forecast_load_mw_latest_available|marginal_loss_price_rt|gross_inadv_interchange_mw|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|gen_fuel_nuclear_mw|da_as_mcp_primary_reserve|gen_fuel_solar_pct,已初筛
congestion_price_da,日前阻塞价,95%,10,DGatingDNN,XGBoost,0.4910335891369051,0.7050328511776054,40,gen_fuel_oil_mw|prelim_load_avg_hourly|da_as_as_req_mw_primary_reserve|gen_fuel_solar_pct|system_energy_price_da|da_as_as_mw_synchronized_reserve|forecast_load_mw_latest_available|gen_fuel_solar_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_oil_pct,已初筛
congestion_price_da,日前阻塞价,95%,10,DGatingDNN,Lasso,0.3203988241734574,0.7050328511776054,40,gen_fuel_oil_mw|gen_fuel_coal_mw|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve,已初筛
congestion_price_da,日前阻塞价,95%,10,DGatingDNN,Pearson,0.4642477491480442,0.7050328511776054,40,gen_fuel_oil_mw|system_energy_price_da|gen_fuel_oil_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|total_pjm_rt_load_mwh|gen_fuel_gas_mw|marginal_loss_price_rt|gen_fuel_coal_mw|da_as_mcp_synchronized_reserve,已初筛
congestion_price_da,日前阻塞价,97%,10,DGatingDNN,DGatingDNN,0.7119498112509893,0.7050328511776054,40,gen_fuel_gas_pct|gross_inadv_interchange_mw|system_energy_price_da|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|gross_sched_interchange_mw|gen_fuel_solar_mw|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_pct|gen_fuel_coal_pct,已初筛
congestion_price_da,日前阻塞价,97%,10,DGatingDNN,STG,0.4254640626975191,0.7050328511776054,40,gross_inadv_interchange_mw|total_pjm_loc_credit|gross_sched_interchange_mw|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_solar_pct|da_as_as_mw_synchronized_reserve|gen_fuel_oil_pct|da_as_as_mw_thirty_minutes_reserve|da_as_mcp_synchronized_reserve,已初筛
congestion_price_da,日前阻塞价,97%,10,DGatingDNN,LassoNet,0.6189410992166005,0.7050328511776054,40,gen_fuel_oil_mw|system_energy_price_da|forecast_load_mw_latest_available|marginal_loss_price_rt|gross_inadv_interchange_mw|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|gen_fuel_nuclear_mw|da_as_mcp_primary_reserve|gen_fuel_solar_pct,已初筛
congestion_price_da,日前阻塞价,97%,10,DGatingDNN,XGBoost,0.4910335891369051,0.7050328511776054,40,gen_fuel_oil_mw|prelim_load_avg_hourly|da_as_as_req_mw_primary_reserve|gen_fuel_solar_pct|system_energy_price_da|da_as_as_mw_synchronized_reserve|forecast_load_mw_latest_available|gen_fuel_solar_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_oil_pct,已初筛
congestion_price_da,日前阻塞价,97%,10,DGatingDNN,Lasso,0.3203988241734574,0.7050328511776054,40,gen_fuel_oil_mw|gen_fuel_coal_mw|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve,已初筛
congestion_price_da,日前阻塞价,97%,10,DGatingDNN,Pearson,0.4642477491480442,0.7050328511776054,40,gen_fuel_oil_mw|system_energy_price_da|gen_fuel_oil_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|total_pjm_rt_load_mwh|gen_fuel_gas_mw|marginal_loss_price_rt|gen_fuel_coal_mw|da_as_mcp_synchronized_reserve,已初筛
congestion_price_rt,实时阻塞价,95%,8,XGBoost,DGatingDNN,0.6043131698443059,0.6513680634829484,36,gen_fuel_multiple_fuels_pct|marginal_loss_price_rt|gen_fuel_coal_mw|system_energy_price_rt|gen_fuel_gas_pct|rmccp|gross_inadv_interchange_mw|da_as_as_req_mw_synchronized_reserve,已初筛
congestion_price_rt,实时阻塞价,95%,8,XGBoost,STG,0.5285742010199492,0.6513680634829484,36,gross_inadv_interchange_mw|marginal_loss_price_rt|gen_fuel_solar_pct|gen_fuel_multiple_fuels_pct|da_as_mcp_synchronized_reserve|rmccp|gen_fuel_coal_pct|gen_fuel_gas_pct,已初筛
congestion_price_rt,实时阻塞价,95%,8,XGBoost,LassoNet,0.5739130449922274,0.6513680634829484,36,system_energy_price_rt|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_primary_reserve|da_as_mcp_synchronized_reserve|total_pjm_loc_credit|gen_fuel_gas_pct|marginal_loss_price_rt|gen_fuel_coal_pct,已初筛
congestion_price_rt,实时阻塞价,95%,8,XGBoost,XGBoost,0.629039452079788,0.6513680634829484,36,system_energy_price_rt|marginal_loss_price_rt|gen_fuel_solar_pct|da_as_as_req_mw_primary_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_gas_pct|rmccp|da_as_mcp_synchronized_reserve,已初筛
congestion_price_rt,实时阻塞价,95%,8,XGBoost,Lasso,0.5440436088603338,0.6513680634829484,36,system_energy_price_rt|solar_generation_mw|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmccp_cr|da_as_mcp_primary_reserve,已初筛
congestion_price_rt,实时阻塞价,95%,8,XGBoost,Pearson,0.5594888536381715,0.6513680634829484,36,system_energy_price_rt|marginal_loss_price_rt|system_energy_price_da|gen_fuel_oil_pct|gen_fuel_oil_mw|rmccp|gen_fuel_multiple_fuels_mw|total_pjm_rmccp_cr,已初筛
congestion_price_rt,实时阻塞价,97%,10,DGatingDNN,DGatingDNN,0.6426044173837215,0.6513680634829484,36,gen_fuel_multiple_fuels_pct|marginal_loss_price_rt|gen_fuel_coal_mw|system_energy_price_rt|gen_fuel_gas_pct|rmccp|gross_inadv_interchange_mw|da_as_as_req_mw_synchronized_reserve|gen_fuel_oil_pct|solar_generation_mw,已初筛
congestion_price_rt,实时阻塞价,97%,10,DGatingDNN,STG,0.6046301429755259,0.6513680634829484,36,gross_inadv_interchange_mw|marginal_loss_price_rt|gen_fuel_solar_pct|gen_fuel_multiple_fuels_pct|da_as_mcp_synchronized_reserve|rmccp|gen_fuel_coal_pct|gen_fuel_gas_pct|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve,已初筛
congestion_price_rt,实时阻塞价,97%,10,DGatingDNN,LassoNet,0.5970228911154543,0.6513680634829484,36,system_energy_price_rt|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_primary_reserve|da_as_mcp_synchronized_reserve|total_pjm_loc_credit|gen_fuel_gas_pct|marginal_loss_price_rt|gen_fuel_coal_pct|gen_fuel_multiple_fuels_mw|gross_inadv_interchange_mw,已初筛
congestion_price_rt,实时阻塞价,97%,10,DGatingDNN,XGBoost,0.6214950205918844,0.6513680634829484,36,system_energy_price_rt|marginal_loss_price_rt|gen_fuel_solar_pct|da_as_as_req_mw_primary_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_gas_pct|rmccp|da_as_mcp_synchronized_reserve|gen_fuel_coal_pct|gen_fuel_solar_mw,已初筛
congestion_price_rt,实时阻塞价,97%,10,DGatingDNN,Lasso,0.5270600272939115,0.6513680634829484,36,system_energy_price_rt|solar_generation_mw|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmccp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve,已初筛
congestion_price_rt,实时阻塞价,97%,10,DGatingDNN,Pearson,0.5190122444036389,0.6513680634829484,36,system_energy_price_rt|marginal_loss_price_rt|system_energy_price_da|gen_fuel_oil_pct|gen_fuel_oil_mw|rmccp|gen_fuel_multiple_fuels_mw|total_pjm_rmccp_cr|prelim_load_avg_hourly|total_pjm_rt_load_mwh,已初筛
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,DGatingDNN,0.8527426564852533,0.8733543117613582,34,system_energy_price_da|gen_fuel_gas_mw|gen_fuel_nuclear_mw|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_mw,已初筛
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,STG,0.6949174482483249,0.8733543117613582,34,gross_inadv_interchange_mw|marginal_loss_price_rt|forecast_load_mw_latest_available|da_as_mcp_primary_reserve|gen_fuel_oil_pct,已初筛
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,LassoNet,0.8132341978399725,0.8733543117613582,34,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|forecast_load_mw_latest_available,已初筛
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,XGBoost,0.7965556748787593,0.8733543117613582,34,system_energy_price_da|forecast_load_mw_latest_available|prelim_load_avg_hourly|gen_fuel_nuclear_mw|total_pjm_rt_load_mwh,已初筛
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,Lasso,0.7622813485853442,0.8733543117613582,34,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|total_pjm_loc_credit|total_pjm_reg_purchases,已初筛
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,Pearson,0.7358218945907407,0.8733543117613582,34,system_energy_price_da|gen_fuel_oil_mw|gen_fuel_oil_pct|marginal_loss_price_rt|total_lmp_rt,已初筛
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,DGatingDNN,0.8763292233393164,0.8733543117613582,34,system_energy_price_da|gen_fuel_gas_mw|gen_fuel_nuclear_mw|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_mw|da_as_as_req_mw_thirty_minutes_reserve,已初筛
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,STG,0.7297595638441984,0.8733543117613582,34,gross_inadv_interchange_mw|marginal_loss_price_rt|forecast_load_mw_latest_available|da_as_mcp_primary_reserve|gen_fuel_oil_pct|da_as_as_req_mw_thirty_minutes_reserve,已初筛
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,LassoNet,0.8560016886713462,0.8733543117613582,34,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_mw,已初筛
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,XGBoost,0.7796058127268525,0.8733543117613582,34,system_energy_price_da|forecast_load_mw_latest_available|prelim_load_avg_hourly|gen_fuel_nuclear_mw|total_pjm_rt_load_mwh|gen_fuel_oil_pct,已初筛
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,Lasso,0.7565435162183242,0.8733543117613582,34,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_rmccp_cr,已初筛
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,Pearson,0.7481159942514035,0.8733543117613582,34,system_energy_price_da|gen_fuel_oil_mw|gen_fuel_oil_pct|marginal_loss_price_rt|total_lmp_rt|system_energy_price_rt,已初筛
total_lmp_da,日前总电价,95%,1,DGatingDNN,DGatingDNN,0.9865040577460306,0.9943075006907908,35,system_energy_price_da,已初筛
total_lmp_da,日前总电价,95%,1,DGatingDNN,STG,0.9865040577460306,0.9943075006907908,35,system_energy_price_da,已初筛
total_lmp_da,日前总电价,95%,1,DGatingDNN,LassoNet,0.9865040577460306,0.9943075006907908,35,system_energy_price_da,已初筛
total_lmp_da,日前总电价,95%,1,DGatingDNN,XGBoost,0.9865040577460306,0.9943075006907908,35,system_energy_price_da,已初筛
total_lmp_da,日前总电价,95%,1,DGatingDNN,Lasso,0.9865040577460306,0.9943075006907908,35,system_energy_price_da,已初筛
total_lmp_da,日前总电价,95%,1,DGatingDNN,Pearson,0.9865040577460306,0.9943075006907908,35,system_energy_price_da,已初筛
total_lmp_da,日前总电价,97%,1,DGatingDNN,DGatingDNN,0.9865040577460306,0.9943075006907908,35,system_energy_price_da,已初筛
total_lmp_da,日前总电价,97%,1,DGatingDNN,STG,0.9865040577460306,0.9943075006907908,35,system_energy_price_da,已初筛
total_lmp_da,日前总电价,97%,1,DGatingDNN,LassoNet,0.9865040577460306,0.9943075006907908,35,system_energy_price_da,已初筛
total_lmp_da,日前总电价,97%,1,DGatingDNN,XGBoost,0.9865040577460306,0.9943075006907908,35,system_energy_price_da,已初筛
total_lmp_da,日前总电价,97%,1,DGatingDNN,Lasso,0.9865040577460306,0.9943075006907908,35,system_energy_price_da,已初筛
total_lmp_da,日前总电价,97%,1,DGatingDNN,Pearson,0.9865040577460306,0.9943075006907908,35,system_energy_price_da,已初筛
da_as_total_mw_primary_reserve,日前主用备用总量,95%,4,DGatingDNN,DGatingDNN,0.8672041682792365,0.8632268126176589,31,da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw,已初筛
da_as_total_mw_primary_reserve,日前主用备用总量,95%,4,DGatingDNN,STG,0.8633344243963978,0.8632268126176589,31,da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw,已初筛
da_as_total_mw_primary_reserve,日前主用备用总量,95%,4,DGatingDNN,LassoNet,0.7061326099783563,0.8632268126176589,31,da_as_as_req_mw_primary_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_req_mw_thirty_minutes_reserve,已初筛
da_as_total_mw_primary_reserve,日前主用备用总量,95%,4,DGatingDNN,XGBoost,0.7487164666754267,0.8632268126176589,31,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_mcp_primary_reserve|da_as_as_mw_synchronized_reserve,已初筛
da_as_total_mw_primary_reserve,日前主用备用总量,95%,4,DGatingDNN,Lasso,0.8160681369575074,0.8632268126176589,31,da_as_as_req_mw_primary_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve,已初筛
da_as_total_mw_primary_reserve,日前主用备用总量,95%,4,DGatingDNN,Pearson,0.6144435856162302,0.8632268126176589,31,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve,已初筛
da_as_total_mw_primary_reserve,日前主用备用总量,97%,4,DGatingDNN,DGatingDNN,0.8672041682792365,0.8632268126176589,31,da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw,已初筛
da_as_total_mw_primary_reserve,日前主用备用总量,97%,4,DGatingDNN,STG,0.8633344243963978,0.8632268126176589,31,da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw,已初筛
da_as_total_mw_primary_reserve,日前主用备用总量,97%,4,DGatingDNN,LassoNet,0.7061326099783563,0.8632268126176589,31,da_as_as_req_mw_primary_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_req_mw_thirty_minutes_reserve,已初筛
da_as_total_mw_primary_reserve,日前主用备用总量,97%,4,DGatingDNN,XGBoost,0.7487164666754267,0.8632268126176589,31,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_mcp_primary_reserve|da_as_as_mw_synchronized_reserve,已初筛
da_as_total_mw_primary_reserve,日前主用备用总量,97%,4,DGatingDNN,Lasso,0.8160681369575074,0.8632268126176589,31,da_as_as_req_mw_primary_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve,已初筛
da_as_total_mw_primary_reserve,日前主用备用总量,97%,4,DGatingDNN,Pearson,0.6144435856162302,0.8632268126176589,31,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve,已初筛
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,95%,8,DGatingDNN,DGatingDNN,0.8691506382254881,0.8945547989085015,34,gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_coal_pct|gen_fuel_other_renewables_mw|gen_fuel_multiple_fuels_mw|da_as_as_req_mw_primary_reserve|gen_fuel_oil_pct|gen_fuel_nuclear_pct,已初筛
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,95%,8,DGatingDNN,STG,0.8505484987121722,0.8945547989085015,34,total_pjm_rmpcp_cr|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|total_pjm_reg_purchases|gen_fuel_other_renewables_mw|system_energy_price_da,已初筛
