area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_solar_mw
7.875791e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0371947,0.2047056,0.1611873,0.1763465,0.0,0.007905237,0.0,0.05701319,0.055881903,0.063679956,0.116998315,0.013901365,0.049651507,0.08642006
3.3119505e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037047423,0.20404746,0.16158438,0.17599434,0.0,0.0077384575,0.0,0.056446362,0.05440086,0.064043015,0.11564109,0.014570534,0.049304746,0.085706644
1.3055315e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03659318,0.20385036,0.16077267,0.17544374,0.0,0.007875369,0.0,0.055952143,0.05462255,0.064696126,0.116977036,0.013810235,0.048841592,0.08514898
4.800215e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036977783,0.20320475,0.16075997,0.1748566,0.0,0.007878376,0.0,0.05631744,0.054303385,0.06232196,0.1154551,0.0139597505,0.047839604,0.08356629
1.6374539e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03693875,0.20301753,0.16019733,0.17433098,0.0,0.0077287336,0.0,0.055860445,0.054567233,0.06297874,0.113483585,0.014038087,0.048373528,0.08276624
5.1525038e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036426656,0.20382434,0.15899993,0.17326182,0.0,0.008264528,0.0,0.055470645,0.0541672,0.06338786,0.11405564,0.013949485,0.049296312,0.08222883
1.4862487e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036725648,0.20221364,0.16001323,0.17281255,0.0,0.007832714,0.0,0.05555118,0.05394418,0.06333864,0.11228697,0.013674664,0.048980366,0.08125064
3.9035028e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368077,0.20230262,0.15864798,0.17271033,0.0,0.008099817,0.0,0.054863244,0.053042382,0.06318469,0.11191543,0.0136465095,0.048968323,0.080735646
9.266824e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03633493,0.20146394,0.15885481,0.17227748,0.0,0.008398607,0.0,0.055700604,0.054198388,0.06225527,0.110935554,0.013390345,0.04760828,0.08089333
1.9727624e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036609564,0.20092948,0.15832295,0.17212251,0.0,0.008413187,0.0,0.053837348,0.05260099,0.06302523,0.111380234,0.013539638,0.04957637,0.08146822
3.733805e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036136415,0.20097744,0.1582983,0.17186828,0.0,0.007985361,0.0,0.05462741,0.052953847,0.061786555,0.11050249,0.013421925,0.04807849,0.079578966
6.2244995e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03602767,0.20099597,0.15838607,0.17057358,0.0,0.007209038,0.0,0.053534705,0.05279938,0.062044136,0.10943595,0.013705627,0.04806818,0.077872925
9.047423e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035784602,0.20056483,0.15795723,0.17060414,0.0,0.0072408747,0.0,0.053829346,0.05311231,0.06147986,0.108818784,0.013772151,0.046227355,0.07617168
1.1340059e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035951212,0.1996398,0.15843679,0.16978224,0.0,0.007394644,0.0,0.05365342,0.052493032,0.061488636,0.10738,0.013289568,0.04716835,0.076066986
1.211012e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03540783,0.19978942,0.15811674,0.16925736,0.0,0.007401876,0.0,0.05278444,0.05151375,0.06077335,0.109253,0.012940822,0.04654934,0.076757506
1.08748045e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0356044,0.1995901,0.15781383,0.16874492,0.0,0.007199778,0.0,0.054030415,0.05115955,0.06066523,0.10678354,0.013797629,0.046912022,0.07554401
8.094714e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03582751,0.1984176,0.15751486,0.16921113,0.0,0.0068811667,0.0,0.053900573,0.051006302,0.060466904,0.10717225,0.0141933,0.04648689,0.07356437
4.9166013e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03559836,0.19933566,0.15631583,0.16789961,0.0,0.0066305706,0.0,0.052075915,0.050478466,0.06076333,0.10647389,0.01381527,0.04658833,0.07387505
2.3951217e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035652287,0.19858412,0.15644424,0.16756672,0.0,0.0066666384,0.0,0.052831072,0.050958693,0.059169833,0.10568981,0.014079847,0.04693225,0.073769614
9.182513e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03530642,0.19794211,0.1563027,0.16836092,0.0,0.0066979337,0.0,0.05214799,0.050194886,0.061781242,0.10566478,0.0139016,0.04494884,0.07290712
2.713305e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035098866,0.19810247,0.1561612,0.16706182,0.0,0.007186114,0.0,0.052558538,0.050492365,0.059384823,0.10391219,0.013301084,0.04409686,0.071831726
6.0382796e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035987645,0.19779807,0.15533859,0.16675144,0.0,0.0068458794,0.0,0.05156988,0.04934827,0.05909952,0.10409553,0.013645724,0.04537567,0.07087745
9.864825e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035038315,0.19710185,0.15537782,0.16656716,0.0,0.0074560526,0.0,0.051198974,0.049010318,0.060447954,0.102877825,0.013612208,0.046034947,0.071014725
1.1498754e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03454212,0.19670191,0.1553775,0.16603588,0.0,0.0070217447,0.0,0.051842365,0.04969727,0.058216587,0.10238844,0.013752367,0.046044316,0.071118005
9.263169e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03558709,0.19660087,0.15473579,0.16579966,0.0,0.007072127,0.0,0.05224531,0.048180107,0.05924801,0.10199292,0.014142203,0.045462012,0.07138962
4.975834e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035898305,0.19696766,0.1544099,0.16490903,0.0,0.007059143,0.0,0.05145274,0.049318936,0.05959497,0.10131523,0.013452816,0.045891795,0.06973765
1.7115328e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0350904,0.19611989,0.15455589,0.16521664,0.0,0.0067674047,0.0,0.05166413,0.048989624,0.058327384,0.100201026,0.0133875925,0.046681155,0.068845995
3.5998943e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035197083,0.19623822,0.15452896,0.16439164,0.0,0.007072277,0.0,0.051231887,0.048691932,0.05855338,0.100226104,0.014228678,0.046851635,0.06837367
4.3911e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034931414,0.19553594,0.15406203,0.1645771,0.0,0.0066264654,0.0,0.050656993,0.04871877,0.058799196,0.10085288,0.013695653,0.04595865,0.06720046
3e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03509187,0.19544825,0.15344067,0.16375712,0.0,0.006833957,0.0,0.05090497,0.048382625,0.05808105,0.10012746,0.013803276,0.045958985,0.06735491
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03521803,0.19509117,0.15326647,0.163927,0.0,0.0070854267,0.0,0.05071865,0.04860868,0.059253484,0.100032195,0.012978055,0.044372648,0.066230334
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034137517,0.19503555,0.15339434,0.16290064,0.0,0.006529604,0.0,0.050251234,0.048569087,0.05824964,0.09889042,0.013456078,0.04542859,0.06811171
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034644704,0.19467331,0.15302408,0.16226886,0.0,0.0068486785,0.0,0.051006377,0.04893981,0.058528297,0.09890265,0.013599786,0.045052405,0.06587338
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03420778,0.19426319,0.15259878,0.16196407,0.0,0.0064568934,0.0,0.049952164,0.04827281,0.05859645,0.09912416,0.013535662,0.045386508,0.06675038
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034821555,0.1941293,0.15221342,0.16144982,0.0,0.0065334383,0.0,0.050036553,0.04853967,0.058487266,0.09882107,0.01379392,0.04402943,0.064598724
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03540592,0.19338883,0.15238456,0.160643,0.0,0.0069600036,0.0,0.05028661,0.04794221,0.058200702,0.098388426,0.013377291,0.04382878,0.064779975
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033845752,0.19317095,0.15136026,0.16132997,0.0,0.0069283983,0.0,0.05017171,0.048426688,0.058061395,0.0974972,0.013052624,0.044401474,0.06441737
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339905,0.19298744,0.15110749,0.16112377,0.0,0.007936399,0.0,0.05012565,0.048879687,0.056861326,0.09728035,0.013454156,0.04341059,0.064171985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03424777,0.19264726,0.15205108,0.1599895,0.0,0.007262475,0.0,0.050003294,0.04785331,0.056897618,0.09654665,0.013272735,0.04396779,0.06410136
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033299044,0.19225225,0.15124682,0.16058579,0.0,0.00697587,0.0,0.04949131,0.047368,0.056769848,0.0968464,0.013455451,0.04473232,0.062900186
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033505816,0.19224243,0.15096782,0.16006051,0.0,0.0069139292,0.0,0.04918835,0.04779534,0.056166068,0.09717296,0.013365344,0.04363232,0.06298801
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033923317,0.19211523,0.15020928,0.15919985,0.0,0.0068080164,0.0,0.049578026,0.04776023,0.057193287,0.096127644,0.013481582,0.043940175,0.063696414
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033000752,0.19215865,0.15036587,0.15848048,0.0,0.0067731836,0.0,0.049156733,0.04882467,0.05736235,0.093808234,0.013519585,0.043610584,0.06319777
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032358307,0.19162329,0.14992681,0.1584999,0.0,0.0067975884,0.0,0.04926455,0.046885647,0.05604231,0.09445839,0.013604304,0.044732686,0.06276691
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03257976,0.19114763,0.15029627,0.15845841,0.0,0.0067359265,0.0,0.049524892,0.047540642,0.05495406,0.096323684,0.012942589,0.04336903,0.06277762
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03243804,0.19121076,0.1495484,0.15816313,0.0,0.0068106274,0.0,0.048697155,0.04639408,0.0560934,0.09621328,0.013232502,0.043458164,0.062366817
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033600267,0.19107032,0.1489073,0.15728457,0.0,0.006743996,0.0,0.049379684,0.04683408,0.055702783,0.09571071,0.013053959,0.04409937,0.061758023
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033639688,0.19077513,0.14881872,0.1573679,0.0,0.007034058,0.0,0.048717804,0.04621632,0.055598408,0.09539737,0.013282685,0.0442939,0.062245905
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033132274,0.19002666,0.149161,0.15722881,0.0,0.0067700758,0.0,0.048317928,0.04678351,0.055892408,0.09442134,0.013462151,0.044352163,0.06049903
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324116,0.19049266,0.14838351,0.15652582,0.0,0.0069455965,0.0,0.048926596,0.047548555,0.05517586,0.0938979,0.013355055,0.044385154,0.06001425
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03249099,0.19021416,0.14817408,0.15596098,0.0,0.007279368,0.0,0.0482259,0.047231838,0.055806894,0.09322663,0.013951148,0.04462312,0.06060161
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033804674,0.18951547,0.14828154,0.15586758,0.0,0.0073370114,0.0,0.048545513,0.04734519,0.055544075,0.09387143,0.012976001,0.0440139,0.06008725
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032416392,0.1890959,0.14767663,0.15609826,0.0,0.0068688584,0.0,0.048835512,0.046412963,0.054877937,0.09505581,0.012899271,0.043865085,0.060373176
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033363633,0.18835695,0.14766054,0.15594824,0.0,0.006314044,0.0,0.04892327,0.04655232,0.05496715,0.09358343,0.013251319,0.04311671,0.059770573
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032711983,0.18883999,0.14767413,0.15456145,0.0,0.006952756,0.0,0.048468847,0.045832418,0.05472027,0.09345278,0.013025002,0.043109447,0.061188567
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032476764,0.18841495,0.14674766,0.15421265,0.0,0.006620254,0.0,0.048159264,0.046145797,0.055927806,0.094529055,0.013656777,0.043657076,0.05899978
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032448888,0.1886184,0.14653982,0.15407467,0.0,0.0066491626,0.0,0.04895747,0.04603562,0.054824512,0.09229759,0.013052963,0.043975882,0.058728725
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03190985,0.18806666,0.1464148,0.15429154,0.0,0.0067197937,0.0,0.048484884,0.045624975,0.05531325,0.09309311,0.012893757,0.04355909,0.058452763
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032690257,0.18776606,0.14643179,0.1532443,0.0,0.006360408,0.0,0.047861263,0.045146976,0.05485114,0.09219207,0.013034253,0.04380207,0.058598477
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032772586,0.18711212,0.14661805,0.15297082,0.0,0.006233555,0.0,0.048130546,0.045378484,0.054803114,0.09160115,0.012668618,0.043239065,0.058755368
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03163188,0.1867377,0.14580847,0.15350246,0.0,0.007039651,0.0,0.04845821,0.04595962,0.056004062,0.09270235,0.012618554,0.042695865,0.058203124
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032242183,0.18631534,0.14602852,0.15319867,0.0,0.0063049616,0.0,0.048233278,0.04489068,0.05569201,0.090821184,0.012787224,0.042448666,0.057773646
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031371105,0.18637452,0.14597954,0.15247273,0.0,0.006742005,0.0,0.04772362,0.045864496,0.055537842,0.091668,0.013220547,0.04049794,0.05756267
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031281866,0.18637632,0.14588636,0.15216526,0.0,0.0063675023,0.0,0.047231514,0.044637855,0.054959293,0.09105677,0.01256803,0.04123648,0.05761651
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03138988,0.18606475,0.1453428,0.15218443,0.0,0.006548561,0.0,0.048007537,0.04396112,0.054503832,0.09043465,0.01328551,0.042265646,0.056614097
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030815225,0.18575524,0.14578633,0.1518558,0.0,0.0069264257,0.0,0.047516,0.044621035,0.05544624,0.090552956,0.012677546,0.042828925,0.05673534
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0314687,0.18575162,0.14514238,0.15141405,0.0,0.0068907132,0.0,0.04734406,0.04457223,0.054897383,0.09023125,0.0130400555,0.0429203,0.056283355
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0315619,0.18546939,0.14479385,0.15116927,0.0,0.0065181335,0.0,0.046653546,0.04372547,0.0559947,0.09091669,0.012474503,0.040764138,0.05683515
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03106117,0.1848209,0.14503801,0.15116361,0.0,0.0071832263,0.0,0.0465949,0.044890173,0.054636784,0.09090033,0.012851865,0.043533906,0.05690842
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031312168,0.18481417,0.14475855,0.15079753,0.0,0.006899897,0.0,0.046744794,0.044530272,0.0541337,0.09064414,0.012973753,0.04183771,0.057300083
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030924339,0.1847691,0.1445746,0.15078993,0.0,0.007038899,0.0,0.04748179,0.044356164,0.054292474,0.08922353,0.012203874,0.041330967,0.057553962
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031057302,0.18502247,0.1446423,0.15036921,0.0,0.0069011673,0.0,0.047149386,0.045024943,0.053731486,0.09148784,0.01197379,0.04214584,0.056556117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03138449,0.18463652,0.14494099,0.15006861,0.0,0.007013565,0.0,0.047128618,0.044998918,0.054933872,0.08908567,0.0123790605,0.041957047,0.056101486
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031554457,0.1852074,0.14472435,0.14948618,0.0,0.0072457227,0.0,0.047904085,0.044927765,0.05485159,0.08836727,0.012399786,0.04213589,0.05633838
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03180005,0.1844485,0.14427961,0.15005663,0.0,0.0071810074,0.0,0.04734834,0.04435053,0.05519653,0.089755446,0.01230181,0.040877387,0.056257077
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031240875,0.18430868,0.14468382,0.1491183,0.0,0.0066862484,0.0,0.04699745,0.044385947,0.054464217,0.08947895,0.012519851,0.041551314,0.05528016
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031868745,0.18443222,0.14396071,0.14869091,0.0,0.006642651,0.0,0.04643897,0.043512337,0.054356776,0.08878871,0.012523969,0.040906183,0.05503448
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031164136,0.18363309,0.14400089,0.14903656,0.0,0.007091745,0.0,0.04624097,0.04337107,0.054370392,0.08952911,0.012482404,0.041080892,0.054502923
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030744547,0.18366365,0.14355738,0.14891726,0.0,0.0070889215,0.0,0.046250857,0.04348649,0.054122284,0.08830543,0.012263025,0.041275624,0.054189865
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313475,0.18363255,0.14346609,0.14816351,0.0,0.006471403,0.0,0.04674967,0.043351263,0.05349678,0.08784442,0.01257144,0.040897388,0.054809902
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030861726,0.1833126,0.14342517,0.14788161,0.0,0.0066392343,0.0,0.046372373,0.042447455,0.053700592,0.08648802,0.012651101,0.04116188,0.054307587
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030888628,0.18194596,0.1440456,0.14794292,0.0,0.0061522988,0.0,0.04602225,0.04262611,0.05371275,0.087473795,0.012460934,0.04140851,0.05452582
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030560154,0.18286254,0.14253013,0.14719814,0.0,0.006560327,0.0,0.046624575,0.0425281,0.054388523,0.08646646,0.012242837,0.040857803,0.055346154
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030155636,0.18363118,0.14203256,0.14604107,0.0,0.0071926783,0.0,0.046845958,0.043148223,0.054278605,0.08637017,0.012057048,0.04073892,0.0554337
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029942364,0.18208386,0.14226127,0.14759536,0.0,0.007094562,0.0,0.04642359,0.042386148,0.05530436,0.08693396,0.012530539,0.041702252,0.05394084
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030048778,0.18225469,0.14256345,0.14632961,0.0,0.0066802497,0.0,0.047084995,0.042341527,0.053777203,0.088088475,0.012227854,0.041627403,0.05323616
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031419188,0.18230361,0.14220655,0.14609423,0.0,0.0067832386,0.0,0.046388682,0.041916862,0.054230854,0.085852616,0.013003443,0.040964633,0.0544952
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03065643,0.18126912,0.14271742,0.14640993,0.0,0.00675542,0.0,0.0470007,0.042290572,0.05399422,0.08690807,0.012134265,0.04178648,0.05373624
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030043758,0.18177068,0.14182894,0.14572234,0.0,0.00656147,0.0,0.046373032,0.04224634,0.054091275,0.08661848,0.012684039,0.041265566,0.05395469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030880177,0.18168306,0.14115234,0.1455978,0.0,0.006673145,0.0,0.04583005,0.041798033,0.053879593,0.08693813,0.012511834,0.041627653,0.053661186
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031078435,0.18121317,0.14139831,0.14580913,0.0,0.0069764806,0.0,0.04675136,0.041759353,0.053703036,0.086689524,0.012566902,0.042023435,0.05281625
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030535042,0.18201388,0.14080681,0.14444678,0.0,0.006783741,0.0,0.045823213,0.042471886,0.054393046,0.08660803,0.012834448,0.04144164,0.05315928
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030011894,0.18187018,0.14054847,0.14393143,0.0,0.007651407,0.0,0.046080988,0.04247784,0.054454092,0.08612239,0.01213775,0.041791517,0.054602094
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030052712,0.18113233,0.14080244,0.14457914,0.0,0.0070629613,0.0,0.047116935,0.042681456,0.05404935,0.08558497,0.0124773625,0.041571762,0.053308047
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030357903,0.18042201,0.1409966,0.14458628,0.0,0.007221904,0.0,0.04679404,0.04229343,0.05474087,0.08535234,0.012787324,0.041409027,0.05420651
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03006366,0.18119559,0.14033724,0.14382932,0.0,0.007017307,0.0,0.0471969,0.042011462,0.05419188,0.08400391,0.012628973,0.041219648,0.054003432
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029962083,0.18036966,0.1399053,0.14450389,0.0,0.006660294,0.0,0.047071815,0.04262147,0.05337481,0.08406479,0.012939057,0.04251035,0.053193055
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029898813,0.17942192,0.14093994,0.14386053,0.0,0.006795757,0.0,0.046826728,0.04162484,0.05391751,0.08629336,0.01264066,0.042001277,0.05304415
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030756515,0.18001819,0.1402084,0.14296837,0.0,0.0069113597,0.0,0.046640143,0.041016288,0.053340442,0.08460913,0.0130607635,0.041535035,0.053196896
