area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6690436,0.77611434,0.72337484,0.7292145,0.6751087,0.65497035,0.6605209,0.7041644,0.739427,1.0926586,0.794177,0.6984386,0.6920389,0.74184775,0.739883,0.91984546,0.8681414,0.688391,0.75589466,1.0723753,1.0997092
0.47449744,0.6512132,0.6159754,0.57689136,0.5507805,0.43081436,0.48491502,0.5122236,0.589617,0.94592553,0.706649,0.5166526,0.54088503,0.6110943,0.6188453,0.9676152,0.89535385,0.50257045,0.59441304,0.9933978,0.979659
0.35650152,0.53772354,0.5381689,0.45776135,0.48376492,0.28605932,0.35895193,0.37935936,0.48307914,0.84995174,0.6032895,0.37851718,0.44575423,0.50512964,0.53286046,0.9360149,0.83625996,0.37844783,0.49656767,0.9392069,0.89118844
0.27511528,0.4385477,0.46439475,0.3554163,0.43181175,0.19265005,0.25562435,0.27382895,0.39497143,0.761956,0.51951176,0.27626303,0.3731624,0.4174494,0.4563163,0.89416623,0.7851848,0.28961423,0.42084077,0.89094996,0.8182675
0.21868092,0.35746315,0.39911082,0.27515242,0.39528945,0.12941805,0.17945439,0.19668046,0.32242912,0.67699957,0.44876388,0.19605495,0.3263905,0.3456165,0.3922985,0.84476674,0.7418523,0.22904903,0.3625891,0.84385824,0.7543036
0.17674835,0.28700808,0.34850103,0.21111688,0.36810428,0.084050074,0.12297125,0.13933606,0.26166263,0.5969642,0.38273713,0.13671768,0.29217914,0.28143948,0.33762607,0.8013922,0.7087649,0.18355036,0.30773205,0.80021346,0.69090897
0.13959798,0.2328183,0.30668727,0.16041929,0.33951202,0.053255048,0.08216894,0.09529623,0.20924424,0.53353417,0.32860768,0.091844015,0.25929534,0.2295117,0.2941392,0.7607832,0.67889273,0.15172575,0.2686853,0.76377577,0.6397224
0.11219288,0.18929662,0.27442512,0.12066742,0.31789145,0.032423664,0.05266313,0.06379271,0.16768213,0.47788423,0.2741299,0.059509363,0.23486365,0.18764302,0.25857174,0.72691655,0.6444563,0.12387845,0.23791987,0.7301683,0.58895135
0.08932974,0.15485854,0.24568073,0.09015737,0.3020672,0.019169988,0.032524653,0.041672233,0.13225262,0.42577884,0.22761136,0.03750109,0.214322,0.15369952,0.22695419,0.69285053,0.6260428,0.10274271,0.2086729,0.7004318,0.55091244
0.070383005,0.12601621,0.22226828,0.065632865,0.29077747,0.01066683,0.019504813,0.02613605,0.10334202,0.381322,0.18287267,0.022062931,0.1971366,0.1266007,0.20380788,0.6541048,0.60916686,0.08750505,0.18624508,0.66876584,0.517106
0.054424856,0.101119995,0.20393485,0.046508,0.274502,0.0055542584,0.0110092405,0.015657375,0.07726464,0.3510903,0.154466,0.012631933,0.18051155,0.1010218,0.18284559,0.6284185,0.5777983,0.076189645,0.1701568,0.64201325,0.48420736
0.041402157,0.082568295,0.18356706,0.032622974,0.26541457,0.0027376052,0.0058382233,0.009068337,0.058321483,0.3189685,0.13307986,0.0069282153,0.16748954,0.08269476,0.16315994,0.59502715,0.564562,0.068441436,0.15626518,0.6148952,0.451262
0.030710548,0.067697056,0.16994989,0.022079019,0.25419256,0.0012583467,0.0029427868,0.004992274,0.0421772,0.3038159,0.11250648,0.0035250976,0.15399374,0.06743418,0.14854175,0.56768525,0.53835887,0.05907874,0.14508407,0.5932261,0.42441323
0.022294704,0.05450316,0.16157222,0.0145159075,0.24685906,0.00053775345,0.0013912696,0.0026161608,0.030119644,0.27888504,0.095524006,0.0016809708,0.14266974,0.054182947,0.13887557,0.54077584,0.5170212,0.05499159,0.13396932,0.56880444,0.3979415
0.015572426,0.04387966,0.15004003,0.009223223,0.2353637,0.00021297118,0.00061169895,0.0012946315,0.020707674,0.26767257,0.08471381,0.00075190613,0.13045868,0.04310507,0.12660818,0.51734287,0.49606746,0.0499779,0.12612627,0.5462272,0.37552038
0.010581233,0.03486357,0.14330742,0.0056441072,0.2260468,7.785893e-05,0.0002503018,0.0006055812,0.013992469,0.24788098,0.0760156,0.00030972835,0.11931235,0.03397008,0.11801477,0.49829882,0.47761998,0.047717962,0.11769577,0.5251018,0.3589372
0.0069472324,0.027049849,0.13682567,0.0033220304,0.21784136,2.6130434e-05,9.5040945e-05,0.0002658643,0.009099608,0.22985065,0.06938244,0.00011752146,0.10912522,0.02618536,0.109531745,0.47499138,0.46450773,0.04638673,0.11006032,0.50670713,0.33676973
0.0044010826,0.020689294,0.12915781,0.0018709482,0.21033841,8.0064765e-06,3.3248118e-05,0.00010911429,0.00570837,0.22541761,0.06253895,4.0985044e-05,0.099592075,0.019787315,0.10042644,0.45942467,0.44501752,0.04276046,0.10416262,0.4890668,0.32074824
0.0026866149,0.0153180305,0.12443206,0.0010086261,0.20580329,2.2259687e-06,1.0682251e-05,4.1685787e-05,0.0034588093,0.2098928,0.056814034,1.3015038e-05,0.09175317,0.014596554,0.093839526,0.4371981,0.43030596,0.03988656,0.099848054,0.47358084,0.30363667
0.0015710352,0.010916143,0.12063398,0.00051635905,0.19921768,5.5756647e-07,3.129634e-06,1.4723164e-05,0.001997508,0.20332485,0.05366727,3.7574546e-06,0.083296925,0.010267337,0.0879777,0.42091084,0.41509753,0.039583284,0.09305169,0.45535734,0.28832236
0.00087919406,0.0074781924,0.114629954,0.00025081987,0.19277714,1.2488753e-07,8.306936e-07,4.788235e-06,0.001107207,0.19864683,0.048273973,9.792642e-07,0.07531063,0.0069383183,0.08025069,0.4053968,0.39894003,0.038060702,0.08977222,0.4425345,0.27640295
